"city", "lat", "lng", 
"Emporia", "38.4028", "-96.1924", 
"Prosper", "33.2394", "-96.8087", 
"Rockville Centre", "40.6644", "-73.6383", 
"Palmetto Bay", "25.6220", "-80.3221", 
"Suitland", "38.8492", "-76.9225", 
"Somerset", "40.5083", "-74.5010", 
"Avon Lake", "41.4945", "-82.0160", 
"Lathrop", "37.8090", "-121.3131", 
"Loma Linda", "34.0451", "-117.2498", 
"Watauga", "32.8718", "-97.2515", 
"Homer Glen", "41.6044", "-87.9497", 
"Tifton", "31.4625", "-83.5205", 
"Dinuba", "36.5453", "-119.3987", 
"Bloomingdale", "27.8784", "-82.2624", 
"Westmont", "41.7948", "-87.9742", 
"Clinton", "32.3540", "-90.3403", 
"Ashland", "37.6942", "-122.1159", 
"Opelousas", "30.5280", "-92.0851", 
"Camas", "45.6005", "-122.4305", 
"Harvey", "41.6076", "-87.6521", 
"Medford", "40.8220", "-72.9859", 
"Trotwood", "39.7927", "-84.3165", 
"West Memphis", "35.1531", "-90.1995", 
"Collinsville", "38.6769", "-90.0059", 
"Mequon", "43.2352", "-87.9838", 
"Ellensburg", "46.9994", "-120.5477", 
"Ottumwa", "41.0196", "-92.4186", 
"Chantilly", "38.8868", "-77.4453", 
"Shelbyville", "38.2069", "-85.2293", 
"Woodlawn", "38.7332", "-77.1149", 
"Lodi", "40.8784", "-74.0814", 
"Orchards", "45.6890", "-122.5306", 
"Newport", "41.4803", "-71.3205", 
"San Fernando", "34.2886", "-118.4363", 
"Saginaw", "32.8657", "-97.3654", 
"Peekskill", "41.2883", "-73.9227", 
"Port Angeles", "48.1142", "-123.4565", 
"Mill Creek East", "47.8360", "-122.1877", 
"Brandon", "32.2778", "-89.9896", 
"Sun City Center", "27.7149", "-82.3569", 
"Inkster", "42.2935", "-83.3148", 
"Thomasville", "30.8394", "-83.9782", 
"Ponca City", "36.7235", "-97.0679", 
"Cataño", "18.4415", "-66.1388", 
"Tysons", "38.9215", "-77.2273", 
"West Melbourne", "28.0693", "-80.6734", 
"Faribault", "44.2985", "-93.2786", 
"San Benito", "26.1298", "-97.6440", 
"Fort Washington", "38.7339", "-77.0069", 
"Lincolnton", "35.4747", "-81.2385", 
"West Springfield", "38.7771", "-77.2268", 
"Simpsonville", "34.7287", "-82.2573", 
"Waverly", "42.7401", "-84.6353", 
"Bailey's Crossroads", "38.8477", "-77.1305", 
"Okemos", "42.7057", "-84.4135", 
"Ridgeland", "32.4236", "-90.1481", 
"Elmwood Park", "41.9225", "-87.8163", 
"North Platte", "41.1266", "-100.7640", 
"Charles Town", "39.2745", "-77.8632", 
"Freeport", "42.2893", "-89.6347", 
"Waukee", "41.5984", "-93.8872", 
"South Plainfield", "40.5748", "-74.4153", 
"Wadsworth", "41.0279", "-81.7324", 
"Tumwater", "46.9890", "-122.9173", 
"Fairfax", "38.8531", "-77.2998", 
"Candler-McAfee", "33.7267", "-84.2723", 
"Oak Ridge", "28.4727", "-81.4169", 
"Venice", "27.1163", "-82.4135", 
"Wright", "30.4445", "-86.6419", 
"Lincolnia", "38.8158", "-77.1543", 
"Westchase", "28.0597", "-82.6110", 
"Edgewater", "28.9594", "-80.9407", 
"North Potomac", "39.0955", "-77.2372", 
"Pelham", "33.3114", "-86.7573", 
"Corsicana", "32.0824", "-96.4665", 
"Seal Beach", "33.7542", "-118.0714", 
"Fort Dodge", "42.5098", "-94.1751", 
"Dunkirk", "42.4803", "-79.3323", 
"Calabasas", "34.1375", "-118.6689", 
"Chalmette", "29.9437", "-89.9659", 
"North Augusta", "33.5214", "-81.9547", 
"Palm River-Clair Mel", "27.9239", "-82.3791", 
"Mount Pocono", "41.1225", "-75.3582", 
"Farragut", "35.8731", "-84.1822", 
"Jenks", "35.9981", "-95.9737", 
"Palatka", "29.6493", "-81.6705", 
"Coronado", "32.6640", "-117.1600", 
"Valinda", "34.0401", "-117.9300", 
"Centerville", "39.6339", "-84.1449", 
"Van Buren", "35.4480", "-94.3528", 
"Greeneville", "36.1680", "-82.8197", 
"Waycross", "31.2108", "-82.3579", 
"Half Moon Bay", "37.4688", "-122.4383", 
"Belton", "38.8193", "-94.5334", 
"Jacksonville Beach", "30.2782", "-81.4045", 
"North Lynnwood", "47.8533", "-122.2762", 
"Ilion", "43.0114", "-75.0396", 
"Rosemont", "38.5477", "-121.3553", 
"Seymour", "38.9476", "-85.8910", 
"Oakdale", "37.7616", "-120.8470", 
"Madisonville", "37.3408", "-87.5034", 
"Romulus", "42.2237", "-83.3660", 
"Cudahy", "33.9631", "-118.1830", 
"Copiague", "40.6728", "-73.3932", 
"Winter Gardens", "32.8376", "-116.9268", 
"Leland", "34.2044", "-78.0277", 
"Rolling Meadows", "42.0747", "-88.0252", 
"Wekiwa Springs", "28.6984", "-81.4251", 
"Northdale", "28.1058", "-82.5263", 
"Fort Hood", "31.1345", "-97.7797", 
"Benbrook", "32.6787", "-97.4638", 
"Zion", "42.4598", "-87.8509", 
"Watertown", "43.1893", "-88.7285", 
"Montrose", "38.4690", "-107.8590", 
"Hialeah Gardens", "25.8878", "-80.3569", 
"Columbus", "41.4368", "-97.3563", 
"Plainview", "34.1911", "-101.7234", 
"Auburn", "44.0850", "-70.2492", 
"Carteret", "40.5848", "-74.2284", 
"Arnold", "39.0437", "-76.4974", 
"Avon", "41.4485", "-82.0187", 
"West Puente Valley", "34.0512", "-117.9681", 
"Loves Park", "42.3364", "-88.9975", 
"Vero Beach South", "27.6164", "-80.4130", 
"Lisle", "41.7918", "-88.0888", 
"Greenbelt", "38.9953", "-76.8885", 
"Granite Bay", "38.7601", "-121.1714", 
"Maywood", "41.8798", "-87.8442", 
"Dickinson", "46.8917", "-102.7924", 
"Oxford", "39.5061", "-84.7434", 
"Kenmore", "47.7516", "-122.2489", 
"Allison Park", "40.5730", "-79.9603", 
"Farmington", "44.6573", "-93.1688", 
"Monsey", "41.1181", "-74.0681", 
"Hastings", "44.7318", "-92.8538", 
"Rockingham", "34.9386", "-79.7608", 
"Greenfield", "39.7936", "-85.7737", 
"Auburn", "41.3666", "-85.0559", 
"Frederickson", "47.0914", "-122.3594", 
"Willoughby", "41.6460", "-81.4084", 
"Mustang", "35.3917", "-97.7246", 
"Patterson", "37.4758", "-121.1535", 
"Gallup", "35.5183", "-108.7423", 
"Radcliff", "37.8206", "-85.9366", 
"West Rancho Dominguez", "33.9057", "-118.2682", 
"Blue Island", "41.6578", "-87.6812", 
"Crystal", "45.0377", "-93.3599", 
"Belton", "31.0525", "-97.4790", 
"Pace", "30.6187", "-87.1667", 
"Marshall", "32.5370", "-94.3515", 
"Laguna Beach", "33.5448", "-117.7612", 
"Webster Groves", "38.5866", "-90.3544", 
"Acworth", "34.0566", "-84.6715", 
"Griffin", "33.2418", "-84.2747", 
"Willowbrook", "33.9199", "-118.2362", 
"Morton Grove", "42.0423", "-87.7890", 
"Keene", "42.9494", "-72.2997", 
"Marina", "36.6812", "-121.7895", 
"Solon", "41.3864", "-81.4401", 
"New Brighton", "45.0658", "-93.2060", 
"Mandan", "46.8290", "-100.8870", 
"Pittsburg", "37.4129", "-94.6984", 
"Elizabeth City", "36.2943", "-76.2361", 
"Harriman", "35.9307", "-84.5602", 
"Ives Estates", "25.9632", "-80.1830", 
"Greenfield", "42.6140", "-72.5985", 
"Fairhope", "30.5217", "-87.8815", 
"Cottage Lake", "47.7466", "-122.0755", 
"Machesney Park", "42.3666", "-89.0266", 
"Braidwood", "41.2696", "-88.2235", 
"Hurricane", "37.1487", "-113.3517", 
"Trussville", "33.6404", "-86.5819", 
"Waynesboro", "38.0674", "-78.9014", 
"Johnston", "41.6857", "-93.7173", 
"Corcoran", "36.0839", "-119.5610", 
"Meadville", "41.6476", "-80.1468", 
"Landover", "38.9241", "-76.8875", 
"Happy Valley", "45.4362", "-122.5077", 
"East Peoria", "40.6734", "-89.5419", 
"Hopewell", "37.2915", "-77.2985", 
"Fort Walton Beach", "30.4249", "-86.6194", 
"Nixa", "37.0453", "-93.2960", 
"Clinton", "41.1395", "-112.0656", 
"Munster", "41.5469", "-87.5040", 
"Christiansburg", "37.1411", "-80.4028", 
"Anthem", "33.8560", "-112.1168", 
"Roselle", "41.9807", "-88.0861", 
"Garden City", "40.7266", "-73.6447", 
"The Crossings", "25.6708", "-80.4018", 
"Warrensburg", "38.7627", "-93.7260", 
"Kihei", "20.7653", "-156.4454", 
"Union City", "33.5941", "-84.5629", 
"Millbrae", "37.5994", "-122.4023", 
"Florida Ridge", "27.5805", "-80.3848", 
"Silver Firs", "47.8635", "-122.1497", 
"Dolton", "41.6284", "-87.5979", 
"Duncan", "34.5424", "-97.9190", 
"Brent", "30.4729", "-87.2496", 
"Northfield", "44.4550", "-93.1698", 
"Highland", "41.5485", "-87.4587", 
"Sequim", "48.0746", "-123.0944", 
"Prairie Village", "38.9874", "-94.6361", 
"Kuna", "43.4869", "-116.3986", 
"Coralville", "41.6990", "-91.5967", 
"Fort Mill", "35.0062", "-80.9388", 
"Rose Hill", "38.7872", "-77.1085", 
"Hudson", "41.2399", "-81.4408", 
"Lutz", "28.1396", "-82.4467", 
"Taylors", "34.9157", "-82.3124", 
"Roanoke Rapids", "36.4452", "-77.6491", 
"Vega Baja", "18.4410", "-66.3993", 
"Raymore", "38.8029", "-94.4583", 
"Ensley", "30.5261", "-87.2735", 
"Fremont", "41.3536", "-83.1148", 
"Mukwonago", "42.8566", "-88.3269", 
"Watertown", "44.9094", "-97.1531", 
"East Patchogue", "40.7704", "-72.9817", 
"Lebanon", "44.5317", "-122.9071", 
"Pickerington", "39.8890", "-82.7678", 
"Lexington", "33.9890", "-81.2202", 
"Arvin", "35.1944", "-118.8306", 
"Lino Lakes", "45.1679", "-93.0830", 
"Augusta", "44.3341", "-69.7319", 
"Milford", "38.9091", "-75.4224", 
"Shelbyville", "35.4987", "-86.4516", 
"Corinth", "33.1435", "-97.0681", 
"Naples", "26.1504", "-81.7936", 
"West Carson", "33.8229", "-118.2931", 
"Maple Heights", "41.4094", "-81.5625", 
"Lealman", "27.8197", "-82.6847", 
"Chester", "37.3531", "-77.4342", 
"Gardner", "38.8158", "-94.9300", 
"Union Hill-Novelty Hill", "47.6788", "-122.0284", 
"Hayesville", "44.9794", "-122.9739", 
"Siloam Springs", "36.1844", "-94.5318", 
"Piqua", "40.1505", "-84.2441", 
"Fish Hawk", "27.8511", "-82.2164", 
"Port Hueneme", "34.1617", "-119.2036", 
"Lakeside", "32.8560", "-116.9040", 
"Summit", "40.7154", "-74.3647", 
"Secaucus", "40.7810", "-74.0659", 
"Golden Valley", "44.9901", "-93.3591", 
"Jasmine Estates", "28.2930", "-82.6907", 
"Mount Vernon", "40.3854", "-82.4734", 
"Bloomington", "34.0601", "-117.4013", 
"Camp Springs", "38.8052", "-76.9198", 
"Lennox", "33.9380", "-118.3586", 
"Roselle", "40.6527", "-74.2599", 
"Geneva", "41.8832", "-88.3242", 
"Sunny Isles Beach", "25.9385", "-80.1246", 
"Rancho San Diego", "32.7624", "-116.9197", 
"Massapequa", "40.6676", "-73.4706", 
"Bloomingdale", "41.9497", "-88.0895", 
"Shafter", "35.4794", "-119.2013", 
"Eastmont", "47.8968", "-122.1817", 
"Katy", "29.7904", "-95.8353", 
"Brownwood", "31.7127", "-98.9767", 
"Del City", "35.4483", "-97.4408", 
"Jacksonville", "39.7292", "-90.2318", 
"North Bay Shore", "40.7601", "-73.2618", 
"Silverdale", "47.6663", "-122.6828", 
"Kapolei", "21.3403", "-158.0665", 
"Allendale", "42.9851", "-85.9509", 
"Darien", "41.7447", "-87.9823", 
"Perrysburg", "41.5377", "-83.6413", 
"Lewistown", "40.5964", "-77.5730", 
"Hamtramck", "42.3954", "-83.0560", 
"La Porte", "41.6077", "-86.7136", 
"Clarksville", "38.3221", "-85.7673", 
"New Castle", "39.9190", "-85.3697", 
"Bellview", "30.4620", "-87.3120", 
"Biddeford", "43.4674", "-70.4512", 
"McNair", "38.9513", "-77.4116", 
"Villa Park", "41.8864", "-87.9779", 
"Fernley", "39.5611", "-119.1926", 
"Elkridge", "39.1941", "-76.7427", 
"Mukilteo", "47.9096", "-122.3035", 
"Atoka", "35.4239", "-89.7861", 
"Prichard", "30.7735", "-88.1301", 
"Hays", "38.8815", "-99.3218", 
"Birmingham", "42.5447", "-83.2166", 
"Easley", "34.8190", "-82.5828", 
"Brambleton", "38.9802", "-77.5323", 
"Mountlake Terrace", "47.7921", "-122.3076", 
"Ramona", "33.0474", "-116.8767", 
"Owosso", "42.9955", "-84.1760", 
"King of Prussia", "40.0963", "-75.3820", 
"DeBary", "28.8815", "-81.3240", 
"Eustis", "28.8560", "-81.6781", 
"South Euclid", "41.5239", "-81.5245", 
"South Holland", "41.5977", "-87.6022", 
"Palm Valley", "30.2011", "-81.3949", 
"North Plainfield", "40.6209", "-74.4386", 
"Ashland", "42.1905", "-122.6992", 
"Sapulpa", "36.0089", "-96.1006", 
"Duarte", "34.1610", "-117.9504", 
"Marietta", "39.4241", "-81.4465", 
"Battle Ground", "45.7765", "-122.5413", 
"Stephenville", "32.2148", "-98.2205", 
"Amsterdam", "42.9420", "-74.1907", 
"Oxford", "33.5967", "-85.8687", 
"Park Forest", "41.4817", "-87.6868", 
"Evans", "40.3660", "-104.7389", 
"Alexandria", "45.8777", "-95.3766", 
"Fort Atkinson", "42.9253", "-88.8441", 
"Hazel Dell", "45.6797", "-122.6553", 
"Carrboro", "35.9260", "-79.0878", 
"Bardstown", "37.8174", "-85.4548", 
"East Ridge", "34.9973", "-85.2284", 
"Elko", "40.8387", "-115.7674", 
"Covington", "47.3668", "-122.1044", 
"Gaffney", "35.0742", "-81.6558", 
"Sun Valley", "39.6106", "-119.7765", 
"Sidney", "40.2891", "-84.1667", 
"Bonney Lake", "47.1791", "-122.1700", 
"Dickinson", "29.4546", "-95.0583", 
"Martha Lake", "47.8479", "-122.2327", 
"Bothell West", "47.8056", "-122.2401", 
"Arnold", "38.4296", "-90.3733", 
"Ballenger Creek", "39.3807", "-77.4205", 
"Rolla", "37.9458", "-91.7608", 
"West Pensacola", "30.4263", "-87.2679", 
"Harvey", "29.8876", "-90.0666", 
"Johnstown", "40.3499", "-104.9481", 
"Cockeysville", "39.4793", "-76.6300", 
"Pleasant Prairie", "42.5266", "-87.8895", 
"Shelbyville", "39.5350", "-85.7792", 
"Sweetwater", "25.7786", "-80.3760", 
"St. Andrews", "34.0510", "-81.1057", 
"Milwaukie", "45.4447", "-122.6221", 
"Bryant", "34.6152", "-92.4914", 
"Salmon Creek", "45.7099", "-122.6632", 
"Kill Devil Hills", "36.0167", "-75.6699", 
"North Salt Lake", "40.8439", "-111.9187", 
"Apollo Beach", "27.7618", "-82.4002", 
"Guayama", "17.9744", "-66.1104", 
"Cornelia", "34.5170", "-83.5310", 
"Suwanee", "34.0506", "-84.0687", 
"New Hope", "45.0374", "-93.3869", 
"Wade Hampton", "34.8821", "-82.3336", 
"Green Valley", "31.8436", "-111.0174", 
"Mill Creek", "47.8631", "-122.2037", 
"Universal City", "29.5521", "-98.3074", 
"Montclair", "38.6111", "-77.3400", 
"Lorton", "38.6984", "-77.2163", 
"Clemmons", "36.0319", "-80.3861", 
"Rosamond", "34.8658", "-118.2154", 
"Bear", "39.6188", "-75.6804", 
"Dyersburg", "36.0465", "-89.3777", 
"Oneida", "43.0769", "-75.6621", 
"Hunters Creek", "28.3611", "-81.4357", 
"Holiday", "28.1864", "-82.7429", 
"Louisville", "39.9709", "-105.1441", 
"Dixon", "38.4468", "-121.8249", 
"Murray", "36.6146", "-88.3206", 
"Golden", "39.7406", "-105.2118", 
"Olean", "42.0819", "-78.4321", 
"Clifton", "39.0763", "-108.4606", 
"Grayslake", "42.3402", "-88.0338", 
"North Bellmore", "40.6904", "-73.5390", 
"Palisades Park", "40.8472", "-73.9967", 
"South Milwaukee", "42.9120", "-87.8627", 
"Gardner", "42.5845", "-71.9867", 
"Havelock", "34.9078", "-76.8987", 
"Lake Ronkonkoma", "40.8308", "-73.1112", 
"Lebanon", "39.4251", "-84.2135", 
"East Moline", "41.5199", "-90.3879", 
"Norwalk", "41.2443", "-82.6088", 
"Yorkville", "41.6562", "-88.4507", 
"Logansport", "40.7472", "-86.3519", 
"Dublin", "32.5359", "-82.9280", 
"North Ogden", "41.3123", "-111.9585", 
"South El Monte", "34.0493", "-118.0484", 
"Lynn Haven", "30.2337", "-85.6370", 
"Ferguson", "38.7490", "-90.2950", 
"Arlington", "48.1698", "-122.1443", 
"Willmar", "45.1220", "-95.0569", 
"Alice", "27.7556", "-98.0653", 
"Swansboro", "34.6958", "-77.1368", 
"Murphy", "33.0186", "-96.6105", 
"Culpeper", "38.4705", "-78.0001", 
"Ozark", "37.0361", "-93.2155", 
"American Canyon", "38.1796", "-122.2583", 
"Papillion", "41.1516", "-96.0679", 
"The Dalles", "45.6053", "-121.1818", 
"Columbia Heights", "45.0484", "-93.2472", 
"Barre", "44.1997", "-72.5083", 
"Amherst Center", "42.3757", "-72.5188", 
"Crest Hill", "41.5723", "-88.1124", 
"Punta Gorda", "26.8933", "-82.0516", 
"Neabsco", "38.6083", "-77.2847", 
"Newton", "38.0368", "-97.3451", 
"Poplar Bluff", "36.7632", "-90.4136", 
"Ennis", "32.3255", "-96.6350", 
"Tukwila", "47.4749", "-122.2727", 
"Prunedale", "36.8064", "-121.6555", 
"Lomita", "33.7933", "-118.3175", 
"Payson", "40.0360", "-111.7395", 
"Mountain Brook", "33.4871", "-86.7400", 
"Glassboro", "39.7014", "-75.1113", 
"Bayshore Gardens", "27.4345", "-82.5794", 
"Ashland", "40.8668", "-82.3156", 
"Shelton", "47.2186", "-123.1120", 
"Shenandoah", "30.4019", "-91.0020", 
"Cherry Hill", "38.5696", "-77.2895", 
"Henderson", "36.3259", "-78.4155", 
"Linda", "39.1241", "-121.5421", 
"Agoura Hills", "34.1510", "-118.7608", 
"East Hemet", "33.7301", "-116.9410", 
"Libertyville", "42.2870", "-87.9670", 
"Durango", "37.2659", "-107.8782", 
"East Northport", "40.8792", "-73.3232", 
"Howard", "44.5703", "-88.0920", 
"Monmouth", "44.8505", "-123.2283", 
"Ypsilanti", "42.2437", "-83.6205", 
"Mokena", "41.5327", "-87.8779", 
"Pleasantville", "39.3900", "-74.5169", 
"Affton", "38.5499", "-90.3264", 
"Bartow", "27.8868", "-81.8213", 
"Ashland", "38.4592", "-82.6449", 
"Mead Valley", "33.8333", "-117.2852", 
"Miamisburg", "39.6323", "-84.2725", 
"Merrick", "40.6515", "-73.5535", 
"Charleston", "39.4842", "-88.1781", 
"Germantown", "43.2343", "-88.1217", 
"Escanaba", "45.7477", "-87.0900", 
"Selden", "40.8699", "-73.0462", 
"Bayou Cane", "29.6244", "-90.7510", 
"Mililani Mauka", "21.4756", "-157.9947", 
"Snellville", "33.8563", "-84.0038", 
"Sulphur", "30.2286", "-93.3565", 
"Harrison", "40.7431", "-74.1531", 
"South St. Paul", "44.8876", "-93.0411", 
"Oregon", "41.6528", "-83.4322", 
"Middleton", "43.1065", "-89.5058", 
"Ferndale", "42.4592", "-83.1314", 
"West Chester", "39.9601", "-75.6058", 
"Forest Park", "33.6209", "-84.3590", 
"La Cañada Flintridge", "34.2097", "-118.2002", 
"Hauppauge", "40.8217", "-73.2119", 
"Safford", "32.8317", "-109.7005", 
"Rocky River", "41.4703", "-81.8526", 
"South San Jose Hills", "34.0123", "-117.9041", 
"Elmwood Park", "40.9050", "-74.1201", 
"El Reno", "35.5430", "-97.9660", 
"Saco", "43.5390", "-70.4624", 
"Fairwood", "47.4467", "-122.1430", 
"Greenwood", "33.5126", "-90.1993", 
"West St. Paul", "44.9018", "-93.0858", 
"Valley", "32.8088", "-85.1809", 
"Orinda", "37.8808", "-122.1791", 
"Helena", "33.2845", "-86.8756", 
"Cullman", "34.1777", "-86.8407", 
"Alamo", "26.1811", "-98.1177", 
"Sand Springs", "36.1342", "-96.1284", 
"Vernal", "40.4517", "-109.5379", 
"Laurinburg", "34.7597", "-79.4781", 
"Painesville", "41.7240", "-81.2536", 
"Sherwood", "45.3593", "-122.8433", 
"Lake Zurich", "42.1955", "-88.0870", 
"West Hempstead", "40.6959", "-73.6507", 
"Rosedale", "39.3266", "-76.5084", 
"Ottawa", "41.3532", "-88.8306", 
"Meadowbrook", "37.4301", "-77.4740", 
"Casa de Oro-Mount Helix", "32.7640", "-116.9687", 
"Lake Shore", "39.1029", "-76.4876", 
"Parma Heights", "41.3865", "-81.7637", 
"Old Jamestown", "38.8394", "-90.2847", 
"Norwood", "39.1605", "-84.4535", 
"Monroe", "47.8595", "-121.9852", 
"Selma", "32.4166", "-87.0336", 
"Makakilo", "21.3591", "-158.0813", 
"Tahlequah", "35.9116", "-94.9773", 
"Brockport", "43.2137", "-77.9404", 
"Rockport", "28.0290", "-97.0722", 
"Mesquite", "36.8035", "-114.1325", 
"Franconia", "38.7682", "-77.1587", 
"Front Royal", "38.9260", "-78.1838", 
"West Mifflin", "40.3581", "-79.9072", 
"Albany", "37.8898", "-122.3018", 
"La Crescenta-Montrose", "34.2322", "-118.2353", 
"Somerton", "32.6009", "-114.6990", 
"Blythe", "33.6220", "-114.6188", 
"Horizon City", "31.6799", "-106.1903", 
"Montgomery", "41.7237", "-88.3631", 
"Stillwater", "45.0573", "-92.8313", 
"Eloy", "32.7470", "-111.5991", 
"Brigham City", "41.5034", "-112.0454", 
"Murrysville", "40.4456", "-79.6555", 
"Brainerd", "46.3553", "-94.1982", 
"Rio Rico", "31.4957", "-110.9886", 
"Central Falls", "41.8900", "-71.3934", 
"Haslett", "42.7525", "-84.4020", 
"Tullahoma", "35.3721", "-86.2173", 
"Baldwin", "40.3690", "-79.9668", 
"Anna", "33.3470", "-96.5503", 
"Danville", "37.6418", "-84.7777", 
"Langley Park", "38.9897", "-76.9808", 
"South Burlington", "44.4622", "-73.2203", 
"North Liberty", "41.7438", "-91.6110", 
"Lake Butler", "28.4868", "-81.5453", 
"Schofield Barracks", "21.4936", "-158.0617", 
"Vincennes", "38.6760", "-87.5102", 
"Sienna Plantation", "29.4834", "-95.5065", 
"Holtsville", "40.8124", "-73.0447", 
"Abbeville", "29.9750", "-92.1265", 
"Bourbonnais", "41.1830", "-87.8780", 
"Syosset", "40.8156", "-73.5020", 
"Matteson", "41.5095", "-87.7468", 
"Lynbrook", "40.6579", "-73.6742", 
"Lake Forest", "42.2380", "-87.8596", 
"Angleton", "29.1718", "-95.4291", 
"Castaic", "34.4818", "-118.6317", 
"Canby", "45.2653", "-122.6866", 
"Wendell", "35.7823", "-78.3962", 
"Frankfort", "41.4887", "-87.8361", 
"Laconia", "43.5724", "-71.4775", 
"Silverthorne", "39.6560", "-106.0867", 
"Altamont", "42.1981", "-121.7249", 
"Sheridan", "44.7962", "-106.9643", 
"Hermosa Beach", "33.8654", "-118.3966", 
"Durant", "33.9957", "-96.3938", 
"Sylvania", "41.7100", "-83.7091", 
"Corning", "42.1470", "-77.0561", 
"Arbutus", "39.2428", "-76.6922", 
"White Oak", "39.2106", "-84.6061", 
"Morristown", "40.7966", "-74.4772", 
"Pinole", "37.9931", "-122.2834", 
"Erlanger", "39.0109", "-84.5864", 
"Altoona", "41.6481", "-93.4784", 
"Bethany", "35.5072", "-97.6417", 
"Sherrelwood", "39.8390", "-105.0014", 
"Mineola", "40.7469", "-73.6392", 
"Carlisle", "40.1999", "-77.2042", 
"Stevenson Ranch", "34.3894", "-118.5885", 
"Highland", "40.4275", "-111.7955", 
"Liberal", "37.0466", "-100.9295", 
"Cameron Park", "38.6737", "-120.9872", 
"Pinecrest", "25.6650", "-80.3042", 
"Evergreen Park", "41.7213", "-87.7013", 
"Tiffin", "41.1165", "-83.1805", 
"Mount Airy", "36.5083", "-80.6154", 
"Broadview Heights", "41.3195", "-81.6782", 
"Westbrook", "43.6954", "-70.3539", 
"Red Bluff", "40.1735", "-122.2413", 
"Arcadia", "27.2213", "-81.8587", 
"White Oak", "39.0433", "-76.9906", 
"Fox Crossing", "44.2229", "-88.4763", 
"McKeesport", "40.3419", "-79.8439", 
"Bellaire", "29.7040", "-95.4622", 
"Troy", "31.8021", "-85.9665", 
"Onalaska", "43.8881", "-91.2074", 
"Lexington", "35.8017", "-80.2682", 
"Springboro", "39.5612", "-84.2348", 
"Whitehall", "39.9682", "-82.8833", 
"Sartell", "45.6187", "-94.2207", 
"Badger", "64.8006", "-147.3877", 
"Five Corners", "45.6883", "-122.5738", 
"McAlester", "34.9262", "-95.7698", 
"La Follette", "36.3718", "-84.1256", 
"Terrell", "32.7341", "-96.2939", 
"Natchitoches", "31.7317", "-93.0979", 
"Twinsburg", "41.3220", "-81.4451", 
"Central Point", "42.3765", "-122.9110", 
"Seminole", "27.8435", "-82.7839", 
"Coldwater", "41.9465", "-84.9989", 
"St. John", "41.4431", "-87.4700", 
"Point Pleasant", "40.0772", "-74.0702", 
"Grandview", "46.2444", "-119.9091", 
"Marshfield", "44.6627", "-90.1728", 
"Hawthorne", "40.9579", "-74.1581", 
"Cimarron Hills", "38.8597", "-104.6995", 
"Alsip", "41.6701", "-87.7368", 
"Avon", "39.7603", "-86.3917", 
"Homewood", "41.5591", "-87.6610", 
"Port Isabel", "26.0540", "-97.2505", 
"Bellwood", "41.8829", "-87.8762", 
"Marinette", "45.0870", "-87.6328", 
"Bay City", "28.9838", "-95.9601", 
"North Valley Stream", "40.6840", "-73.7077", 
"Ansonia", "41.3443", "-73.0689", 
"Deerfield", "42.1654", "-87.8516", 
"Westminster", "39.5796", "-77.0066", 
"Creve Coeur", "38.6621", "-90.4430", 
"Seabrook", "38.9802", "-76.8502", 
"Berea", "41.3696", "-81.8642", 
"Cocoa", "28.3820", "-80.7674", 
"Moultrie", "31.1591", "-83.7708", 
"Avenel", "40.5839", "-74.2720", 
"Forest Park", "39.2861", "-84.5259", 
"Sudley", "38.7878", "-77.4961", 
"Anacortes", "48.4878", "-122.6292", 
"Winthrop", "42.3751", "-70.9847", 
"Rancho Mirage", "33.7634", "-116.4271", 
"Gibsonton", "27.8260", "-82.3761", 
"Lynden", "48.9502", "-122.4545", 
"North Massapequa", "40.7031", "-73.4678", 
"Gautier", "30.4106", "-88.6568", 
"Mayfield Heights", "41.5175", "-81.4534", 
"Breaux Bridge", "30.2829", "-91.9043", 
"Hopkins", "44.9261", "-93.4056", 
"Defiance", "41.2810", "-84.3661", 
"Iron Mountain", "45.8275", "-88.0599", 
"Berea", "37.5904", "-84.2898", 
"Altus", "34.6566", "-99.3051", 
"Bryn Mawr-Skyway", "47.4949", "-122.2411", 
"Uvalde", "29.2153", "-99.7782", 
"Brushy Creek", "30.5125", "-97.7388", 
"Brook Park", "41.4036", "-81.8219", 
"North Amityville", "40.7005", "-73.4118", 
"Wallingford Center", "41.4499", "-72.8189", 
"Sunnyside", "46.3158", "-120.0059", 
"World Golf Village", "29.9653", "-81.4898", 
"Sycamore", "41.9951", "-88.6812", 
"Franklin Farm", "38.9133", "-77.3969", 
"Chowchilla", "37.1095", "-120.2349", 
"Brookfield", "41.8245", "-87.8470", 
"Ronkonkoma", "40.8040", "-73.1258", 
"Rutherford", "40.8203", "-74.1057", 
"Merrifield", "38.8731", "-77.2426", 
"Newburyport", "42.8124", "-70.8878", 
"Idylwood", "38.8896", "-77.2055", 
"Kilgore", "32.3979", "-94.8603", 
"Radford", "37.1229", "-80.5587", 
"Palestine", "31.7544", "-95.6471", 
"Crawfordsville", "40.0428", "-86.8975", 
"Springfield", "36.4943", "-86.8709", 
"Boerne", "29.7844", "-98.7289", 
"Hyattsville", "38.9612", "-76.9548", 
"Lake Placid", "27.2977", "-81.3715", 
"St. Michael", "45.2014", "-93.6920", 
"Maumelle", "34.8522", "-92.4000", 
"Niles", "41.1878", "-80.7530", 
"Iselin", "40.5702", "-74.3170", 
