"city", "lat", "lng", 
"Dewey Beach", "38.6958", "-75.0749", 
"Hartsville", "39.2669", "-85.6992", 
"Willow River", "46.3204", "-92.8350", 
"Kingsland", "33.8658", "-92.2911", 
"Watersmeet", "46.2872", "-89.1937", 
"Azure", "48.3050", "-109.8072", 
"Ranchitos Las Lomas", "27.6283", "-99.2344", 
"Kwigillingok", "59.8767", "-163.1717", 
"Lone Wolf", "34.9904", "-99.2457", 
"Delaware", "36.7789", "-95.6426", 
"Sand City", "36.6189", "-121.8478", 
"Jacksonboro", "32.7718", "-80.4769", 
"St. Regis Falls", "44.6764", "-74.5309", 
"Fountain", "43.7426", "-92.1342", 
"Lake Bridgeport", "33.2074", "-97.8311", 
"Wolsey", "44.4105", "-98.4738", 
"Arlington", "42.7488", "-91.6711", 
"Tyonek", "61.0734", "-151.3331", 
"Hurley", "43.2794", "-97.0894", 
"Wausau", "30.6333", "-85.5873", 
"Burkeville", "37.1879", "-78.2012", 
"San Geronimo", "38.0068", "-122.6634", 
"Lewis", "41.3065", "-95.0843", 
"Harts", "38.0343", "-82.1290", 
"Swan Quarter", "35.4109", "-76.3251", 
"Milton", "40.6712", "-92.1621", 
"Grenada", "41.6406", "-122.5260", 
"Cameron", "33.5580", "-80.7151", 
"Holiday Pocono", "41.0292", "-75.6092", 
"Troy", "38.0018", "-86.7991", 
"Union Valley", "32.9324", "-96.2471", 
"Remer", "47.0569", "-93.9126", 
"Staley", "35.7979", "-79.5518", 
"Keokee", "36.8622", "-82.9161", 
"Loda", "40.5160", "-88.0756", 
"Jamestown", "38.7667", "-92.4802", 
"Ranburne", "33.5259", "-85.3390", 
"Misquamicut", "41.3237", "-71.8220", 
"Irvington", "37.6621", "-76.4205", 
"West Chazy", "44.8178", "-73.5118", 
"Hopewell", "40.9842", "-89.4572", 
"Vaughn", "34.6072", "-105.2126", 
"Idaville", "40.7588", "-86.6505", 
"Weissport", "40.8289", "-75.7009", 
"Estral Beach", "41.9868", "-83.2357", 
"Allport", "40.9660", "-78.2065", 
"La Crosse", "29.8395", "-82.3783", 
"Alpena", "36.2896", "-93.3037", 
"Hale", "39.6051", "-93.3433", 
"Shelby", "41.1934", "-87.3426", 
"Holiday Lake", "41.8174", "-92.4496", 
"Stanhope", "42.2889", "-93.7960", 
"Clarksville", "42.8421", "-85.2425", 
"Old Green", "35.9845", "-94.6036", 
"Gayville", "42.8889", "-97.1739", 
"Twin Oaks", "38.5657", "-90.5010", 
"Glen Fork", "37.6982", "-81.5362", 
"Fredonia", "37.2085", "-88.0603", 
"Cumberland", "37.4914", "-78.2577", 
"Duck", "36.1836", "-75.7559", 
"Hemingway", "33.7533", "-79.4462", 
"Sinclair", "41.7761", "-107.1199", 
"Worthington", "42.3979", "-91.1207", 
"Lattimer", "40.9930", "-75.9606", 
"Summerfield", "38.5955", "-89.7497", 
"Reklaw", "31.8662", "-94.9834", 
"Shorter", "32.4076", "-85.9412", 
"Fairfield", "43.3489", "-114.8006", 
"Bostwick", "33.7378", "-83.5149", 
"Cedar Fort", "40.3414", "-112.1086", 
"Gopher Flats", "45.6658", "-118.7225", 
"Jamestown", "48.1229", "-123.0911", 
"Oak Grove", "36.4642", "-93.4302", 
"Lake City", "38.0302", "-107.3106", 
"Soso", "31.7535", "-89.2759", 
"Akiak", "60.9061", "-161.2122", 
"McDermott", "38.8344", "-83.0583", 
"Midwest", "43.4113", "-106.2772", 
"Tushka", "34.3178", "-96.1677", 
"Thayne", "42.9194", "-110.9970", 
"Loop", "32.9142", "-102.4147", 
"Bancroft", "42.7202", "-111.8830", 
"Wylandville", "40.2099", "-80.1263", 
"Shedd", "44.4579", "-123.1119", 
"Littlefield", "36.8663", "-113.9358", 
"Rayland", "40.1842", "-80.6911", 
"Stapleton", "33.2170", "-82.4672", 
"Holden", "39.1003", "-112.2705", 
"Lynnville", "41.5729", "-92.7869", 
"Bloomburg", "33.1378", "-94.0591", 
"Scotts Mills", "45.0410", "-122.6689", 
"Finleyville", "40.2529", "-80.0017", 
"Chloride", "35.4097", "-114.1973", 
"Howardwick", "35.0347", "-100.9077", 
"Wiley", "38.1554", "-102.7193", 
"Canal Lewisville", "40.2990", "-81.8402", 
"Lamont", "36.6913", "-97.5582", 
"Perrinton", "43.1807", "-84.6793", 
"Hoytsville", "40.8754", "-111.3846", 
"Gilman", "45.1662", "-90.8072", 
"St. Marys Point", "44.9128", "-92.7704", 
"Edom", "32.3743", "-95.6099", 
"Morrisville", "37.4766", "-93.4293", 
"Twin", "33.9978", "-87.8497", 
"Logan", "48.1557", "-101.1664", 
"Lehigh", "42.3575", "-94.0535", 
"Mildred", "32.0411", "-96.3483", 
"Medora", "39.1765", "-90.1414", 
"Nespelem", "48.1670", "-118.9722", 
"Pine Springs", "45.0368", "-92.9543", 
"Higgins", "36.1210", "-100.0274", 
"Edmondson", "35.1041", "-90.3052", 
"Williamsburg", "38.4829", "-95.4716", 
"Grady", "34.0790", "-91.6981", 
"Westwood Hills", "39.0389", "-94.6097", 
"Stanford", "47.1521", "-110.2190", 
"Lucas", "39.0585", "-98.5379", 
"Patterson", "35.2590", "-91.2349", 
"Lagro", "40.8392", "-85.7276", 
"Gypsum", "38.7058", "-97.4266", 
"Barnhill", "40.4497", "-81.3679", 
"Tullos", "31.8188", "-92.3292", 
"Richland", "37.9462", "-87.1690", 
"Hobart", "42.3715", "-74.6691", 
"Advance", "45.2161", "-85.0807", 
"Vann Crossroads", "35.1697", "-78.4026", 
"Sadorus", "39.9669", "-88.3451", 
"Oakview", "39.2086", "-94.5704", 
"Montross", "38.0941", "-76.8227", 
"Ellerslie", "39.7188", "-78.7787", 
"Marble", "35.1771", "-83.9265", 
"Elkhart", "40.0136", "-89.4727", 
"Otwell", "38.4566", "-87.0959", 
"Kingsley", "38.2219", "-85.6726", 
"June Lake", "37.7677", "-119.1022", 
"Dodd City", "33.5757", "-96.0755", 
"Zeba", "46.7928", "-88.4133", 
"Bayview", "26.1324", "-97.3970", 
"Lohrville", "44.0382", "-89.1201", 
"Quitaque", "34.3674", "-101.0555", 
"Orick", "41.2909", "-124.0692", 
"Mount Carbon", "38.1442", "-81.2890", 
"Hanoverton", "40.7547", "-80.9355", 
"Hatfield", "34.4859", "-94.3793", 
"Pueblo Pintado", "35.9453", "-107.6161", 
"Cove City", "35.1890", "-77.3206", 
"Hookerton", "35.4230", "-77.5895", 
"Bowlegs", "35.1474", "-96.6691", 
"Huntleigh", "38.6131", "-90.4091", 
"Brisbin", "40.8395", "-78.3526", 
"Midlothian", "39.6316", "-78.9523", 
"Camargito", "26.3451", "-98.7387", 
"Oktaha", "35.5776", "-95.4778", 
"Portland", "33.2379", "-91.5110", 
"Tonyville", "36.2474", "-119.0903", 
"McHenry", "37.3794", "-86.9226", 
"Vallonia", "38.8462", "-86.0992", 
"Maitland", "40.6242", "-77.5019", 
"East Glacier Park Village", "48.4459", "-113.2236", 
"Webster", "35.3500", "-83.2188", 
"East Duke", "34.6628", "-99.5696", 
"Gilbert", "37.6142", "-81.8689", 
"Salix", "42.3158", "-96.3035", 
"Whitefield", "35.2546", "-95.2391", 
"Greens Fork", "39.8918", "-85.0410", 
"Oval", "41.1522", "-77.1746", 
"Worthington Springs", "29.9330", "-82.4148", 
"Melfa", "37.6489", "-75.7407", 
"Jacona", "35.8887", "-106.0386", 
"Warwick", "31.8298", "-83.9206", 
"Montezuma Creek", "37.2563", "-109.3030", 
"St. Louisville", "40.1711", "-82.4181", 
"Barstow", "31.4616", "-103.3955", 
"Derby Acres", "35.2439", "-119.6039", 
"Marathon", "30.2157", "-103.2433", 
"Dover", "35.2155", "-77.4337", 
"Gibson", "35.8743", "-88.8439", 
"Jane Lew", "39.1100", "-80.4085", 
"Chokio", "45.5731", "-96.1748", 
"Reliance", "41.6682", "-109.1977", 
"Stanardsville", "38.2991", "-78.4367", 
"Jordan", "47.3210", "-106.9099", 
"Bagtown", "39.5830", "-77.6139", 
"Johnson Village", "38.8120", "-106.1071", 
"Dowell", "37.9397", "-89.2390", 
"Dixon", "36.1886", "-105.8784", 
"East Fultonham", "39.8486", "-82.1207", 
"Bunn", "35.9591", "-78.2520", 
"Saxman", "55.3232", "-131.5890", 
"Manorville", "40.7876", "-79.5207", 
"Kila", "48.1215", "-114.4767", 
"Charlton Heights", "38.1255", "-81.2333", 
"Union Grove", "32.5798", "-94.9095", 
"Calhoun", "32.5153", "-92.3539", 
"Mill Village", "41.8775", "-79.9726", 
"Ethel", "33.1220", "-89.4650", 
"Mount Pleasant Mills", "40.7230", "-77.0214", 
"McElhattan", "41.1572", "-77.3617", 
"Lakewood", "45.3006", "-88.5146", 
"Wallsburg", "40.3870", "-111.4194", 
"Alma", "32.2813", "-96.5506", 
"Terral", "33.8966", "-97.9383", 
"Red Feather Lakes", "40.8071", "-105.5864", 
"Retreat", "32.0507", "-96.4787", 
"Concord", "33.0916", "-84.4387", 
"Chireno", "31.4989", "-94.3459", 
"Berwind", "37.2658", "-81.6632", 
"Delanson", "42.7474", "-74.1841", 
"Montague", "33.6652", "-97.7209", 
"Salem", "40.8520", "-91.6206", 
"Martin City", "48.3935", "-114.0308", 
"Martin", "34.4856", "-83.1983", 
"Vinegar Bend", "31.2594", "-88.3712", 
"Callisburg", "33.6987", "-97.0159", 
"Sadler", "33.6821", "-96.8487", 
"Duncombe", "42.4695", "-93.9962", 
"Wells River", "44.1538", "-72.0616", 
"Fisher Island", "25.7607", "-80.1415", 
"Alma", "39.0964", "-93.5478", 
"Braswell", "33.9836", "-84.9592", 
"Naschitti", "36.0625", "-108.6800", 
"Thornton", "33.7756", "-92.4889", 
"Jasper", "41.7859", "-84.0403", 
"Relampago", "26.0851", "-97.9059", 
"Amherst Junction", "44.4687", "-89.3167", 
"Table Grove", "40.3650", "-90.4252", 
"Hayti", "44.6571", "-97.2046", 
"Culdesac", "46.3749", "-116.6703", 
"Damascus", "35.3671", "-92.4108", 
"Kilbourne", "32.9971", "-91.3139", 
"Kennedy", "42.1590", "-79.0982", 
"Morral", "40.6914", "-83.2098", 
"Princeton", "39.4029", "-122.0212", 
"Perry", "39.7822", "-90.7472", 
"Joy", "41.1969", "-90.8788", 
"Tutuilla", "45.6142", "-118.7065", 
"Norwood", "38.2521", "-85.6107", 
"New Haven", "37.9025", "-88.1279", 
"Linn", "39.6794", "-97.0867", 
"Stonerstown", "40.2155", "-78.2572", 
"Huxley", "31.7644", "-93.8848", 
"Woodville", "33.6715", "-83.1063", 
"Sardis", "35.4424", "-88.2913", 
"Tontogany", "41.4212", "-83.7410", 
"Salem", "32.7588", "-84.1933", 
"Wattsburg", "42.0029", "-79.8070", 
"Union", "42.2434", "-93.0625", 
"Mountain Park", "34.6989", "-98.9523", 
"Thomaston", "32.2683", "-87.6237", 
"Wayland", "37.4511", "-82.7994", 
"Acacia Villas", "26.6457", "-80.1104", 
"Willshire", "40.7465", "-84.7924", 
"Laytonsville", "39.2093", "-77.1418", 
"Banquete", "27.8007", "-97.7972", 
"Ocean Breeze", "27.2411", "-80.2261", 
"Bonnie", "38.2030", "-88.9068", 
"Greeleyville", "33.5801", "-79.9901", 
"Hillsboro", "35.4085", "-85.9639", 
"Tharptown", "40.8028", "-76.5717", 
"Brookford", "35.7030", "-81.3454", 
"New Strawn", "38.2622", "-95.7423", 
"Atlanta", "39.8986", "-92.4801", 
"Southview", "40.3320", "-80.2560", 
"Shannon", "34.8477", "-79.1395", 
"Mineral Bluff", "34.9140", "-84.2776", 
"Midland", "38.8469", "-105.1577", 
"Beallsville", "39.8489", "-81.0354", 
"Duncan", "34.0418", "-90.7459", 
"Custer City", "35.6637", "-98.8869", 
"Windsor Heights", "40.1913", "-80.6649", 
"Ambrose", "31.5944", "-83.0137", 
"Bostic", "35.3624", "-81.8360", 
"Altoona", "37.5250", "-95.6614", 
"Centerville", "36.7361", "-119.4961", 
"Paguate", "35.1356", "-107.3640", 
"Chamois", "38.6764", "-91.7700", 
"Westphalia", "38.4413", "-92.0005", 
"Emmons", "43.5068", "-93.4851", 
"Clarksburg", "35.8668", "-88.3932", 
"Dearing", "37.0533", "-95.6953", 
"Bunker", "37.4574", "-91.2121", 
"Hydaburg", "55.2061", "-132.8208", 
"Callery", "40.7393", "-80.0380", 
"Cantua Creek", "36.5001", "-120.3164", 
"Windthorst", "33.5760", "-98.4348", 
"Bell", "35.7544", "-94.5349", 
"Alta", "40.5818", "-111.6229", 
"Kivalina", "67.7330", "-164.5212", 
"Almena", "39.8912", "-99.7097", 
"Rutland", "39.0410", "-82.1279", 
"Hato Arriba", "18.3503", "-67.0333", 
"Indian Lake", "40.0446", "-78.8603", 
"Louviers", "39.4799", "-105.0033", 
"Turkey", "34.3939", "-100.8953", 
"Foyil", "36.4309", "-95.5215", 
"Maddock", "47.9624", "-99.5293", 
"North Woodstock", "44.0364", "-71.6895", 
"Bennett", "41.7400", "-90.9734", 
"Montrose", "38.2586", "-93.9827", 
"Soudan", "47.8130", "-92.2356", 
"Bruni", "27.4282", "-98.8321", 
"Otter Lake", "43.2138", "-83.4596", 
"Bowerston", "40.4273", "-81.1874", 
"Crenshaw", "41.2487", "-78.7542", 
"Fairview", "36.8172", "-94.0866", 
"Orient", "41.2033", "-94.4178", 
"Plymouth", "40.3023", "-96.9886", 
"Smithville Flats", "42.3943", "-75.8105", 
"Dillard", "34.9749", "-83.3820", 
"Bordelonville", "31.1011", "-91.9005", 
"Williston", "35.1585", "-89.3754", 
"Quenemo", "38.5802", "-95.5267", 
"Middleport", "40.7278", "-76.0868", 
"Big Springs", "41.0610", "-102.0745", 
"Garcon Point", "30.4757", "-87.0900", 
"Carbon", "39.5993", "-87.1078", 
"Merigold", "33.8392", "-90.7264", 
"Centralhatchee", "33.3688", "-85.1037", 
"Peavine", "35.8903", "-94.6064", 
"East New Market", "38.5970", "-75.9233", 
"Colesburg", "42.6387", "-91.2010", 
"Fountain Springs", "40.7722", "-76.3284", 
"Grover Hill", "41.0190", "-84.4775", 
"Empire", "44.8126", "-86.0594", 
"Tazlina", "62.0536", "-145.4362", 
"Jenkinsburg", "33.3225", "-84.0388", 
"Loomis", "40.4786", "-99.5077", 
"Newtonsville", "39.1809", "-84.0895", 
"North Hodge", "32.2845", "-92.7171", 
"Westover", "40.7465", "-78.6822", 
"Hermleigh", "32.6365", "-100.7523", 
"London Mills", "40.7106", "-90.2661", 
"Bandana", "37.1447", "-88.9418", 
"Empire", "32.3394", "-83.2950", 
"Macks Creek", "37.9667", "-92.9666", 
"Whittemore", "44.2337", "-83.8033", 
"Alexander", "47.8393", "-103.6426", 
"Adelphi", "39.4647", "-82.7456", 
"Vintondale", "40.4795", "-78.9114", 
"Wenden", "33.8324", "-113.5433", 
"San Patricio", "27.9772", "-97.7766", 
"Trenton", "36.7224", "-87.2626", 
"Sparkman", "33.9171", "-92.8500", 
"Hamilton", "33.7460", "-88.4095", 
"Hanska", "44.1487", "-94.4945", 
"Rhine", "31.9891", "-83.2000", 
"Akron", "43.5667", "-83.5143", 
"Melvern", "38.5073", "-95.6378", 
"Watauga", "36.3688", "-82.2919", 
"Forest Hills", "35.2958", "-83.1954", 
"Mondamin", "41.7101", "-96.0215", 
"Stirling City", "39.9065", "-121.5361", 
"Vienna", "32.6093", "-92.6481", 
"Tibes", "18.0907", "-66.6323", 
"Ogilvie", "45.8290", "-93.4221", 
"Laguna Seca", "26.2793", "-97.9262", 
"Bowers", "39.0602", "-75.4021", 
"Morton", "44.5534", "-94.9850", 
"Medicine Lake", "44.9998", "-93.4199", 
"Barrville", "40.6663", "-77.6831", 
"Between", "33.8177", "-83.8043", 
"Cove", "34.4366", "-94.4160", 
"Eustis", "40.6645", "-100.0296", 
"Letts", "41.3299", "-91.2356", 
"West Falls", "41.4530", "-75.8605", 
"Deweyville", "41.6930", "-112.0883", 
"Gilbertsville", "42.4694", "-75.3226", 
"Tehama", "40.0218", "-122.1269", 
"Smithton", "40.1538", "-79.7424", 
"Wales", "39.4853", "-111.6360", 
"Pine Point", "46.9889", "-95.3883", 
"Grays Prairie", "32.4734", "-96.3502", 
"Mound Valley", "37.2071", "-95.4048", 
"Ekalaka", "45.8897", "-104.5506", 
"Rennert", "34.8141", "-79.0791", 
"Optima", "36.7620", "-101.3497", 
"Chacra", "39.5770", "-107.4509", 
"Coyle", "35.9538", "-97.2388", 
"Columbus City", "41.2594", "-91.3746", 
"Rivergrove", "45.3850", "-122.7329", 
"Ewing", "42.2594", "-98.3438", 
"Bonney", "29.3013", "-95.4508", 
"Pinos Altos", "32.8665", "-108.2221", 
"Barwick", "30.8933", "-83.7391", 
"Farnham", "42.5951", "-79.0809", 
"Turon", "37.8075", "-98.4277", 
"Berrysburg", "40.6029", "-76.8102", 
"Beaverdam", "40.8328", "-83.9740", 
"Gordonville", "37.3111", "-89.6739", 
"Spring Ridge", "29.8218", "-82.7245", 
"Gowen", "34.8781", "-95.4742", 
"Leslie", "31.9545", "-84.0864", 
"Orleans", "40.1318", "-99.4549", 
"Elberta", "44.6209", "-86.2310", 
"Sulphur Springs", "39.9989", "-85.4391", 
"Maytown", "33.5489", "-86.9999", 
"Hartford", "38.3084", "-95.9566", 
"Virginville", "40.5191", "-75.8638", 
"Seventh Mountain", "44.0050", "-121.3825", 
"Draper", "37.0012", "-80.7373", 
"Meridian", "39.1404", "-121.9079", 
"Dustin", "35.2712", "-96.0320", 
"Ringsted", "43.2950", "-94.5068", 
"Gilgo", "40.6377", "-73.3788", 
"Hamilton", "35.9443", "-77.2067", 
"Lakeview", "41.4998", "-97.3775", 
"Napakiak", "60.6923", "-161.9822", 
"Embarrass", "44.6685", "-88.7037", 
"Henderson", "43.0872", "-84.1933", 
"Zihlman", "39.6741", "-78.9130", 
"Manvel", "48.0727", "-97.1779", 
"Fairfield", "40.4323", "-98.1033", 
"Hustonville", "37.4784", "-84.8150", 
"Redford", "44.6063", "-73.8113", 
"White Lake", "43.7283", "-98.7120", 
"Buffalo", "45.5864", "-103.5435", 
"Cofield", "36.3567", "-76.9105", 
"Hickory Hills", "41.0347", "-75.8221", 
"Nickerson", "41.5349", "-96.4709", 
"Duncan", "41.3901", "-97.4934", 
"Pomona", "36.8671", "-91.9134", 
"Declo", "42.5197", "-113.6287", 
"Abbott", "31.8869", "-97.0800", 
"Samak", "40.6318", "-111.2244", 
"Bell Arthur", "35.5912", "-77.5127", 
"Mount Charleston", "36.2625", "-115.6138", 
"Crucible", "39.9479", "-79.9657", 
"Blanket", "31.8249", "-98.7895", 
"Seama", "35.0441", "-107.5271", 
"Deer Park", "39.4240", "-79.3260", 
"Clover", "36.8390", "-78.7284", 
"Holcomb", "33.7643", "-89.9732", 
"Mount Aetna", "40.4207", "-76.2965", 
"St. Maurice", "31.7613", "-92.9389", 
"Mentone", "34.5663", "-85.5842", 
"North Miami", "36.9200", "-94.8797", 
"Donahue", "41.6915", "-90.6746", 
"St. Petersburg", "41.1610", "-79.6545", 
"Davenport", "37.0176", "-122.1882", 
"Round Lake", "43.5372", "-95.4705", 
"Xenia", "38.6373", "-88.6375", 
"Bear Lake", "44.7182", "-84.9486", 
"Carp Lake", "45.6890", "-84.7582", 
"Snover", "43.4653", "-82.9709", 
"Goshen", "37.9901", "-79.5067", 
"Holy Cross", "42.6011", "-90.9960", 
"Sparland", "41.0295", "-89.4411", 
"Grand Rivers", "37.0050", "-88.2330", 
"Kaw City", "36.7682", "-96.8629", 
"Bronwood", "31.8306", "-84.3643", 
"Ages", "36.8569", "-83.2426", 
"Boone", "38.2494", "-104.2580", 
"Giltner", "40.7750", "-98.1537", 
"Friendship", "38.6980", "-83.1004", 
"Bagley", "42.9015", "-91.0971", 
"Arenzville", "39.8805", "-90.3706", 
"Bud", "37.5329", "-81.3821", 
"Madison", "40.2456", "-79.6748", 
"Belgium", "40.0607", "-87.6328", 
"Mexico", "40.5416", "-77.3582", 
"Lakeridge", "39.0382", "-119.9397", 
"Fairmount", "38.1016", "-75.8074", 
"Dalton", "42.5422", "-77.9520", 
"Koyuk", "64.9411", "-161.1454", 
"Sterling", "40.9664", "-81.8441", 
"Glencoe", "38.7252", "-84.8238", 
"Wetmore", "39.6357", "-95.8112", 
"Bloxom", "37.8292", "-75.6214", 
"Verdunville", "37.8532", "-82.0603", 
"Capon Bridge", "39.2998", "-78.4337", 
"Bellflower", "39.0038", "-91.3521", 
"Sorrento", "28.8087", "-81.5631", 
"Kennard", "41.4747", "-96.2037", 
"Old Brownsboro Place", "38.2892", "-85.6132", 
"Wheatland", "37.9426", "-93.4027", 
"Lake Almanor Peninsula", "40.2812", "-121.1345", 
"Hoven", "45.2416", "-99.7775", 
"Bennington", "34.0038", "-96.0376", 
"Turah", "46.8399", "-113.8251", 
"Arnoldsville", "33.9103", "-83.2181", 
"Sibley", "39.1758", "-94.2009", 
"Woodson", "34.5380", "-92.2212", 
"Columbia", "32.1026", "-92.0770", 
"Ghent", "44.5116", "-95.8926", 
"South Mountain", "31.4398", "-97.6793", 
"Underwood", "46.2869", "-95.8721", 
"Silo", "34.0358", "-96.4746", 
"Farmington", "39.5119", "-80.2514", 
"Pitsburg", "39.9871", "-84.4880", 
"Ridgeville Corners", "41.4386", "-84.2553", 
"Northmoor", "39.1845", "-94.6054", 
"Bailey Lakes", "40.9489", "-82.3570", 
"Wesley", "43.0887", "-93.9929", 
"Rincon", "32.6729", "-107.0764", 
"Woodburn", "36.8421", "-86.5300", 
"New Richmond", "37.5735", "-81.4870", 
"Center Ridge", "35.3806", "-92.5702", 
"Arimo", "42.5598", "-112.1726", 
"Westport", "46.1303", "-123.3715", 
"McClusky", "47.4840", "-100.4426", 
"Plumas Eureka", "39.7982", "-120.6645", 
"Pleasant Plains", "35.5545", "-91.6274", 
"Good Hope", "40.5574", "-90.6752", 
"Bethania", "36.1808", "-80.3376", 
"South Solon", "39.7374", "-83.6127", 
"Bradenville", "40.3236", "-79.3403", 
"Latham", "39.9669", "-89.1623", 
"King William", "37.6882", "-77.0212", 
"Churdan", "42.1539", "-94.4786", 
"West Logan", "37.8679", "-81.9906", 
"Clarington", "39.7763", "-80.8647", 
"Centerport", "40.4865", "-76.0056", 
"Newfolden", "48.3568", "-96.3298", 
"Merna", "41.4853", "-99.7610", 
"Ben Avon Heights", "40.5125", "-80.0731", 
"Coyote Flats", "32.3528", "-97.2944", 
"New Home", "33.3269", "-101.9117", 
"Ellenboro", "39.2678", "-81.0551", 
"Langleyville", "39.5611", "-89.3602", 
"Havana", "35.1098", "-93.5260", 
"Boody", "39.7655", "-89.0472", 
"Gagetown", "43.6572", "-83.2449", 
"Dyess", "35.5894", "-90.2133", 
"McGregor", "46.6087", "-93.3055", 
"Bullhead", "45.7693", "-101.0808", 
"Clear Spring", "39.6562", "-77.9306", 
"Nichols", "41.4797", "-91.3080", 
"Livermore", "42.8680", "-94.1840", 
"Alto Pass", "37.5737", "-89.3192", 
"Remington", "39.2285", "-84.3232", 
"Strasburg", "46.1336", "-100.1604", 
"Sadieville", "38.3881", "-84.5494", 
"Red Jacket", "37.6488", "-82.1317", 
"Norman", "34.4584", "-93.6791", 
"Alvarado", "48.1929", "-96.9985", 
"Hardyville", "37.2535", "-85.7896", 
"Plymouth", "43.2464", "-93.1232", 
"Taneyville", "36.7377", "-93.0355", 
"Parcelas Mandry", "18.0810", "-66.5628", 
"Rockhill", "40.2410", "-77.8995", 
"Rosebush", "43.6998", "-84.7657", 
"Sharpsburg", "33.3370", "-84.6504", 
"Western Grove", "36.1011", "-92.9546", 
"Charlotte", "41.9621", "-90.4682", 
"Pound", "45.0956", "-88.0334", 
"Umapine", "45.9760", "-118.5009", 
"Port Jefferson", "40.3305", "-84.0925", 
"Easton", "47.2405", "-121.1733", 
"La Valle", "43.5830", "-90.1303", 
"Racine", "38.1397", "-81.6540", 
"King Salmon", "58.7530", "-156.5061", 
"Lake Sherwood", "44.2057", "-89.7939", 
"Nickelsville", "36.7517", "-82.4160", 
"Chataignier", "30.5696", "-92.3168", 
"Cuyuna", "46.5115", "-93.9265", 
"Clarkedale", "35.2970", "-90.2103", 
"Rock Springs", "43.4790", "-89.9177", 
"Odessa", "39.4562", "-75.6605", 
"Spokane", "31.7130", "-91.4453", 
"Cash", "35.8013", "-90.9315", 
"Glen White", "37.7300", "-81.2797", 
"Yatesville", "32.9133", "-84.1423", 
"Cedar Rapids", "41.5589", "-98.1493", 
"Bland", "37.1000", "-81.1161", 
"Fertile", "43.2623", "-93.4232", 
"Central Bridge", "42.7068", "-74.3473", 
"Florence", "45.0548", "-97.3262", 
"Garrison", "42.1451", "-92.1442", 
"Pedricktown", "39.7612", "-75.4077", 
"Pleasanton", "40.9698", "-99.0876", 
"Newcomb", "36.2834", "-108.7082", 
"Jeffersonville", "38.4425", "-88.4040", 
"Fenton", "30.3638", "-92.9164", 
"Mineral", "40.3755", "-121.5694", 
"Spring Mills", "40.8534", "-77.5654", 
"Wardell", "36.3540", "-89.8170", 
"Fairmount", "46.0547", "-96.6029", 
"Wanette", "34.9627", "-97.0319", 
"Ila", "34.1728", "-83.2930", 
"Centerville", "36.1865", "-78.1113", 
"Belfry", "37.6194", "-82.2684", 
"Carmen", "36.5791", "-98.4578", 
"Chester", "43.8996", "-96.9277", 
"Joseph", "38.6247", "-112.2199", 
"Trapper Creek", "62.3189", "-150.3965", 
"Grandview", "35.9556", "-95.0047", 
"Irondale", "40.5728", "-80.7259", 
"Mahtowa", "46.5616", "-92.6279", 
"Pilger", "42.0077", "-97.0546", 
"Hunters Hollow", "38.0784", "-85.6934", 
"Gamaliel", "36.6402", "-85.7963", 
"Mariaville Lake", "42.8252", "-74.1286", 
"Wilcox", "41.5726", "-78.6869", 
"Amboy", "40.6017", "-85.9271", 
"Glendon", "40.6607", "-75.2364", 
"Gaines", "42.8725", "-83.9108", 
"Bunceton", "38.7894", "-92.7992", 
"Tremont City", "40.0148", "-83.8388", 
"South Mansfield", "32.0181", "-93.7237", 
"Henrietta", "39.2371", "-93.9384", 
"Silver Creek", "41.3152", "-97.6651", 
"Nenana", "64.5384", "-149.0859", 
"Iron Gate", "37.7985", "-79.7903", 
"Cobbtown", "32.2806", "-82.1387", 
"Gilman City", "40.1311", "-93.8739", 
"Limestone", "42.0228", "-78.6325", 
"Chewton", "40.8947", "-80.3208", 
"St. George Island", "38.1155", "-76.4771", 
"Viola", "36.3968", "-91.9863", 
"Fairwater", "43.7424", "-88.8680", 
"Walland", "35.7320", "-83.8069", 
"Woodland Mills", "36.4767", "-89.1105", 
"Adams", "45.7663", "-118.5641", 
"Edmundson Acres", "35.2273", "-118.8233", 
"Cerulean", "36.9551", "-87.7090", 
"Brazos Bend", "32.4752", "-97.7611", 
"Ransom", "41.1586", "-88.6542", 
"Rose", "36.2123", "-95.0382", 
"Atkinson", "34.5275", "-78.1697", 
"Tishomingo", "34.6381", "-88.2291", 
"Esto", "30.9819", "-85.6429", 
"Vernon", "40.0956", "-112.4457", 
"Rolla", "37.1179", "-101.6317", 
"Scales Mound", "42.4750", "-90.2525", 
"Vina", "34.3757", "-88.0602", 
"Lewisberry", "40.1357", "-76.8609", 
"Satilla", "31.7921", "-82.5640", 
"Ludlow", "40.3866", "-88.1259", 
"Russellville", "39.8569", "-86.9834", 
"Bonfield", "41.1450", "-88.0540", 
"Sussex", "36.9173", "-77.2719", 
"Norway", "40.7797", "-86.7719", 
"Cashion Community", "34.0365", "-98.5081", 
"Trinidad", "41.0589", "-124.1434", 
"Crystal Lakes", "39.3606", "-94.1874", 
"Green Camp", "40.5321", "-83.2076", 
"Secor", "40.7417", "-89.1350", 
"Enola", "35.1958", "-92.2068", 
"Pinehurst", "32.1955", "-83.7596", 
"Sigel", "39.2257", "-88.4945", 
"Badger", "48.7768", "-96.0212", 
"Smoketown", "40.0388", "-76.2040", 
