no2_X_train_ax1,no2_X_train_ax2,no2_var,no2_r2
-0.12804600619411974,0.07344863327333964,0.45001647726493876,0.45001647726493876
-0.02544694803492594,-0.08678403737435807,0.479179672910625,0.479179672910625
-0.37448387738347194,0.0405667681524173,0.5353124125309042,0.5353124125309042
-0.24028489355736773,0.0012051800147003767,0.5404280015375081,0.5404280015375081
-0.3075362854921542,0.015801115108001,0.5691224256514308,0.5691224256514308
-0.20505349518241947,-0.07169563100940678,0.5708885211324233,0.5708885211324233
-0.11343209206762132,-0.03138228295952618,0.5826857462383886,0.5826857462383886
0.11184402772579757,-0.12702465587550238,0.5855163481958392,0.5855163481958392
-0.050420528474729887,-0.1683148402635988,0.5877343729166411,0.5877343729166411
0.24821392873551104,0.11447572925457815,0.5961708306589919,0.5961708306589919
-0.15492814315589143,-0.039655692963097455,0.6046714758856062,0.6046714758856062
-0.08671859610648262,-0.09256756903993699,0.6045749165312906,0.6045749165312906
-0.1359070153193529,-0.0386146465948197,0.6335671920672923,0.6335671920672923
-0.31915647845915734,0.05459779153000037,0.6344646824821758,0.6344646824821758
0.25237128586235075,-0.016696520475063766,0.6535486293704066,0.6535486293704066
0.2681394693857831,-0.026495664114106896,0.6548032020291068,0.6548032020291068
0.556119527677832,0.2725269057808688,0.6575444693230112,0.6575444693230112
-0.04180115024341799,-0.11303469528604221,0.6575396160713127,0.6575396160713127
0.13413639244498418,-0.21707762030151778,0.6649419530632762,0.6649419530632762
-0.382001417022004,0.05341750947476102,0.6656337232045041,0.6656337232045041
-0.2594093932798337,-0.03023483730294871,0.6713056261357805,0.6713056261357805
-0.12928720011912864,-0.07326149147424817,0.6707861468519141,0.6707861468519141
-0.29627466098567495,0.014668537645672391,0.6719106037839977,0.6719106037839977
0.06585618795461365,-0.14699671165755593,0.6729072060133485,0.6729072060133485
-0.2750243841343445,-0.015564543213663918,0.6726021895381857,0.6726021895381857
-0.17616620239924458,-0.03609983613522203,0.6810737450594897,0.6810737450594897
0.6742350499200234,-0.06964769133805593,0.6801578929480512,0.6801578929480512
-0.1326413940754085,-0.00949983547730049,0.6874628373561964,0.6874628373561964
-0.5584854917191265,0.12666648682599502,0.6853482831662041,0.6853482831662041
-0.35893778566880935,0.0555019347288902,0.6865163454397956,0.6865163454397956
0.11640470741963804,-0.1354968780937133,0.6854393520034048,0.6854393520034048
-0.017941431985992545,-0.1861059979281863,0.689605097709414,0.689605097709414
-0.35821749319393476,0.06860167165855682,0.6897980768106878,0.6897980768106878
-0.31711894463792484,0.012730733709885568,0.6915317876093982,0.6915317876093982
-0.4307507305960899,0.06944883508604979,0.6906786391874931,0.6906786391874931
-0.22449811627689564,-0.043087079318739833,0.6955535107817385,0.6955535107817385
-0.3231716249896645,0.004934745458997454,0.7029013834190152,0.7029013834190152
0.06347567896454127,-0.14349490325761452,0.7035066517159485,0.7035066517159485
-0.37011708972646473,0.03922985478278789,0.7037406988227364,0.7037406988227364
-0.3438655570508601,0.015698669507167376,0.7072743659891981,0.7072743659891981
0.10218169298348705,-0.09411380887529716,0.7038110316496222,0.7038110316496222
-0.42528095491593737,0.11202482537750251,0.7043488102932546,0.7043488102932546
-0.04160589880323744,-0.03564482572281819,0.7073453912257297,0.7073453912257297
0.053030994677911475,-0.12158136699776227,0.7098063711759877,0.7098063711759877
0.23459380917523237,0.06945574323548863,0.7089506766170692,0.7089506766170692
-0.011125482698934926,-0.12189066868495105,0.7093289916033823,0.7093289916033823
-0.04279248355147747,-0.03761542187550118,0.7104586940233584,0.7104586940233584
-0.34760186653261127,0.05763984414938265,0.7107477648132186,0.7107477648132186
-0.3487528812584353,0.06375873401358885,0.7110238254806722,0.7110238254806722
0.11139910590459033,-0.11246642585461449,0.7093101089739123,0.7093101089739123
-0.3412960126035179,-0.017934292585218715,0.7140376231274422,0.7140376231274422
0.03440643803218344,0.10035058509563943,0.7117352837265709,0.7117352837265709
0.4981310382875721,0.034573198480567585,0.7130624782148394,0.7130624782148394
-0.5559301697297162,0.12852015310203604,0.7131291553060101,0.7131291553060101
-0.40610014537238687,0.09303287177096835,0.7148153481914552,0.7148153481914552
-0.4189337042049806,0.08782881521130774,0.7125974717345231,0.7125974717345231
-0.3306529876918987,-0.03209983441026765,0.7213835848200317,0.7213835848200317
-0.19635295177955756,-0.011205571183510456,0.7221452961984121,0.7221452961984121
-0.11380886122269195,-0.04103963536225998,0.7220592458631894,0.7220592458631894
-0.08231740881058666,-0.14200360260097586,0.7204468311614176,0.7204468311614176
-0.36724841362579824,0.0460619509084857,0.728794311683289,0.728794311683289
-0.4502330665323304,0.08131754820954548,0.7284371550248986,0.7284371550248986
-0.19652442539558365,-0.0005076107705166995,0.7286436572896977,0.7286436572896977
-0.25808774937692197,0.017768862317491085,0.7294909852390855,0.7294909852390855
0.16744372956125422,-0.1054084602076698,0.7299563790653885,0.7299563790653885
-0.44844113715043254,0.107703835084306,0.7292852464294101,0.7292852464294101
-0.14895189045153914,0.01995486734863501,0.7288992994156669,0.7288992994156669
-0.2555790932454494,-0.0015938576627798652,0.7312444814134968,0.7312444814134968
-0.2481247645272274,0.032902708464350575,0.7330674454435893,0.7330674454435893
0.20830538024178138,-0.09333398133996719,0.7351529272409971,0.7351529272409971
