o3_X_train_ax1,o3_X_train_ax2,o3_var,o3_r2
0.021850877397531224,0.02889313972191516,0.39294399353873033,0.39294399353873033
-0.04468091456243212,0.02824444720127423,0.4114301889308666,0.4114301889308666
-0.03511142173533422,0.038529423275985034,0.720688641463592,0.720688641463592
-0.032018137335193785,0.06139551698822716,0.7312419584126355,0.7312419584126355
-0.0935776811864318,0.024323319935353065,0.7361405835385662,0.7361405835385662
0.12239956167091967,-0.04479132732699905,0.7386254363282012,0.7386254363282012
0.247818364753103,0.21707368802686858,0.7432069558264631,0.7432069558264631
-0.15883107972080532,-0.008490763807841185,0.7735274775099588,0.7735274775099588
-0.06074901899235884,-0.06688488053315539,0.78481600788212,0.78481600788212
0.004174628455753277,0.04788051686864012,0.7881862036277832,0.7881862036277832
-0.10221580925952772,0.0488033161023608,0.7917060371365578,0.7917060371365578
0.00839109864956215,-0.14328684289967863,0.7998264834607621,0.7998264834607621
0.04525434979497949,-0.11918222226112879,0.8025676068562508,0.8025676068562508
0.032342634288512424,-0.0522730846672704,0.8267949963530523,0.8267949963530523
0.05092936074232823,-0.028550032360051394,0.8343500272997848,0.8343500272997848
-0.012455779039013308,-0.09505656156741805,0.8350791243466669,0.8350791243466669
-0.014248564147120241,0.06294573831932593,0.848440608166478,0.848440608166478
-0.03105940053960976,-0.08607235556819202,0.8497353965562433,0.8497353965562433
-0.10362342727342327,0.040254569053362915,0.8510276593432511,0.8510276593432511
-0.030213866013407354,0.05956883432709667,0.852214712849077,0.852214712849077
-0.007879436231962626,-0.09088248534463961,0.8523927257046096,0.8523927257046096
-0.03922459147275169,0.05458498960756,0.8631053562520703,0.8631053562520703
-0.04515690380798009,0.07156433006868779,0.8615245254360256,0.8615245254360256
-0.05048714115093285,0.06459056891485745,0.8643248710551175,0.8643248710551175
-0.07988130700956755,0.0183329209842793,0.86522915008162,0.86522915008162
-0.08613165431433206,0.01503331702611284,0.8656005677383081,0.8656005677383081
-0.13150754095035594,-0.01528354369846947,0.865597146641404,0.865597146641404
-0.018485965719240497,0.013068668572039118,0.8670718911795183,0.8670718911795183
-0.08414390562711416,0.07589914671237312,0.8677593431789652,0.8677593431789652
-0.1003932371433545,0.005684537465249425,0.8716464109584563,0.8716464109584563
0.03708244863411465,-0.01328191693343509,0.8709484215510594,0.8709484215510594
-0.009895190898229204,-0.07929219348265708,0.8756262180454675,0.8756262180454675
-0.025144510596124433,0.06799780251451297,0.877772021999748,0.877772021999748
-0.13604455123344317,-0.01847042249842072,0.8775188583949122,0.8775188583949122
-0.08337460605168188,0.05086579513675009,0.8785001601138641,0.8785001601138641
-0.014025241560516913,-0.014138053461724876,0.8816523950003786,0.8816523950003786
-0.04344773759039684,0.06715296397024534,0.880996283551099,0.880996283551099
0.021079809682090816,-0.1256976632722258,0.88010280824445,0.88010280824445
-0.017079946578536044,0.04773732251712422,0.8826418518287327,0.8826418518287327
-0.05767141289008097,0.054088694861320986,0.8814458528792862,0.8814458528792862
-0.024188070892270302,0.07511038376269077,0.8863073863336655,0.8863073863336655
-0.015303956817629064,-0.010560166960871682,0.8890082769882698,0.8890082769882698
-0.08115405484273372,0.054305779037027394,0.8876733714801137,0.8876733714801137
-0.07873475252738667,0.0333934851810765,0.8883299669595288,0.8883299669595288
-0.10983235361122096,0.04868956948582627,0.8884049420481367,0.8884049420481367
0.06389169214658084,-0.04658706028327105,0.8886973990201178,0.8886973990201178
0.052710559690423466,-0.04270688654030693,0.8889418463077366,0.8889418463077366
0.01907085314921173,-0.05810906520221678,0.8908914895116858,0.8908914895116858
0.18624664079150594,-0.04701562728623771,0.8932987516433507,0.8932987516433507
-0.08772980611486418,0.006217738150975493,0.8935238662559728,0.8935238662559728
-0.17247825732870525,-0.08200393747776348,0.8922137170958806,0.8922137170958806
-0.1663870121004012,-0.060263031443877506,0.8954831703585191,0.8954831703585191
-0.03474758736502987,-0.09576970433841803,0.8965749139555188,0.8965749139555188
-0.009459001881883797,0.06245248703329534,0.8974560644880758,0.8974560644880758
0.02222462735885871,-0.05382799827293988,0.8969084080088107,0.8969084080088107
-0.0478218649516378,0.027817404815384122,0.8974685892997485,0.8974685892997485
-0.058417248132191096,0.03970155339914411,0.8973353592765253,0.8973353592765253
0.04190263271085164,-0.03262603091114894,0.8965915629151296,0.8965915629151296
-0.031348909260445465,0.04047714596170154,0.8972220538834372,0.8972220538834372
0.05325458858366802,-0.09240356361026598,0.8972055942378618,0.8972055942378618
-0.019369041419887198,-0.008235070948137286,0.8975174689584143,0.8975174689584143
0.1075875070318535,-0.05017273356558124,0.8976893597398232,0.8976893597398232
0.035040525350399684,-0.02313975060870074,0.8978967628579974,0.8978967628579974
-0.01901366467093273,0.03090363014387271,0.8976678608420647,0.8976678608420647
-0.07266042902025244,-0.019014452705202054,0.8976001437415679,0.8976001437415679
0.02731045325380435,-0.010245438536504543,0.8977992076109353,0.8977992076109353
0.044486345708422116,-0.05953223139244852,0.8996619223490562,0.8996619223490562
-0.030747521709741064,-0.09094750917099664,0.8991317548198239,0.8991317548198239
0.08592832112780276,0.10011896823536867,0.899637735852459,0.899637735852459
-0.009388540784933438,0.07228758219678708,0.9007060173616657,0.9007060173616657
0.06713966584534495,-0.08930740167366494,0.8999041503138347,0.8999041503138347
0.10435721853126742,-0.09754321727820078,0.9029569568380691,0.9029569568380691
0.06325877364296104,-0.11130174188696679,0.9015136018415044,0.9015136018415044
0.06584034553006625,-0.06329886972872546,0.9043946620201802,0.9043946620201802
-0.1404617756019749,-0.03975658470381,0.9020426651661768,0.9020426651661768
-0.008936230843052761,0.06324435144274514,0.9036424513899757,0.9036424513899757
-0.0951252872367727,-0.09206862641600043,0.9046833305981324,0.9046833305981324
