co_X_train_ax1,co_X_train_ax2,co_var,co_r2
-0.026893769025557037,0.009884737981232138,0.18619952421543706,0.18619952421543706
-0.04262932022813379,-0.021806625419835194,0.3323676059939583,0.3323676059939583
-0.02304706449570589,-0.020964617200649724,0.3367091301702392,0.3367091301702392
-0.050370974736875566,0.0020035669853154365,0.35848077025495795,0.35848077025495795
0.034220680017212186,-0.010234664090109024,0.41406525449322207,0.41406525449322207
-0.0475379976413684,0.014469977937724117,0.4332303326525122,0.4332303326525122
-0.02969416528820741,-0.011997671162747678,0.43389072563077247,0.43389072563077247
-0.03254701862326305,-0.0669512936116625,0.43713226945471595,0.43713226945471595
0.009486463390135756,-0.005122203834902188,0.4371126188459462,0.4371126188459462
0.029111342344544506,0.11670441996441897,0.440543090533388,0.440543090533388
0.20278161988972468,-0.02598541349587113,0.4669648720065487,0.4669648720065487
-0.03941912898408777,-0.025370822386901144,0.47690785040314065,0.47690785040314065
-0.04520190814001945,0.036598298771962745,0.4847420070158087,0.4847420070158087
-0.02940777010836517,-0.035538307969691055,0.48456993053974384,0.48456993053974384
-0.049164972645104825,0.021756064235358082,0.48497099791467146,0.48497099791467146
-0.02002968712697886,-0.03411861441095043,0.4855170078329001,0.4855170078329001
-0.04558490917602056,-0.02268851249264288,0.4852879961218809,0.4852879961218809
0.016792825540256396,0.006608147536722748,0.5005770938134859,0.5005770938134859
0.013341632165942172,-0.0010253152850788726,0.4996634683095339,0.4996634683095339
-0.02515776894168175,-0.05010562065844444,0.5009107813954106,0.5009107813954106
-0.0009406313971340376,-0.010995359264986735,0.5054639595088444,0.5054639595088444
-0.02256827683280859,-0.008279041847573852,0.5055719107211183,0.5055719107211183
-0.03220790868164758,-0.0007259992890256602,0.5066294786927283,0.5066294786927283
-0.044108061298194313,-0.0032648567913362773,0.5136175676469343,0.5136175676469343
-0.025834057910457158,-0.02296399287326769,0.5172320049401518,0.5172320049401518
-0.043349721574739125,-0.009157330957796942,0.5171553589031959,0.5171553589031959
-0.030935835994127133,-0.029258807837541898,0.5190271312448786,0.5190271312448786
-0.0474254305603671,0.035196777488383915,0.5179213165541767,0.5179213165541767
-0.018990987124281152,-0.04172183507603938,0.5181033540544583,0.5181033540544583
-0.030121922286304448,-0.04151656425741805,0.5207499431068243,0.5207499431068243
-0.04411642079069903,0.010141483527209219,0.5244316867965464,0.5244316867965464
-0.030585360340302,-0.026768463363035337,0.5295012886363663,0.5295012886363663
-0.024172753270004715,-0.053434977841919334,0.53098209960664,0.53098209960664
-0.007824635760772492,-0.021128350372335028,0.5372336603515994,0.5372336603515994
-0.016421309105879415,-0.011494332234762,0.539316340461002,0.539316340461002
-0.0529596413390655,0.007502077498587984,0.537877497599728,0.537877497599728
-0.032646369947234535,0.009991985605477963,0.5386452845788765,0.5386452845788765
-0.041574744268169456,-0.02089769947788233,0.5417321759969057,0.5417321759969057
-0.022782129890217582,-0.004185693207319939,0.5411156633723728,0.5411156633723728
-0.031986807432498196,0.008655198595083884,0.5467361166885727,0.5467361166885727
-0.01810448672730075,-0.02946367550016418,0.5477360331204919,0.5477360331204919
-0.01523004783261729,-0.008598412285610146,0.5480958434914218,0.5480958434914218
-0.03702280838344058,0.02697735102297051,0.5534400219673291,0.5534400219673291
-0.03978366398213293,-9.861590372277682e-06,0.5515625729348379,0.5515625729348379
0.010877953777562278,-0.013260011841168514,0.5571408707051159,0.5571408707051159
-0.02460597276291077,-0.046144302846107085,0.5558432911437748,0.5558432911437748
-0.0467813056761814,-0.008719309436009274,0.5571500336205624,0.5571500336205624
-0.017878764508777924,-0.004995252319920727,0.5596443952823138,0.5596443952823138
0.03442487124485976,-0.022103881120457827,0.5587970100964434,0.5587970100964434
0.09762733492859615,-0.0047629624855923475,0.5626752512459867,0.5626752512459867
-0.018384700947492123,-0.01507006903572755,0.5629681329680554,0.5629681329680554
-0.050637523069287205,-0.001740564714932688,0.5654653299998386,0.5654653299998386
-0.03224693684714942,-0.018598669327142346,0.5682313419767844,0.5682313419767844
-0.032815657479610634,-0.029699780151351975,0.5708695155493997,0.5708695155493997
-0.05680868928044756,0.03399941132726929,0.5682356058371276,0.5682356058371276
-0.02733824669926884,-0.02308528692013813,0.5701685577174194,0.5701685577174194
-0.045121204793803424,0.008965806364962615,0.5687295690982657,0.5687295690982657
-0.014744545208507272,-0.0071594103923783075,0.5706534566230563,0.5706534566230563
-0.04307512621993455,0.0053322919961176045,0.5715569582637477,0.5715569582637477
0.029496902857365618,-0.007598775254476752,0.5717541066999208,0.5717541066999208
-0.011555384868743527,-0.02142456389619672,0.5717647892078574,0.5717647892078574
-0.02456688650212666,-0.0027247606384166777,0.5729024627298467,0.5729024627298467
-0.014782156665104403,-0.0034830292541084633,0.5729131678858261,0.5729131678858261
-0.0363561335459917,0.024242326714854007,0.571007183935886,0.571007183935886
-0.02851484266042986,-0.034625277255822644,0.5739858043496991,0.5739858043496991
-0.031142543532885005,-0.0272636457659099,0.5750614332101017,0.5750614332101017
-0.05217320101800469,0.017873540124958513,0.5738354312522269,0.5738354312522269
-0.02801403291633215,-0.012273060448568547,0.5754207283885487,0.5754207283885487
-0.01001918130912461,-0.005959002509653647,0.5762064525477033,0.5762064525477033
-0.055671671186309314,0.03378183829936266,0.5800488872706818,0.5800488872706818
-0.012290519210691558,-0.021293347249245278,0.5808090279395701,0.5808090279395701
-0.005903952358409378,0.002993443746086317,0.5774754321006897,0.5774754321006897
-0.004781914899159188,-0.007797259737047556,0.5819833184065593,0.5819833184065593
0.038043500449468214,-0.004483499883934663,0.5827896639829202,0.5827896639829202
-0.010118804855215345,-0.020283458729912027,0.5870509310727692,0.5870509310727692
-0.03754879637515703,0.012524765711921241,0.5898283010693417,0.5898283010693417
-0.019310096997588556,-0.03164244760084382,0.5888195395549349,0.5888195395549349
-0.010336139808092894,-0.014251372851154371,0.5900469130785553,0.5900469130785553
0.0196763003644809,-0.019568579467435173,0.5909976626470421,0.5909976626470421
-0.03145881138837719,-0.03303327539323935,0.5903434419296882,0.5903434419296882
