no_X_train_ax1,no_X_train_ax2,no_var,no_r2
-0.08130524565561341,-0.0011469166598293873,0.4095567699612045,0.4095567699612045
-0.08451988788791578,-0.03336516493725778,0.41169867595451615,0.41169867595451615
-0.0933718023384912,-0.024351220161456768,0.4114635746529477,0.4114635746529477
-0.09215763894920119,-0.011175060694191472,0.41183781381909035,0.41183781381909035
-0.08918772397221975,0.009001066994981252,0.4428126667764175,0.4428126667764175
-0.08149785214560229,-0.014040417713864752,0.4656057543066575,0.4656057543066575
-0.08019831054904643,-0.009766421508301221,0.4659331182833891,0.4659331182833891
-0.052646693903806774,-0.03829754456690084,0.4868062162892859,0.4868062162892859
-0.072978817071502,0.0018627734695400415,0.49491548761162807,0.49491548761162807
-0.08584461819187923,-0.004968134013332306,0.513719530137251,0.513719530137251
-0.08887011362632849,-0.0013279239556175824,0.5147027744445796,0.5147027744445796
-0.0912050039955963,-0.023133527108887764,0.5350495714310004,0.5350495714310004
-0.0833934800501494,-0.002929632516424657,0.5367204923617352,0.5367204923617352
-0.06387914720199367,0.00308104574723747,0.5429967173220038,0.5429967173220038
-0.09330469064119194,0.007284742505934142,0.5428798357043814,0.5428798357043814
-0.09319723025788625,-0.001462252115386694,0.5485188218631016,0.5485188218631016
-0.09135042249568331,-0.008592077763811072,0.5491309335193704,0.5491309335193704
-0.09553045782596072,0.003910528516697137,0.5483436345337014,0.5483436345337014
-0.09489939345267144,0.0007107141616541401,0.5435015095925086,0.5435015095925086
-0.08858378834755373,-0.00481593383152489,0.5539727174286349,0.5539727174286349
0.957821561421382,0.5050348339634555,0.5555159557958023,0.5555159557958023
-0.08035724278889023,0.00130624198226053,0.5581505096121695,0.5581505096121695
-0.0831398830318718,0.0021856922522710126,0.5585114323721572,0.5585114323721572
-0.0852421764491439,-0.03468666459814972,0.5681319927688182,0.5681319927688182
-0.10298460377126713,-0.012270545613774378,0.5676043605213332,0.5676043605213332
-0.09265803190331186,-0.006038187102205326,0.5842049467123314,0.5842049467123314
-0.09812037480577257,-0.014811490345314739,0.5851702202145564,0.5851702202145564
-0.06428373880609477,-0.0029546039191885695,0.5865278169360771,0.5865278169360771
-0.06880604191632606,0.006378818855687232,0.5878056237373521,0.5878056237373521
-0.09194147165536415,0.0030685857598054147,0.5940705852829833,0.5940705852829833
-0.06534641416206914,-0.013505236457901757,0.5978320590650794,0.5978320590650794
-0.08969506003182649,-0.0077420784488185235,0.5990323594312841,0.5990323594312841
-0.09225083947430711,-0.011141933148977939,0.5974058798683648,0.5974058798683648
-0.06921015238487518,0.005748774742684305,0.5974924873074297,0.5974924873074297
-0.09407380343489029,-0.01487191123399551,0.601269262998643,0.601269262998643
-0.05837502543456275,-0.009986781700190043,0.607760479451695,0.607760479451695
-0.0801132221621165,-0.010566067611088827,0.6133829723024422,0.6133829723024422
-0.0779379212883491,-0.0057769718582812305,0.6268230584903296,0.6268230584903296
-0.08338886836726742,0.0017466487834041098,0.6268434612501582,0.6268434612501582
-0.07286226122293088,0.00154961440328395,0.6288447647992412,0.6288447647992412
-0.09164271597835531,-0.025701906094531872,0.6311322312814075,0.6311322312814075
-0.06919300127296474,-0.01122074864649519,0.6324011664362521,0.6324011664362521
-0.08979289368447203,-0.03030527537143347,0.6299992346984891,0.6299992346984891
-0.10015473525065646,-0.010564380560128386,0.629879725417037,0.629879725417037
-0.07464058445359356,-0.010767108321340606,0.6311903473727694,0.6311903473727694
-0.062339951797204855,0.017915488948175153,0.645084773176718,0.645084773176718
-0.09257270922939316,0.008101736707416195,0.6391195613663694,0.6391195613663694
-0.07585679650218363,-0.02934490925573682,0.640487025984863,0.640487025984863
-0.09120031896089663,-0.004499061170271774,0.6398546210095871,0.6398546210095871
-0.07859890982258279,0.005820111779705842,0.6389575483746259,0.6389575483746259
-0.06279636838989647,-0.0015400350361710958,0.6372636782914253,0.6372636782914253
-0.07720532884036488,-0.015461556875895252,0.6393153189473324,0.6393153189473324
-0.08249069789319637,-0.0138129353930404,0.6375408822308921,0.6375408822308921
-0.04640576073988075,-0.016040469392602615,0.6384020761912501,0.6384020761912501
-0.0833817271947645,-0.01774187898058503,0.6460224384883221,0.6460224384883221
-0.08464832252366261,0.0044813244827979866,0.6474401179040106,0.6474401179040106
-0.08986693468576565,-0.01792612291779695,0.6476962505186741,0.6476962505186741
-0.06996507638518773,-0.0034801437892201977,0.6455748511171963,0.6455748511171963
-0.09407783448866514,-0.003168361795001856,0.6520579920188385,0.6520579920188385
-0.04758177110642274,0.033500989581534434,0.6501714292809724,0.6501714292809724
-0.09573849772083853,0.0034629342257915343,0.6537195735097254,0.6537195735097254
-0.08868413155181212,-0.003135961047928323,0.6655631597529714,0.6655631597529714
-0.09134323571124983,0.0016229327494701295,0.6674526669341826,0.6674526669341826
-0.08892005332790863,-0.016878509914348472,0.6622533260327452,0.6622533260327452
-0.10091096985464938,-0.01066952487546615,0.6604932809689259,0.6604932809689259
-0.0868978686868085,-0.007979122662062748,0.6610894273243386,0.6610894273243386
-0.07836104964518767,-0.0014272486048231034,0.6612410471035037,0.6612410471035037
-0.05810699820574665,-0.024814275024009735,0.6648276747221579,0.6648276747221579
-0.09842849827843794,-0.0006183468962243688,0.6658831550645747,0.6658831550645747
-0.08223497816916524,-0.013585822197724773,0.6688923539430954,0.6688923539430954
-0.08870337294354742,-0.010141462769262328,0.6680496783682555,0.6680496783682555
-0.06965074500436323,0.005660718328944372,0.6652767128446947,0.6652767128446947
-0.08678672579097559,0.0003043813008509942,0.6698710398722684,0.6698710398722684
-0.08404797822018749,-0.018800513577877535,0.6757671342878826,0.6757671342878826
-0.09506823410046598,0.0061434993484501665,0.6757924292170188,0.6757924292170188
-0.09123325551537037,-0.02012188992253116,0.6710732621830273,0.6710732621830273
-0.08511237804405375,0.003492322900336365,0.6761513355330961,0.6761513355330961
-0.06419983567149033,-0.036278503745956765,0.673696372400832,0.673696372400832
-0.06963283692723628,-0.034608308538659996,0.6822588644888247,0.6822588644888247
-0.05795625568328641,-0.01050101319112984,0.6850253475159894,0.6850253475159894
-0.08040247120612937,-0.001430966644649176,0.7031585108602907,0.7031585108602907
-0.08102511839684869,0.0005043614818593268,0.6999615836581186,0.6999615836581186
-0.0814885085147881,-0.013575564052568698,0.7043812567268651,0.7043812567268651
-0.0813159650183045,-0.00424448102583441,0.7034401173019581,0.7034401173019581
-0.061770038227023344,0.0118735118026007,0.705632041385204,0.705632041385204
-0.09484685983505055,-0.011894879055983925,0.7051526890650173,0.7051526890650173
-0.08322951722641675,-0.012964113077814627,0.70459662204933,0.70459662204933
-0.08809447460012686,-0.03751459062784695,0.7088447478796334,0.7088447478796334
-0.09018269957999395,-0.001838294858147817,0.7107771422791486,0.7107771422791486
-0.09004965868158175,-0.02884091184895414,0.7097214328059287,0.7097214328059287
-0.09266566170291837,-0.01464135674956416,0.7104168698325861,0.7104168698325861
-0.0766571765285489,0.0008628948879898677,0.7077282155545375,0.7077282155545375
-0.09495413035047742,0.002807704766770201,0.7120483682569134,0.7120483682569134
-0.08988451008891714,-0.024962271116363545,0.7221307025652826,0.7221307025652826
