pm10_X_train_ax1,pm10_X_train_ax2,pm10_var,pm10_r2
0.010723835053423296,0.0819252593265412,0.16646556512351585,0.16646556512351585
-0.21427854487096842,-0.10373778668639262,0.20110667786746883,0.20110667786746883
-0.05778183559835705,-0.15753160259210058,0.21051986409293355,0.21051986409293355
0.12171604394601375,-0.1106403753787987,0.26700884762625476,0.26700884762625476
-0.277469968210313,0.07854633271771157,0.273495567409032,0.273495567409032
-0.2219311060819276,0.22742470086685493,0.3631663700819293,0.3631663700819293
4.80723227172688e-05,0.011768215879612732,0.387329536501115,0.387329536501115
0.13790168636933134,-0.1519876868558363,0.3889325778565874,0.3889325778565874
0.06478496668088142,0.06997579393381233,0.39268069608833733,0.39268069608833733
-0.16991125111227476,0.10945136803060919,0.39299240370389965,0.39299240370389965
-0.03621637725300639,0.16291650624450327,0.4173123490257774,0.4173123490257774
-0.1321500357364748,0.26516789213952646,0.41788567282667877,0.41788567282667877
0.07820879209699598,0.034554587773647914,0.4179081344464186,0.4179081344464186
-0.3716838073903983,-0.039959709799472415,0.4215554758815373,0.4215554758815373
-0.18175882278393396,0.09732905492991653,0.4492257095687221,0.4492257095687221
0.06282378626785626,-0.17870268481595564,0.45862511152400587,0.45862511152400587
0.15098740578324188,0.04093327679591731,0.4783514904708309,0.4783514904708309
-0.026209979677281794,-0.16614708265548533,0.49156800929881295,0.49156800929881295
-0.38933180649274496,-0.0029131617016699258,0.49623225432956375,0.49623225432956375
-0.003948006201526972,0.20041685932383563,0.4956444224792792,0.4956444224792792
0.053189287336488374,0.07348120830164283,0.49743842836590846,0.49743842836590846
-0.029474533587597374,0.19851345407150905,0.4990323597143571,0.4990323597143571
-0.06158342724794493,-0.1447351611571638,0.4996404509945229,0.4996404509945229
-0.4438343052773049,-0.04429383753776997,0.4999183023281314,0.4999183023281314
-0.041022734018579636,-0.13325813328855066,0.501376342412529,0.501376342412529
0.08737002517678472,-0.012607588393916057,0.5034853996176297,0.5034853996176297
0.027377237260653164,0.1834072294487771,0.5062176326525891,0.5062176326525891
-0.059640583179430426,-0.09943333448257553,0.5079804407818886,0.5079804407818886
-0.17573285553769574,0.12336436258557024,0.5115453298343271,0.5115453298343271
-0.22967613470175474,-0.16551936653548172,0.5136167783322473,0.5136167783322473
-0.05088750287867339,0.2174442526412895,0.518478350506502,0.518478350506502
-0.33798305482223784,-0.23332966855373127,0.5165987961729169,0.5165987961729169
0.12262017016046096,0.10638383879678409,0.5268704523527517,0.5268704523527517
