pm2_5_X_train_ax1,pm2_5_X_train_ax2,pm2_5_var,pm2_5_r2
0.05174253224974227,-0.013804208412945647,0.20879091821808804,0.20879091821808804
-0.014553155575781102,0.2739049414803096,0.21251537679236343,0.21251537679236343
0.06069489259624958,0.10436889632243332,0.22080292180930616,0.22080292180930616
-0.2534805296395125,-0.1661937222772628,0.2227488848124355,0.2227488848124355
-0.1936234638185881,0.20425602322925085,0.23363034114937553,0.23363034114937553
-0.0415539947190464,0.33251122285115847,0.2349998257694519,0.2349998257694519
0.18954874650296819,-0.07090200270656907,0.23840944940244646,0.23840944940244646
-0.0001547659236674453,0.018202635785631728,0.24390276653376874,0.24390276653376874
-0.39077872851783013,-0.1417611446958449,0.24952044788336647,0.24952044788336647
-0.04402984461308789,0.30182939265024195,0.2550914008968953,0.2550914008968953
-0.011890947118704788,0.012429668148234417,0.2612532630217843,0.2612532630217843
0.0026559957719709554,0.006776077693352361,0.26152086615494574,0.26152086615494574
0.049634327561498326,0.3110333773383039,0.27918000409565913,0.27918000409565913
-0.1915411818145106,-0.028461376141651742,0.2793262318194498,0.2793262318194498
-0.11566160931014764,0.12505639676986116,0.29188880335229994,0.29188880335229994
-0.20920588633941337,-0.11090491294902174,0.29478887738500326,0.29478887738500326
0.10110758151602961,-0.15838251052427554,0.2951937398645522,0.2951937398645522
-0.02243220316066248,-0.04624078099072929,0.2952111543141044,0.2952111543141044
-0.3025658656889814,0.03158746509138533,0.29614323573436896,0.29614323573436896
0.07267302403524603,0.24085469196653386,0.2994989621787979,0.2994989621787979
0.03152695151972678,0.05005048712467424,0.29899518476837783,0.29899518476837783
0.013333240689538502,0.012248933826263882,0.3038125123627833,0.3038125123627833
-0.3701980124943362,-0.026129774477623578,0.3057891270949189,0.3057891270949189
-0.2566199641856676,-0.06323899653337696,0.3160596355333798,0.3160596355333798
-0.3922006895443138,-0.1922371475796312,0.31558035704488285,0.31558035704488285
-0.003094806879461395,0.3209986304384573,0.3175640701127158,0.3175640701127158
-0.26131514755410895,-0.16909131000505523,0.3173204069860195,0.3173204069860195
-0.40968149628860284,-0.2045726554022628,0.3210005578929308,0.3210005578929308
-0.42588349189735986,-0.26524207277447215,0.3260918418252977,0.3260918418252977
-0.4666572864146254,-0.3106935098998673,0.32708716030366813,0.32708716030366813
-0.11291484320666244,0.145773289888868,0.32918967601241167,0.32918967601241167
-0.3544138836555376,-0.17744053482267433,0.3320090262757316,0.3320090262757316
0.022077686436091287,0.257518861878323,0.33200558211075104,0.33200558211075104
-0.2940621783436588,-0.03160514764545578,0.33572089801581984,0.33572089801581984
-0.4078723457958079,-0.2151995903176455,0.3379596795442611,0.3379596795442611
0.18447728750821105,0.14342227246524603,0.3407633703712868,0.3407633703712868
-0.12294830247605401,0.11421803213221798,0.3396283918382387,0.3396283918382387
0.0006143513550846599,0.1953933695526213,0.3401747839015692,0.3401747839015692
0.11563097686744643,-0.15078167624042735,0.3402195428471131,0.3402195428471131
-0.31163125397018737,-0.027188948062176383,0.3427703544482813,0.3427703544482813
0.09452425593137007,-0.0687843116391966,0.34283029090223827,0.34283029090223827
0.046374531977275806,0.22334919366671616,0.34494215452388133,0.34494215452388133
0.18446960386175842,-0.12016332790096054,0.34791452705690495,0.34791452705690495
-0.252963607153272,-0.17002124284503267,0.3501008803078107,0.3501008803078107
-0.12557222076512675,0.1095912638050325,0.3459956772711975,0.3459956772711975
0.1324981852133277,0.17542120236555514,0.3555249874175318,0.3555249874175318
-0.361478300603209,-0.09118231987976409,0.3529471909271059,0.3529471909271059
0.1381446511940226,-0.23762257772981588,0.35461292710518066,0.35461292710518066
0.12253084705390324,-0.04175602723419011,0.3526320975586552,0.3526320975586552
-0.467274089641953,-0.3103658302016394,0.3611292503412855,0.3611292503412855
-0.0716005210581455,0.19225146235190746,0.36683909358049316,0.36683909358049316
-0.024966181317934096,0.05168466527440887,0.36385582867573485,0.36385582867573485
0.013634530170992015,-0.07609291741321658,0.3656826550373691,0.3656826550373691
-0.03630993123404844,0.27597022697584733,0.36718286422258106,0.36718286422258106
-0.0022587771529628885,-0.0469719545912854,0.3710702191584552,0.3710702191584552
-0.02910662680386473,0.2781202452821371,0.3731632795585401,0.3731632795585401
-0.20903123877184443,-0.14119018545512813,0.3785940948527121,0.3785940948527121
0.016065870540865303,-0.027484154828738974,0.378650281305862,0.378650281305862
0.18450709878091262,0.10201383998394728,0.3840965483333657,0.3840965483333657
0.0532280371266904,-0.07516482361126954,0.3849563934049769,0.3849563934049769
-0.3445108291284976,-0.19388064942367644,0.38414996362507203,0.38414996362507203
-0.3546287157527696,-0.2778331112279353,0.38782671395812585,0.38782671395812585
0.08102254590491638,-0.060748572170475724,0.387563604750781,0.387563604750781
0.08636327338569338,0.02064064487594605,0.3869802751770802,0.3869802751770802
0.25529662562040756,-0.13046025945078032,0.3886669468141184,0.3886669468141184
0.18767160657765827,0.1307989526520314,0.3882641185604041,0.3882641185604041
-0.4144121574590424,-0.22922886672865836,0.38909732854381296,0.38909732854381296
-0.10371298454965507,0.258809779726823,0.3897058553471444,0.3897058553471444
-0.01167943442425487,-0.019995655069357972,0.39486323915508403,0.39486323915508403
0.04739058459587594,-0.05821616950014062,0.3972044188243583,0.3972044188243583
-0.16624813679217246,0.2569104995045034,0.39988011928515066,0.39988011928515066
0.006244338627383775,0.02735500569009483,0.4010165274280445,0.4010165274280445
0.027151988686573064,-0.08810002237776214,0.39835331852251565,0.39835331852251565
-0.22820353912961122,0.15354788388167281,0.40098825324955345,0.40098825324955345
-0.010289643813909318,-0.10213418534861725,0.4006984801259309,0.4006984801259309
-0.134606233116976,0.17956980846614407,0.4026721469161957,0.4026721469161957
-0.0790897887100807,0.11530711959347563,0.406237510096637,0.406237510096637
0.19607551021785227,-0.1937560360956747,0.4035083156284506,0.4035083156284506
0.33486177844719717,-0.23484896191729707,0.4068178723261381,0.4068178723261381
0.21223284875995146,-0.19742558515382816,0.403650492536051,0.403650492536051
0.02447754522148863,0.1956071290720752,0.40660957747964555,0.40660957747964555
0.1286863526793633,-0.10307561749521264,0.4107636522898036,0.4107636522898036
-0.24333022438102878,0.14942460605197405,0.4119078385776318,0.4119078385776318
-0.08016417308549455,-0.03576407508263492,0.41340941402354825,0.41340941402354825
-0.041901467527102144,0.25206936384571355,0.4139167880893443,0.4139167880893443
0.10096277984026691,-0.20527115257080475,0.41536586199229675,0.41536586199229675
-0.04825532834576766,0.0029079687347100796,0.41605749631188127,0.41605749631188127
0.072568789263406,-0.007042194540469304,0.4190596834092799,0.4190596834092799
0.13209192327779828,0.21237310941484894,0.4189595129341456,0.4189595129341456
-0.1358636728689711,0.2680853367059668,0.41996979841215043,0.41996979841215043
0.21359017999128338,-0.1633382164903529,0.4207526816915673,0.4207526816915673
0.005222760059431774,0.22073908100987666,0.41998561535587886,0.41998561535587886
-0.10566364035254289,0.1367233753475623,0.4211004455275815,0.4211004455275815
0.20470219130064232,0.010522935383408713,0.42028630826656843,0.42028630826656843
0.029454501704438238,-0.12395530652771962,0.42143813864205615,0.42143813864205615
-0.12071512878439315,0.14179848955521543,0.4210984315474735,0.4210984315474735
-0.36909589866056147,-0.06501431886786879,0.4231017289966884,0.4231017289966884
-0.12334200256034762,0.12286194628218687,0.4223544351372378,0.4223544351372378
0.08475509151696212,0.14822321070033906,0.42364265861274164,0.42364265861274164
-0.1471065466373015,0.2618172173890728,0.42436827054696313,0.42436827054696313
-0.22799864339683024,-0.12547155179518676,0.42306757747474744,0.42306757747474744
-0.31281018053371407,0.04071735415642677,0.42405671837793935,0.42405671837793935
0.14127470118765625,-0.3057115736759755,0.42508628336566834,0.42508628336566834
-0.44106457204262123,-0.3003300670105157,0.4268468185790777,0.4268468185790777
