co_X_train_ax1,co_X_train_ax2,co_var,co_r2
-0.07449643,0.046950057,0.04896665228621422,0.04896665228621422
-0.06737769,0.051172666,0.2494790061996367,0.2494790061996367
-0.08917991,0.04150944,0.27768017802443157,0.27768017802443157
-0.06806582,0.041453037,0.3068627069244233,0.3068627069244233
-0.073311955,0.033242855,0.21244016832340074,0.21244016832340074
-0.06260556,0.046944153,0.26805805360961166,0.26805805360961166
-0.06969811,0.056913752,0.21392544420706328,0.21392544420706328
-0.121725924,0.046970654,0.3234872949791612,0.3234872949791612
-0.069009416,0.05535304,0.39220932101678196,0.39220932101678196
-0.06405843,0.036420036,0.3984004746852917,0.3984004746852917
-0.08161106,0.06253417,0.41020982735507394,0.41020982735507394
-0.08294901,0.039759308,0.4793499568142777,0.4793499568142777
-0.0595436,0.06801878,0.38167186182431645,0.38167186182431645
-0.06889289,0.032292508,0.3974959124188532,0.3974959124188532
-0.075480126,0.048242375,0.4390665631756201,0.4390665631756201
-0.06684312,0.041364133,0.37064541329436196,0.37064541329436196
-0.108606674,0.000787861,0.41576762593306527,0.41576762593306527
-0.06492273,0.050045732,0.434986181573354,0.434986181573354
-0.069368646,0.059335783,0.4590103546714325,0.4590103546714325
-0.091477074,0.041799936,0.5081765055563217,0.5081765055563217
-0.056789342,0.02315175,0.4078382190677283,0.4078382190677283
-0.09123896,0.048160072,0.48615041700433603,0.48615041700433603
-0.07977123,0.055054393,0.5702353870780366,0.5702353870780366
-0.068921454,0.03974496,0.49997080541401073,0.49997080541401073
-0.078393914,0.046532393,0.5416432426012093,0.5416432426012093
-0.08238014,0.03322968,0.5573137726515819,0.5573137726515819
-0.06772087,0.036287904,0.5098047235889238,0.5098047235889238
-0.0996353,0.053843334,0.518111345520794,0.518111345520794
-0.06921989,0.042305864,0.527732374539384,0.527732374539384
-0.06757385,0.04021824,0.5920322867016174,0.5920322867016174
-0.081105284,0.037911195,0.5710848145799794,0.5710848145799794
-0.059076987,0.03274581,0.5418454189387603,0.5418454189387603
-0.061284043,0.03574284,0.5961315885583771,0.5961315885583771
-0.07871708,0.04443522,0.5508146255345137,0.5508146255345137
-0.092041954,0.020270232,0.5670234687815331,0.5670234687815331
-0.078300945,0.055578813,0.5825752102923951,0.5825752102923951
-0.07931753,0.03841743,0.5840784198869885,0.5840784198869885
-0.06654168,0.03300535,0.5996644120722298,0.5996644120722298
-0.06075867,0.03922364,0.5802830399146827,0.5802830399146827
-0.061724007,0.052694373,0.581846074263725,0.581846074263725
-0.06813909,0.042600494,0.5925117511974787,0.5925117511974787
-0.06589553,0.035566505,0.5786829679949654,0.5786829679949654
-0.09765333,-0.006182484,0.6061830155588064,0.6061830155588064
-0.0700539,0.0271844,0.6425453939739538,0.6425453939739538
-0.063934974,0.05231089,0.6195923589167782,0.6195923589167782
-0.06515325,0.038105816,0.6028405007283426,0.6028405007283426
-0.11996645,0.020032959,0.6072823199422759,0.6072823199422759
-0.072702095,0.03273189,0.6175584554829621,0.6175584554829621
-0.083844006,-0.005970441,0.6214010371450522,0.6214010371450522
-0.068878956,0.047863133,0.6037722865775432,0.6037722865775432
-0.06625531,0.038410675,0.602736278970577,0.602736278970577
-0.057311125,0.023957187,0.6244881050027611,0.6244881050027611
-0.0703756,0.03747383,0.6174754736776562,0.6174754736776562
-0.06694442,0.042799488,0.6190712240429781,0.6190712240429781
