city,lat,lon,pm25_2021_05_08,pm25_2021_05_09,pm25_2021_05_10,pm25_2021_05_11,pm25_2021_05_12,pm25_2021_05_13,pm25_2021_05_14,pm25_2021_05_15,pm25_2021_05_16,pm25_2021_05_17,pm25_2021_05_18,pm25_2021_05_19,pm25_2021_05_20,pm25_2021_05_21,pm25_2021_05_22,pm25_2021_05_23,pm25_2021_05_24,pm25_2021_05_25,pm25_2021_05_26,pm25_2021_05_27,pm25_2021_05_28,pm25_2021_05_29,pm25_2021_05_30,pm25_2021_05_31,pm25_2021_06_01,pm25_2021_06_02,pm25_2021_06_03,pm25_2021_06_04,pm25_2021_06_05,pm25_2021_06_06,pm25_2021_06_07
Vacaville,38.359,-121.9680,0.0675,0.67625,0.66542,1.07792,2.92667,5.75458,4.76542,4.76958,5.32333,5.20042,2.97292,1.19458,1.33458,0.53042,0.62208,1.27875,3.81083,2.61375,0.92625,2.64292,2.71583,3.91625,5.94333,6.04125,6.17875,6.06875,4.13042,4.64042,2.34458,4.16792,3.64792,1.53875
Edinburg,26.3197,-98.1596,0.44417,6.37667,7.81375,7.55792,8.35375,4.46208,3.77417,4.985,5.92333,2.86042,7.05042,8.68333,5.34625,4.63333,4.72042,4.30042,3.74583,4.29667,5.10958,7.39583,6.48583,5.23833,7.89042,4.125,4.68458,6.12875,6.98792,7.53875,4.58958,6.25042,5.19958,4.95
Carmel,39.965,-86.1460,0.02542,1.11833,1.545,3.86792,1.25375,1.30833,2.75708,8.14583,10.84,9.0425,10.75458,10.44917,6.86833,6.82875,7.13208,11.64708,7.25292,10.76792,10.06333,5.27708,7.66,5.08625,2.4225,4.72375,7.80125,12.4175,10.67083,10.17458,12.6025,13.27542,7.82125,4.38667
SpokaneValley,47.6626,-117.2346,0.02083,0.50708,0.93333,1.37333,2.0125,2.53042,2.63667,2.1875,3.03958,3.19792,3.34833,0.55417,1.28292,0.71042,0.5,0.99875,2.35083,0.59708,0.5,1.25667,1.16125,0.73042,1.51792,2.48917,2.35375,2.44542,2.72667,3.175,1.68292,0.76625,0.67375,0.66083
SanAngelo,31.4424,-100.4506,0.19958,5.14208,4.25,3.21917,1.31333,1.95792,3.93917,4.1825,2.71667,0.73083,1.41,1.39542,1.46083,3.11542,5.31833,1.60667,0.63167,0.615,1.50417,1.57083,2.71667,2.23417,1.97208,1.61917,1.41708,2.08792,2.235,1.21458,1.18083,1.06375,4.10125,7.67417
LaCrosse,43.824,-91.2268,0.02083,0.88667,1.97792,0.9625,1.26917,2.61417,3.05667,4.43042,4.93125,4.645,8.04917,9.04167,3.53042,3.77083,3.41292,2.76708,2.07958,2.92083,1.91792,1.52917,0.61208,0.87458,1.26458,4.23792,4.52167,5.56167,6.93542,4.50333,4.30167,6.76667,3.44917,1.04375
IdahoFalls,43.4872,-112.0362,0.0525,1.16542,0.545,0.5975,0.645,1.25333,1.92167,1.69708,1.0425,1.36167,2.28417,3.47375,2.46625,1.13292,1.07542,3.53958,1.04583,0.57917,0.94708,0.69625,0.8575,2.06125,1.62875,0.85667,1.1675,1.69042,2.11417,2.6675,3.03833,3.92458,2.78917,2.85083
Holland,42.7677,-86.0985,0.07083,1.74583,3.49125,0.72958,0.73875,2.57,10.34958,11.90833,10.46167,9.68958,11.10375,5.5875,5.62708,5.9325,5.69583,12.90958,6.46667,7.25875,8.11833,3.03292,0.86917,0.62,1.18583,1.86458,8.94792,14.88083,11.10417,10.65833,10.59167,9.15583,6.43583,6.51583
Charlottesville,38.0375,-78.4855,0.12625,1.36417,2.76458,2.2375,4.59292,1.90458,2.22708,2.785,3.56125,6.26792,6.44417,5.89708,6.39208,8.3475,6.17,8.38792,8.95458,5.54125,6.77417,11.85542,3.85625,5.91792,1.74333,1.06208,2.57833,6.3875,4.28167,1.71542,1.50167,5.64542,4.56833,2.7825
Longview,32.5193,-94.7621,0.17125,6.8325,3.29917,2.49417,2.98125,4.88125,4.32583,5.18125,6.85708,6.07833,3.04333,2.47833,1.84458,1.35292,3.0,5.81708,5.52458,3.70708,3.52083,2.97417,3.24,4.57375,3.92667,3.73375,7.55375,4.80458,3.05208,3.48667,5.9575,3.67208,2.10583,3.3925
Tracy,37.7269,-121.4522,0.14917,1.24667,1.78125,2.00792,4.32,7.86083,6.8725,6.17542,5.14542,7.55208,4.52917,2.63958,3.85292,1.45708,1.77083,3.60417,4.06458,3.88,2.27625,4.91458,3.59042,3.48542,5.21208,7.99417,8.19875,8.88667,7.825,4.55125,2.67,4.14333,5.52958,3.91375
BocaRaton,26.3752,-80.1080,0.37458,4.70125,5.93917,4.43125,5.6825,5.37792,6.16667,3.04083,4.31583,3.68333,2.71708,2.86333,3.9325,4.24542,4.41,3.53375,2.9225,2.76417,3.55333,6.25083,6.56167,7.8875,6.34833,4.14833,4.21292,1.29083,2.28125,4.18958,5.54458,6.57292,8.1075,5.98875
Lafayette,39.9949,-105.0997,0.50042,4.23917,1.65375,1.4175,4.59292,18.50667,12.43417,4.24792,2.42375,2.4625,3.17417,4.57417,10.49667,11.34583,4.79458,4.03583,3.29625,5.06958,4.5375,7.17208,5.765,5.99,3.66458,1.1625,2.0475,7.31667,5.47167,7.51833,8.62542,11.68667,3.84083,5.98792
Lee'sSummit,38.9172,-94.3816,0.10542,3.34833,1.86625,5.45875,7.38625,3.51292,3.03208,3.02917,4.44375,4.83125,4.93375,2.48625,1.21917,1.30875,1.17833,2.58417,4.89458,6.57208,2.5,5.99125,3.28542,1.515,2.155,3.76625,5.6175,6.51625,9.41875,15.1175,7.89208,4.97375,2.14792,1.36042
RioRancho,35.2872,-106.6981,0.22708,6.45917,7.31542,5.65375,4.92042,3.63458,4.96667,6.15875,3.38292,2.80208,4.13083,3.6,5.4125,4.59667,5.14667,4.66167,4.39417,3.80542,3.27667,4.94792,4.72,4.95917,4.20458,6.57125,1.33792,1.93958,3.51833,2.27667,3.04042,4.71125,6.69917,17.87042
SouthFulton,33.6269,-84.5802,0.13458,3.52458,5.52875,3.43,4.705,4.86125,5.89125,12.7475,8.68833,8.36417,8.0,3.63875,3.27708,3.26,5.82792,8.63542,11.24042,13.36292,17.68667,8.43833,5.82792,4.18917,2.54125,4.18833,6.61208,7.0275,6.58917,3.62667,4.48333,6.18542,4.42583,1.73625
Beaverton,45.4779,-122.8168,0.09,1.71333,1.72875,2.86167,3.3775,3.62875,3.05292,2.84292,3.54958,3.19083,1.44083,1.045,1.35625,1.49792,3.835,2.94917,1.58833,0.94333,1.05542,3.68708,2.15542,2.81667,4.08458,5.50125,6.13167,6.78708,6.01625,0.885,1.36333,2.37792,2.95167,1.46958
Lawrence,38.9597,-95.2641,0.08625,4.15708,1.54708,3.62625,4.22708,5.32042,3.97875,3.09042,4.60583,4.27833,4.98417,3.41583,1.34708,0.96167,0.99583,1.79042,3.40833,5.31167,2.76292,6.78667,2.88958,1.39292,2.79292,4.25792,8.85833,7.17042,10.14667,11.98167,5.46042,4.60125,1.68375,1.62083
Bismarck,46.8144,-100.7694,0.03875,0.675,7.80417,3.34875,4.86875,6.60875,1.40625,2.805,2.46667,1.37083,1.50167,1.90042,2.155,0.99667,1.7375,1.28375,1.14458,3.13042,0.88583,0.52417,0.60375,0.8625,0.95917,0.67208,1.58333,1.49958,3.25917,2.70958,2.64083,4.90125,2.79917,3.26917
Orem,40.2983,-111.6992,0.11917,2.13542,2.24792,2.59917,2.96083,4.18917,4.30708,5.50417,6.60667,4.58583,4.13542,4.94042,3.64167,7.3525,5.39667,8.78708,1.44708,1.30625,2.1825,3.15167,3.36125,4.46833,3.91875,4.535,3.5425,2.81208,3.38958,3.20333,3.88583,5.07708,6.89,8.99208
Middletown,39.5032,-84.3660,0.02083,1.2875,2.44667,3.67125,2.14583,1.88583,3.9075,5.43458,9.15,12.43333,11.42083,11.93375,9.21625,9.98125,9.67083,10.36625,7.28958,8.4675,13.4975,7.71625,7.47458,5.4925,1.3625,3.86375,9.62625,15.6875,10.31208,3.92542,10.73208,15.43958,9.21667,3.60708
SanTanValley,33.1879,-111.5472,0.23375,4.65208,4.22625,4.72042,5.39792,6.38375,7.03833,4.66917,4.33417,4.79458,5.10417,7.11125,7.095,5.47583,4.73458,4.93208,4.30958,5.43667,4.91958,6.02125,5.58917,6.00875,3.81042,3.82917,4.11292,3.9,3.83292,3.85958,5.17292,5.4675,5.86792,5.73167
SanMarcos,33.135,-117.1744,0.14333,4.83542,6.61417,5.82833,7.28875,5.80375,8.20917,6.545,2.66833,1.99917,2.47917,3.29292,8.16167,3.72458,3.75125,3.11375,5.43333,10.17417,10.02583,7.3975,5.3925,6.3975,4.44917,4.77042,7.35375,6.94833,8.49375,7.56167,4.63958,3.67333,2.36042,3.53
Sandy,40.571,-111.8505,0.16792,2.37208,2.37042,3.15125,3.53208,6.7825,6.53625,9.37792,7.8325,5.38208,8.05042,9.20708,5.98792,6.20833,6.37667,6.87,2.43583,3.71292,5.5525,3.63167,5.74667,5.825,3.70792,6.85083,6.67042,4.85542,4.5525,7.66833,5.01708,6.57167,9.15833,11.93708
FederalWay,47.3091,-122.3358,0.09333,1.07542,3.32708,3.82167,5.01375,4.86,4.62208,5.77,4.66167,6.46542,0.98792,1.08875,2.21333,3.16292,5.9075,5.51333,1.5875,1.38833,1.11583,2.26917,2.60917,2.49083,4.0725,8.9675,10.96917,11.97833,8.23833,3.34417,1.39375,2.18417,2.25417,1.36458
Mandeville,30.3751,-90.0904,0.1975,6.12458,7.67292,8.09583,11.80125,6.16833,4.55208,5.88458,7.27333,5.055,6.25,5.75625,5.0925,5.90833,6.06333,5.62917,4.32875,4.645,4.72583,5.69542,6.42,4.47167,3.29542,5.27917,6.64833,8.91042,11.12542,8.68917,7.665,3.33,3.44542,8.93708
Hesperia,34.3975,-117.3147,0.85458,7.93958,16.60417,11.66125,20.5975,21.92875,19.47292,22.3125,9.98292,3.77208,7.77833,7.35125,21.30958,8.91917,2.16583,5.67333,8.00417,7.66167,14.09292,16.45,19.2425,26.5025,20.30125,13.96458,19.1625,24.06208,23.125,20.34417,14.07125,11.72333,10.6825,6.85708
Brockton,42.0821,-71.0242,0.14625,2.30042,3.98167,5.72458,1.75792,1.71083,2.64583,3.60792,8.07875,5.75625,8.93167,7.68708,4.06333,5.395,4.745,9.77667,3.26208,0.98958,2.17542,10.75917,10.39417,1.05625,0.72667,0.96917,1.53708,16.49333,16.28833,5.15417,4.21292,21.32875,16.87042,16.23625
Compton,33.893,-118.2275,0.2275,4.83875,7.4325,6.39292,9.90375,9.02458,7.81208,5.67083,2.68958,3.51833,3.385,4.98333,5.88458,4.72417,8.33542,4.04667,9.66958,18.63292,9.72417,7.31292,6.28458,7.62583,5.99542,7.37167,8.05792,13.3725,11.49375,5.66333,7.7975,4.29958,3.50542,4.79292
Riverview,27.8227,-82.3023,0.17042,4.05833,5.24333,4.60875,6.12333,6.53625,6.13125,4.16167,4.39083,3.79083,4.01792,2.38167,3.89167,3.30833,5.2825,4.30833,2.85583,5.02833,5.96875,7.22458,11.93625,12.43583,6.44833,5.95083,4.59292,3.46083,2.22917,2.6925,2.74458,1.94042,4.97375,6.20917
Fishers,39.9589,-85.9661,0.02375,0.96667,1.50458,4.44417,1.31625,1.29083,3.4725,6.565,7.59,9.08458,10.66417,9.92042,7.10125,7.23708,6.72125,12.17083,7.67833,11.8525,11.31583,6.57083,7.3625,5.10417,2.44833,4.60083,7.21417,11.98292,10.77625,8.825,12.70042,13.66125,7.82792,4.56083
Sunrise,26.1547,-80.2997,0.4075,5.54083,6.25875,4.47583,6.04083,5.42042,6.79958,3.16667,4.39875,3.70417,2.80958,2.77542,3.93458,4.14042,4.49792,3.71,3.17167,2.76,3.39833,6.49583,7.47417,8.37083,6.49208,4.555,4.57167,1.35,2.31917,3.49417,5.27375,6.335,8.20083,6.6925
BowlingGreen,36.9719,-86.4373,0.13125,3.09875,4.13958,2.4925,5.8975,1.63042,3.00375,4.74625,4.59833,7.30542,8.73583,5.93125,5.22333,2.35625,4.10542,7.71667,12.97167,14.25333,14.2075,4.905,3.74292,3.355,1.88542,3.90625,5.49625,8.2875,6.72708,3.28625,9.18167,5.93542,5.45667,1.91833
Roswell,34.0391,-84.3513,0.18042,8.31542,6.8225,3.99833,4.9575,3.55375,3.94125,12.02917,17.28625,13.28875,11.07917,4.97458,5.06958,3.13917,5.64583,10.89708,13.88875,12.76875,16.02917,10.68667,6.9225,3.95917,2.54542,3.01708,7.04792,7.78083,7.66083,4.45833,7.31833,11.64833,5.43208,2.87875
Menifee,33.6909,-117.1849,0.14375,4.88208,6.21167,6.42833,9.7825,14.37833,13.20583,9.91542,3.26458,1.85333,4.69542,6.00583,8.18708,3.80125,3.635,2.92542,8.29042,13.83,11.00875,6.92792,5.80167,6.44083,4.53833,5.6225,8.14458,10.27833,12.38375,8.70125,5.68958,4.03125,2.68208,2.62458
Plantation,26.126,-80.2617,0.4075,5.54083,6.25875,4.47583,6.04083,5.42042,6.79958,3.16667,4.39875,3.70417,2.80958,2.77542,3.93458,4.14042,4.49792,3.71,3.17167,2.76,3.39833,6.49583,7.47417,8.37083,6.49208,4.555,4.57167,1.35,2.31917,3.49417,5.27375,6.335,8.20083,6.6925
Dover,43.1887,-70.8845,0.17875,1.82042,1.54208,1.7125,0.92875,1.32333,2.63917,2.23458,6.24333,3.27333,7.61458,3.17417,3.92333,4.29625,7.87792,14.96833,2.71417,1.03208,7.78083,9.4425,3.59375,1.09292,0.65917,0.85458,0.73917,4.215,13.28833,9.56042,2.97875,6.19917,10.52833,10.60708
Quincy,42.2516,-71.0183,0.16292,2.36542,3.51625,5.75,1.73875,2.1375,4.25417,4.55542,5.35167,4.4975,7.4675,5.49917,4.19333,5.45,5.3475,11.09042,3.23083,1.20208,2.62167,12.15417,10.22083,1.14167,0.84042,1.00333,1.78583,11.91292,20.7075,5.3825,5.48833,14.21917,13.0425,19.65667
Portsmouth,36.8468,-76.3540,0.215,3.13417,3.83458,6.65333,4.67208,3.425,6.76208,8.6575,5.47917,5.90708,4.8425,3.76292,5.05958,6.78583,4.67958,4.96958,8.60167,9.09542,4.66875,13.15333,11.31917,11.24792,7.26,0.9,3.40083,4.03083,3.96375,1.77625,0.83083,4.01958,4.97125,3.91417
Chino,33.9836,-117.6654,0.26833,13.26958,12.13917,8.22458,23.38042,28.20458,23.42542,21.77083,4.69167,2.88333,8.17917,20.95792,20.38458,6.145,5.545,5.50542,13.64292,17.75083,18.055,17.76458,13.42458,17.5975,9.95792,14.61958,15.27333,22.92667,24.48083,16.49542,13.70917,8.52625,4.87375,4.00208
Lynn,42.4779,-70.9663,0.14375,3.26375,3.50333,10.53042,1.87958,2.63333,14.16625,14.63042,10.41792,6.17542,13.61833,6.23583,5.9,7.10833,7.64083,14.70333,3.39458,2.04542,3.67667,14.55417,11.23833,1.23875,0.9625,1.05542,1.79458,8.34667,24.89708,7.01125,5.82875,10.80583,12.60708,21.02042
Edmond,35.6689,-97.4159,0.55625,7.11125,2.64542,1.35625,2.5175,5.145,4.23458,5.45292,6.04292,4.81583,2.1175,2.39708,1.805,1.58125,1.185,1.83833,3.79,2.83292,1.34208,2.26,3.03417,3.26708,3.88583,3.22458,5.68958,5.11583,4.30833,4.08417,4.60667,5.86292,1.65375,1.68792
Hanford,36.3274,-119.6549,0.23875,4.35792,2.90583,4.23625,5.965,7.55,8.25958,7.64375,3.085,5.795,6.28417,3.35042,1.91208,1.99917,1.60333,2.69208,3.17208,5.40875,3.20875,4.24583,4.86417,3.77833,5.13292,6.82125,10.34792,7.6475,7.12667,6.80792,5.96375,2.71792,4.01292,2.50042
Dearborn,42.3127,-83.2129,0.12792,1.93958,4.74542,4.39708,1.86708,3.83458,11.54542,8.91042,9.40833,11.25583,17.99833,27.0625,18.295,24.8325,13.65542,9.32708,5.81917,7.88208,7.14917,3.755,3.13708,1.39083,1.17458,4.56917,7.97375,12.34042,15.27083,12.44958,10.90083,9.91458,7.41042,4.69958
Livonia,42.3972,-83.3733,0.09208,1.40208,3.38542,2.96,1.14042,3.97292,8.38458,6.26792,6.83542,11.15667,17.635,26.67667,17.23208,21.44958,11.50708,8.97042,5.94833,6.41625,6.84458,3.42875,2.1825,1.25042,1.07583,4.02,6.88083,12.68583,15.14208,9.26458,10.81958,9.94,6.99417,4.69958
SouthGate,33.9448,-118.1926,0.32292,8.8425,12.37042,8.515,15.17208,14.39958,12.06042,9.17375,4.06542,3.67542,5.43375,17.2725,10.49125,5.64875,11.06292,5.6925,17.41208,25.87625,22.54458,12.32708,10.77792,18.64208,8.43083,12.3475,13.15667,23.12958,21.18542,11.99042,16.58792,7.69792,5.67458,4.72083
Vineland,39.4653,-74.9981,0.30708,3.57667,3.66958,4.625,4.125,2.18375,4.66625,7.90458,6.385,3.84417,8.33458,5.00417,10.985,8.93292,5.71167,9.84125,6.44875,2.09667,2.76125,11.6075,10.82417,5.39042,1.09417,1.3775,3.88417,9.2225,7.26417,1.72458,1.71167,10.13542,9.55,5.76917
Florence,34.1781,-79.7877,0.06333,2.28917,4.61083,5.5575,4.74667,3.6625,3.64792,3.91583,4.67333,6.65625,9.2575,3.71125,2.59542,3.30833,4.18333,4.86667,6.75,9.50458,11.64333,8.62542,9.50708,7.9125,5.34792,0.97083,2.54542,4.19333,3.0075,2.94208,2.9475,4.60708,5.54417,7.88542
Portsmouth,43.058,-70.7826,0.14625,2.2475,1.68792,3.86542,1.08292,1.36917,5.165,3.2725,7.93167,5.16292,9.5825,3.83,4.82,5.21667,7.45417,12.94,2.53167,1.24042,6.11375,12.16458,4.50167,0.93375,0.62542,0.81292,0.88042,5.71458,16.35208,8.32958,3.58083,7.2425,11.41375,11.86083
Slidell,30.2881,-89.7826,0.19458,6.17,8.16,8.55542,11.7725,6.53792,3.76,5.8,7.21583,4.98667,6.34833,6.10583,5.51125,6.37083,6.66167,6.22917,4.24833,4.76958,4.9125,5.43958,7.00333,6.98292,3.55833,5.19625,6.96292,9.49458,9.16917,6.65458,5.30458,3.15875,4.02792,8.695
Lawton,34.6176,-98.4203,0.35333,5.5575,2.93458,1.51208,2.05583,4.76375,6.18917,5.79958,4.98583,5.11333,1.48542,2.20875,1.33917,2.2025,2.29708,1.79042,3.66708,2.35708,0.97167,1.39292,2.24083,3.625,3.57958,4.13708,4.69125,4.51792,2.97,3.15917,4.99,6.275,2.10042,2.26583
Kirkland,47.6974,-122.2054,0.11792,1.50625,3.49375,3.71708,4.85833,5.185,5.82833,6.18125,5.13042,6.32875,1.53583,1.5975,2.38958,4.54,7.14042,11.6375,3.10625,2.00292,2.17125,2.39292,3.99333,2.98042,4.33583,7.8325,10.84208,10.7625,13.28042,3.60667,1.53167,2.17708,2.35208,2.54458
Missoula,46.875,-114.0214,0.02083,0.5,0.64292,0.95208,1.13917,1.16458,1.70792,1.465,1.53208,2.26458,3.28292,1.65458,0.63042,0.50292,0.5,0.97583,1.00292,0.52417,0.54417,0.78083,0.87208,0.58958,0.67375,1.15792,2.09875,2.59875,2.7775,2.88208,2.3575,1.19042,0.64208,0.61208
Auburn,32.6087,-85.4899,0.14458,6.14875,5.42375,4.80167,3.35417,4.02292,3.55125,4.14417,6.61708,7.53958,6.71958,2.3825,1.88083,2.94917,5.52958,5.05083,5.65083,13.89667,12.31708,7.38958,5.98083,4.55583,2.68458,4.47542,6.17708,5.43625,6.79,6.54167,5.02917,3.325,2.62,1.56042
RapidCity,44.0716,-103.2204,0.08667,0.99958,1.09,1.49208,4.10542,0.655,1.36333,1.56708,1.10333,1.01375,1.14167,0.53375,1.70083,1.2725,2.04083,2.29542,1.77833,7.73125,3.11333,0.81792,0.53458,1.29875,1.11292,0.57583,0.81042,1.17083,1.51167,1.38875,4.04708,4.57792,3.13375,4.36167
TerreHaute,39.4654,-87.3763,0.13292,1.31542,2.20083,4.20792,2.67375,1.45583,2.96833,5.30042,7.37083,9.72875,9.64583,9.74958,5.46167,4.91917,5.01917,9.9075,8.52125,8.60625,6.10875,4.19167,6.59208,3.74625,1.96833,4.43958,8.605,10.70083,7.85292,7.52292,16.21333,10.89417,6.95792,4.54292
Suffolk,36.6953,-76.6398,0.19,2.75625,3.57292,6.45458,5.145,2.78583,4.97458,6.60542,4.68125,4.71458,4.51,3.04833,3.25917,6.52375,4.36708,4.17708,7.72792,9.29833,4.86125,13.49333,10.1525,10.55042,7.16458,0.83875,2.85208,3.31125,3.48375,1.75458,0.79,4.22167,4.5225,4.20792
Blacksburg,37.23,-80.4279,0.095,1.60292,2.35208,1.95,4.12,1.78583,2.32542,3.58083,3.66167,7.00083,8.98208,6.88917,8.24,6.23417,8.74,9.425,9.66708,4.94625,8.66917,10.84708,2.55917,2.72167,1.76458,1.34042,4.39417,9.31167,4.31583,1.65917,2.44875,4.34875,3.12167,1.80167
MountPleasant,32.8538,-79.8204,0.13583,2.94042,5.12292,9.13708,6.3925,4.7875,3.43417,3.27917,4.5425,8.3925,6.11042,3.69792,2.63708,2.915,5.00083,4.36958,4.28,6.18292,6.16917,8.89958,10.99083,11.30583,7.76708,3.13875,2.45667,3.75583,2.23292,4.09,3.13667,5.19,6.35583,8.06
Carson,33.8374,-118.2559,0.2275,4.83875,7.4325,6.39292,9.90375,9.02458,7.81208,5.67083,2.68958,3.51833,3.385,4.98333,5.88458,4.72417,8.33542,4.04667,9.66958,18.63292,9.72417,7.31292,6.28458,7.62583,5.99542,7.37167,8.05792,13.3725,11.49375,5.66333,7.7975,4.29958,3.50542,4.79292
Conroe,30.3239,-95.4825,0.48625,8.42292,8.73333,10.03458,7.6475,2.04417,4.95208,8.5875,6.82917,7.28542,7.07417,5.63667,1.64292,3.22833,1.8625,5.5675,5.72167,3.96833,5.81458,8.88333,8.55875,8.04875,3.3325,3.62708,6.57125,8.74792,8.0125,9.42375,4.88875,6.23,5.43333,8.40917
Alafaya,28.5278,-81.1865,0.36958,5.60458,6.02875,5.47667,5.06542,8.32292,4.44375,4.44583,4.175,3.66792,3.20875,2.09458,2.36333,3.21625,5.00042,2.8325,2.38708,3.36292,4.45958,6.33542,5.74167,7.37875,7.49667,5.40708,5.475,3.78167,1.87167,2.84083,5.79208,4.93833,6.50958,5.93583
Livermore,37.6862,-121.7608,0.2025,3.76042,5.56208,5.01708,7.4875,8.57875,7.89667,5.39458,4.98375,6.50583,3.94583,2.88583,4.96542,3.355,3.45,5.19917,3.82708,4.27583,2.96958,6.12958,3.56375,4.09708,5.87583,9.09542,9.81583,9.43375,5.75625,3.90417,3.23625,4.2475,5.73958,4.34042
Westminster,33.7523,-117.9938,0.22875,5.53,8.03667,6.11625,12.35708,14.23042,10.4825,11.62542,2.57667,3.11583,4.23375,10.855,7.46167,4.16125,5.88875,4.13167,9.99917,25.10333,9.91042,7.91583,6.60083,8.5,5.89042,9.68375,9.25,14.24667,15.85167,6.08583,7.8675,4.01083,2.77458,3.61875
Germantown,39.1755,-77.2643,0.28208,3.66625,4.03917,2.52375,3.71792,1.55792,2.30167,2.84125,5.83292,11.52042,12.63208,7.79125,8.45875,10.47625,11.16,7.83167,8.15458,3.08542,5.72375,12.26667,5.91042,8.3275,1.655,1.09375,4.84417,10.955,6.59708,2.86458,3.7775,9.67875,8.09333,3.46042
SantaMonica,34.0232,-118.4813,0.23542,7.32875,12.46417,7.77208,8.23917,7.09125,6.17583,4.46833,3.3175,3.15375,4.19,6.98042,8.61292,5.76208,7.92625,5.5475,17.30125,18.94292,23.57292,12.135,10.20917,17.73,7.95625,10.42875,9.94792,11.76083,11.89083,9.64042,13.87667,7.4575,4.58958,5.44208
NewBraunfels,29.6994,-98.1148,0.39833,6.58625,9.13125,7.93333,4.4375,1.97208,5.51958,6.35333,5.52667,2.8825,5.00125,4.96083,2.38917,4.01583,4.30083,2.41542,2.44917,2.64917,4.70625,6.2725,6.58875,4.9375,4.18208,2.85792,6.46125,4.54208,4.52958,2.65542,5.18333,3.25833,3.49958,5.0125
FallRiver,41.7137,-71.1014,0.12542,2.65417,4.4575,4.92958,1.99167,2.80208,2.86583,4.37792,9.52958,8.20833,13.37542,11.32292,4.58917,5.86208,4.38292,10.16167,3.16833,1.04083,2.06417,10.445,9.28708,1.33667,0.69958,0.93208,1.46708,16.75083,14.48542,5.43917,3.5275,23.78542,19.43708,9.47667
Albany,31.5776,-84.1762,0.11583,2.79542,6.1275,7.40042,5.32458,2.62375,3.49625,4.84042,4.5975,5.26667,5.53583,2.04167,2.015,3.2025,4.07292,3.78625,2.45917,5.46208,5.59542,6.39208,5.12708,3.99792,2.27417,3.30458,4.14292,4.54042,4.46458,2.94875,4.26083,3.105,1.63875,3.02375
MiamiBeach,25.8171,-80.1396,0.29542,5.66083,6.14208,4.36125,5.49708,4.81333,6.38375,3.2,4.58542,3.74625,2.88833,2.75083,4.05083,4.40292,4.60292,3.84625,2.86708,2.545,3.27583,7.60625,9.03375,7.045,4.85333,3.31417,3.62125,1.30708,1.76417,2.73042,4.95417,5.66125,7.73292,7.06958
Norwalk,41.1144,-73.4215,0.3225,3.67958,4.61292,2.235,2.07708,1.01625,2.20375,5.39542,14.11208,16.57375,12.94875,9.87917,16.09167,13.00208,17.99292,9.78125,3.70833,1.26667,4.0325,15.94333,4.84125,1.81625,1.06,0.91875,2.34125,15.58417,16.145,7.3725,8.55125,14.43125,18.31667,28.36292
SanLeandro,37.7071,-122.1601,0.29375,4.295,4.30625,7.79042,11.24083,9.345,4.98,4.2825,5.27375,5.18792,2.67833,2.45583,2.35167,1.32292,2.65042,5.26708,3.89125,4.3125,3.2425,5.68583,3.39208,5.21958,5.67292,7.87042,8.41792,7.77458,2.91875,3.1575,3.8775,4.385,5.19125,3.59
O'Fallon,38.785,-90.7175,0.20333,3.1975,2.99667,3.39,4.35458,2.44875,4.35917,6.94583,7.69583,7.64917,8.64792,6.92125,3.72792,3.08375,4.13542,5.33125,7.04417,6.48375,2.6625,2.37083,2.91,1.28333,2.9625,8.65833,8.31375,12.87167,12.04125,12.02125,8.23208,4.71083,3.47167,2.2875
Newton,42.3316,-71.2085,0.2575,2.91917,2.71042,5.8575,1.33208,1.29375,2.17625,2.86333,3.62042,4.67083,6.92333,4.61417,4.68458,7.95167,5.55792,11.78042,2.4875,2.20833,3.12917,14.13583,8.02958,1.62417,1.06708,1.16958,1.33458,6.6975,20.44792,5.74917,4.425,8.24125,12.34583,19.38667
Muncie,40.1989,-85.3950,0.02083,1.08125,1.22583,4.31417,1.31333,1.31542,3.47,5.10875,5.95625,9.0075,10.47083,10.73917,8.33917,7.26417,6.97583,10.935,6.84667,9.65583,11.90875,6.86958,5.195,4.59375,2.25792,5.57875,6.68208,12.91208,10.01375,6.21,11.81167,12.47375,6.9675,3.305
CitrusHeights,38.6948,-121.2880,0.2375,1.69125,1.21875,2.23917,3.80167,6.2025,6.385,6.63625,4.27125,6.74167,5.14917,2.83042,2.56375,1.45125,0.74042,1.95083,4.00167,4.715,2.13333,5.60542,4.39708,6.41667,7.02292,9.61292,10.175,8.24875,7.12208,6.80292,5.96458,5.54542,6.83958,2.82708
StateCollege,40.7909,-77.8568,0.145,2.48208,2.32125,1.42875,2.4575,1.7175,2.50458,3.72708,3.83708,5.47833,5.92208,10.40417,10.84542,10.86,13.25583,10.8525,5.76792,2.70583,3.88833,8.80292,3.11958,3.29625,1.025,0.70708,3.83375,11.84,9.05292,3.06208,3.56875,11.97583,11.09625,7.45917
Town'n'Country,28.0108,-82.5760,0.15292,3.22167,5.56917,4.83583,7.43542,9.595,5.37,4.66083,4.33042,3.98458,5.60333,2.6075,2.26542,3.20917,5.03375,4.1475,3.22792,5.63875,6.6075,7.79083,12.85458,12.15542,6.83792,5.16792,5.52125,4.46333,2.79792,3.67083,2.79042,2.34458,4.7975,6.37292
