co_X_train_ax1,co_X_train_ax2
0.20371489,0.20150518
0.119182095,0.21067436
0.19481878,0.21726646
0.19511642,0.21816207
0.1935543,0.21290678
0.20266712,0.20968643
0.1919974,0.21194673
0.19740696,0.17435813
0.20174569,0.20804015
0.20316347,0.21081695
0.18955654,0.20796585
0.20519157,0.20829694
0.21343653,0.203629
0.193862,0.20785783
0.20296825,0.21658829
0.18610531,0.2079085
0.19766663,0.2117731
0.19582592,0.21630704
0.19168662,0.20609759
0.1940257,0.22022289
0.15966687,0.21112229
0.105184264,0.2190709
0.19809923,0.21668477
0.18525745,0.21515897
0.20296504,0.20940857
0.2034835,0.21186002
0.20286058,0.21173657
0.19907726,0.21372649
0.20294045,0.2122176
0.19667016,0.20557636
0.2022755,0.21601938
0.19516191,0.22028229
0.20099404,0.21727134
0.20056544,0.20518683
0.18759435,0.2001284
0.19951777,0.21039818
0.19878453,0.22044787
0.19404864,0.21542332
0.1973746,0.20685618
0.20137097,0.2130603
0.19596174,0.2188073
0.18724854,0.21856476
0.20188677,0.20681314
0.090298094,0.21100529
0.19398025,0.20943126
0.19847937,0.21359798
0.20098948,0.21824731
0.20216948,0.202865
0.204522,0.20450296
0.19636086,0.21264067
0.19584316,0.20920923
0.2062103,0.21289727
0.20813157,0.21291809
0.20634627,0.21121468
0.20179337,0.2099905
0.1979407,0.19801714
0.19294561,0.21052392
0.2052149,0.2238305
0.2005056,0.21531387
0.2001842,0.21669745
0.20604068,0.21414818
0.21225253,0.21468629
0.19762148,0.21817245
0.17530257,0.22397579
0.1949003,0.21618342
0.20906486,0.21149741
0.20510522,0.21290039
0.2069778,0.20727044
0.1759454,0.18684854
0.20326018,0.19085418
0.20483866,0.20812705
0.20229761,0.2086134
0.12099691,0.23824799
0.20573542,0.2054112
0.1989739,0.22058898
0.20080432,0.20239136
0.19571772,0.21978174
0.19892707,0.21488021
0.1759454,0.18684854
0.19792634,0.21600305
0.2017525,0.21328822
0.1893209,0.21721348
0.2053518,0.21881072
0.20407341,0.20330389
0.2047131,0.20940115
0.19563341,0.21166573
0.20673281,0.210819
0.20444818,0.17754824
0.18092863,0.2186754
0.1816843,0.21934037
0.18881294,0.2179134
0.20026368,0.21750951
0.20368835,0.2127063
0.19177717,0.21615879
0.1979407,0.19801714
0.21114309,0.19366483
0.2014605,0.21249557
0.20721428,0.20796952
0.20851353,0.2097076
0.19181849,0.20290416
0.19649245,0.2150263
0.20158866,0.21488103
0.19199142,0.22104278
0.16339298,0.19360417
0.20315197,0.21448632
0.21171702,0.20539911
0.2010519,0.20996068
0.20760258,0.21641862
0.2054602,0.21825175
0.19820042,0.20468457
0.19973886,0.20948356
0.20080432,0.20239136
0.19952497,0.21164885
0.19959126,0.21692045
0.19652012,0.21831931
0.19948183,0.21037726
0.18163842,0.204859
0.17205288,0.20867684
0.19966996,0.21060781
0.19597341,0.21903086
0.19390972,0.2194052
0.18521088,0.21844243
0.20022833,0.21543568
0.2020159,0.20755243
0.2080281,0.20717393
0.18730298,0.20425256
0.19484359,0.19630478
0.18569507,0.2189733
0.19931443,0.22159506
0.19056635,0.21162866
0.19731666,0.21701008
0.19836046,0.21684459
0.20755613,0.2031134
0.20005602,0.20853621
0.18376096,0.20166348
0.20466523,0.21542385
0.18959342,0.22469486
0.19116744,0.17245086
0.19743945,0.21915591
0.15925041,0.18713428
0.20396954,0.2172918
0.20455107,0.21167648
0.1964187,0.2138413
0.20316347,0.21081695
0.20428704,0.22189683
0.19783159,0.19347562
0.19557272,0.22562411
0.20144689,0.20125625
0.20565952,0.1903348
0.20333113,0.21311848
0.19474626,0.21958472
0.18631907,0.22707403
0.20607483,0.2110988
0.19725695,0.21930337
0.19779076,0.21835272
0.201783,0.2096262
0.19922267,0.20424922
0.1913023,0.20209017
0.20397353,0.20255262
0.19661301,0.21684676
0.20702052,0.2083509
0.20054725,0.21403809
0.18163842,0.204859
0.20140871,0.21052071
0.19543378,0.20052826
0.19486478,0.21671923
0.20464535,0.20563073
0.20970136,0.20801081
0.19578141,0.20225136
0.19609436,0.21601392
0.19178958,0.21158214
0.17130946,0.1980114
0.20387594,0.2179339
0.1962079,0.21317492
0.18139163,0.23085336
0.19571956,0.22410329
0.19709434,0.21500893
0.2069268,0.2065547
0.2027884,0.23378178
0.20337628,0.20439966
0.19963616,0.21144046
0.196672,0.22275986
0.19175151,0.2099364
0.21374804,0.1825317
0.19797255,0.21912934
0.19526513,0.22021112
0.19917363,0.21391241
0.19069767,0.21680765
0.19741957,0.21921644
0.19240223,0.21793234
0.2062103,0.21289727
0.20027405,0.22142737
0.20153435,0.20990838
0.20034277,0.21387674
0.1966396,0.22177403
0.19104633,0.21302089
0.20082061,0.2046578
0.20261973,0.20900343
0.19885214,0.21786994
0.19582894,0.22285475
0.20236377,0.20947327
0.20650037,0.21509962
0.19998993,0.21783057
0.19607638,0.22125424
0.19832766,0.21884565
0.1917624,0.22282267
0.20429237,0.20818377
0.2034835,0.21186002
0.20252371,0.21846382
0.19984403,0.21077748
0.20137563,0.21427669
0.19900835,0.212719
0.2014895,0.20832871
0.20457236,0.20854333
0.20227978,0.20454991
0.18872458,0.21835648
0.19871016,0.2137839
0.20904984,0.20696346
0.20752515,0.20520149
0.18369992,0.19647437
0.19116744,0.17245086
0.20606524,0.20818475
0.20272134,0.2136275
0.20024951,0.19570497
0.19111435,0.22065662
0.1919594,0.21361314
0.1918335,0.20945384
0.19159116,0.21339908
0.20695929,0.1979448
0.20177123,0.21353997
0.2027938,0.21134607
0.20168677,0.2083143
0.2129627,0.20973803
0.211327,0.21030375
0.20269592,0.20706278
0.20537761,0.20764574
0.20375071,0.21348825
0.19515412,0.19748636
0.20062762,0.21234907
0.21440856,0.19671549
0.20034277,0.21387674
0.20051904,0.21509452
0.17928563,0.21797028
0.20194857,0.2109207
0.20246413,0.21276538
0.20523557,0.2088905
0.18733516,0.21467571
0.20879376,0.20785315
0.20183523,0.20970225
0.2019837,0.21501964
0.19792525,0.22129093
0.1891161,0.20904633
0.1992994,0.21284705
0.19631262,0.2200002
0.20679565,0.19409949
0.19700785,0.21580952
0.19468883,0.20135261
0.20380408,0.21375583
0.20486636,0.20790961
0.19403476,0.2151043
0.20201838,0.21295337
0.20378892,0.21756773
0.19158418,0.21781026
0.20008987,0.2096393
0.19420028,0.20360993
0.19237705,0.21892503
0.21166909,0.20453036
0.21444553,0.20044947
0.19639234,0.21882421
0.21006118,0.20763646
0.20565952,0.1903348
0.1975531,0.21702358
0.20271158,0.21060342
0.19220829,0.20554751
0.18144159,0.22883442
0.19595702,0.22441594
0.1969613,0.22026595
0.20026785,0.22200279
0.20740736,0.2006644
0.19648704,0.22466254
0.20120305,0.21036504
0.18496554,0.22119167
0.14009412,0.23447372
0.1947103,0.19183241
0.20157403,0.21759243
0.199598,0.21136054
0.19706279,0.2151437
0.10518425,0.2190709
0.18069316,0.21839292
0.20023374,0.20961429
0.19768666,0.2119278
0.18628392,0.22071709
0.20397562,0.20937887
0.20313233,0.21642762
0.19351217,0.21476488
0.17616972,0.20950818
0.20020255,0.21825702
0.19763945,0.21125278
0.19655317,0.21804558
0.19074136,0.21702863
0.20173348,0.2024056
0.20672646,0.20506257
0.18730243,0.21540345
0.19840324,0.2175516
0.19142306,0.19969115
0.18850476,0.22033252
0.19708212,0.22049876
0.19873267,0.21417707
0.1965049,0.22000004
0.1978359,0.21456234
0.19523029,0.208538
0.20076585,0.2154824
0.20165607,0.21184492
0.17083178,0.17797233
0.20158978,0.21493815
0.17411533,0.2141994
0.19988032,0.21946044
0.19186562,0.21908365
0.19463038,0.21465892
0.19377622,0.22366516
0.20330167,0.21375224
0.18757516,0.20069084
0.18782638,0.21613441
0.19905248,0.21670847
0.1980154,0.21812868
0.20491219,0.21786276
0.19435567,0.22177964
0.19769609,0.20904776
0.21343653,0.203629
0.19991645,0.22418219
0.19887125,0.21030548
0.19248278,0.21131681
0.19838575,0.21743454
0.18806593,0.22155702
0.20428106,0.21250503
0.20537584,0.21881466
0.19043894,0.20452106
0.20726752,0.20639303
0.20444493,0.21548288
0.20331173,0.20387179
0.19448791,0.20983537
0.19831228,0.21602233
0.19879118,0.22284709
0.1997953,0.22486271
0.20770045,0.20621383
0.2001246,0.20727788
0.2067165,0.20819622
0.19674702,0.21574518
0.16874987,0.22323714
0.18968578,0.21637703
0.1797881,0.18587312
0.19400387,0.21505573
0.19313903,0.21980235
0.19224548,0.20417888
0.16680145,0.19928423
0.20207962,0.18761365
0.19994882,0.22446121
0.19484222,0.21427144
0.20187497,0.21103004
0.20302053,0.21090154
0.20196514,0.21855912
0.19958122,0.22090319
0.19525371,0.21766515
0.19051006,0.21165568
0.19097906,0.21058656
0.1973849,0.22288254
0.19583823,0.21562211
0.18858324,0.2157856
0.17608944,0.22367874
0.19279945,0.20898971
0.1918869,0.2224179
0.19530793,0.21276367
0.2039699,0.2079009
0.1977161,0.22258696
0.20836034,0.2095772
0.20488873,0.21986605
0.16594331,0.17464818
0.20372438,0.20966926
0.20556156,0.20935152
0.1923134,0.21772847
0.19260322,0.21862109
0.2007209,0.2028614
0.20627353,0.2159208
0.1857151,0.2178207
0.20118295,0.21622919
0.20229028,0.21651022
0.19644389,0.21255358
0.16594331,0.17464818
0.1935739,0.21140033
0.19616458,0.22234035
0.19157618,0.21383028
0.19453457,0.21241385
0.19412452,0.21078718
0.19923241,0.21518157
0.17460802,0.19544391
0.18839085,0.19420947
0.20123087,0.21377511
0.198267,0.212653
0.20783381,0.20966242
0.193237,0.21378398
0.19102328,0.22043703
0.1797881,0.18587312
0.20014153,0.20993833
0.2007209,0.2028614
0.18490408,0.20910384
0.20776808,0.20153053
0.20347862,0.21176314
0.18730298,0.20425256
0.15168403,0.15353444
0.20523848,0.19689487
0.20135789,0.20443511
0.20180453,0.21790753
0.20076999,0.20967129
0.20259404,0.23425616
0.17819206,0.20106035
0.19889385,0.19480498
0.19640313,0.21829805
0.18888062,0.21308187
0.20286058,0.21173657
0.17761025,0.17969772
0.1931708,0.21926789
0.20253469,0.20978883
0.19509175,0.2194603
0.17978205,0.21782343
0.19785768,0.21814369
0.19085887,0.21501447
0.19964421,0.22037539
0.17003445,0.18122897
0.20300737,0.21835886
0.19880706,0.21787757
0.17845604,0.18950607
0.20137471,0.2161254
0.20331404,0.2048287
0.19702226,0.21008956
0.19458763,0.2145798
0.18584874,0.19153495
0.19705328,0.20258845
0.16339298,0.19360417
0.20283414,0.20831102
0.20396565,0.2086301
0.20337002,0.21634331
0.20111051,0.20918189
0.19110785,0.21955052
0.19933051,0.21600486
0.19125494,0.20756826
0.19067091,0.21566236
0.1895646,0.21202014
0.20007879,0.21251476
0.20541786,0.2138199
0.15929295,0.21273093
0.21268022,0.1982143
0.20397952,0.21202035
0.19586718,0.21604103
0.20150809,0.20669657
0.19978593,0.20120877
0.20073253,0.21478952
0.15180264,0.2189324
0.19226755,0.22750074
0.19849777,0.21748877
0.1975974,0.21487346
0.19925398,0.21705902
0.1947103,0.19183241
0.17616972,0.20950818
0.20618017,0.21409789
0.20068748,0.21682298
0.20070912,0.2091408
0.18749908,0.20816389
0.1959428,0.21967621
0.203248,0.19996572
0.19058883,0.20227088
0.19939202,0.20803502
0.19435415,0.21716969
0.20054106,0.20913948
0.20136335,0.21135423
0.2062436,0.21607883
0.20657577,0.2101466
0.18906705,0.22098985
0.19961514,0.21133967
0.20104463,0.21022858
0.1947103,0.1918324
0.19387884,0.21143527
0.16040035,0.22992268
0.18886425,0.21651514
0.2023497,0.20179082
0.19523029,0.208538
0.20411147,0.21055306
0.19163063,0.22007394
0.20144689,0.20125625
0.19742192,0.21653454
0.19672365,0.21428445
0.1972314,0.21084546
0.20794392,0.2052002
0.20133914,0.21537109
0.18969747,0.21842825
0.19552211,0.18011598
0.20307082,0.20967112
0.20329762,0.20698053
0.20191821,0.20216772
0.20520855,0.21459334
0.20234208,0.214041
0.20320064,0.21132962
0.20634396,0.20589474
0.20661649,0.2091502
0.19447291,0.1960521
0.19810998,0.21260525
0.19784701,0.2162518
0.21031262,0.2054765
0.2031434,0.21397966
0.20181677,0.21565132
0.19147256,0.22160059
0.20012772,0.20948467
0.18631482,0.21997166
0.20653498,0.20859517
0.19421262,0.21504527
0.21651013,0.20499553
0.20180453,0.21790753
0.20045441,0.21312709
0.20333195,0.18946674
0.15168403,0.15353444
0.19363284,0.1985642
0.19604239,0.2171991
0.20836034,0.2095772
0.21082693,0.20201388
0.21330273,0.1996444
0.2138281,0.22648266
0.20024948,0.19570492
0.1937301,0.23019248
0.19963187,0.21573138
0.1835335,0.20213106
0.20465335,0.21174413
0.19831164,0.223361
0.19096644,0.21060705
0.19952717,0.20769767
0.18137196,0.21629925
0.19887125,0.21030548
0.19405337,0.21589817
0.1832369,0.21584982
0.16975734,0.20365801
0.18999767,0.21700342
0.20594624,0.21471421
0.20078531,0.21461505
0.19611494,0.21355627
0.1979407,0.19801714
0.19762148,0.21817245
0.19999091,0.21709454
0.2009168,0.21264805
0.19982381,0.21296044
0.19928478,0.20817754
0.19925009,0.21018173
0.20844246,0.21368188
0.20779803,0.21149579
0.17805257,0.21656054
0.20455246,0.20744625
0.20334432,0.21155101
0.1919594,0.21361314
0.1951595,0.2202275
0.18594678,0.20339091
0.193237,0.21378398
0.2002434,0.20932196
0.19901262,0.216567
0.21231425,0.20236029
0.18730956,0.21304956
0.21532708,0.1948913
0.19420028,0.20360993
0.19911115,0.20825891
0.19868381,0.21136406
0.16532432,0.19964352
0.19936578,0.21630436
0.18888363,0.21843182
0.19812204,0.20678274
0.20098388,0.2103292
0.20979701,0.20970556
0.19806865,0.22239386
0.20377822,0.21155077
0.20155294,0.21144588
0.20527156,0.20670396
0.19990753,0.20472285
0.20027176,0.21376282
0.19847132,0.21413082
0.1994103,0.21533346
0.20034277,0.21387674
0.19854818,0.21492928
0.19571514,0.22091599
0.17696069,0.20872939
0.19741338,0.21253467
0.20269233,0.20995782
0.20192474,0.22233957
0.19743091,0.20836933
0.1979407,0.19801714
0.19826122,0.20710632
0.2027884,0.23378178
0.19547008,0.21830039
0.19966651,0.2174909
0.20316347,0.21081695
0.19878839,0.21061729
0.20039652,0.21482587
0.19491845,0.21829392
0.18687335,0.22588657
0.20239627,0.20617391
0.19948848,0.21510947
0.20501715,0.20952
0.20065822,0.21544951
0.12580395,0.2300615
0.20118082,0.21081488
0.18799727,0.2173149
0.20529728,0.21114045
0.19190717,0.21412636
0.19403686,0.21748164
0.19111075,0.2148206
0.21022916,0.2014338
0.20511477,0.21435443
0.16594331,0.17464818
0.19508176,0.2253074
0.2060721,0.2095002
0.1987496,0.21784781
0.20275165,0.20907453
0.2030683,0.2071696
0.20401864,0.21368971
0.17342372,0.22605614
0.2034835,0.21186002
0.20462646,0.21110687
0.17411533,0.2141994
0.18757516,0.20069084
0.19583896,0.21875414
0.19616146,0.21630856
0.20052573,0.21296988
0.20671494,0.20646909
