co_X_train_ax1,co_X_train_ax2
0.20324914,0.21812679
0.18733516,0.21467571
0.1951595,0.2202275
0.18850476,0.22033252
0.19812463,0.21670432
0.20536974,0.20934637
0.19700968,0.21646774
0.20021747,0.21591012
0.19785158,0.21352527
0.19944832,0.2119207
0.20436142,0.21135779
0.19644405,0.21296412
0.18839085,0.19420947
0.19315639,0.21292138
0.20512404,0.21051331
0.20024948,0.19570492
0.19470944,0.21201459
0.19771482,0.2152106
0.19090521,0.20991834
0.19861479,0.21351542
0.20162477,0.20952244
0.20333089,0.2107708
0.20337266,0.20929751
0.20348404,0.21448316
0.20015202,0.21352322
0.19039313,0.21231714
0.2129627,0.20973803
0.19658197,0.21503375
0.19141918,0.20937797
0.2020048,0.20628709
0.20703138,0.19807659
0.20156896,0.2085796
0.19534378,0.22302647
0.19961014,0.21550721
0.19707601,0.22438689
0.19430831,0.21865638
0.19357273,0.21874082
0.19555691,0.21397087
0.20679562,0.19409949
0.16532432,0.19964352
0.2048861,0.2053523
0.2075025,0.20628646
0.13734257,0.23772246
0.20836034,0.2095772
0.19632,0.21859948
0.20621747,0.21277694
0.19752122,0.21610223
0.15464349,0.19552334
0.19699539,0.21402153
0.19331664,0.21494755
0.18376096,0.20166348
0.20277464,0.21064676
0.19794074,0.21246867
0.19998026,0.22004695
0.19087599,0.21701552
0.204902,0.20935406
0.20151687,0.21768603
0.2033088,0.21743748
0.19664258,0.21710376
0.19671561,0.21774924
0.20687374,0.20900495
0.20540561,0.19838987
0.19088586,0.2169185
0.20518744,0.21367551
0.1977232,0.21877256
0.1987408,0.21570022
0.19543545,0.21737418
0.18496554,0.22119167
0.19268432,0.20601714
0.19320884,0.2157297
0.20437182,0.20533182
0.20793174,0.19932094
0.18982053,0.205214
0.19962505,0.21373123
0.19669442,0.21373427
0.18839085,0.19420947
0.19521922,0.223511
0.19731392,0.20003806
0.18610531,0.2079085
0.19827329,0.21617676
0.21342787,0.19713329
0.19823216,0.21065943
0.20890939,0.2063948
0.20304577,0.20931149
0.20835316,0.2189876
0.18584336,0.21996427
0.19724703,0.21306841
0.19850907,0.21528615
0.1873036,0.22135513
0.1947446,0.2183101
0.20016746,0.21708214
0.1979407,0.19801714
0.20124425,0.21254684
0.1851837,0.18365152
0.20644362,0.20519125
0.19773172,0.21719798
0.20057894,0.20559981
0.1932106,0.21463236
0.19512853,0.2135909
0.1970492,0.21622284
0.18307479,0.19699062
0.20860405,0.21243025
0.19723439,0.2199285
0.1978578,0.21561459
0.20181137,0.2109921
0.20551874,0.21291426
0.18549827,0.19076051
0.19505523,0.21355323
0.19506077,0.21326208
0.19335482,0.21913013
0.1979407,0.19801714
0.1908744,0.20876078
0.20018063,0.20243089
0.19337846,0.21287298
0.19539778,0.21187115
0.18948078,0.21663044
0.20586874,0.20993732
0.20898551,0.20768225
0.19688715,0.21225388
0.2013912,0.21284424
0.21254958,0.20321956
0.20231071,0.21652849
0.20456578,0.20855168
0.19540189,0.19714999
0.20246413,0.21276538
0.19244534,0.21253668
0.17083767,0.21172523
0.18123725,0.18354851
0.18953893,0.21877564
0.18661007,0.21466014
0.19360794,0.22345306
0.19791716,0.21346869
0.20269233,0.20995782
0.19557732,0.21095417
0.20250183,0.21021128
0.19990264,0.21547318
0.19864799,0.21824358
0.2007717,0.21120143
0.1983803,0.20464435
0.20303066,0.2139821
0.20795678,0.20759524
0.19919907,0.2105927
0.186249,0.2142607
0.2074093,0.20312601
0.19582629,0.22129412
0.20277224,0.21532008
0.1974033,0.21341129
0.20664176,0.21181744
0.19635019,0.22140005
0.20320511,0.20998362
0.20089348,0.221946
0.20801347,0.20848152
0.20148636,0.21356222
0.20524606,0.21035948
0.18698993,0.1954121
0.19836843,0.20824401
0.19760174,0.21896473
0.18873572,0.21433346
0.19287772,0.21993564
0.18015222,0.20991096
0.19890386,0.20476025
0.2014922,0.21445173
0.19901207,0.21066347
0.2097193,0.20403889
0.19847132,0.21413082
0.19631264,0.2200002
0.19632143,0.20702603
0.1831622,0.2136555
0.20564331,0.20456107
0.17413385,0.21675916
0.17413385,0.21675916
0.18376096,0.20166348
0.2033889,0.19821247
0.20059848,0.20707588
0.2027884,0.23378178
0.19714063,0.21955909
0.18964848,0.21613592
0.19687027,0.21621363
0.20216948,0.202865
0.1819902,0.2090865
0.1989855,0.21357732
0.1876429,0.19430543
0.20776291,0.20278329
0.20620246,0.20805122
0.20239599,0.21261372
0.19565688,0.21180704
0.20118238,0.20293748
0.19250108,0.20590338
0.20077628,0.1961951
0.2042547,0.19406192
0.21268937,0.20344065
0.19691977,0.21654183
0.19957052,0.21944202
0.19750443,0.20768493
0.20026903,0.21246694
0.19876422,0.21601824
0.19569588,0.21544501
0.20166855,0.21167889
0.19889212,0.22418864
0.19953926,0.21686944
0.20643191,0.20995986
0.19571179,0.21781562
0.19472596,0.22509763
0.18614933,0.21065584
0.19447404,0.2138753
0.19924809,0.21602874
0.2069965,0.20872673
0.19489282,0.21160892
0.19083835,0.21943341
0.1919594,0.21361314
0.20578377,0.20675917
0.19082786,0.21328075
0.20168203,0.21501437
0.20504323,0.20451513
0.18949531,0.21373859
0.19404821,0.21442983
0.20430359,0.20706367
0.19501764,0.21997498
0.20403731,0.21191865
0.192257,0.21895947
0.19555758,0.22423597
0.20056996,0.20206603
0.20235685,0.20896491
0.19361854,0.21786945
0.19676717,0.21906497
0.18161193,0.21302165
0.1996202,0.2210335
0.19987178,0.21894193
0.18461803,0.19081853
0.19681978,0.21644215
0.20874175,0.19925554
0.19516191,0.22028229
0.20365566,0.21720192
0.20302331,0.20053893
0.20423512,0.20842788
0.20073201,0.22178262
0.20052056,0.21456917
0.18993907,0.2193507
0.20490853,0.20829822
0.19642511,0.2167549
0.20310599,0.21223408
0.19352116,0.20490529
0.20174143,0.2121367
0.20683485,0.20376667
0.18702666,0.18740033
0.19952483,0.21443017
0.19696027,0.21286264
0.19957398,0.22068915
0.20023374,0.20961429
0.2068332,0.20177607
0.20153765,0.21477069
0.20392756,0.21299976
0.20027968,0.21603869
0.19615614,0.21907711
0.19660202,0.20696628
0.17878109,0.2156028
0.20071398,0.2066029
0.20240013,0.20958136
0.19997686,0.2175856
0.19401836,0.21123381
0.20234446,0.21298735
0.20480192,0.21374615
0.19324923,0.21564637
0.19069107,0.2191437
0.20272008,0.21012922
0.17580281,0.19254604
0.20089984,0.20131674
0.20836034,0.2095772
0.20830789,0.20843741
0.1944297,0.22101367
0.21021248,0.1936005
0.15168403,0.15353444
0.20116304,0.2116806
0.1759454,0.18684854
0.2027697,0.20118657
0.20216298,0.21211576
0.20473607,0.2103205
0.19644405,0.21296412
0.2388801,0.20444608
0.20346293,0.20724578
0.19909512,0.21476504
0.1979436,0.20823467
0.18674135,0.22532095
0.20627865,0.20951405
0.20182402,0.21443841
0.1969393,0.21555087
0.19527638,0.21723258
0.16870832,0.23364045
0.20128134,0.21656115
0.20540191,0.20793024
0.20321901,0.21351002
0.19567674,0.22161871
0.20631254,0.2019254
0.19874534,0.21838887
0.20705098,0.20770861
0.20740736,0.2006644
0.20052622,0.2154807
0.1820241,0.22100426
0.19754697,0.2154704
0.19898458,0.21104035
0.19478717,0.2188599
0.20162477,0.20952244
0.20038892,0.22136432
0.17761025,0.17969772
0.2002237,0.21926732
0.20493513,0.20970593
0.1996461,0.21731171
0.19439375,0.22202604
0.19287884,0.21391115
0.1954949,0.20247951
0.19909248,0.21652831
0.2019865,0.21217848
0.19709533,0.21700889
0.19817093,0.22069916
0.19919573,0.21320376
0.20227978,0.20454991
0.18123212,0.2193785
0.20040527,0.204575
0.18289407,0.21240759
0.20495902,0.21480642
0.20700063,0.2029303
0.19377625,0.21951438
0.20088372,0.21367343
0.2052817,0.21103244
0.19879837,0.2143064
0.19678265,0.19717541
0.15732881,0.22197846
0.20009434,0.2120394
0.19039206,0.2122867
0.2018356,0.19318649
0.20605673,0.20206332
0.20157413,0.2139618
0.206889,0.20771573
0.19560689,0.21778563
0.17003445,0.18122897
0.20170103,0.21301603
0.18375455,0.20559229
0.20059386,0.22039574
0.1833449,0.22216004
0.15335016,0.20388861
0.20070988,0.21312931
0.20382763,0.21523455
0.15256259,0.25697377
0.20372438,0.20966926
0.20021747,0.21591012
0.17003445,0.18122897
0.2069778,0.20727044
0.20362815,0.21363902
0.18736152,0.21993579
0.16715044,0.20092426
0.20461895,0.21391146
0.20244437,0.21281031
0.1850459,0.17612164
0.18581328,0.19003831
0.20814525,0.2074024
0.19692159,0.20789109
0.19379786,0.21052359
0.200056,0.20853621
0.20203039,0.20829304
0.20030826,0.21323712
0.19697244,0.215889
0.20489183,0.20112656
0.19993222,0.21950626
0.1979407,0.19801714
0.19277301,0.21240662
0.20310909,0.2110729
0.18794791,0.21655874
0.19018844,0.20750225
0.19850738,0.21690074
0.20214155,0.20902081
0.20425624,0.21150644
0.20381097,0.21362011
0.2033889,0.19821247
0.19496623,0.21649466
0.20062518,0.210606
0.20457345,0.20926416
0.1913023,0.20209017
0.20360243,0.21434632
0.19669531,0.21703939
0.19582775,0.2156202
0.20412596,0.21086185
0.20629965,0.22097899
0.14190853,0.2029906
0.19230273,0.21651186
0.20005475,0.21414165
0.2036354,0.21628998
0.19199748,0.220588
0.18137196,0.21629925
0.2051021,0.21310799
0.20547423,0.20692852
0.20390989,0.21511516
0.2005788,0.2120551
0.20678617,0.20640138
0.19559851,0.21068697
0.1924666,0.21413058
0.19421512,0.22391373
0.20605397,0.20756163
0.19846734,0.21395954
0.19304827,0.22428882
0.20570001,0.21457039
0.20493701,0.20766093
0.19597836,0.2170453
0.19947764,0.21158288
0.20613582,0.18291162
0.19536163,0.21028204
0.19686677,0.21585613
0.18090929,0.21398644
0.1953974,0.21605787
0.1982462,0.21364647
0.20498472,0.20921497
0.20342238,0.20649065
0.1853387,0.20718227
0.20278569,0.20936179
0.19340573,0.21694887
0.18920404,0.21700995
0.19770485,0.22016111
0.2015364,0.2144612
0.1950262,0.20721653
0.19545612,0.21779102
0.20203577,0.20866175
0.20372413,0.20962292
0.20635925,0.21364057
0.19748892,0.21188633
0.20793174,0.19932094
0.18948494,0.22847559
0.2018356,0.19318649
0.20357357,0.20679726
0.18610531,0.2079085
0.20862977,0.22243781
0.18925649,0.2051667
0.20394677,0.21712333
0.13973404,0.22856945
0.19376886,0.22181551
0.17083178,0.17797233
0.19796477,0.21713154
0.20417255,0.21425019
0.21958633,0.20606484
0.2000436,0.2158576
0.20176086,0.21226585
0.20795678,0.20759524
0.20257401,0.19464454
0.20033617,0.2067267
0.18676764,0.21554412
0.16870832,0.23364045
0.19716749,0.21063897
0.19915833,0.20475942
0.2010383,0.21781556
0.1573328,0.2095432
0.20033894,0.21958525
0.18828249,0.21266757
0.2023014,0.21240279
0.20876244,0.20734651
0.20574822,0.20977907
0.20401867,0.21368971
0.20140871,0.21052071
0.1972989,0.21538082
0.19765449,0.21539801
0.20824756,0.21826744
0.19493684,0.22400093
0.20016739,0.21791825
0.19762683,0.20138559
0.19629398,0.21629338
0.18422866,0.1959395
0.20058884,0.21700345
0.1999912,0.21768773
0.1950278,0.21793847
0.19451565,0.21963798
0.20233189,0.21706825
0.16594331,0.17464818
0.18914467,0.20868719
0.19267483,0.2179588
0.1948174,0.2240342
0.19429417,0.22244339
0.19527954,0.22181654
0.19423428,0.20794457
0.20541477,0.20817356
0.18730298,0.20425256
0.19955483,0.22213225
0.19930166,0.21138975
0.18167739,0.21191715
0.17845604,0.18950607
0.20322944,0.2168199
0.1975908,0.21459979
0.19491456,0.22344214
0.207462,0.21254607
0.19976336,0.21279675
0.19685948,0.22001317
0.19767764,0.21574529
0.1925105,0.20049648
0.20583203,0.21039036
0.19360307,0.2092025
0.2075171,0.2201602
0.19432238,0.2042874
0.20991078,0.21016832
0.19448724,0.22494213
0.1975893,0.20057209
0.19492108,0.21833076
0.19128586,0.1981141
0.20675696,0.20604953
0.1984754,0.21413238
0.192369,0.21475098
0.2000475,0.21198599
0.19735686,0.20515256
0.1957664,0.21383354
0.20532918,0.21566363
0.20167662,0.20411137
0.20132686,0.22204255
0.17366606,0.22525376
0.20064966,0.21244831
0.20430364,0.2126857
0.1969935,0.21159084
0.19285403,0.20702873
0.20058572,0.20973682
0.19604619,0.22319323
0.19305506,0.21604033
0.20200479,0.20135461
0.18948494,0.22847559
0.18778704,0.21974368
0.19128583,0.1981141
0.1971008,0.21972904
0.1973448,0.21050467
0.20332858,0.22804154
0.18731913,0.21829714
0.19683789,0.20705396
0.20167175,0.2059719
0.20321901,0.21351002
0.19039325,0.21495539
0.20779803,0.21149579
0.1989709,0.21491548
0.19332154,0.21729444
0.19762096,0.21479852
0.20566049,0.21154626
0.19847864,0.21624678
0.212137,0.21237849
0.20937186,0.21286513
0.19304827,0.22428882
0.2011699,0.21495311
0.19221853,0.21015923
0.18845274,0.2029157
0.20014177,0.22224168
0.20217165,0.2077021
0.20148923,0.21292031
0.2098673,0.20759447
0.18873577,0.20916796
0.19346425,0.2187333
0.20855294,0.21068946
0.19812204,0.20678274
0.17130946,0.1980114
0.19529836,0.21325183
0.1856047,0.22572288
0.20267342,0.21334192
0.20145255,0.19948466
0.19390146,0.21590562
0.19442123,0.21650392
0.20510522,0.21290039
0.19697267,0.21568127
0.20183203,0.20954514
0.20206384,0.21367756
0.19397974,0.21429102
0.19951731,0.21663855
0.20271158,0.21060342
0.21134244,0.20571281
0.15925041,0.18713428
0.20256618,0.20991394
0.20681724,0.21116862
0.21385059,0.1917214
0.19886522,0.20325693
0.19895558,0.21433091
0.20480196,0.21374615
0.1900237,0.22491084
0.18925363,0.22276837
0.19985148,0.22167745
0.19631262,0.2200002
0.20510522,0.21290039
0.20106487,0.20893034
0.20008598,0.2137119
0.19639859,0.20318903
0.19856797,0.20289493
0.19579896,0.21172988
0.20284055,0.21751429
0.19638172,0.21325919
0.19638576,0.22216582
0.17845605,0.18950605
0.19581485,0.21688795
0.19938026,0.21649945
0.19609058,0.21937686
0.19872151,0.21408689
0.15168403,0.15353444
0.18610531,0.2079085
0.20177051,0.20516504
0.19373633,0.21786818
0.19350755,0.21659005
0.19494015,0.20695823
0.19810998,0.21260525
0.20727828,0.21632846
0.1982399,0.22432774
0.19945422,0.20915562
0.20159152,0.22130038
0.19627085,0.22279476
0.18494533,0.20360433
0.21225734,0.20194298
0.19643128,0.2211609
0.19330727,0.21371342
0.20078406,0.21338478
0.21343653,0.203629
0.18722993,0.22353567
0.19340573,0.21694887
0.19418949,0.22594121
0.19120148,0.20925713
0.19649245,0.2150263
0.1925105,0.20049648
0.20395638,0.20758413
0.19848602,0.20352168
0.205832,0.21039037
0.19331664,0.21494755
0.19755587,0.2114642
0.19263487,0.21001302
0.19766566,0.21687743
0.19820791,0.22112358
0.20233282,0.21487322
0.16284713,0.22168954
0.2095405,0.21716416
0.15573093,0.23345031
0.20827654,0.20633595
0.20213743,0.20985419
0.1891535,0.21911404
0.18311222,0.18257082
0.19524522,0.22017555
0.1897965,0.21807177
0.20210983,0.20603426
0.16277799,0.20462812
0.19662757,0.21291168
0.19947346,0.21680577
0.19128586,0.1981141
0.20368072,0.20966485
0.19693024,0.22290084
0.20241019,0.2111346
0.19329742,0.21722953
0.19856632,0.18917416
0.20264606,0.20227446
0.18762285,0.22287934
0.19049525,0.20504817
0.21268022,0.1982143
0.20168298,0.21317121
0.20382555,0.21301872
0.20231745,0.20718068
0.19967888,0.2108773
0.20598596,0.21032538
0.20416206,0.21806353
0.20326018,0.19085418
0.1900009,0.20925479
0.20255676,0.21470198
0.19983357,0.21915427
0.2022384,0.2120268
0.20261973,0.20900343
0.19887507,0.19730185
0.20392048,0.21517847
0.20105818,0.22299404
0.19217074,0.20627865
0.20096916,0.21291406
0.2033889,0.19821247
0.20053688,0.21368822
0.19672333,0.21571589
0.20292103,0.21844551
0.20433508,0.21782345
0.20423952,0.2147695
0.20586058,0.20446622
0.20692405,0.20850249
0.19260122,0.21407712
0.20429237,0.20818377
0.20473436,0.20514765
0.18844983,0.22428238
0.20673256,0.21792726
0.19976957,0.21514428
0.20015126,0.21984941
0.20356652,0.2166588
0.19597836,0.2170453
0.2022612,0.21110071
0.19879183,0.2069298
0.19224548,0.20417888
0.19885531,0.20617883
0.19722234,0.20240483
0.19453065,0.21754508
0.19671075,0.2038124
0.19870962,0.21270607
0.20036231,0.20907475
0.20223665,0.21743649
0.19857085,0.211987
0.19856335,0.22250822
0.2081333,0.21416855
0.20741366,0.23062558
0.18710077,0.22746822
0.19998212,0.2168393
0.18860874,0.21779148
0.20278569,0.20936179
0.17930031,0.21420953
0.20084749,0.2201071
0.19513164,0.21452336
0.20003337,0.21954526
0.19099186,0.22029738
0.20308642,0.21192236
0.20376705,0.20770048
0.19493333,0.22260822
0.20565952,0.1903348
0.19846298,0.20629902
0.20200479,0.20135461
0.20298164,0.21042156
0.20212662,0.20659347
0.19427826,0.21915013
0.19515504,0.21594216
0.20895493,0.20380907
0.20106709,0.20849034
0.19740696,0.17435813
0.19107828,0.2145092
0.18837969,0.2252104
0.19428076,0.21033536
0.1919594,0.21361314
0.19020456,0.21488349
0.2016406,0.21328716
0.19706711,0.2162907
0.1853387,0.20718227
0.1972198,0.21583338
0.19973886,0.20948356
0.20173168,0.21116234
0.18835168,0.21654633
0.20050912,0.21935143
0.19887912,0.21718961
0.20142935,0.2123825
0.20276244,0.2139303
0.20874767,0.22092487
0.19932662,0.21424489
0.18833824,0.21360826
0.2018717,0.21506011
0.19226444,0.21766923
0.20384152,0.20630684
0.19274722,0.21769078
0.2139393,0.20899668
0.20200208,0.2024443
0.18194959,0.18182774
0.20308107,0.20384122
0.18341464,0.20589203
0.20359851,0.21315601
0.1827955,0.21804096
0.18679833,0.21589118
0.20383953,0.20972113
0.19952717,0.20769767
0.19772376,0.21851023
0.19390146,0.21590562
0.20235756,0.2053412
0.21161692,0.19684121
0.20260426,0.20648795
0.19242004,0.21526295
0.19817905,0.2129466
0.19414277,0.21574733
0.21189983,0.20805953
0.20205988,0.21883357
0.20432891,0.20507024
0.20847704,0.21524571
0.19846606,0.21214426
0.19932097,0.194363
0.19101386,0.22389032
0.21958633,0.20606484
0.21822797,0.20636804
0.19443688,0.22008266
0.20068018,0.21277498
0.19904293,0.21468021
0.19856632,0.18917416
0.19178256,0.21973675
0.18989013,0.22008112
0.20054376,0.22647709
0.19303498,0.21252081
0.21197885,0.20791937
0.20286608,0.18191764
0.19984819,0.20226243
0.20107213,0.21735981
0.17978205,0.21782343
0.19874252,0.21610814
0.20213318,0.21590646
0.19505621,0.22198696
0.1993676,0.20383804
0.19905248,0.21670847
0.20030075,0.2111996
0.19779271,0.19743295
0.20070988,0.21312931
0.20386495,0.21363401
0.19505581,0.21116206
0.1835335,0.20213106
0.18810333,0.217366
0.19918825,0.2237259
0.20134711,0.20538314
0.20261621,0.21286966
0.19686194,0.21814659
0.20489663,0.22019541
0.19884725,0.20768392
0.19614866,0.2136334
0.19941871,0.21861352
0.19706415,0.21937391
0.18621962,0.22043988
0.1797881,0.18587312
0.18697622,0.2115478
0.20326397,0.20692195
0.20095843,0.21076035
0.1908744,0.20876078
0.2027221,0.21998551
0.20387079,0.21234028
0.20750226,0.2181622
0.20500217,0.2127707
0.20363651,0.20962155
0.20600246,0.20821604
0.19944821,0.21142483
0.17985189,0.22051297
0.19810782,0.21677685
0.20827654,0.20633595
0.1962779,0.21870989
0.21337555,0.19384308
0.19538924,0.22184889
0.1927721,0.20549272
0.15353207,0.21279679
0.1987048,0.21565185
0.19879779,0.2143148
0.23296987,0.2072546
0.19785768,0.21814369
0.1977264,0.21623969
0.20008598,0.2137119
0.1923612,0.21805881
0.19660671,0.21218461
0.1851837,0.18365152
0.1979136,0.21170768
0.14249872,0.19730406
0.20020308,0.21642677
0.20320523,0.21398824
0.20497908,0.21410331
0.19845551,0.20851536
0.16469517,0.20621006
0.2027884,0.23378178
0.2124514,0.20129019
0.19848867,0.2220963
0.2010383,0.21781556
0.2033889,0.19821247
0.20426197,0.20850672
0.1979407,0.19801714
0.19198407,0.21682741
0.20109484,0.21545802
0.19559605,0.21706232
0.1979407,0.19801714
0.18747522,0.21572104
0.1985116,0.207417
0.19142306,0.19969115
0.20347731,0.21149883
0.20047252,0.21488667
0.20627086,0.20974615
0.20535547,0.21351826
0.20527159,0.20670393
0.19489223,0.21085854
0.20232297,0.21430884
0.19761597,0.20229383
0.20230561,0.20051865
0.20429142,0.21444213
0.21024647,0.20628113
0.2102579,0.21318771
0.19915079,0.22067238
0.16594331,0.17464818
0.19744469,0.21450315
0.19404449,0.21666417
0.19832225,0.21416964
0.1937301,0.23019248
0.19675736,0.22064108
0.19817543,0.21576142
0.19699205,0.22178747
0.20177354,0.20396855
0.2038395,0.20972113
0.20213318,0.21590646
0.18196934,0.23010792
0.16037232,0.21228245
0.20022339,0.22404577
0.20293598,0.2187888
0.2134133,0.19930264
0.19684367,0.21124923
0.20212884,0.21011735
0.20364352,0.21478952
0.20212035,0.21703683
0.1947103,0.19183241
0.21314505,0.21794595
0.17651467,0.20178463
0.1851837,0.18365152
0.21112046,0.20299105
0.21268022,0.1982143
0.19977887,0.21470767
0.20846616,0.216964
0.20214652,0.21327658
0.19903968,0.21527833
0.19795997,0.21649452
0.20163412,0.21263617
0.18630026,0.21113355
0.20383953,0.20972113
0.19872843,0.21611775
0.21872653,0.19762535
0.1960633,0.22186683
0.19251907,0.21037291
0.20703138,0.19807659
0.20518918,0.21166277
0.19721398,0.22258763
0.19428106,0.21024315
0.202066,0.2129055
0.20620763,0.21331008
0.18955225,0.21260585
0.19746552,0.19313455
0.20661786,0.21122028
0.19756241,0.2143822
0.21988045,0.1927321
0.1987626,0.20184284
0.19948946,0.21020682
0.19787367,0.20920129
0.19018577,0.22031769
0.19387881,0.21143529
0.18421249,0.22316559
0.19116642,0.20755152
0.12099691,0.23824799
0.17761025,0.17969772
0.1959118,0.21198231
0.2038681,0.21092662
0.19758175,0.2120201
0.20421474,0.21138094
0.15732881,0.22197846
0.19844969,0.2187896
0.21057421,0.20478146
0.19882178,0.20979722
0.20049125,0.21315144
0.19351962,0.2236862
0.19220681,0.1680648
0.16594331,0.17464818
0.18194959,0.18182774
0.19058755,0.2206979
0.20605129,0.20824121
0.19811346,0.21275042
0.2058606,0.21206172
0.19242312,0.20466286
0.20331404,0.2048287
0.19562131,0.22113226
0.19810367,0.21411869
0.19765183,0.21041213
0.19709533,0.21700889
0.19961514,0.21133967
0.20907652,0.21348636
0.19884376,0.2163157
0.19401029,0.21720324
0.20363197,0.21421431
0.21266817,0.22067322
0.20681724,0.21116862
0.1984225,0.20999898
0.18639731,0.18745178
0.19501476,0.21861954
0.21114309,0.19366483
0.19710076,0.21935491
0.19398744,0.22508328
0.19104445,0.22104262
0.1947103,0.19183241
0.17479917,0.21704647
0.18311222,0.18257082
0.20209476,0.21160604
0.15177205,0.23814951
0.20311528,0.2146509
0.19698581,0.21452479
0.19681953,0.20838493
0.1953164,0.20782582
0.20330259,0.21375738
0.20147267,0.21461578
0.20920949,0.1915814
0.20081182,0.21722895
0.20885083,0.20453279
0.20415276,0.2167325
0.19454408,0.20522131
0.19972242,0.21418545
0.19750556,0.21622303
0.19435415,0.21716969
0.19005452,0.18664132
0.20468691,0.20640402
0.17990042,0.21177052
0.20629965,0.22097899
0.19588998,0.21474619
0.19116744,0.17245086
0.21161692,0.19684121
0.19598578,0.21802314
0.20650472,0.21017295
0.1972676,0.21344723
0.20463935,0.19302963
0.20719269,0.20424323
0.1762906,0.21119362
0.21008241,0.21036234
0.20114921,0.20974517
0.19801036,0.21654734
0.19432907,0.2211943
0.20420589,0.21629855
0.20426096,0.21207172
0.20173168,0.21116234
0.19402286,0.21622796
0.19928937,0.21529183
0.18755049,0.22763121
0.19509098,0.22497207
0.18161193,0.21302165
0.19966017,0.20427687
0.20214121,0.2155851
0.1947103,0.19183241
0.20671494,0.20646909
0.15168403,0.15353444
0.20093536,0.21005222
0.20220526,0.20966221
0.1965444,0.22184132
0.20119774,0.20895995
0.20589595,0.21088819
0.20118798,0.21133624
0.19540189,0.19714999
0.20363119,0.207225
0.20270787,0.21367735
0.19750308,0.21756852
0.19456615,0.2204543
0.1895113,0.22355165
0.2023203,0.2092368
0.19734325,0.2119608
0.19457185,0.22292908
0.2045886,0.20917456
0.20123275,0.21726298
0.1985281,0.21800973
0.1980061,0.21795335
0.20718296,0.21440436
0.20493701,0.20766093
0.19835179,0.21791983
0.20663853,0.21588336
0.1964732,0.21680136
0.19836949,0.21461324
0.20723332,0.21200746
0.20371777,0.208551
0.18006995,0.17546684
0.18792559,0.21942791
0.1975447,0.21834293
0.19623409,0.21691644
0.19310768,0.2244603
0.19193971,0.21732989
0.19856797,0.20289493
0.19276166,0.21912467
0.1759454,0.18684854
0.1990531,0.2197166
0.20411623,0.20977373
0.2041736,0.21438651
0.1941643,0.21790193
0.19465987,0.20095429
0.19911474,0.21633159
0.19071497,0.22543725
0.20096992,0.21717478
0.20970136,0.20801081
0.19330359,0.21282622
0.20439442,0.21809046
0.20131028,0.21288575
0.20716019,0.20542242
0.20077595,0.219906
0.1983507,0.20880428
0.21184038,0.19946507
0.21130238,0.20262712
0.20364352,0.21478952
0.18910833,0.2061813
0.2388801,0.20444608
0.20343505,0.21655369
0.19897369,0.21294942
0.20017967,0.21707903
0.19353068,0.21555707
0.20682229,0.2108353
0.19519193,0.21101594
0.20610817,0.2155873
0.20194437,0.21424243
0.19766533,0.21809934
0.17886113,0.19707294
0.19166377,0.22238992
0.20874071,0.21631835
0.20001177,0.20727244
0.19622228,0.21966484
0.15899724,0.18565325
0.19664368,0.2148946
0.19958986,0.21589655
0.1851837,0.18365152
0.20224315,0.20979033
0.19860396,0.22029191
0.20010948,0.21363446
0.21532708,0.1948913
0.19799551,0.21926945
0.1996461,0.21731171
0.21014006,0.20481147
0.19434603,0.2120601
0.20326018,0.19085418
0.20196216,0.20717137
0.20979701,0.20970556
0.20285235,0.21768095
0.19136144,0.22944924
0.19330941,0.21634582
0.19974522,0.20624235
0.19807296,0.21477576
0.20663373,0.20650163
0.19909154,0.2110127
0.1965286,0.2071332
0.20296504,0.20940857
0.20533162,0.20644373
0.19866565,0.21760583
0.19885984,0.19407004
0.2019858,0.20575136
0.19107224,0.2176288
0.10209651,0.22985937
0.19743164,0.21744666
0.21349335,0.18749374
0.1980089,0.21739265
0.17951302,0.21870776
0.19904111,0.2120818
0.1966812,0.20442297
0.20407341,0.20330389
0.191971,0.21556383
0.19501819,0.21385002
0.19137326,0.2241825
0.20086274,0.21148027
0.20161402,0.2150086
0.19972748,0.22199893
0.19175151,0.2099364
0.1895646,0.21202014
0.19844003,0.2123012
0.1947103,0.19183241
0.19558139,0.22211008
0.19636917,0.21615626
0.21406133,0.18093291
0.1955221,0.18011598
0.19801973,0.20706916
0.2019691,0.2015967
0.19734117,0.20858686
0.20281018,0.20952131
0.2097691,0.20517914
0.18631361,0.22091681
0.19733758,0.21427622
0.20070271,0.2052642
0.19936956,0.20927921
0.20366402,0.21028227
0.19449763,0.22315148
0.20343721,0.20700172
0.1905628,0.22957565
0.19909066,0.22203606
0.19611236,0.22107829
0.2035794,0.20594968
0.20329951,0.21527089
0.21385059,0.1917214
0.20948695,0.20905785
0.19894648,0.21327585
0.2004757,0.21699952
0.19541906,0.20475894
0.19877413,0.2090129
0.20187542,0.21115528
0.18585207,0.21655735
0.18796861,0.20062578
0.19050364,0.21499494
0.17582229,0.21581455
0.1991713,0.21050847
0.20703255,0.19554746
0.20103146,0.21519527
0.20056781,0.20775981
0.20017916,0.22016972
0.20598854,0.21049891
0.19457746,0.2155536
0.12137314,0.25248665
0.19889353,0.21218759
0.2061396,0.21489316
0.19842958,0.22196594
0.19916035,0.20875731
0.19014028,0.20884167
