fold,dim,variance,r2,lr,batch,epochs
1,10,0.28333520029489445,0.28333520029489445,0.001,64,10
1,20,0.3429796839276411,0.3429796839276411,0.01,64,10
1,30,0.39113612830044375,0.39113612830044375,0.0001,32,150
1,40,0.4256759356169597,0.4256759356169597,0.0001,32,50
1,50,0.4475900853163626,0.4475900853163626,0.001,32,10
1,60,0.46806141997011885,0.46806141997011885,0.0001,64,150
1,70,0.4898837961925955,0.4898837961925955,0.001,256,75
1,80,0.5067741478084786,0.5067741478084786,0.01,32,50
1,90,0.5166378659591961,0.5166378659591961,0.01,32,100
1,100,0.5271361735934305,0.5271361735934305,0.0001,64,50
1,110,0.5401738869328871,0.5401738869328871,0.001,64,10
1,120,0.5551098105242942,0.5551098105242942,0.01,128,10
2,10,0.3129240199276788,0.3129240199276788,0.001,32,10
2,20,0.3650444371879863,0.3650444371879863,0.0001,64,100
2,30,0.41570572521457494,0.41570572521457494,0.0001,128,150
2,40,0.4521625076155674,0.4521625076155674,0.001,32,10
2,50,0.47713704120526934,0.47713704120526934,0.01,256,10
2,60,0.49908191480145414,0.49908191480145414,0.001,256,150
2,70,0.5108128674011678,0.5108128674011678,0.01,128,10
2,80,0.5291490272293555,0.5291490272293555,0.01,128,10
2,90,0.5444531865198698,0.5444531865198698,0.001,128,50
2,100,0.5495386933742868,0.5495386933742868,0.0001,128,150
2,110,0.5659277080392436,0.5659277080392436,0.0001,32,50
2,120,0.5755475074756882,0.5755475074756882,0.001,32,10
3,10,0.27680267988341933,0.27680267988341933,0.0001,256,75
3,20,0.3514111620893824,0.3514111620893824,0.0001,128,75
3,30,0.41210164050358655,0.41210164050358655,0.001,256,50
3,40,0.4297108432038905,0.4297108432038905,0.0001,32,100
3,50,0.4577594617658881,0.4577594617658881,0.0001,32,50
3,60,0.471534656809965,0.471534656809965,0.01,256,150
3,70,0.4993209900492135,0.4993209900492135,0.001,32,10
3,80,0.5104114433628324,0.5104114433628324,0.01,128,10
3,90,0.5344134460950876,0.5344134460950876,0.0001,32,50
3,100,0.5503183161386377,0.5503183161386377,0.01,256,10
3,110,0.547764144300577,0.547764144300577,0.01,256,75
3,120,0.560999437345767,0.560999437345767,0.001,256,50
4,10,0.24569856523853395,0.24569856523853395,0.001,256,50
4,20,0.32349344993316753,0.32349344993316753,0.001,128,10
4,30,0.3664001622156722,0.3664001622156722,0.01,32,150
4,40,0.40005290460602794,0.40005290460602794,0.001,128,75
4,50,0.42482092628957435,0.42482092628957435,0.01,128,10
4,60,0.46044168966186516,0.46044168966186516,0.0001,64,75
4,70,0.4683358316652442,0.4683358316652442,0.001,256,100
4,80,0.4828851736108358,0.4828851736108358,0.01,32,50
4,90,0.504153575143008,0.504153575143008,0.01,64,75
4,100,0.5173844777673056,0.5173844777673056,0.0001,64,75
4,110,0.5216248247726225,0.5216248247726225,0.01,32,150
4,120,0.5277490094135772,0.5277490094135772,0.01,64,100
5,10,0.28229450152376256,0.28229450152376256,0.0001,128,75
5,20,0.3503208618669922,0.3503208618669922,0.0001,64,100
5,30,0.39190886240096634,0.39190886240096634,0.001,256,75
5,40,0.4183783302988857,0.4183783302988857,0.0001,128,75
5,50,0.44840060293702877,0.44840060293702877,0.001,256,50
5,60,0.4641081941809635,0.4641081941809635,0.001,256,100
5,70,0.47990387725505146,0.47990387725505146,0.001,256,75
5,80,0.5004520021025376,0.5004520021025376,0.001,32,10
5,90,0.5072878457939007,0.5072878457939007,0.0001,128,100
5,100,0.5166277756405313,0.5166277756405313,0.01,256,50
5,110,0.5249603688816478,0.5249603688816478,0.01,64,75
5,120,0.5439339396705563,0.5439339396705563,0.01,128,10
