fold,dim,variance,r2,lr,batch,epochs
1,10,0.8049588255391956,0.8049588255391956,0.0001,64,100
1,20,0.8541548519958315,0.8541548519958315,0.001,256,75
1,30,0.8711932234289718,0.8711932234289718,0.01,128,75
1,40,0.8810249792891991,0.8810249792891991,0.001,128,75
1,50,0.8913490291908189,0.8913490291908189,0.01,128,50
1,60,0.8941450788035008,0.8941450788035008,0.01,256,100
1,70,0.9001788061739523,0.9001788061739523,0.0001,32,100
1,80,0.9040846644574196,0.9040846644574196,0.001,128,150
1,90,0.9084412197648587,0.9084412197648587,0.0001,32,150
1,100,0.9108893237705078,0.9108893237705078,0.001,32,150
1,110,0.91348848698593,0.91348848698593,0.001,128,150
1,120,0.9143156191412777,0.9143156191412777,0.0001,32,150
2,10,0.8079782722159334,0.8079782722159334,0.001,256,75
2,20,0.8534261182704345,0.8534261182704345,0.01,256,100
2,30,0.8671323107490843,0.8671323107490843,0.001,128,50
2,40,0.8806582079118667,0.8806582079118667,0.001,128,100
2,50,0.8911412024371749,0.8911412024371749,0.01,128,100
2,60,0.8939201843302311,0.8939201843302311,0.001,64,75
2,70,0.8974136023180865,0.8974136023180865,0.001,128,75
2,80,0.9059199828601363,0.9059199828601363,0.0001,32,150
2,90,0.9083551535701018,0.9083551535701018,0.001,32,75
2,100,0.9115302118582869,0.9115302118582869,0.001,64,150
2,110,0.9135366185252368,0.9135366185252368,0.001,32,150
2,120,0.9157984563436331,0.9157984563436331,0.01,32,150
3,10,0.8114733531140165,0.8114733531140165,0.0001,32,150
3,20,0.8623252187827187,0.8623252187827187,0.001,128,50
3,30,0.8789954783733733,0.8789954783733733,0.0001,32,150
3,40,0.8917694560067537,0.8917694560067537,0.01,256,150
3,50,0.8999017212873893,0.8999017212873893,0.01,64,75
3,60,0.9028162049374404,0.9028162049374404,0.01,256,100
3,70,0.9060142045182262,0.9060142045182262,0.0001,32,100
3,80,0.9076418486135047,0.9076418486135047,0.001,256,150
3,90,0.9124250427047906,0.9124250427047906,0.01,32,150
3,100,0.9159934156647958,0.9159934156647958,0.001,64,100
3,110,0.9184027401766418,0.9184027401766418,0.001,64,75
3,120,0.9196770591777057,0.9196770591777057,0.001,64,50
4,10,0.7993924168788346,0.7993924168788346,0.01,64,50
4,20,0.8636317401063004,0.8636317401063004,0.0001,32,150
4,30,0.8826668683260149,0.8826668683260149,0.001,256,150
4,40,0.8923510231228777,0.8923510231228777,0.001,128,75
4,50,0.8996387250683117,0.8996387250683117,0.01,256,100
4,60,0.9011843300046896,0.9011843300046896,0.001,128,50
4,70,0.9051665065019872,0.9051665065019872,0.0001,32,100
4,80,0.9082648544809858,0.9082648544809858,0.001,64,75
4,90,0.9121293745100825,0.9121293745100825,0.001,64,50
4,100,0.9155675605674138,0.9155675605674138,0.01,128,150
4,110,0.9164166435473429,0.9164166435473429,0.001,128,100
4,120,0.9193207963435711,0.9193207963435711,0.001,128,100
5,10,0.8063559688373366,0.8063559688373366,0.001,256,100
5,20,0.8572600338071213,0.8572600338071213,0.0001,32,75
5,30,0.8722142597900133,0.8722142597900133,0.001,128,100
5,40,0.8845858319540567,0.8845858319540567,0.01,256,50
5,50,0.8909241757943959,0.8909241757943959,0.01,64,100
5,60,0.8958368364487969,0.8958368364487969,0.01,32,150
5,70,0.8991974532787932,0.8991974532787932,0.01,128,150
5,80,0.9025704524166073,0.9025704524166073,0.001,64,75
5,90,0.90770216028719,0.90770216028719,0.001,64,50
5,100,0.9110488831163644,0.9110488831163644,0.01,32,150
5,110,0.9141571762993396,0.9141571762993396,0.01,128,150
5,120,0.9147809072658869,0.9147809072658869,0.01,64,100
