dim,variance,r2
1,0.2248222829130586,0.2248222829130586
2,0.03431944744908466,0.03431944744908466
3,0.12795121634077966,0.12795121634077966
4,0.23936461651874819,0.23936461651874819
5,0.3371055518313498,0.3371055518313498
6,0.1969699409636061,0.1969699409636061
7,0.30263533875113424,0.30263533875113424
8,0.3107251107729282,0.3107251107729282
9,0.40087810737226104,0.40087810737226104
10,0.29239499381356593,0.29239499381356593
11,0.3777117255772642,0.3777117255772642
12,0.3272326682904768,0.3272326682904768
13,0.22933003964691445,0.22933003964691445
14,0.36703660692999474,0.36703660692999474
15,0.3871637025012651,0.3871637025012651
16,0.43536248027497726,0.43536248027497726
17,0.37163299222577784,0.37163299222577784
18,0.4228940186607576,0.4228940186607576
19,0.42770874440814843,0.42770874440814843
20,0.4225732062851407,0.4225732062851407
21,0.3972572546874853,0.3972572546874853
22,0.4135466880188797,0.4135466880188797
23,0.4389757226923653,0.4389757226923653
24,0.4584710262687749,0.4584710262687749
25,0.46260505792980666,0.46260505792980666
26,0.41636416796824083,0.41636416796824083
27,0.458302955577242,0.458302955577242
28,0.4796377871825297,0.4796377871825297
29,0.46074720049375484,0.46074720049375484
30,0.5008079829468152,0.5008079829468152
31,0.39752479473735425,0.39752479473735425
32,0.5041165987991033,0.5041165987991033
33,0.5020904826461994,0.5020904826461994
34,0.4800714007908916,0.4800714007908916
35,0.45359225701803274,0.45359225701803274
36,0.5040512978919434,0.5040512978919434
37,0.4894536452523893,0.4894536452523893
38,0.5019446809750938,0.5019446809750938
39,0.46077817730074566,0.46077817730074566
40,0.5169542045739743,0.5169542045739743
41,0.5103160659580064,0.5103160659580064
42,0.5202284573294333,0.5202284573294333
43,0.47146629958546904,0.47146629958546904
44,0.5007695707301796,0.5007695707301796
45,0.5299073661395621,0.5299073661395621
46,0.5020270154689501,0.5020270154689501
47,0.5169291436871785,0.5169291436871785
48,0.513370988001408,0.513370988001408
49,0.519181098636871,0.519181098636871
50,0.5309694531849312,0.5309694531849312
51,0.5411083361562548,0.5411083361562548
52,0.5544727132351772,0.5544727132351772
53,0.5262036785421702,0.5262036785421702
54,0.5369936245507455,0.5369936245507455
55,0.5218009934799777,0.5218009934799777
56,0.5289399059457813,0.5289399059457813
57,0.5471404087953793,0.5471404087953793
58,0.5626595886325795,0.5626595886325795
59,0.5383577830133458,0.5383577830133458
60,0.5473696608195394,0.5473696608195394
61,0.558286295663438,0.558286295663438
62,0.5528774308549087,0.5528774308549087
63,0.5651730431965971,0.5651730431965971
64,0.5557010208317665,0.5557010208317665
65,0.5504432745543428,0.5504432745543428
66,0.5714418491283728,0.5714418491283728
67,0.5730511907320035,0.5730511907320035
68,0.5838216564555815,0.5838216564555815
69,0.5881126597778514,0.5881126597778514
70,0.5799572667390098,0.5799572667390098
71,0.58744407024472,0.58744407024472
72,0.5587480917785468,0.5587480917785468
73,0.6059242972173238,0.6059242972173238
74,0.5768149918616144,0.5768149918616144
75,0.5674338230923599,0.5674338230923599
76,0.5976630407907016,0.5976630407907016
77,0.59660525493111,0.59660525493111
78,0.6029013524912488,0.6029013524912488
79,0.5834023414483285,0.5834023414483285
80,0.5888859701438292,0.5888859701438292
81,0.5965243503409894,0.5965243503409894
82,0.6067083336512236,0.6067083336512236
83,0.5959340034859134,0.5959340034859134
84,0.6127281787045434,0.6127281787045434
85,0.5974276176467234,0.5974276176467234
86,0.5922814547274996,0.5922814547274996
87,0.6028991574217313,0.6028991574217313
88,0.6052278904715647,0.6052278904715647
89,0.6108828702738469,0.6108828702738469
90,0.603821024959057,0.603821024959057
91,0.6040340473551455,0.6040340473551455
92,0.5979472517004778,0.5979472517004778
93,0.5974435457450618,0.5974435457450618
94,0.6094721142407566,0.6094721142407566
95,0.6059551338899732,0.6059551338899732
96,0.6007126255683255,0.6007126255683255
97,0.6182383081433982,0.6182383081433982
98,0.6151781173298746,0.6151781173298746
99,0.6236879283805952,0.6236879283805952
100,0.6169113230260501,0.6169113230260501
101,0.6214335562819563,0.6214335562819563
102,0.6068669838869969,0.6068669838869969
103,0.6120091619099215,0.6120091619099215
104,0.6183815639103485,0.6183815639103485
105,0.6156292248581255,0.6156292248581255
106,0.621573641952001,0.621573641952001
107,0.6234297513290086,0.6234297513290086
108,0.6278910472185607,0.6278910472185607
109,0.6352736212957797,0.6352736212957797
110,0.636307969881069,0.636307969881069
111,0.6266716419164167,0.6266716419164167
112,0.6219087305352279,0.6219087305352279
113,0.6162575755166014,0.6162575755166014
114,0.6267050295066341,0.6267050295066341
115,0.6312849172887931,0.6312849172887931
116,0.6256943881808926,0.6256943881808926
117,0.632622901058709,0.632622901058709
118,0.6335193294747268,0.6335193294747268
119,0.6369540258415469,0.6369540258415469
120,0.6372213316860613,0.6372213316860613
121,0.6410994568635802,0.6410994568635802
122,0.6396003258552513,0.6396003258552513
123,0.6387874831809814,0.6387874831809814
124,0.6348928786964416,0.6348928786964416
125,0.6293584542853173,0.6293584542853173
126,0.6374432084530748,0.6374432084530748
127,0.6446306581347474,0.6446306581347474
128,0.6365127600951213,0.6365127600951213
129,0.6255187133498068,0.6255187133498068
130,0.642041823371805,0.642041823371805
131,0.6498864108516451,0.6498864108516451
132,0.6531218758882247,0.6531218758882247
133,0.6425165718220655,0.6425165718220655
134,0.6558420215423895,0.6558420215423895
135,0.6595869380350334,0.6595869380350334
136,0.6501446755029092,0.6501446755029092
137,0.6474575605792229,0.6474575605792229
138,0.6448138582373262,0.6448138582373262
139,0.6467043934422357,0.6467043934422357
140,0.6483806017873086,0.6483806017873086
141,0.6578339605091934,0.6578339605091934
142,0.6530497662069563,0.6530497662069563
143,0.6555116236764846,0.6555116236764846
144,0.6616686660043407,0.6616686660043407
145,0.6525258089782822,0.6525258089782822
146,0.6633559836760596,0.6633559836760596
147,0.658528138993526,0.658528138993526
148,0.6529209576078685,0.6529209576078685
149,0.6530924293045612,0.6530924293045612
150,0.6602562527799063,0.6602562527799063
151,0.6650911604772505,0.6650911604772505
152,0.6589065030457268,0.6589065030457268
153,0.6631708333432293,0.6631708333432293
154,0.666441651280945,0.666441651280945
155,0.6594265877697181,0.6594265877697181
156,0.6580691409093435,0.6580691409093435
157,0.6637910227386352,0.6637910227386352
158,0.6660261823365935,0.6660261823365935
159,0.6681951355387066,0.6681951355387066
160,0.6612611697652094,0.6612611697652094
161,0.6678390073017428,0.6678390073017428
