so2_var,so2_r2
0.10973150048647207,0.10973150048647207
0.1505145755552013,0.1505145755552013
0.18347672714650864,0.18347672714650864
0.2298368388147446,0.2298368388147446
0.24142266792213174,0.24142266792213174
0.25329887663121986,0.25329887663121986
0.24078355673581242,0.24078355673581242
0.26083990568905435,0.26083990568905435
0.24002590652483569,0.24002590652483569
0.2648576202895677,0.2648576202895677
0.31102435700221354,0.31102435700221354
0.2769972594400004,0.2769972594400004
0.2905709872257253,0.2905709872257253
0.26722331319983217,0.26722331319983217
0.28706599255242693,0.28706599255242693
0.3137682791192906,0.3137682791192906
0.33269690887472825,0.33269690887472825
0.3381973280568067,0.3381973280568067
0.33994417758806084,0.33994417758806084
0.3631274047254781,0.3631274047254781
0.34745707759928135,0.34745707759928135
0.3799914794779615,0.3799914794779615
0.36625824721720623,0.36625824721720623
0.3636210426602934,0.3636210426602934
0.3776497701260434,0.3776497701260434
0.3910804482530428,0.3910804482530428
0.41000798099904745,0.41000798099904745
0.3725608760747031,0.3725608760747031
0.3774975373521866,0.3774975373521866
0.37972990107934,0.37972990107934
0.37454812422653627,0.37454812422653627
0.3950557718945221,0.3950557718945221
0.4468769378161559,0.4468769378161559
0.4133470017566978,0.4133470017566978
0.42453398629590533,0.42453398629590533
0.4048808390176305,0.4048808390176305
0.4589636965915507,0.4589636965915507
0.45712276513400707,0.45712276513400707
0.4211168675052296,0.4211168675052296
0.46502195683187586,0.46502195683187586
0.44801135617469656,0.44801135617469656
0.44773326781851075,0.44773326781851075
0.4371388347814764,0.4371388347814764
0.45061358393567086,0.45061358393567086
0.43652171260107264,0.43652171260107264
0.4773339654850999,0.4773339654850999
0.43385965899869505,0.43385965899869505
0.44769461990707127,0.44769461990707127
0.45130475863227293,0.45130475863227293
0.4570063176142164,0.4570063176142164
0.4843183262388523,0.4843183262388523
0.5179435967615178,0.5179435967615178
0.43720560742449033,0.43720560742449033
0.4646886182557658,0.4646886182557658
0.4792780359835902,0.4792780359835902
0.5007264635806872,0.5007264635806872
0.5035862223190843,0.5035862223190843
0.4830130900536924,0.4830130900536924
