city,state,country,dim_1,dim_2
Merrillville,IN,US,0.23976448,0.09011994
Stow,OH,US,0.2874852,0.08004028
BuenaventuraLakes,FL,US,0.16379637,0.06068747
SanLuis,AZ,US,0.19455135,0.055854954
Oildale,CA,US,0.21422648,-0.06587739
Calhoun,GA,US,0.22980218,0.10934387
Leawood,KS,US,0.22116959,0.18130228
MenloPark,CA,US,0.19994298,-0.012583517
SunPrairie,WI,US,0.2327724,0.09823972
DakotaRidge,CO,US,0.15849444,0.16339307
Arcata,CA,US,0.15515845,0.11588969
Pullman,WA,US,0.19120659,0.14224549
Boardman,OH,US,0.27647206,0.07754723
Nacogdoches,TX,US,0.14551693,0.25757712
VestaviaHills,AL,US,0.21037723,0.11027123
NorthRidgeville,OH,US,0.27505282,0.07482176
Socorro,TX,US,0.17665662,0.1137445
Randolph,MA,US,0.204238,0.026292454
Norristown,PA,US,0.24082959,-0.02192377
MontgomeryVillage,MD,US,0.2584389,-0.00269256
Redmond,OR,US,0.17319557,0.1522625
Firestone,CO,US,0.18394597,0.14918835
Goshen,IN,US,0.25006783,0.10585886
Butte,MT,US,0.17712013,0.2020929
GrassValley,CA,US,0.1819967,0.07810002
Parkland,FL,US,0.17409235,0.09025234
UniversityCity,MO,US,0.25525004,0.15000612
Midvale,UT,US,0.21473801,0.06873852
GoldenGlades,FL,US,0.18056723,0.07807257
Kennesaw,GA,US,0.2259504,0.07828326
Adelanto,CA,US,0.16389674,0.027782096
KenCaryl,CO,US,0.15849444,0.16339307
Carlsbad,NM,US,0.15728453,0.17224105
UniversityPlace,WA,US,0.14096501,0.08487239
Douglasville,GA,US,0.22366348,0.09871274
Laramie,WY,US,0.18160939,0.1941344
FosterCity,CA,US,0.19226901,-0.058906823
Valparaiso,IN,US,0.24609561,0.0781892
Fairborn,OH,US,0.27887145,0.12543571
Estero,FL,US,0.17566389,0.13175732
CottonwoodHeights,UT,US,0.21473801,0.06873852
Kaneohe,HI,US,0.15942183,0.20732081
Sonoma,CA,US,0.21902506,-0.0015959943
Galesburg,IL,US,0.22682801,0.13774604
Warsaw,IN,US,0.2543116,0.113369815
GlendaleHeights,IL,US,0.23897211,0.0718605
DanaPoint,CA,US,0.17027895,0.021336103
Alamogordo,NM,US,0.17843266,0.14082292
Alabaster,AL,US,0.19400062,0.12033881
Woodridge,IL,US,0.24411169,0.07609411
Greer,SC,US,0.22647771,0.098137885
Springville,UT,US,0.19491221,0.119605556
SaratogaSprings,UT,US,0.18928039,0.0968292
AmericanFork,UT,US,0.19214444,0.07218632
Matthews,NC,US,0.24504185,0.032119513
WestLittleRiver,FL,US,0.17549607,0.09615368
FairLawn,NJ,US,0.23766355,-0.0017852111
St.Charles,IL,US,0.23148553,0.101395
Ridgecrest,CA,US,0.20110047,0.0422095
Massillon,OH,US,0.26768014,0.09581688
Spanaway,WA,US,0.13950129,0.14981106
Starkville,MS,US,0.19134773,0.16923566
HarkerHeights,TX,US,0.16042186,0.2561194
ElkGroveVillage,IL,US,0.23897211,0.0718605
Kaysville,UT,US,0.19900681,0.07567062
Lawndale,CA,US,0.21113919,-0.025610877
Southlake,TX,US,0.16925837,0.24841186
FerryPass,FL,US,0.20144266,0.09869879
Savage,MN,US,0.22607978,0.11404787
DesMoines,WA,US,0.1326382,0.08342435
BethelPark,PA,US,0.28683072,0.053241532
DaniaBeach,FL,US,0.18056723,0.07807257
EastLake,FL,US,0.17336252,0.08003933
Rome,NY,US,0.22547615,0.1160975
Eastpointe,MI,US,0.26228297,0.0076645873
FranklinSquare,NY,US,0.22416703,-0.053944603
Pekin,IL,US,0.2289424,0.13422039
Westlake,OH,US,0.27505282,0.07482176
Uniondale,NY,US,0.22416703,-0.05394459
LaVerne,CA,US,0.17461523,0.0074713025
Juneau,AK,US,0.18751737,0.18459086
Prairieville,LA,US,0.16429481,0.13018855
Placerville,CA,US,0.18647683,0.074819796
BelAirNorth,MD,US,0.25710705,0.00028790068
Redan,GA,US,0.23663244,0.065584175
PuebloWest,CO,US,0.17000084,0.18642826
Garfield,NJ,US,0.2591665,-0.083314404
Fallbrook,CA,US,0.19348226,0.06216795
SpringValley,CA,US,0.21018502,0.0155108115
Hopkinsville,KY,US,0.24611025,0.15387577
SouthRiding,VA,US,0.2625364,0.03430389
Centereach,NY,US,0.21157028,0.0036225945
Milledgeville,GA,US,0.227828,0.08381464
Syracuse,UT,US,0.19900681,0.07567062
Parkville,MD,US,0.26457712,-0.040012773
Garner,NC,US,0.267774,0.05254723
KeyWest,FL,US,0.1672406,0.18001889
MiamiLakes,FL,US,0.18504211,0.103373684
Petersburg,VA,US,0.27398378,0.048095766
Kahului,HI,US,0.15490034,0.21346767
WheatRidge,CO,US,0.15879439,0.15527317
FruitCove,FL,US,0.17341204,0.06662956
Cibolo,TX,US,0.17436066,0.24819489
Alliance,OH,US,0.2734296,0.09461776
Banning,CA,US,0.18509237,0.044140667
LagunaHills,CA,US,0.18773693,0.029757371
CentralIslip,NY,US,0.21622255,-0.01757114
Orcutt,CA,US,0.19157334,0.0952996
Naugatuck,CT,US,0.21533507,0.00897178
Eldersburg,MD,US,0.25573012,0.018967157
Mundelein,IL,US,0.23315355,0.08297305
SanPablo,CA,US,0.21741751,-0.02824909
Nogales,AZ,US,0.15808626,0.1043292
Nicholasville,KY,US,0.26720804,0.16940531
Goleta,CA,US,0.20818889,0.06721946
Opelika,AL,US,0.21730974,0.10456173
Algonquin,IL,US,0.22905244,0.10074896
Marrero,LA,US,0.17400253,0.09762922
Burlingame,CA,US,0.20405217,-0.027928421
Aiken,SC,US,0.21068202,0.086845785
Lawrenceville,GA,US,0.23179162,0.08921074
WinterPark,FL,US,0.15920442,0.041564528
LakeMagdalene,FL,US,0.15949301,0.05055662
Fitchburg,WI,US,0.23500659,0.09488759
Wooster,OH,US,0.2696104,0.10027613
Fountain,CO,US,0.1803559,0.16593076
BrooklynCenter,MN,US,0.22717242,0.098828964
Barstow,CA,US,0.18006924,0.02542284
Oceanside,NY,US,0.2188676,-0.0021135218
CrownPoint,IN,US,0.23976448,0.09011994
Gloucester,MA,US,0.19798288,0.0956187
Gurnee,IL,US,0.23422863,0.08179362
Holladay,UT,US,0.21473801,0.06873852
Fuquay-Varina,NC,US,0.2592188,0.058272183
Chamblee,GA,US,0.234235,0.05309943
Carney,MD,US,0.26457712,-0.040012773
NorthTonawanda,NY,US,0.25251514,0.060526915
LongBranch,NJ,US,0.21416512,0.00074218505
SantaPaula,CA,US,0.18494855,0.09546566
SouthLakeTahoe,CA,US,0.16275987,0.13522713
Saratoga,CA,US,0.18473785,-0.021149412
LosAltos,CA,US,0.20767471,-0.08019642
Atascadero,CA,US,0.20457375,0.1430683
NorthRoyalton,OH,US,0.28416792,0.067837365
Seguin,TX,US,0.17151795,0.25167042
FortunaFoothills,AZ,US,0.19544236,0.10151423
MilfordMill,MD,US,0.2585708,-0.0034935519
Pasadena,MD,US,0.27794832,-0.045352466
Stockbridge,GA,US,0.23225398,0.06982927
EastLiverpool,OH,US,0.2726704,0.09348666
Rahway,NJ,US,0.25530142,-0.10153639
Williston,ND,US,0.20268302,0.14954485
BayShore,NY,US,0.21622255,-0.01757114
Eagle,ID,US,0.19979267,0.1240465
Walnut,CA,US,0.16729133,-0.08590742
WestFallsChurch,VA,US,0.27321652,-0.022924224
NorthChicago,IL,US,0.23280461,0.092405744
Duluth,GA,US,0.23724343,0.07398819
Winona,MN,US,0.21219258,0.13417743
O'Fallon,IL,US,0.2619744,0.11960869
DrexelHeights,AZ,US,0.18541929,0.010896728
Ukiah,CA,US,0.19763733,0.08297435
Atwater,CA,US,0.2028622,-0.06646365
GoldenGate,FL,US,0.1779772,0.137687
Sanford,ME,US,0.21590243,0.10059376
Westfield,NJ,US,0.25595954,-0.069363676
Hermiston,OR,US,0.16874535,0.07051469
Central,LA,US,0.16918151,0.14603364
EastLake-OrientPark,FL,US,0.15949301,0.05055662
ChicagoHeights,IL,US,0.23795186,0.070643105
EastPaloAlto,CA,US,0.19994298,-0.012583517
Newberg,OR,US,0.15679784,0.06658576
Lewes,DE,US,0.23100954,0.05623084
NorthAttleborough,MA,US,0.2121313,0.03554905
Laplace,LA,US,0.17373069,0.1141183
SeaTac,WA,US,0.10425185,0.15990792
Raytown,MO,US,0.22283986,0.17289874
Paragould,AR,US,0.21915998,0.1730681
Southgate,MI,US,0.2643034,0.027589912
FernandinaBeach,FL,US,0.1704292,0.075051926
BigSpring,TX,US,0.16078891,0.25014326
BellaVista,AR,US,0.18473427,0.24784662
Casselberry,FL,US,0.15920442,0.041564528
Plattsburgh,NY,US,0.21727993,0.11425558
Wasco,CA,US,0.20773138,-0.023589741
SouthLaurel,MD,US,0.2672952,-0.021247113
FlemingIsland,FL,US,0.17167084,0.07035686
BelleGlade,FL,US,0.17383209,0.11315325
LakeintheHills,IL,US,0.22905244,0.10074896
Agawam,MA,US,0.21514864,0.016569577
Shirley,NY,US,0.21097952,0.027845727
Austintown,OH,US,0.27841845,0.087485105
NewIberia,LA,US,0.15376207,0.15681973
Zionsville,IN,US,0.262994,0.12874094
ShortPump,VA,US,0.27414885,0.041645464
Burbank,IL,US,0.23747475,0.0531369
PerryHall,MD,US,0.26063028,-0.022115381
Benicia,CA,US,0.21647117,-0.046570424
OakleafPlantation,FL,US,0.16648091,0.049917545
Monterey,CA,US,0.21525474,0.045989186
Converse,TX,US,0.17681366,0.24529064
GraniteCity,IL,US,0.25664705,0.1315266
Yukon,OK,US,0.17925103,0.22113742
Sonora,CA,US,0.1898594,0.07939526
Mehlville,MO,US,0.25525004,0.15000609
WisconsinRapids,WI,US,0.22586446,0.105631486
Hutto,TX,US,0.17434189,0.2564737
Bixby,OK,US,0.19377163,0.21514826
DrexelHill,PA,US,0.25862136,-0.057992242
Sunbury,PA,US,0.24611737,0.058206208
SummerlinSouth,NV,US,0.19351143,0.095901765
NewSmyrnaBeach,FL,US,0.17823134,0.08660516
Tualatin,OR,US,0.1524322,0.059371628
ForestHills,MI,US,0.23786773,0.094152465
Fridley,MN,US,0.23704629,0.06543419
EastChicago,IN,US,0.2402285,0.06733833
Kirkwood,MO,US,0.25525004,0.15000612
Ruston,LA,US,0.1664302,0.21665025
Jeffersontown,KY,US,0.2797568,0.14020388
GlenEllyn,IL,US,0.24411169,0.07609411
IslaVista,CA,US,0.20818889,0.06721946
CañonCity,CO,US,0.16147956,0.18682711
Ashtabula,OH,US,0.25942147,0.08044698
TemescalValley,CA,US,0.17749602,0.019619456
Bridgewater,MA,US,0.2116096,0.04602288
MintHill,NC,US,0.23901753,0.06698856
MililaniTown,HI,US,0.16875869,0.1994844
Statesville,NC,US,0.25324744,0.07768137
Gloversville,NY,US,0.22833271,0.09350549
DeerPark,NY,US,0.22454737,-0.03186455
GarfieldHeights,OH,US,0.29567996,0.06859837
ImperialBeach,CA,US,0.19455016,0.023230074
Seneca,SC,US,0.24141672,0.13399865
BayonetPoint,FL,US,0.17867853,0.08650848
Millville,NJ,US,0.23446752,0.01554808
Monroeville,PA,US,0.29243723,0.06483451
St.Helens,OR,US,0.14621148,0.07351174
Bergenfield,NJ,US,0.21776362,-0.018420737
LaderaRanch,CA,US,0.18773693,0.029757371
HornLake,MS,US,0.22427417,0.15337493
PriorLake,MN,US,0.22607978,0.11404787
MapleValley,WA,US,0.12845641,0.20423561
OakForest,IL,US,0.24128456,0.08480203
GlenCove,NY,US,0.22416703,-0.05394459
Indiana,PA,US,0.27967644,0.07969457
Shoreview,MN,US,0.23704629,0.06543419
Windsor,CA,US,0.1939305,0.05222823
DodgeCity,KS,US,0.17598008,0.21055713
Colleyville,TX,US,0.1624734,0.23460054
Wilmette,IL,US,0.24162324,0.05328425
Plum,PA,US,0.28782234,0.072962716
McHenry,IL,US,0.22657435,0.09475169
Waterville,ME,US,0.2065153,0.10155998
Norfolk,NE,US,0.2005578,0.16465709
ShakerHeights,OH,US,0.29567996,0.06859837
CitrusPark,FL,US,0.16878496,0.06300944
Reisterstown,MD,US,0.2585708,-0.0034935519
Erie,CO,US,0.18493243,0.12645642
Brownsburg,IN,US,0.26569065,0.142842
Chaska,MN,US,0.2209015,0.12442684
Ilchester,MD,US,0.26920685,-0.025431352
MarylandHeights,MO,US,0.25444186,0.14804071
Magna,UT,US,0.18445832,0.06882425
Xenia,OH,US,0.27496767,0.1301257
AllenPark,MI,US,0.2643034,0.027589912
MasonCity,IA,US,0.20427501,0.14363174
Hanahan,SC,US,0.18699646,0.060022198
Kinston,NC,US,0.24709696,0.08412074
Searcy,AR,US,0.20488346,0.2023856
NewLondon,CT,US,0.21648857,0.032582454
WestIslip,NY,US,0.21622255,-0.01757114
WestChicago,IL,US,0.24612556,0.0927529
LemonGrove,CA,US,0.21018502,0.0155108115
McDonough,GA,US,0.22926839,0.08562425
WestLinn,OR,US,0.14325188,0.10890597
Cortland,NY,US,0.21790898,0.11516815
Lemoore,CA,US,0.22213185,-0.029707802
Alvin,TX,US,0.14843485,0.16875131
Marshalltown,IA,US,0.20421478,0.14384598
WestWhittier-LosNietos,CA,US,0.18615112,-0.0887477
LeisureCity,FL,US,0.17403346,0.13866428
TempleTerrace,FL,US,0.15949301,0.05055662
Lafayette,CA,US,0.21370496,-0.06605613
Norco,CA,US,0.16523974,-0.06247856
Immokalee,FL,US,0.17745587,0.11216742
VernonHills,IL,US,0.23315355,0.08297305
Pearl,MS,US,0.16904235,0.18957561
Marquette,MI,US,0.2164754,0.14782268
Sedalia,MO,US,0.1968028,0.2096426
Bessemer,AL,US,0.1939914,0.10865692
Chanhassen,MN,US,0.2209015,0.12442684
Cabot,AR,US,0.20343038,0.20781712
Vicksburg,MS,US,0.1605134,0.20647714
Brawley,CA,US,0.2055951,0.021721413
Neenah,WI,US,0.21744159,0.0850867
Snoqualmie,WA,US,0.16502255,0.18044882
Hercules,CA,US,0.21647117,-0.046570424
Paramus,NJ,US,0.21776362,-0.018420737
Okeechobee,FL,US,0.18507342,0.11204006
Soledad,CA,US,0.1883174,0.07389832
Moscow,ID,US,0.19310382,0.13989863
Sebastian,FL,US,0.17708208,0.13427046
Northport,AL,US,0.19761099,0.14760266
Natchez,MS,US,0.16886914,0.17977168
TwentyninePalms,CA,US,0.19808803,0.06338934
Holt,MI,US,0.22887422,0.09288426
EastSt.Louis,IL,US,0.2614027,0.12791345
Sachse,TX,US,0.16670483,0.22932978
HainesCity,FL,US,0.16321489,0.08295674
CaveSpring,VA,US,0.2535023,0.13688348
WestOdessa,TX,US,0.16698529,0.2261758
Medina,OH,US,0.2766895,0.08296794
Barberton,OH,US,0.27847278,0.0924156
Española,NM,US,0.16045538,0.19338395
RockSprings,WY,US,0.18840036,0.18001425
Heber,UT,US,0.19235586,0.15084474
Holbrook,NY,US,0.21157028,0.0036225945
BayPoint,CA,US,0.21622488,-0.030272081
Woodstock,IL,US,0.22792965,0.093622066
Lochearn,MD,US,0.2585708,-0.0034935519
Green,OH,US,0.2768388,0.08551467
Cloverleaf,TX,US,0.13869677,0.14840665
Owatonna,MN,US,0.20712765,0.14343077
Pooler,GA,US,0.18113314,0.0653216
Lancaster,SC,US,0.23046201,0.10318409
EwaGentry,HI,US,0.16875869,0.1994844
Austin,MN,US,0.20076783,0.14332934
Lockport,IL,US,0.24804555,0.09308224
SouthSaltLake,UT,US,0.20735727,0.10179107
TarponSprings,FL,US,0.17656285,0.102410026
SanLorenzo,CA,US,0.19226901,-0.058906823
Sevierville,TN,US,0.23497298,0.1523104
ForestGrove,OR,US,0.16964819,0.10410014
SunCityWest,AZ,US,0.19398995,0.021866059
SouthPortland,ME,US,0.19926707,0.12144776
Ruskin,FL,US,0.15597183,0.08386926
Denison,TX,US,0.17183188,0.2401593
ElCerrito,CA,US,0.21741751,-0.02824909
Keystone,FL,US,0.17336252,0.08003933
CoralTerrace,FL,US,0.18799572,0.10143582
Claremore,OK,US,0.19353847,0.2271852
Columbine,CO,US,0.17248867,0.12496915
SouthPasadena,CA,US,0.17993753,-0.010435165
Kingsville,TX,US,0.1391882,0.25104117
BainbridgeIsland,WA,US,0.14990768,0.09459397
Caledonia,WI,US,0.2305508,0.08092079
Champlin,MN,US,0.2216214,0.0940277
Edwardsville,IL,US,0.25785503,0.12146283
SouthBradenton,FL,US,0.17744258,0.11882709
Fairland,MD,US,0.26980272,-0.04055453
PalmSprings,FL,US,0.16009691,0.14164032
Rosemount,MN,US,0.2182124,0.095586784
FountainHills,AZ,US,0.20008303,0.045629997
Belvidere,IL,US,0.22729136,0.0974174
MiddleRiver,MD,US,0.26063028,-0.022115381
Muskego,WI,US,0.23014854,0.08247572
Levittown,Toa Baja,PR,0.122006625,0.22519833
Hazelwood,MO,US,0.25444186,0.14804071
Scottsbluff,NE,US,0.1767225,0.20626698
Fresno,TX,US,0.14029121,0.14893918
Ridgewood,NJ,US,0.23766355,-0.0017852111
YuccaValley,CA,US,0.17458865,0.07320496
Branson,MO,US,0.19383945,0.26667705
BalchSprings,TX,US,0.16420946,0.21970566
UniversityPark,TX,US,0.16427931,0.22462542
TimberwoodPark,TX,US,0.17681366,0.24529064
DePere,WI,US,0.21801136,0.08519464
Socastee,SC,US,0.19708398,0.07527375
Terrytown,LA,US,0.17787033,0.09792432
Fajardo,Fajardo,PR,0.1363174,0.24472822
Wilsonville,OR,US,0.1524322,0.059371628
Riverbank,CA,US,0.20845512,-0.078020915
NorthLaurel,MD,US,0.26920685,-0.025431352
Walker,MI,US,0.23617035,0.091433816
Wyandotte,MI,US,0.2643034,0.027589912
ForestLake,MN,US,0.22349283,0.10564228
ChesapeakeBeach,MD,US,0.2597721,0.039057292
PalmCity,FL,US,0.16725047,0.13294266
Clarksburg,MD,US,0.2584389,-0.00269256
SouthElgin,IL,US,0.23148553,0.101395
AuburnHills,MI,US,0.25166425,0.05397396
NorthTustin,CA,US,0.18653439,-0.018949512
Ontario,OR,US,0.2029,0.040648505
MelrosePark,IL,US,0.24162324,0.05328425
NortonShores,MI,US,0.23098248,0.099408545
Kernersville,NC,US,0.2570985,0.08060895
Herndon,VA,US,0.26845413,0.002692578
Emporia,KS,US,0.20826063,0.2126211
Prosper,TX,US,0.17435697,0.24513872
RockvilleCentre,NY,US,0.2188676,-0.0021135218
PalmettoBay,FL,US,0.17964108,0.10885734
Suitland,MD,US,0.2748482,-0.026760357
Lathrop,CA,US,0.19697306,-0.07967076
LomaLinda,CA,US,0.16416316,-0.040800583
Watauga,TX,US,0.1624734,0.23460054
HomerGlen,IL,US,0.24804555,0.093082264
Tifton,GA,US,0.179078,0.10036984
Dinuba,CA,US,0.19925939,-0.043149468
Westmont,IL,US,0.24411169,0.07609411
Opelousas,LA,US,0.15702933,0.16862035
Camas,WA,US,0.15008274,0.15077052
Medford,NY,US,0.21157028,0.0036225945
Trotwood,OH,US,0.27865845,0.12916018
WestMemphis,AR,US,0.22497067,0.17631383
Collinsville,IL,US,0.2619744,0.11960869
Mequon,WI,US,0.22709951,0.06975574
Ellensburg,WA,US,0.18908916,0.11153488
Ottumwa,IA,US,0.21715935,0.15907964
Chantilly,VA,US,0.2638785,0.003134247
Woodlawn,VA,US,0.27321652,-0.022924224
Lodi,NJ,US,0.2685837,-0.12966269
Orchards,WA,US,0.1551159,0.0798199
SanFernando,CA,US,0.18639354,-0.008751422
Saginaw,TX,US,0.15947327,0.24476187
Peekskill,NY,US,0.22362736,0.017861428
PortAngeles,WA,US,0.18676807,0.13626646
MillCreekEast,WA,US,0.13731645,0.0766645
SunCityCenter,FL,US,0.15597183,0.08386926
Inkster,MI,US,0.24539919,0.062100604
Thomasville,GA,US,0.18400021,0.08786684
PoncaCity,OK,US,0.19998462,0.20510213
Cataño,Cataño,PR,0.122006625,0.22519833
Tysons,VA,US,0.26800653,-0.015429356
WestMelbourne,FL,US,0.18173204,0.1067998
Faribault,MN,US,0.20951577,0.1397337
FortWashington,MD,US,0.2748482,-0.026760357
Lincolnton,NC,US,0.24413025,0.08503201
WestSpringfield,VA,US,0.27321652,-0.022924244
Simpsonville,SC,US,0.22396855,0.09237981
Bailey'sCrossroads,VA,US,0.27321652,-0.022924224
Okemos,MI,US,0.22752063,0.08724773
Ridgeland,MS,US,0.16124013,0.1723868
CharlesTown,WV,US,0.25802687,0.04456504
Waukee,IA,US,0.21670811,0.14832452
SouthPlainfield,NJ,US,0.25595954,-0.069363676
Wadsworth,OH,US,0.2712479,0.09323121
Tumwater,WA,US,0.143338,0.12160646
Fairfax,VA,US,0.27321652,-0.022924224
Candler-McAfee,GA,US,0.23663244,0.065584175
OakRidge,FL,US,0.16379637,0.06068747
Venice,FL,US,0.1814357,0.12976284
Wright,FL,US,0.19079034,0.11723423
Lincolnia,VA,US,0.27321652,-0.022924224
NorthPotomac,MD,US,0.26800653,-0.015429356
Pelham,AL,US,0.21037723,0.11027123
Corsicana,TX,US,0.1552569,0.24748902
SealBeach,CA,US,0.20177898,-0.052384116
FortDodge,IA,US,0.21452771,0.14598773
Dunkirk,NY,US,0.2540714,0.09482141
Calabasas,CA,US,0.18360916,0.09135538
Chalmette,LA,US,0.17787033,0.09792432
NorthAugusta,SC,US,0.2147409,0.08681204
PalmRiver-ClairMel,FL,US,0.15949301,0.05055662
MountPocono,PA,US,0.22061734,0.07807443
Farragut,TN,US,0.24211149,0.122134335
Jenks,OK,US,0.19350864,0.2175543
Palatka,FL,US,0.1789257,0.08750466
VanBuren,AR,US,0.18422185,0.24080151
Greeneville,TN,US,0.2311449,0.14052476
Waycross,GA,US,0.18657182,0.08472001
HalfMoonBay,CA,US,0.1964245,0.038560394
JacksonvilleBeach,FL,US,0.15996651,0.06687264
NorthLynnwood,WA,US,0.13731645,0.0766645
Ilion,NY,US,0.23041959,0.107399635
Rosemont,CA,US,0.2230048,-0.10390509
Madisonville,KY,US,0.24540865,0.17118607
Copiague,NY,US,0.21010044,0.025423693
WinterGardens,CA,US,0.21018502,0.0155108115
Leland,NC,US,0.21256214,0.0741472
RollingMeadows,IL,US,0.23897211,0.0718605
WekiwaSprings,FL,US,0.15920442,0.041564528
Northdale,FL,US,0.17336252,0.08003933
FortHood,TX,US,0.1534484,0.25990155
Benbrook,TX,US,0.1554652,0.2483647
Zion,IL,US,0.23280461,0.092405744
HialeahGardens,FL,US,0.18799572,0.10143582
Columbus,NE,US,0.19354141,0.16909505
Plainview,TX,US,0.16093513,0.22492088
Carteret,NJ,US,0.25530142,-0.10153639
WestPuenteValley,CA,US,0.18615112,-0.0887477
LovesPark,IL,US,0.23790716,0.09196846
Lisle,IL,US,0.24411169,0.07609411
Greenbelt,MD,US,0.2672952,-0.021247113
GraniteBay,CA,US,0.22259526,-0.06629666
AllisonPark,PA,US,0.2918583,0.06865321
Monsey,NY,US,0.22362736,0.017861428
Hastings,MN,US,0.21381201,0.1058111
Rockingham,NC,US,0.23492542,0.08391012
Auburn,IN,US,0.24922866,0.1064708
Frederickson,WA,US,0.13950129,0.14981106
Willoughby,OH,US,0.27390033,0.06374392
Mustang,OK,US,0.17378868,0.22135141
Patterson,CA,US,0.20244357,0.018080441
Gallup,NM,US,0.19138148,0.12274555
Radcliff,KY,US,0.25305694,0.16457218
WestRanchoDominguez,CA,US,0.21173891,-0.09582985
BlueIsland,IL,US,0.23795186,0.070643105
Crystal,MN,US,0.22717242,0.098828964
Pace,FL,US,0.20144266,0.09869879
LagunaBeach,CA,US,0.18234849,-0.024755655
WebsterGroves,MO,US,0.25525004,0.15000612
Acworth,GA,US,0.2259504,0.07828326
Griffin,GA,US,0.22293036,0.10222961
Keene,NH,US,0.20627204,0.093503095
Marina,CA,US,0.21525474,0.045989186
Solon,OH,US,0.28155625,0.08234847
Pittsburg,KS,US,0.19974709,0.2225567
ElizabethCity,NC,US,0.22437336,0.09411923
Harriman,TN,US,0.23909059,0.16242637
Fairhope,AL,US,0.19087167,0.12826538
CottageLake,WA,US,0.15300141,0.16335846
MachesneyPark,IL,US,0.23790716,0.09196846
Braidwood,IL,US,0.23157184,0.10746378
Hurricane,UT,US,0.19108205,0.08773566
Trussville,AL,US,0.2188796,0.11544034
Waynesboro,VA,US,0.25403202,0.111013316
Johnston,IA,US,0.21670811,0.14832452
Meadville,PA,US,0.26163164,0.084854215
Landover,MD,US,0.2672952,-0.021247113
HappyValley,OR,US,0.14325188,0.10890597
EastPeoria,IL,US,0.22894244,0.13422042
Hopewell,VA,US,0.26441514,0.066524476
FortWaltonBeach,FL,US,0.19079034,0.11723423
Christiansburg,VA,US,0.24135378,0.13954279
Anthem,AZ,US,0.1937737,0.051330455
TheCrossings,FL,US,0.17964108,0.10885734
Kihei,HI,US,0.15490034,0.21346767
Millbrae,CA,US,0.20405217,-0.027928421
FloridaRidge,FL,US,0.18110615,0.11894109
SilverFirs,WA,US,0.13731645,0.0766645
Dolton,IL,US,0.23795186,0.070643105
Brent,FL,US,0.198149,0.094387375
Northfield,MN,US,0.21298972,0.13536154
Sequim,WA,US,0.18515946,0.14877115
PrairieVillage,KS,US,0.22116959,0.18130228
Kuna,ID,US,0.20197621,0.11824431
Coralville,IA,US,0.22945428,0.13820218
FortMill,SC,US,0.24117635,0.0862316
RoseHill,VA,US,0.27321652,-0.022924224
Lutz,FL,US,0.16987877,0.070785336
Taylors,SC,US,0.22233279,0.120221816
RoanokeRapids,NC,US,0.2722772,0.08295577
VegaBaja,Vega Baja,PR,0.12051126,0.23464933
Raymore,MO,US,0.21886209,0.1910516
Ensley,FL,US,0.20144266,0.09869879
Fremont,OH,US,0.26137415,0.09682251
Mukwonago,WI,US,0.23232473,0.086074255
Watertown,SD,US,0.19404407,0.15738118
EastPatchogue,NY,US,0.21157028,0.0036225945
Pickerington,OH,US,0.27758208,0.11008636
Arvin,CA,US,0.19557239,0.030016534
Milford,DE,US,0.23571947,0.036645338
Naples,FL,US,0.1779772,0.137687
WestCarson,CA,US,0.22378471,-0.05127041
MapleHeights,OH,US,0.29567996,0.06859837
Lealman,FL,US,0.16753566,0.085440144
UnionHill-NoveltyHill,WA,US,0.13010433,0.17382227
Hayesville,OR,US,0.14048268,0.07918299
SiloamSprings,AR,US,0.17609416,0.24799144
Piqua,OH,US,0.27666906,0.115788914
FishHawk,FL,US,0.16441953,0.08817012
PortHueneme,CA,US,0.21156664,0.0314248
Secaucus,NJ,US,0.2685837,-0.12966269
JasmineEstates,FL,US,0.17336252,0.08003933
Bloomington,CA,US,0.16733187,-0.03993378
CampSprings,MD,US,0.2748482,-0.026760357
Lennox,CA,US,0.20428036,-0.068047844
Roselle,NJ,US,0.25530142,-0.10153639
Geneva,IL,US,0.23714738,0.10411712
SunnyIslesBeach,FL,US,0.18056723,0.07807257
RanchoSanDiego,CA,US,0.21018502,0.0155108115
Massapequa,NY,US,0.21010044,0.025423693
Shafter,CA,US,0.22287217,-0.05314731
Eastmont,WA,US,0.13731645,0.0766645
Katy,TX,US,0.12632656,0.20725954
Brownwood,TX,US,0.14086723,0.2698789
DelCity,OK,US,0.1749016,0.20955981
NorthBayShore,NY,US,0.21622255,-0.01757114
Silverdale,WA,US,0.14990768,0.09459397
Kapolei,HI,US,0.16875869,0.1994844
Allendale,MI,US,0.23613289,0.09105716
Darien,IL,US,0.24411169,0.07609411
Perrysburg,OH,US,0.2615657,0.0854079
LaPorte,IN,US,0.25065848,0.08556676
NewCastle,IN,US,0.2649677,0.12527874
Biddeford,ME,US,0.19878922,0.10428744
McNair,VA,US,0.26845413,0.002692578
VillaPark,IL,US,0.24411169,0.076094136
Fernley,NV,US,0.19121018,0.05923712
Elkridge,MD,US,0.26920685,-0.025431352
Mukilteo,WA,US,0.16064036,0.09764072
Atoka,TN,US,0.22217418,0.16685662
Prichard,AL,US,0.1743654,0.123747475
Hays,KS,US,0.1706959,0.19918768
Birmingham,MI,US,0.25166425,0.05397396
Easley,SC,US,0.22316498,0.10316646
