city,state,country,dim_1,dim_2
Jerome,IL,US,0.23532723,0.14221323
LockportHeights,LA,US,0.17041646,0.12358398
HomerCity,PA,US,0.27967644,0.07969457
Rosedale,MS,US,0.19712394,0.18525101
McCord,OK,US,0.2010261,0.20575355
WestMilton,PA,US,0.24270491,0.05822108
Eleanor,WV,US,0.2709606,0.13838053
Earlville,IL,US,0.23263317,0.112537175
Kalida,OH,US,0.25540724,0.10175559
HarborBeach,MI,US,0.23466873,0.09756557
Tecumseh,NE,US,0.19172867,0.18175203
Murfreesboro,AR,US,0.18588251,0.24663119
Sparkill,NY,US,0.21776362,-0.018420737
Paradis,LA,US,0.174342,0.12020087
Albion,NE,US,0.19556995,0.17499308
ClarkMills,NY,US,0.2252171,0.10444431
Rollingwood,TX,US,0.17532861,0.2503358
Kenly,NC,US,0.26436368,0.06481393
Prestbury,IL,US,0.23714738,0.10411712
TuolumneCity,CA,US,0.17258087,0.10814927
Bourbon,MO,US,0.22436492,0.21146248
DesArc,AR,US,0.21503367,0.19200802
Sardis,MS,US,0.20883735,0.17608494
Langhorne,PA,US,0.23966952,-0.050354008
Sturgeon,PA,US,0.28180647,0.07739153
Graysville,TN,US,0.2363847,0.14498825
Belhaven,NC,US,0.2369137,0.09523688
Eldorado,TX,US,0.15195672,0.27261937
Foscoe,NC,US,0.21597019,0.16745965
Hallsville,MO,US,0.21043926,0.19095165
Morenci,AZ,US,0.1830654,0.08371553
BannerHill,TN,US,0.23364522,0.15507266
LeilaniEstates,HI,US,0.16494183,0.19551846
Wayne,WV,US,0.2647203,0.1390317
RiverHills,WI,US,0.22709951,0.06975574
LookoutMountain,GA,US,0.23071125,0.12180337
Francis,UT,US,0.18924712,0.17310657
Hartley,IA,US,0.21205911,0.14175917
CentralGarage,VA,US,0.24911255,0.052520756
Owingsville,KY,US,0.2625221,0.17580271
Thorntown,IN,US,0.25696924,0.12944643
Adwolf,VA,US,0.2179663,0.15339175
Shasta,CA,US,0.17204495,0.059854254
Pirtleville,AZ,US,0.16922566,0.11271134
WarrenPark,IN,US,0.26799953,0.13764593
MountCarroll,IL,US,0.23951519,0.1203607
Wacousta,MI,US,0.23191056,0.08614503
Estancia,NM,US,0.17499262,0.1654629
SouthernView,IL,US,0.23532723,0.14221323
PeweeValley,KY,US,0.26574564,0.1528521
Blossom,TX,US,0.17391029,0.24007632
EastDubuque,IL,US,0.23048797,0.11898761
TonkaBay,MN,US,0.21826363,0.116071485
Descanso,CA,US,0.17055586,0.14575456
Genola,UT,US,0.1924088,0.1139902
WestLawn,PA,US,0.24743013,0.0013076353
Fairlea,WV,US,0.24460375,0.14738965
Sausal,NM,US,0.1989693,0.12014211
ChesterCenter,CT,US,0.21606684,0.03141479
RandomLake,WI,US,0.21322478,0.09338692
Chester,GA,US,0.21323107,0.07123296
Toast,NC,US,0.24042474,0.11669793
UnionCity,MI,US,0.23866698,0.09632662
Dunsmuir,CA,US,0.19521235,0.13330288
Ada,MN,US,0.21211033,0.13696323
Crescent,OK,US,0.18734616,0.21636698
LeChee,AZ,US,0.18454032,0.09439612
Baidland,PA,US,0.2852227,0.08044357
Wardsville,MO,US,0.21492669,0.23222193
Comanche,OK,US,0.15923604,0.2298347
FranklinFurnace,OH,US,0.27770796,0.15386093
OliveHill,KY,US,0.2720013,0.15700328
BellePlaine,KS,US,0.20053215,0.19337842
AmesLake,WA,US,0.13010433,0.17382227
NewPlymouth,ID,US,0.19353198,0.078302026
Ransomville,NY,US,0.23980129,0.065553896
OakGrove,LA,US,0.18948485,0.18246455
Vonore,TN,US,0.2317631,0.13334754
CarrierMills,IL,US,0.24556072,0.17036915
Reform,AL,US,0.19252813,0.17942832
Moroni,UT,US,0.17898494,0.15180825
McMillin,WA,US,0.12864956,0.15602903
Westville,OK,US,0.17039566,0.24481644
EastSpencer,NC,US,0.25743297,0.07440662
Schoolcraft,MI,US,0.23847279,0.10244908
Sarcoxie,MO,US,0.18510619,0.24366349
NewMiddletown,OH,US,0.27647206,0.07754722
Duque,Naguabo,PR,0.12229445,0.24894361
CedarGlenLakes,NJ,US,0.2262525,-0.014753097
Stanfield,NC,US,0.23700565,0.08831286
Shawsville,VA,US,0.24033502,0.14500189
Wagner,SD,US,0.1985557,0.1687395
Linden,CA,US,0.20986393,-0.055779427
Judson,SC,US,0.21983713,0.08696892
RehobothBeach,DE,US,0.22343186,0.06980258
Paxtang,PA,US,0.25089827,0.023238342
Miranda,Vega Baja,PR,0.12051126,0.23464933
EastBerlin,PA,US,0.25448552,0.034675617
Hines,OR,US,0.19181551,0.13042292
NorthPekin,IL,US,0.22894244,0.13422042
Nescopeck,PA,US,0.23068541,0.064474955
NewFairview,TX,US,0.16462125,0.25488228
Niagara,WI,US,0.22135258,0.13275902
Chatmoss,VA,US,0.25168806,0.11737328
Tipton,PA,US,0.26339006,0.07622779
SeasidePark,NJ,US,0.21359688,0.032834183
EastValley,NV,US,0.18402138,0.11338043
Newfield,NJ,US,0.24025384,-0.009223316
Hillsdale,MO,US,0.2614027,0.12791345
FortBelknapAgency,MT,US,0.18080187,0.17921863
Roseto,PA,US,0.23863971,0.018712644
Rosepine,LA,US,0.14566709,0.21768363
Dobson,NC,US,0.23894757,0.13544567
Fairforest,SC,US,0.22879164,0.08269181
CollingsLakes,NJ,US,0.23375049,0.0067901504
ChapelHill,TN,US,0.22156943,0.1578837
Logansport,LA,US,0.13262287,0.25225267
PleasantGrove,OH,US,0.2714548,0.11697361
Rheems,PA,US,0.24681078,0.021024903
KodiakStation,AK,US,0.18342988,0.18115836
Ramos,Luquillo,PR,0.12676677,0.25092232
FortCovingtonHamlet,NY,US,0.22955993,0.07548408
Harvey,MI,US,0.2166132,0.14130579
Sumas,WA,US,0.16779289,0.14058405
Gallitzin,PA,US,0.26619527,0.06507864
Englewood,TN,US,0.22959287,0.13164403
HassonHeights,PA,US,0.26421568,0.10138591
Owenton,KY,US,0.26165625,0.16836965
PatrickAFB,FL,US,0.18209684,0.11656893
Appalachia,VA,US,0.23042344,0.1481903
WalnutCove,NC,US,0.25654724,0.083583646
Coldwater,MS,US,0.21377341,0.17869188
Nederland,CO,US,0.18298434,0.2003
Brookston,IN,US,0.2518926,0.12494159
Passapatanzy,VA,US,0.25859666,0.05842287
Mason,TN,US,0.2179829,0.17250107
Sebree,KY,US,0.24876757,0.15607716
Smethport,PA,US,0.24669912,0.09503314
Chepachet,RI,US,0.20610413,0.04619727
Crownsville,MD,US,0.2620318,-0.009093044
FairGrove,MO,US,0.2061498,0.2359188
Zilwaukee,MI,US,0.24440499,0.08046397
Tariffville,CT,US,0.2234072,0.05960299
Hancock,MD,US,0.2604319,0.07180754
Contoocook,NH,US,0.21633694,0.09589159
WhitePigeon,MI,US,0.24221247,0.10347016
Mescal,AZ,US,0.16560969,0.10001779
Bangs,TX,US,0.14449458,0.2830895
Lusk,WY,US,0.17841905,0.19885996
Edgewood,TX,US,0.15720637,0.26057768
PortDickinson,NY,US,0.2168437,0.122672126
Rome,IL,US,0.23379265,0.13876064
Stratford,OK,US,0.17016499,0.23650657
Oronoco,MN,US,0.20173003,0.13588913
BigPine,CA,US,0.18115021,0.10831904
Kremmling,CO,US,0.19061938,0.1854605
Quinlan,TX,US,0.1633693,0.2521664
McConnellstown,PA,US,0.2668825,0.0824316
LakeCaroline,VA,US,0.257268,0.070016146
Watertown,TN,US,0.24189036,0.15053904
Kerens,TX,US,0.15287831,0.25248426
Salisbury,MO,US,0.21591312,0.18446542
Apollo,PA,US,0.28466973,0.082572885
FortLoramie,OH,US,0.2746047,0.10783596
FairmountHeights,MD,US,0.26980272,-0.04055453
LacduFlambeau,WI,US,0.21020278,0.13995275
Limestone,IL,US,0.23020215,0.10674791
Hawthorne,FL,US,0.1749317,0.08526217
OakHill,OH,US,0.27547666,0.14478952
Gordon,NE,US,0.16444641,0.20041008
EastBrooklyn,CT,US,0.20928954,0.050271828
Avoca,IA,US,0.21848461,0.15200958
SevenPoints,TX,US,0.15869144,0.247347
Bennington,NE,US,0.21723923,0.14796893
HomeGarden,CA,US,0.22845976,-0.05579297
PlumCreek,VA,US,0.24107577,0.15338
PowhatanPoint,OH,US,0.26818657,0.10015263
Shreve,OH,US,0.26860365,0.10368063
CoalRunVillage,KY,US,0.25276858,0.16236757
Rainelle,WV,US,0.23695888,0.14126621
Bainbridge,PA,US,0.25415364,0.006479275
Dewart,PA,US,0.23624673,0.07868197
Boyd,TX,US,0.1589392,0.25387612
Stacy,MN,US,0.2203865,0.11463989
Pepeekeo,HI,US,0.17844988,0.21045685
LagunaPark,TX,US,0.15902556,0.2639904
Mediapolis,IA,US,0.22498342,0.14695558
CrossRoads,TX,US,0.17629516,0.24561758
RockHill,NY,US,0.22514229,0.09119362
Meridian,TX,US,0.15606807,0.26990536
Dallesport,WA,US,0.16320917,0.0685036
Bells,TX,US,0.17100364,0.2430272
Sebastian,TX,US,0.14199749,0.26013052
Claycomo,MO,US,0.22799057,0.17416973
Redfield,AR,US,0.19864686,0.2008569
Miamitown,OH,US,0.274251,0.16635399
TwinLake,MI,US,0.229085,0.10414456
Chisholm,ME,US,0.20925634,0.11996328
WillowCreek,CA,US,0.18431613,0.13916457
NutterFort,WV,US,0.25845382,0.13158381
AtlanticBeach,NC,US,0.21480657,0.095589735
Hilldale,PA,US,0.21592629,0.07238634
Aurora,TX,US,0.1589392,0.25387612
Chualar,CA,US,0.20605913,0.061369877
SnowHill,NC,US,0.25047714,0.079132535
KingsMills,OH,US,0.27708355,0.12856469
BassLake,IN,US,0.2540565,0.0982809
HarborHills,OH,US,0.2729839,0.10627797
PilotRock,OR,US,0.17693104,0.16010368
Northlakes,NC,US,0.24894324,0.11261173
UniversityofPittsburghJohnstown,PA,US,0.26348716,0.07018194
RockCreek,AL,US,0.1939914,0.10865692
MarathonCity,WI,US,0.21209712,0.13213675
Collinsville,MS,US,0.18680085,0.17629199
GranvilleSouth,OH,US,0.27828336,0.09453392
Bannockburn,IL,US,0.2330474,0.08236359
Granger,TX,US,0.16266309,0.25568402
HighlandPark,PA,US,0.2547307,0.079490714
Mora,Isabela,PR,0.09848155,0.25432545
Herscher,IL,US,0.2264421,0.116140515
Monrovia,IN,US,0.2629247,0.14850579
Lincolnton,GA,US,0.23087585,0.13144691
Lucasville,OH,US,0.28178552,0.1524696
Buxton,NC,US,0.20083836,0.118414335
NewParis,IN,US,0.25006783,0.10585886
DeSoto,IL,US,0.24150862,0.15644507
Shoshone,ID,US,0.2011136,0.17205761
Charenton,LA,US,0.15730791,0.16141713
TerraAlta,WV,US,0.24864641,0.12200421
Waterman,IL,US,0.22770908,0.104354754
DepoeBay,OR,US,0.16262193,0.15511063
LaBarqueCreek,MO,US,0.2344037,0.18948554
Erie,IL,US,0.23450589,0.12176285
Winfield,MO,US,0.23204038,0.16565992
ColumbineValley,CO,US,0.17248867,0.12496915
GoldKeyLake,PA,US,0.22707613,0.0899209
Orfordville,WI,US,0.22840953,0.098636255
Ackley,IA,US,0.19993055,0.14710015
Russell,GA,US,0.2283627,0.1305966
EastHazelCrest,IL,US,0.23795186,0.070643105
Lukachukai,AZ,US,0.17674245,0.1373117
St.RegisPark,KY,US,0.2797568,0.14020388
ToaBaja,Toa Baja,PR,0.122006625,0.22519833
Rand,WV,US,0.24236879,0.14954945
Parks,AZ,US,0.18602113,0.12995976
RafaelCapó,Hatillo,PR,0.10896647,0.24897826
MountVernon,AL,US,0.17276378,0.12386121
Ferron,UT,US,0.18573812,0.15859307
Centerfield,UT,US,0.18812473,0.14466959
Booker,TX,US,0.17096685,0.21211188
Urbana,IA,US,0.21547462,0.1389988
RapidCity,MI,US,0.22818314,0.113620535
CopperCanyon,TX,US,0.16527992,0.24091788
Seadrift,TX,US,0.1310025,0.23596801
SylvanSprings,AL,US,0.2097134,0.11114235
Cacao,Quebradillas,PR,0.098481536,0.25432542
Edmonston,MD,US,0.26980272,-0.04055453
Avis,PA,US,0.2459376,0.09484188
MurphysEstates,SC,US,0.2147409,0.08681204
Baldwin,FL,US,0.16954035,0.06837325
Duncannon,PA,US,0.25710624,0.053380977
Cherokee,OK,US,0.19971496,0.19904551
Colma,CA,US,0.20405217,-0.027928421
McCrory,AR,US,0.21581648,0.18969364
PortBarrington,IL,US,0.22752829,0.09720255
AuSable,MI,US,0.22623181,0.10732862
Fulton,TX,US,0.13763574,0.24092983
SunValley,ID,US,0.18291223,0.17139922
Shepherd,MI,US,0.23332825,0.09350446
Baird,TX,US,0.1503174,0.27304882
PineKnot,KY,US,0.23221299,0.16988966
Bonner-WestRiverside,MT,US,0.1661487,0.18794425
Manito,IL,US,0.23207165,0.14294747
Lacoochee,FL,US,0.17995378,0.073536344
Oakwood,IL,US,0.24507101,0.13770702
Williamsville,IL,US,0.23318307,0.1454397
Johnsonville,SC,US,0.20271641,0.084314846
OakLeaf,TX,US,0.15718979,0.22864886
LaAlianza,Arecibo,PR,0.11635635,0.24210444
Babbitt,MN,US,0.21184234,0.14405298
Lynchburg,OH,US,0.27078813,0.13345097
GlenAlpine,NC,US,0.24318834,0.15480213
LoneStar,TX,US,0.15756072,0.24135341
Justice,OK,US,0.19491467,0.21047667
Cannelton,IN,US,0.26714304,0.14867882
Warsaw,IL,US,0.22977783,0.16157098
Paisley,FL,US,0.17268813,0.088028975
Bunkerville,NV,US,0.19919822,0.09446981
Airport,CA,US,0.20599848,-0.07686301
Brilliant,OH,US,0.27104,0.09119279
Bismarck,MO,US,0.21804026,0.1949623
PineValley,CA,US,0.17055586,0.14575456
Parkston,SD,US,0.20015584,0.16045737
Montrose,PA,US,0.21527323,0.11846436
Wheeler,TX,US,0.16809607,0.22766055
Home,WA,US,0.15156724,0.1105675
Webb,AL,US,0.18943545,0.08569784
Elizabeth,PA,US,0.28594777,0.0902398
BirchRun,MI,US,0.23432757,0.09312235
SandiaKnolls,NM,US,0.1742868,0.167692
Bartolo,Río Grande,PR,0.12676677,0.25092232
Pittsville,MD,US,0.23181036,0.07121878
Cordova,NC,US,0.23492542,0.08391012
Freedom,PA,US,0.2867014,0.08302071
Lebec,CA,US,0.18225226,0.07003809
Monona,IA,US,0.21526147,0.13133872
Interlachen,FL,US,0.17726356,0.08881212
RedingtonBeach,FL,US,0.17672524,0.09943698
BonAquaJunction,TN,US,0.22845614,0.18269983
Richmond,MN,US,0.21452557,0.13393508
VictoryGardens,NJ,US,0.23604962,0.015975391
Navesink,NJ,US,0.22043179,-0.03406472
Weldon,NC,US,0.2722772,0.08295577
Porcupine,SD,US,0.1735506,0.2014771
Paonia,CO,US,0.16379872,0.20167021
IndianShores,FL,US,0.17672524,0.09943698
Benson,UT,US,0.18392102,0.15368855
Colwich,KS,US,0.19949168,0.20218092
Omao,HI,US,0.16084698,0.20176974
RadiumSprings,NM,US,0.18153048,0.120731235
Plandome,NY,US,0.22416703,-0.05394459
MonumentHills,CA,US,0.20455632,0.0012351326
Catawissa,PA,US,0.23053932,0.0637734
LaPryor,TX,US,0.15356562,0.25117055
Montello,WI,US,0.23283207,0.10152497
Stamps,AR,US,0.17426711,0.23417784
CentralAguirre,Salinas,PR,0.13696231,0.22917132
Somerville,TX,US,0.14788838,0.22981034
NorthLewisburg,OH,US,0.27602464,0.121666774
BigBend,WI,US,0.22660068,0.079675704
JacksonCenter,OH,US,0.2686627,0.11844792
MarbleHill,MO,US,0.22701801,0.18121794
Burkesville,KY,US,0.24487248,0.1896301
MountPulaski,IL,US,0.2302025,0.13866954
Fosston,MN,US,0.20408121,0.14362776
LelandGrove,IL,US,0.23532723,0.14221323
Hartington,NE,US,0.20121053,0.16563922
NewHaven,WV,US,0.28450507,0.122547336
CumberlandHead,NY,US,0.21533215,0.1025847
Clermont,IN,US,0.26569065,0.142842
PineGroveMills,PA,US,0.2618875,0.07272732
Wilson,WY,US,0.1837686,0.21332964
Garrison,ND,US,0.2000813,0.14915332
Castleton-on-Hudson,NY,US,0.24091332,0.050586443
Versailles,PA,US,0.2924372,0.06483452
WagonWheel,AZ,US,0.18767175,0.1293237
Culver,IN,US,0.2551406,0.105846606
BlueRidge,GA,US,0.21548209,0.16262785
Harrisville,RI,US,0.20610413,0.04619727
Brodheadsville,PA,US,0.22674724,0.06238167
CenterHill,FL,US,0.1771062,0.07556523
LakewoodShores,IL,US,0.23157184,0.107463785
Dunnigan,CA,US,0.19905579,0.04624836
Slater,IA,US,0.21200438,0.14539109
FortRecovery,OH,US,0.27182367,0.114673756
Wauregan,CT,US,0.20827517,0.050787743
Sutton-Alpine,AK,US,0.16496108,0.15380794
HeadoftheHarbor,NY,US,0.21622255,-0.01757114
Burns,TN,US,0.22955954,0.17395008
SouthCoatesville,PA,US,0.2517876,0.0063837795
Newton,AL,US,0.19500437,0.07772627
Mineville,NY,US,0.21544099,0.09399546
EatonsNeck,NY,US,0.21144618,-0.00031530357
Shorewood-TowerHills-Harbert,MI,US,0.24740154,0.09470849
ChinaSpring,TX,US,0.1611226,0.259144
Whitmire,SC,US,0.23048359,0.14264247
Towanda,KS,US,0.2000493,0.19053558
LakeCatherine,IL,US,0.22657435,0.09475169
Blades,DE,US,0.2356315,0.050981894
Gower,MO,US,0.21812478,0.18576321
Crump,TN,US,0.21559152,0.20146134
ColmarManor,MD,US,0.26980272,-0.04055453
PinePrairie,LA,US,0.15952583,0.18559687
Benítez,Canóvanas,PR,0.12229445,0.24894361
Fivepointville,PA,US,0.25439328,0.01033534
RoamingShores,OH,US,0.2669161,0.09403039
BillingtonHeights,NY,US,0.23822671,0.08494424
BrysonCity,NC,US,0.22105749,0.19277573
Bangor,WI,US,0.21209094,0.12695846
Bremen,OH,US,0.27224687,0.11382064
MonarchMill,SC,US,0.22661783,0.12420835
Burton,OH,US,0.27020994,0.08933145
Navajo,NM,US,0.17679425,0.13925578
Guayabal,Juana Díaz,PR,0.14004081,0.21238221
Dixon,MO,US,0.22090527,0.23198599
Paul,ID,US,0.17629205,0.15345812
StonyPrairie,OH,US,0.26137415,0.09682251
Woodward,IA,US,0.2128753,0.15348819
VernonValley,NJ,US,0.2330516,0.058330216
Leoti,KS,US,0.16621527,0.22001593
Batesville,TX,US,0.15667991,0.24900912
ElOjo,Santa Isabel,PR,0.14066474,0.22161993
Ackerman,MS,US,0.1843747,0.19358149
RuralRetreat,VA,US,0.23144276,0.14833954
Westlake,FL,US,0.1661239,0.1106619
WestLiberty,WV,US,0.27104,0.09119279
Irwindale,CA,US,0.16896665,-0.009899851
Hudson,PA,US,0.21592629,0.07238634
Walford,IA,US,0.22208615,0.14108124
KoontzLake,IN,US,0.2528755,0.100459576
Friedens,PA,US,0.25704935,0.07041067
Harleigh,PA,US,0.2316509,0.056937642
Grapeland,TX,US,0.15743633,0.25817806
Buttonwillow,CA,US,0.20042731,-0.008796027
Ortonville,MI,US,0.22632417,0.079373434
Awendaw,SC,US,0.18555106,0.08246356
Woxall,PA,US,0.24283592,-0.0044548013
Raubsville,PA,US,0.24079543,-0.006561666
Edgar,WI,US,0.20945868,0.13184905
Woodbranch,TX,US,0.14311579,0.19283074
Dover,AR,US,0.18515342,0.25542295
NorthwestIthaca,NY,US,0.22155608,0.11229674
Hoback,WY,US,0.1837686,0.21332964
Keshena,WI,US,0.23075478,0.12242988
GrandIsle,LA,US,0.1632421,0.14704429
Rotan,TX,US,0.16086058,0.26097184
Laflin,PA,US,0.21592629,0.07238634
Dunnstown,PA,US,0.2459376,0.09484188
HuntingtonBay,NY,US,0.21144618,-0.00031530357
PinetopCountryClub,AZ,US,0.18158446,0.13877733
QueensGate,PA,US,0.25415364,0.006479275
StateCenter,IA,US,0.20342834,0.14711611
Ivanhoe,TX,US,0.1366079,0.22328047
QueenCity,TX,US,0.16757959,0.2369914
Virginia,IL,US,0.23278192,0.15338965
TerreHill,PA,US,0.25439328,0.01033534
St.Peter,WI,US,0.22433566,0.08573208
Roxana,IL,US,0.25785503,0.12146283
Sutton,NE,US,0.1810529,0.18296711
Chappaqua,NY,US,0.21293336,0.008449331
Corning,IA,US,0.20802727,0.1692761
Iota,LA,US,0.16215481,0.16366854
Darmstadt,IN,US,0.26167786,0.13435382
Noank,CT,US,0.21393047,0.03158239
Oakdale,PA,US,0.28180647,0.07739153
Tarkio,MO,US,0.20916513,0.1831616
WestConshohocken,PA,US,0.25862136,-0.057992242
FortBenton,MT,US,0.17356835,0.17832537
Capitan,NM,US,0.16807336,0.18721081
Forest,OH,US,0.26163,0.110624194
LasOllas,Santa Isabel,PR,0.14066474,0.22161993
Mancos,CO,US,0.1721219,0.16191645
CinnamonLake,OH,US,0.27335188,0.088491194
Cassville,WV,US,0.25526193,0.11885559
Fennville,MI,US,0.23879169,0.10586665
Tylertown,MS,US,0.16344325,0.16528201
Winlock,WA,US,0.14693639,0.13951561
PiedraGorda,Camuy,PR,0.10896649,0.24897824
WashingtonMills,NY,US,0.22629128,0.10469469
ThompsonFalls,MT,US,0.16883983,0.15674213
Chatham,VA,US,0.243507,0.120143324
Midpines,CA,US,0.18382895,0.10361487
CastleHill,CA,US,0.2084337,-0.041285653
MountainVillage,CO,US,0.16921842,0.17060238
TaosPueblo,NM,US,0.17074601,0.1845469
Sundown,TX,US,0.15803172,0.22431222
ChevyChaseHeights,PA,US,0.27967644,0.07969457
Cadott,WI,US,0.21860768,0.1256315
LanghorneManor,PA,US,0.23966952,-0.050354008
WestBaraboo,WI,US,0.23939466,0.110499404
Westport,IN,US,0.2529109,0.15732819
Presquille,LA,US,0.17041646,0.12358398
Greenville,VA,US,0.24814813,0.11406014
Greenwich,OH,US,0.2676879,0.09772886
Stanton,MI,US,0.23515628,0.09499923
Benld,IL,US,0.24391127,0.13127777
Eldridge,CA,US,0.21585597,0.023177031
Manning,IA,US,0.20479292,0.15594512
NewBeaver,PA,US,0.28248844,0.0888183
Darrington,WA,US,0.19315405,0.18438892
Stapleton,AL,US,0.18420787,0.1312058
Linntown,PA,US,0.25378752,0.07335382
Celina,TN,US,0.2421061,0.18253992
Walls,MS,US,0.22158638,0.17438136
Pemberville,OH,US,0.25733978,0.09494041
Arma,KS,US,0.20108429,0.21438138
Morris,OK,US,0.17943327,0.23260255
Moody,TX,US,0.16300601,0.25747925
Rustburg,VA,US,0.24885958,0.12827739
SanAntonio,Quebradillas,PR,0.098481536,0.25432542
Logan,IA,US,0.22323544,0.1453692
RedLakeFalls,MN,US,0.2163511,0.13347822
Bonduel,WI,US,0.22909236,0.12049552
PineMountain,GA,US,0.21551748,0.1238366
BiltmoreForest,NC,US,0.2462195,0.16458169
RockawayBeach,OR,US,0.16705729,0.15868294
AristocratRanchettes,CO,US,0.18204989,0.14863136
Olmito,TX,US,0.13585393,0.26483572
Chesapeake,WV,US,0.24236879,0.14954945
Clintondale,NY,US,0.22501844,0.045220133
Felton,DE,US,0.23817097,0.03444025
Verona,KY,US,0.27377534,0.16363393
Hico,TX,US,0.14808714,0.26620585
SanRafael,NM,US,0.17965001,0.14095658
PilotMountain,NC,US,0.23965876,0.117208555
MountGay-Shamrock,WV,US,0.24138789,0.15845615
Montezuma,IA,US,0.21225882,0.1440775
SweetSprings,MO,US,0.20025775,0.19736123
BigSandy,TX,US,0.15690045,0.25007397
Raleigh,MS,US,0.17153715,0.18619353
Coloma,MI,US,0.23852436,0.10629255
Earlham,IA,US,0.20661688,0.16626455
Dillsboro,IN,US,0.26496187,0.16471347
HillCity,KS,US,0.16737263,0.19924995
LakeBrownwood,TX,US,0.14449458,0.2830895
Guthrie,KY,US,0.24005795,0.15618
Janesville,CA,US,0.18334782,0.14179406
Atglen,PA,US,0.25258094,0.011910165
MillersCreek,NC,US,0.23584078,0.1528351
Claremont,NC,US,0.2429538,0.093345
SouthWoodstock,CT,US,0.20536773,0.051714525
SandLake,MI,US,0.22555505,0.109300815
Lomas,Canóvanas,PR,0.13150647,0.2297394
Worthington,IN,US,0.25832108,0.15341394
Cornell,WI,US,0.21536446,0.12618996
GladeSpring,VA,US,0.23000811,0.15835568
Bagley,MN,US,0.2023128,0.14888173
Benavides,TX,US,0.15342689,0.25275156
Millbrook,NY,US,0.21897078,0.06679518
Centreville,MI,US,0.2375132,0.10539116
SilverLake,KS,US,0.20503525,0.20815413
Eureka,MT,US,0.18833335,0.1774227
DunesCity,OR,US,0.15542352,0.15974814
Hubbard,TX,US,0.15515746,0.24998198
HarwichCenter,MA,US,0.21893597,0.10267564
GreatRiver,NY,US,0.21622255,-0.01757114
Shortsville,NY,US,0.23375367,0.09865385
BayCity,OR,US,0.1566488,0.18374611
BrynAthyn,PA,US,0.23966952,-0.050354008
Serenada,TX,US,0.17434189,0.2564737
Menard,TX,US,0.15160495,0.2799661
St.Elmo,IL,US,0.2529727,0.13582188
Greenland,AR,US,0.17916843,0.2336846
FallBranch,TN,US,0.23072632,0.13978566
BrookfieldCenter,OH,US,0.27504483,0.08703266
Kingsley,IA,US,0.21527483,0.14212774
CrystalLakes,OH,US,0.27887145,0.12543571
ShenandoahHeights,PA,US,0.23200783,0.04873954
Markesan,WI,US,0.22566003,0.09762937
Pelzer,SC,US,0.21994594,0.10933374
TwinGrove,IL,US,0.23875989,0.13138098
Dawson,MN,US,0.2069226,0.16147885
Philo,IL,US,0.23897025,0.13342662
NewCalifornia,OH,US,0.28352886,0.10527483
LakeWaccamaw,NC,US,0.2208528,0.08581199
Avondale,PA,US,0.25935745,-0.00562266
NorthDeLand,FL,US,0.16656424,0.07871067
Vanceburg,KY,US,0.2783293,0.14856613
Madison,MN,US,0.20429145,0.15987954
Brooklyn,IA,US,0.21084131,0.14316164
WhitleyCity,KY,US,0.23733662,0.18247731
FallingWaters,WV,US,0.25490564,0.043990422
Wetherington,OH,US,0.27409905,0.13860965
Avon,PA,US,0.24442348,0.03045791
NewWindsor,MD,US,0.24590644,0.03251475
AetnaEstates,CO,US,0.184292,0.18158458
Gridley,IL,US,0.23300928,0.1266355
Montague,CA,US,0.18962097,0.06686916
IndianHills,CO,US,0.15849444,0.16339307
SouthCarthage,TN,US,0.24085316,0.1611016
TracyCity,TN,US,0.21823855,0.14928478
SacketsHarbor,NY,US,0.20987281,0.09505282
Mendon,UT,US,0.18392102,0.15368855
LunaPier,MI,US,0.25099668,0.07423623
LakeLorelei,OH,US,0.27254173,0.13415138
Edison,GA,US,0.20147164,0.08031469
MountainMesa,CA,US,0.18893498,0.06286821
LocustGrove,OK,US,0.17916341,0.24207565
Pomeroy,WA,US,0.18655112,0.15677154
Brocton,NY,US,0.2540714,0.09482141
Bruceton,TN,US,0.2202323,0.20535408
Wellman,IA,US,0.22532283,0.14949296
Irwin,SC,US,0.22746539,0.10977815
ClarksGreen,PA,US,0.21380514,0.10573295
Olivet,NJ,US,0.24381588,-0.01796859
DonovanEstates,AZ,US,0.20214011,0.09695521
Salina,OK,US,0.17916341,0.24207565
Kilmarnock,VA,US,0.22847278,0.06725994
Palmarejo,Lajas,PR,0.14559124,0.19750035
FivePoints,FL,US,0.17543569,0.07512954
Surrey,ND,US,0.18678327,0.14532696
NewCastleNorthwest,PA,US,0.27947176,0.08857748
Apache,OK,US,0.1655058,0.22441418
Flomaton,AL,US,0.19468176,0.1021188
YorktownHeights,NY,US,0.21293336,0.008449331
Gasport,NY,US,0.23357016,0.06601397
WestMarion,NC,US,0.2422177,0.14587218
Frazee,MN,US,0.20285876,0.14470139
Russellton,PA,US,0.28782234,0.072962716
Woodway,WA,US,0.16178712,0.06954702
Rice,MN,US,0.21250978,0.12755856
Parsons,WV,US,0.23960763,0.1352804
WolfCreek,UT,US,0.18339704,0.18648174
NewPekin,IN,US,0.2622838,0.16901436
Williams,OR,US,0.18618768,0.11603593
Lakeshire,MO,US,0.25525004,0.15000612
Lenox,IA,US,0.20544103,0.17672952
NewSarpy,LA,US,0.17373069,0.1141183
Mishicot,WI,US,0.22400606,0.09718616
