city,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
NorthChicago,0.0012676223,-0.015030193,-0.0048962287,0.08505414,0.023258986,-0.063726045,-0.062108956,-0.020653103,-0.090129614,-0.0058489027
Duluth,-0.026846211,0.016711313,-0.017434647,0.053926066,-0.0398189,-0.023291009,-0.007458762,-0.009258745,-0.0020016811,-0.02499008
Winona,0.028115345,-0.031240486,-0.0064941198,0.008689176,0.02381285,-0.0015151004,-0.022579882,0.010920651,0.0022279879,0.011567529
O'Fallon,0.021516785,0.024137456,-0.0053481986,0.00655631,0.052601844,-0.00079722673,-0.0054131844,0.037973084,-0.01997239,0.025555171
DrexelHeights,-0.005241664,-0.017894384,-0.03171228,-0.0067405105,0.03456176,-0.055306565,0.032234427,-0.0036651688,0.063909404,-0.034882393
Ukiah,-0.00074097305,0.010198361,0.01919186,-0.023980508,-0.015603892,-0.021569194,-0.026070112,0.022113366,0.013461356,-0.021321509
Atwater,0.008218716,0.03394429,0.009593148,-0.03491985,0.0069666114,-0.037769217,-0.0010125558,0.019053923,0.058589716,-0.030947242
GoldenGate,-0.03082858,0.014550229,-0.01241584,-0.000394769,-0.044883806,-0.031940237,-0.0032801006,0.0012388222,-0.018090194,0.0045002503
Sanford,-0.004547605,0.01782924,0.025823997,-0.052468136,-0.020814395,-0.001856049,0.0045870803,-0.03596577,0.0038328946,-0.009641981
Westfield,0.043459505,0.03178709,0.0273255,-0.044008467,0.010648436,0.063712895,0.10241876,-0.15129893,-0.003643403,-0.014520656
Hermiston,0.032297064,0.010473363,0.00043667475,-0.05583059,-0.050610937,0.016148327,-0.0062751765,0.045329977,0.008065167,-0.041222453
Central,-0.023593454,-0.0049874512,-0.012518656,-0.011887654,-0.008082911,0.003961616,0.0066130823,0.011498209,-0.008677994,0.017558457
EastLake-OrientPark,-0.015760979,0.020626066,-0.04177918,-0.008432681,-0.07220105,-0.04136106,0.02732172,-0.002690952,-0.023950098,-0.016715927
ChicagoHeights,0.10337068,-0.030753424,-0.013501287,0.07687639,0.03102565,-0.057909776,0.035417184,0.04004838,-0.043615956,0.074991494
EastPaloAlto,0.035951484,0.15790641,-0.034714136,-0.09159879,0.07929637,-0.053528838,-0.091931425,0.05748412,0.15140232,-0.049384028
Newberg,0.096746996,0.037143588,-0.058162328,-0.08629777,-0.093389995,0.03715444,-0.0033226484,0.03881259,0.017261978,-0.060004137
Lewes,-0.020879662,-3.5931356e-05,-0.037893083,0.01007697,-0.00827904,0.026301933,-0.0028060675,-0.025307218,0.01444234,-0.02198987
NorthAttleborough,0.011060271,0.02705939,-0.011340963,-0.04362738,-0.03175169,0.018068003,0.02693388,-0.09064036,0.0063449666,-0.0012901006
Laplace,-0.02296017,-0.00050409127,-0.01905882,0.0035106952,-0.007407162,-0.003924204,0.0104314275,0.011151641,-0.0070998473,0.04127742
SeaTac,0.072300814,-0.010545172,0.0028900045,-0.04711844,-0.12662548,-0.042043574,-0.025590647,0.049673807,-0.029443428,-0.035283662
Raytown,0.030637052,0.016967088,-0.004417238,-0.03018791,0.03449575,0.0073603136,0.0077460855,0.03892892,-0.008465568,0.02379577
Paragould,0.00064079824,0.0005124862,-0.008229451,0.010187924,0.009815064,0.0037846868,-0.009401071,0.022802629,-0.0028661743,0.032815546
Southgate,0.054584026,-0.027848713,0.0020773192,0.106497,0.02389653,-0.01949228,0.054260746,-0.024184775,-0.048275787,-0.0052602952
FernandinaBeach,-0.022527415,-0.0007811773,-0.00056248513,0.0017057881,-0.0327247,-0.007200101,0.014159577,0.0011297198,-0.012102409,0.0062676817
BigSpring,-0.026686653,0.00971039,0.0012709751,-0.028621651,0.006111787,0.016945144,0.00226914,0.005603056,-0.024791695,0.015154692
BellaVista,-0.004732838,-0.0079264585,0.0060798037,-0.020198103,0.010501632,0.0117171435,0.016586388,0.017462023,0.004891356,0.019858962
Casselberry,-0.0063490905,0.032228585,-0.01823438,0.009290196,-0.06684786,-0.06092982,0.04766995,-0.011146762,-0.015455581,-0.021123542
Plattsburgh,-0.027254103,-0.0047919853,0.030534936,-0.03092188,-0.0041853185,0.009456411,0.0046507968,-0.0286505,-0.014415464,-0.022453759
Wasco,0.01099869,0.045417823,0.007474256,-0.058175504,0.01727961,-0.040152222,0.001211202,0.020212632,0.042136095,-0.033255216
SouthLaurel,-0.00908218,0.035673495,-0.11377594,0.029464234,-0.017339472,0.0385292,-0.058615677,-0.07200756,-0.014092233,-0.06469528
FlemingIsland,-0.026142355,0.0060628015,-0.0075843437,0.0040499805,-0.023796778,-0.018696953,-0.004611969,0.013125429,-0.0067573646,0.0044207284
BelleGlade,-0.033923894,-0.0038949228,0.0093198875,-0.009716879,-0.034444477,-0.01978882,-0.011197276,0.0023394972,-0.028881196,0.013020739
LakeintheHills,0.03992208,-0.028961169,0.001191526,0.06449331,0.044172496,-0.04215091,-0.044737577,0.013257791,-0.046667885,0.011345018
Agawam,0.026696792,0.043370377,0.010617016,-0.053599894,-0.018908055,0.016347347,0.05755733,-0.10689969,0.018024957,-0.0027461203
Shirley,-0.0014859556,0.05290057,-0.070178285,-0.0094928015,-0.03931628,0.002586865,-0.027382724,-0.08226684,0.014075428,0.0460577
Austintown,-0.021913825,-0.0065249144,0.0137631595,0.0416191,0.023125513,-0.006229871,0.009720379,-0.011128663,-0.021350047,-0.048153535
NewIberia,-0.028674882,-0.0070242668,-0.016222006,-0.018203782,0.0015283643,0.0053316667,0.0038364828,0.011778005,-0.01254642,0.03685923
Zionsville,0.008382362,-0.008760427,0.017124157,0.042175673,0.027705204,-0.012686815,0.0007271653,0.007990956,-0.028578779,0.0073556644
ShortPump,-0.007153204,0.016539434,-0.05967066,0.034764614,4.2079017e-05,0.028284883,-0.012348632,-0.041902862,0.005269691,-0.04294729
Burbank,0.12825313,-0.047987316,-0.0102012325,0.10598452,0.061980184,-0.080823064,-0.012405984,0.04397621,-0.06535942,0.07958147
PerryHall,-0.001665285,0.045543984,-0.07950855,0.008251207,-0.020291235,0.031461276,-0.036475945,-0.07999316,-0.012878055,-0.039874263
Benicia,0.012285934,0.09894115,0.0035965436,-0.07339765,0.05855035,-0.04640949,-0.039596222,0.03711051,0.14838755,-0.024188153
OakleafPlantation,-0.011807397,0.01093896,-0.007274441,0.011453295,-0.04148269,-0.018480448,0.011950316,0.00699587,0.0031660537,-0.004758739
Monterey,0.00471506,0.064452924,0.0018461882,-0.04247219,0.028504452,-0.04701865,-0.035760775,0.03828159,0.074017696,-0.028959349
Converse,-0.020267598,0.015468971,-0.008164691,-0.046137918,0.029071096,0.005041504,0.026777321,0.0121367145,-0.03639955,0.03701012
GraniteCity,0.032146808,0.03416044,-0.004169728,0.026729062,0.068497606,-0.0058555226,-0.015238825,0.042160947,-0.017989269,0.033587843
Yukon,-0.006271984,-0.009325907,0.016280267,-0.023476733,0.015063184,0.018109929,0.009272643,0.013563949,-0.0030047053,0.0318487
Sonora,-0.01091787,0.011700485,0.017854344,-0.01560151,-0.008881976,-0.015839577,-0.022007963,0.00716598,0.018623522,-0.019085584
Mehlville,0.0695261,0.016357785,-0.00998562,0.03226735,0.06124076,-0.023291497,-0.017819472,0.06762853,-0.022531701,0.062312663
WisconsinRapids,0.027006129,-0.03501072,-0.008342023,0.014469552,0.029001324,-0.0062602684,-0.038196508,0.0075320005,-0.008413186,0.0023697645
Hutto,-0.02186645,0.009192158,-0.0041361004,-0.029368473,0.017210333,0.0070904493,0.020594846,0.008003282,-0.031317305,0.037275128
Bixby,-0.003548454,0.0029235508,-0.00091885746,-0.040331077,0.021909079,0.018943287,0.0322288,0.018827759,0.008320385,0.019637287
DrexelHill,0.043775056,0.02412658,-0.004586601,0.0017463266,0.010679854,0.067607656,0.075491816,-0.11277979,0.026568258,-0.029699372
Sunbury,0.006631679,0.0034580592,0.022792786,0.00013002194,0.005664876,0.018951228,0.040981542,-0.056574903,-0.0020125664,-0.028283935
SummerlinSouth,-0.006418044,-0.013592366,0.025967756,-0.019673131,-0.0023711463,-0.014758534,0.020622974,0.016148364,0.007033645,-0.0012235336
NewSmyrnaBeach,-0.029500542,0.0022468944,-0.0012046576,-0.0072547486,-0.0281286,-0.022576302,-0.0017981246,0.0074583963,-0.019979944,0.009713916
Tualatin,0.14067924,0.03785757,-0.054348625,-0.0948319,-0.14249498,0.0023508808,-0.00023067277,0.04245611,0.01201226,-0.053835433
ForestHills,0.0088537745,-0.0078753885,0.009315761,0.035940852,0.023236094,-0.012625093,-0.007640997,-0.01374969,-0.024012797,-0.009609823
Fridley,0.10393255,-0.10312551,-0.08636887,-0.020526998,0.07668287,0.05969386,-0.04355614,0.028182097,0.033525385,0.050715182
EastChicago,0.07839249,-0.008122025,-0.01248986,0.09584382,0.039751783,-0.076715186,0.019898174,0.022809844,-0.055823017,0.054134566
Kirkwood,0.06952611,0.016357716,-0.009985633,0.032267343,0.061240707,-0.023291498,-0.017819485,0.06762852,-0.022531627,0.062312692
Ruston,-0.014442068,-0.007202052,-0.016456299,-0.014837876,0.0018495336,0.018601367,0.014504716,0.012683258,0.0021354484,0.03275009
Jeffersontown,0.00583157,0.03522448,-0.030377112,0.06273702,0.026180731,-0.008495692,0.004735556,0.03449359,-0.010177025,0.014003851
GlenEllyn,0.08920945,-0.046839055,-0.0133681875,0.08424422,0.059216607,-0.06707888,-0.034722004,0.040255025,-0.06337712,0.045170847
IslaVista,-0.018437231,0.0323425,0.0078055006,-0.016177043,-0.008491879,-0.04780885,0.0065623084,0.0082365945,0.035529543,-0.0057672327
CañonCity,-0.009490682,-0.014508143,0.0076240986,-0.022167606,-0.007702637,0.017811636,0.007424227,0.0065086335,0.0045020534,-0.016666139
Ashtabula,-0.024472894,0.00059039873,0.023537226,0.018839752,0.007358447,-0.01375478,0.00709928,-0.019232113,-0.016985647,-0.037475344
TemescalValley,0.004081992,-0.0393628,-0.03788269,0.0093702385,0.040251404,-0.06224752,0.072776645,0.011659991,0.08420753,0.024794998
Bridgewater,0.009844709,0.03622425,-0.027440889,-0.021954335,-0.017920798,0.011755881,0.017266756,-0.08350753,0.0069066333,0.015424337
MintHill,-0.0123532945,0.013817926,-0.042385027,0.011360155,-0.0056550917,-0.005429374,-0.012882021,0.0057051163,0.01210865,-0.01298282
MililaniTown,-0.015842952,-0.0029409535,0.018035041,-0.026265658,-0.03315838,-0.0148836775,-0.005113175,0.009704805,0.010245166,-0.007991889
Statesville,-0.009846453,0.009802521,-0.016175466,0.004799042,-0.0011023873,0.010515461,0.011296991,-0.012317787,0.009210221,-0.026706083
Gloversville,-0.0076127173,0.0065085804,0.04974633,-0.04079616,-0.003140003,0.001186929,0.036132757,-0.047147416,0.0018560678,-0.030200846
DeerPark,0.031501845,0.092681654,-0.07556697,-0.036517955,-0.038717948,-0.0022119954,-0.0091080945,-0.15274341,0.015362938,0.07330982
GarfieldHeights,-0.0071064727,-0.0035521842,0.0068230573,0.08580339,0.041516192,-0.026398411,0.008429671,-0.012447033,-0.05722919,-0.059367537
ImperialBeach,0.021628743,0.042430945,-0.096089266,-0.10591951,0.08170372,-0.06884297,-0.028890021,0.046057798,0.105341375,-0.050345194
Seneca,-0.012359169,0.004151638,0.001081686,0.013472441,0.003981597,0.002670706,0.00037807692,0.001904365,0.021234604,-0.01900788
BayonetPoint,-0.027954027,0.00579435,-0.0026693332,-0.004517573,-0.039482158,-0.028849453,0.009517042,0.0061202296,-0.020699332,-0.00534444
Millville,-0.002785787,0.004100336,-0.07169704,0.020313606,0.0027162214,0.058293957,0.010032334,-0.044963915,0.03180522,-0.038785394
Monroeville,-0.012344045,0.019599738,-0.012662705,0.089437865,0.026549319,-0.011398197,0.041106474,-0.03248214,-0.014341436,-0.046944644
St.Helens,0.047661662,0.02185178,-0.028245913,-0.049662884,-0.06472937,0.0062967595,-0.0070780893,0.05020538,0.021414982,-0.06289278
Bergenfield,0.034462627,0.06733003,0.07898783,-0.110926405,-0.026785467,-0.020492291,0.027589388,-0.18071765,-0.05125507,0.023218216
LaderaRanch,0.005732825,-0.039044358,-0.060348608,-0.0176786,0.057130888,-0.07431745,0.026583534,0.025951648,0.12810293,0.02006766
HornLake,0.005223763,0.010434558,-0.032700133,0.002221543,0.005201538,0.00860765,0.029335238,0.03957542,-0.0029668345,0.061374277
PriorLake,0.06256262,-0.07433161,-0.023242662,-0.026477814,0.03335491,0.041436225,-0.02957205,0.025456784,0.021274453,0.01768004
MapleValley,0.021733623,-0.0145155005,0.023196252,-0.031253226,-0.06486565,-0.0149777075,-0.025003143,0.02834552,-0.020235268,-0.014743682
OakForest,0.08201372,-0.03849591,-0.0074957,0.056349404,0.032078136,-0.053251173,0.0017312737,0.044574868,-0.037204217,0.06271111
GlenCove,0.05537227,0.11592585,-0.08506507,-0.04107418,-0.044223826,-0.021796273,-0.0019423804,-0.186339,0.016812818,0.09703044
Indiana,-0.021545637,0.009480642,-0.005162224,0.031188559,0.014494542,0.0006305649,0.020811247,-0.020543652,0.00093632156,-0.041373774
Shoreview,0.10393255,-0.10312551,-0.08636887,-0.020526998,0.07668287,0.05969386,-0.04355614,0.028182097,0.033525385,0.050715182
Windsor,0.0011775636,0.052457806,0.013889006,-0.036661882,0.018477522,-0.032309867,-0.02357483,0.015109311,0.044071328,-0.013010027
DodgeCity,-0.0130864205,-0.0071007684,0.016461736,-0.008403658,0.0023567874,0.0052868,-0.004420378,0.009466844,0.0012689596,0.015321197
Colleyville,-0.009773066,0.0069549247,-0.019642562,-0.08783894,0.047915846,0.02165165,0.045105297,0.038913995,-0.050549507,0.05081926
Wilmette,0.08811837,-0.041778486,-0.026188836,0.11738431,0.0556245,-0.096447736,-0.04792371,0.0218169,-0.09909551,0.039115462
Plum,-0.026717072,0.022501066,-0.0016077557,0.054187875,0.018632928,-0.01143622,0.019804938,-0.036694247,-0.016414212,-0.060648777
McHenry,0.030206857,-0.03027129,-1.9740313e-05,0.071803845,0.041924212,-0.050335474,-0.052928176,0.0031779942,-0.058400616,-0.0005557722
Waterville,0.0040006796,0.016566554,0.0073638484,-0.029277723,-0.016375726,0.009634051,0.004679439,-0.024526015,0.0077658817,-0.01500823
Norfolk,0.02015686,-0.045557264,0.020937275,0.008752859,0.012014548,0.019393688,0.010872012,0.015712177,0.0317057,0.032357916
ShakerHeights,-0.0071064727,-0.0035521842,0.0068230573,0.08580339,0.041516192,-0.026398411,0.008429671,-0.012447033,-0.05722919,-0.059367537
CitrusPark,-0.012055282,0.02119797,-0.0324039,0.008245307,-0.07887886,-0.041259628,0.028538877,-0.011380144,-0.015901562,-0.027683277
Reisterstown,-8.374639e-05,0.026425332,-0.012754623,-0.011058846,-0.0008885745,0.04017123,-0.0058029485,-0.091068044,-0.009387113,-0.059084147
Erie,0.027069293,-0.031758722,-0.011861535,-0.04342324,0.04572408,0.018175926,-0.029287087,0.04199137,-0.011848624,-0.020746028
Brownsburg,0.015412827,-0.0049687093,0.01404748,0.05356556,0.029692043,-0.020099832,-0.0033565338,0.016133718,-0.03323938,0.009311675
Chaska,0.05004932,-0.06123306,-0.0052860216,-0.0073203733,0.034714766,0.020995952,-0.038614996,0.02259042,0.010541607,0.00926772
Ilchester,-0.004052147,0.027092084,-0.059193768,0.012011534,-0.0059198355,0.044462524,-0.027020637,-0.089704864,-0.02001875,-0.07116786
MarylandHeights,0.046152912,0.027993966,-0.0013501932,0.045810275,0.071589164,-0.023079414,-0.02103204,0.05684417,-0.019287705,0.044621523
Magna,0.0027689636,-0.012729959,-0.025922086,-0.06610567,-0.0040211547,0.01946661,-0.032578222,0.03147089,0.038966514,-0.025092773
Xenia,-0.0017867736,0.011611831,-0.004119346,0.04643519,0.016358446,-0.0072622057,-0.006087677,0.014821395,-0.009050691,-0.0052339695
AllenPark,0.054584026,-0.027848713,0.0020773192,0.106497,0.02389653,-0.01949228,0.054260746,-0.024184775,-0.048275787,-0.0052602952
MasonCity,0.04456526,-0.034835782,-0.0017667505,0.0146926325,0.030962208,0.012500852,-0.016214605,0.01948587,0.013254169,0.032551926
Hanahan,-0.022318887,-0.0033609262,-0.012872122,0.0060359323,-0.02066582,-0.006095285,0.004802366,0.009098931,-0.006559057,-0.0036531969
Kinston,-0.016680375,0.004545324,-0.023180937,0.016474484,-0.0048693973,0.0012772969,0.0041264403,0.0036296598,0.008333288,-0.01731067
Searcy,-0.0016978217,-0.0060690455,-0.009155986,0.0036619157,0.0072449846,0.004464052,-0.0056708474,0.015257975,0.004190211,0.03430121
NewLondon,-0.0044122683,0.035571113,-0.02058873,-0.02368676,-0.022335326,0.012343431,0.0034516826,-0.06516289,0.012819346,0.025031583
WestIslip,0.020580465,0.07817426,-0.07992176,-0.029069893,-0.03915028,0.00518305,-0.014392597,-0.12747483,0.020478705,0.06156937
WestChicago,0.074128285,-0.037964057,-0.0076008015,0.07993132,0.056287132,-0.054567132,-0.031846907,0.03306885,-0.048129898,0.035353623
LemonGrove,0.011787634,-0.031084014,-0.02356881,-0.007759014,0.0199342,-0.08715573,0.053030618,0.014385253,0.068937615,0.011731882
McDonough,-0.009119252,0.020888733,-0.026840566,0.031616796,-0.017358957,-0.0067683314,0.010803039,0.018046206,0.036077954,0.023319982
WestLinn,0.09588649,0.038121574,-0.009481626,-0.083511434,-0.1263479,-0.016655758,-0.025789581,0.048363604,-0.010303891,-0.043824174
Cortland,-0.012346131,-0.0030202947,0.024326723,-0.015966916,-0.004864827,0.0042164144,0.019268524,-0.022561163,-0.0029692187,-0.02587387
Lemoore,0.013991386,0.064309195,0.015391209,-0.04920714,0.019991681,-0.04107226,-0.0056389826,0.03194657,0.05646322,-0.03223456
Alvin,-0.016442556,0.011077591,-0.02283252,-0.06644505,0.032748092,0.026388671,0.01740848,0.024733888,-0.039250273,0.042255767
Marshalltown,0.050583143,-0.029790133,-0.003743616,0.01999503,0.04257359,0.015785733,-0.0021417348,0.021286827,0.017793681,0.04125061
WestWhittier-LosNietos,0.045016497,-0.052551445,-0.086969584,-0.025902295,0.049508743,-0.09600606,0.044943854,0.030821668,0.13584091,-0.00060773257
LeisureCity,-0.041098733,0.006861232,-0.019739635,-0.0050198883,-0.0345226,-0.03662133,-0.031183213,0.005875995,-0.031408746,-0.0015771262
TempleTerrace,-0.015760979,0.020626066,-0.04177918,-0.008432681,-0.07220105,-0.04136106,0.02732172,-0.002690952,-0.023950098,-0.016715927
Lafayette,0.013574292,0.114503846,0.0019485737,-0.064833924,0.06923164,-0.066992916,-0.05750747,0.042986784,0.17430982,-0.03272783
Norco,0.0029326787,-0.063623376,-0.058034685,0.024529409,0.061124466,-0.10352052,0.08906859,0.017421454,0.09577186,0.0390346
Immokalee,-0.037293058,-0.0014323842,0.0017937139,-0.0107477335,-0.032952067,-0.02592507,-0.01910672,0.0042990763,-0.03025088,0.013687142
VernonHills,0.048528895,-0.040512815,-0.00818091,0.10111434,0.049799547,-0.075441,-0.060901184,0.007867619,-0.08397825,0.0063761873
Pearl,-0.021471439,-0.0045640366,-0.020364173,-0.028584007,0.008087663,0.01894194,0.0083371615,0.017822698,-0.0006196535,0.025621675
Marquette,-0.022788495,-0.012187715,0.0206968,-0.0027422013,-0.0035782899,-0.004792057,-0.035873096,-0.012667179,-0.02474534,-0.020426787
Sedalia,0.0088786315,-0.008641505,0.00855432,-0.0148138935,0.013575541,0.008432099,0.0025769908,0.021515664,0.005473719,0.010320758
Bessemer,-0.009827784,0.0161618,-0.028455796,0.03282994,-0.017312985,-0.0034403435,0.010777578,0.017428685,0.022108572,0.04391904
Chanhassen,0.05004932,-0.06123306,-0.0052860216,-0.0073203733,0.034714766,0.020995952,-0.038614996,0.02259042,0.010541607,0.00926772
Cabot,-0.0015050141,-0.0032392056,-0.01401734,-0.0008777861,0.010416547,0.0036591052,-0.007306085,0.014341882,0.00041507548,0.039892633
Vicksburg,-0.016774055,-0.004740844,-0.022839645,-0.020916523,-0.0012721691,0.02047524,0.009714689,0.017714087,0.0041134646,0.030042907
Brawley,-0.013927086,-0.012452572,0.01606918,0.009060755,-0.016927056,-0.045548026,0.044279777,0.0036219782,-0.0011501344,-0.006509398
Neenah,0.030789897,-0.03322257,-0.012349254,0.04561887,0.03887008,-0.021092413,-0.047212705,-0.0026946664,-0.02809344,0.009137106
Snoqualmie,0.006548537,-0.019044176,0.01897051,-0.024524793,-0.042946596,-0.0056832596,-0.023924747,0.018104373,-0.0033295848,-0.016483987
Hercules,0.012285934,0.09894115,0.0035965436,-0.07339765,0.05855035,-0.04640949,-0.039596222,0.03711051,0.14838755,-0.024188153
Paramus,0.034462627,0.06733003,0.07898783,-0.110926405,-0.026785467,-0.020492291,0.027589388,-0.18071765,-0.05125507,0.023218216
Okeechobee,-0.033355195,-0.0015588304,0.007791431,-0.010515099,-0.029723281,-0.020473894,-0.010369971,0.0008365649,-0.026201561,0.011658162
Soledad,-0.003443523,0.028690577,0.025050385,-0.031425864,0.009029947,-0.032989647,-0.031544972,0.024100212,0.041627984,-0.019142888
Moscow,0.013235727,-0.01315091,0.019414397,-0.027744735,-0.037066232,-0.0015206436,-0.019619213,0.021801187,-0.0045172,-0.027974484
Sebastian,-0.032916445,-9.151548e-05,0.0019768113,-0.0116882045,-0.029695172,-0.013937274,-0.004180472,0.0055069276,-0.019964976,0.015388968
Northport,-0.015021009,0.009176815,-0.024732374,0.010684105,-0.010243451,0.004975691,0.011664485,0.017837938,0.013380927,0.028774122
Natchez,-0.022285592,-0.00853002,-0.015548983,-0.019878577,-0.0055109486,0.018275226,0.003962314,0.014151478,-0.0034967924,0.023417845
TwentyninePalms,-0.024261039,-0.012205231,0.019875668,0.009260273,-0.012927004,-0.042106465,0.030716768,0.009485663,-0.021466576,-0.00023281202
Holt,0.008441026,-0.012381747,0.015120035,0.033702318,0.0202617,-0.014333062,0.0014673469,-0.007137384,-0.023737099,-0.014930672
EastSt.Louis,0.046405192,0.028964372,-0.011693083,0.013457863,0.06414803,-0.0051763337,-0.007979027,0.057311274,-0.021188848,0.050346024
Sachse,-0.00010515563,0.057972137,-0.029339433,-0.105014674,0.06924103,-0.0031046057,0.021421565,0.020096757,-0.06368599,0.033882268
HainesCity,-0.020272382,0.0040589734,-0.0086432565,-0.00044645174,-0.03842325,-0.032274358,-0.0039526573,0.0074486085,-0.01962307,0.009527506
CaveSpring,-0.0153578725,-0.008249137,0.0026651926,0.0052322783,-0.003281777,0.017719926,0.016315375,-0.013059205,0.0067591006,-0.043151516
WestOdessa,-0.027893279,0.010163842,0.0017481315,-0.029748935,0.0071608755,0.017029235,-0.002165338,0.007861091,-0.024714734,0.0056200842
Medina,-0.005321055,-0.011620559,0.016549155,0.05307359,0.03240609,-0.0055217957,0.012020198,-0.008426876,-0.029106451,-0.041430734
Barberton,-0.009874733,-0.010532916,0.012111044,0.05838126,0.030386372,-0.008230086,0.0006410534,-0.0108562475,-0.03146783,-0.04440737
Española,-0.015729751,-0.004787703,0.00013483316,-0.022953719,0.0025759747,0.0029331546,0.0048790732,0.009600277,-0.0068864995,-0.0078090727
RockSprings,-0.00052980136,-0.030490587,0.0030969316,-0.03779183,-0.008879195,0.007485126,-0.015375758,0.0355479,0.010218964,-0.018524963
Heber,-0.0008959282,0.016692504,0.018084198,-0.030794658,-0.0054095876,-0.012440723,-0.031278685,0.00991924,0.012239134,-0.044518705
Holbrook,0.010838324,0.06640429,-0.08292587,-0.017399691,-0.039823566,0.007998794,-0.02271391,-0.107052974,0.019558541,0.054588
BayPoint,0.018389188,0.08687469,0.018425897,-0.0584387,0.055385835,-0.046977587,-0.03014644,0.03071738,0.13214818,-0.0147634065
Woodstock,0.03046392,-0.0268213,0.0005914567,0.057709128,0.038993347,-0.037216067,-0.040910784,0.00772007,-0.04043197,0.0007973348
Lochearn,-8.374639e-05,0.026425332,-0.012754623,-0.011058846,-0.0008885745,0.04017123,-0.0058029485,-0.091068044,-0.009387113,-0.059084147
Green,-0.013469162,-0.0022873697,0.005840399,0.059346378,0.029861607,-0.014506629,0.0012833282,-0.0062156906,-0.027862994,-0.039849747
Cloverleaf,-0.021949772,0.033976197,-0.032338038,-0.08558892,0.04722093,-0.0040792744,0.020754116,0.013232668,-0.06688495,0.053976126
Owatonna,0.039293554,-0.039432548,-0.005801966,0.0037226407,0.025751408,0.025741814,-0.013925341,0.016960107,0.017332232,0.019537318
Pooler,-0.025584793,-0.003365061,-0.008034939,0.007871341,-0.020662809,-0.008178245,0.0059887017,0.009585255,-0.008476623,-0.0016007819
Lancaster,-0.01049737,0.00461052,-0.017469143,0.0141688585,0.002797233,-0.00032024086,0.0021284535,0.0111086,0.016513737,-0.0047466913
EwaGentry,-0.015842952,-0.0029409535,0.018035041,-0.026265658,-0.03315838,-0.0148836775,-0.005113175,0.009704805,0.010245166,-0.007991889
Austin,0.03723462,-0.03418763,-0.0025478636,0.010951837,0.026134264,0.011858201,-0.015461497,0.01832508,0.0121476995,0.022941574
Lockport,0.08007291,-0.037593473,-0.0076881223,0.06235926,0.04174898,-0.049797587,-0.004932128,0.039870474,-0.03046926,0.058068965
SouthSaltLake,0.024783978,0.031972475,-0.024158863,-0.044510297,0.028554844,-0.017268358,-0.0332109,0.028750608,0.03627583,-0.05028828
TarponSprings,-0.02782418,0.0101181045,0.008231778,0.0006982254,-0.043565433,-0.024957066,0.01846323,-0.0016255354,-0.012804566,-0.01905026
SanLorenzo,0.020383457,0.15080145,-0.035028215,-0.10872678,0.09053223,-0.052428152,-0.107465245,0.05252173,0.16265438,-0.04004311
Sevierville,-0.01156667,0.010097911,-0.020086225,0.01107664,-0.0021467435,0.021346493,0.014527958,0.007197487,0.030890554,-0.0054999474
ForestGrove,0.024367664,0.009101551,-0.0068709496,-0.051531505,-0.053381596,0.024688056,-0.0050130435,0.032655418,0.00956737,-0.041523498
SunCityWest,0.013313844,-0.022697972,-0.042239193,0.0014958276,0.012422822,-0.07092447,0.08104768,-0.0015234589,0.041792773,-0.04798975
SouthPortland,-0.023870252,0.023373347,0.019389484,-0.04371853,-0.0329638,-0.011401136,-0.020469408,-0.041247524,-0.025034416,0.0009320523
Ruskin,-0.020235503,0.0071179057,-0.031506646,0.006325354,-0.05744961,-0.033112787,0.014406231,0.004335958,-0.01781887,0.0007509028
Denison,-0.015407463,-0.0027143336,-0.0022706497,-0.02124725,0.0060467273,0.006240938,0.013695324,0.007694864,-0.007182303,0.02221761
ElCerrito,-0.002166815,0.09491863,-0.03554924,-0.08790516,0.060802545,-0.032650266,-0.08034651,0.011670275,0.115804516,0.0066477344
Keystone,-0.027042463,0.012317611,-0.0028934563,-0.005533005,-0.04328913,-0.02868559,0.016655017,0.0013461112,-0.020502202,-0.013016244
CoralTerrace,-0.02786284,0.035629068,-0.03076348,0.0064590042,-0.054303337,-0.04079249,-0.0136908805,0.010912531,-0.001902194,-0.02930295
Claremore,-0.010532318,-0.00016485061,0.001947419,-0.019448936,0.021858856,0.009768782,0.013361454,0.011963044,0.0021142815,0.019826835
Columbine,0.060650714,-0.020356836,-0.019638672,-0.013172912,-0.03590248,0.035715833,0.022456951,0.017268674,0.029845206,-0.013937546
SouthPasadena,-0.0141459005,-0.013905265,-0.0061756545,0.043380823,-0.030236758,-0.107769,0.11125556,-0.008175458,0.032228585,0.07826576
Kingsville,-0.041990712,0.0015145928,0.009693031,-0.031452194,-0.0028734778,0.017229127,-0.0015332425,0.00059900415,-0.030415468,0.027643885
BainbridgeIsland,0.06571288,0.0015860669,0.0058089844,-0.07235769,-0.107212566,-0.032655917,-0.026644602,0.04712387,-0.0139852315,-0.054820642
Caledonia,0.004516188,-0.022374382,-0.011087152,0.07746398,0.027056731,-0.04787322,-0.046809364,-0.013923708,-0.07014237,-0.007416331
Champlin,0.06741211,-0.09081678,-0.050284397,0.010703027,0.07697936,-0.0034766241,-0.070487484,0.030299272,0.007214152,0.03242513
