city,state,country,dim_1,dim_2,dim_3
Westside,CA,US,0.103007026,0.07492363,-0.24818349
ParadiseHill,OK,US,-0.19135082,0.218776,-0.26544404
CapeMeares,OR,US,-0.08635907,0.16950677,-0.2671183
SerenodelMar,CA,US,0.063086025,0.13062057,-0.2439425
Adeline,IL,US,-0.0086606955,0.19598345,-0.3184431
Gutierrez,TX,US,-0.20790805,0.22903027,-0.20686029
Fargo,AR,US,-0.11553244,0.19613573,-0.2237286
Berwyn,NE,US,-0.131691,0.18798175,-0.29996985
Struble,IA,US,-0.055848483,0.17899506,-0.31053913
Bingham,IL,US,-0.049309563,0.23207691,-0.29502437
Hartwick,IA,US,-0.05655065,0.19852328,-0.3186093
Keenes,IL,US,-0.052019585,0.24015293,-0.28793094
MountMoriah,MO,US,-0.07828653,0.20915392,-0.32763752
Agar,SD,US,-0.0904509,0.17937283,-0.2912568
OakSprings,AZ,US,-0.032159504,0.15687668,-0.26677802
Wanda,MN,US,-0.057315342,0.18951945,-0.311205
Randlett,UT,US,-0.04793175,0.16770028,-0.2532091
Worton,MD,US,0.09615371,0.26959744,-0.21808131
Trosky,MN,US,-0.054179955,0.18373284,-0.30218
Pollock,MO,US,-0.08605969,0.21806583,-0.32721514
Lucerne,MO,US,-0.08464045,0.21799956,-0.32534885
Hartwell,MO,US,-0.13675703,0.2163812,-0.31442377
Clyde,MO,US,-0.08205461,0.20184739,-0.33196878
Eva,TN,US,-0.11142448,0.23009357,-0.22187243
Antioch,OH,US,-0.035834946,0.32375148,-0.2774489
Brooksburg,IN,US,-0.06949931,0.2797155,-0.28666574
Kilgore,NE,US,-0.124323554,0.1883984,-0.29194292
UnionGrove,AL,US,-0.077911146,0.23868091,-0.16636047
Maxbass,ND,US,-0.060127392,0.15493958,-0.28938538
KingLake,NE,US,-0.06043493,0.18250157,-0.31732315
Camden,IL,US,-0.07514971,0.21838988,-0.31382617
Lowes,KY,US,-0.08557309,0.22703104,-0.259106
Spivey,KS,US,-0.13464087,0.185241,-0.29377225
Gapland,MD,US,0.07245064,0.31841373,-0.22227642
Melmore,OH,US,0.0016343383,0.2770448,-0.2970202
Spade,TX,US,-0.14918213,0.1761308,-0.2726193
Redding,IA,US,-0.08213418,0.20571093,-0.32532716
Dwight,ND,US,-0.035810664,0.1733498,-0.29668173
Milan,KS,US,-0.12448259,0.18573222,-0.2954183
MorrisonBluff,AR,US,-0.18202779,0.20963852,-0.25909176
Wellfleet,NE,US,-0.1244201,0.18268462,-0.29866695
Deerfield,MO,US,-0.14434454,0.20558786,-0.30079055
CountryClubHeights,IN,US,-0.02133716,0.2571441,-0.2973293
Ashley,MO,US,-0.08922326,0.21999098,-0.30558056
Ryder,ND,US,-0.06957954,0.16711913,-0.28294313
PaynesCreek,CA,US,0.0052053425,0.15805925,-0.255065
Hutchinson,NJ,US,0.074845634,0.29921916,-0.20638187
Watkins,IA,US,-0.050754428,0.19804911,-0.3180628
Hublersburg,PA,US,0.007984272,0.32707915,-0.2583319
Spragueville,IA,US,-0.026430542,0.19500336,-0.3232266
Johnsonville,IL,US,-0.048087437,0.23885863,-0.29102117
SunValley,AZ,US,0.027839223,0.1327667,-0.26800132
Sherman,SD,US,-0.055035114,0.18302372,-0.30179086
Truesdale,IA,US,-0.05847419,0.18247756,-0.31248218
Antietam,MD,US,0.06222281,0.32834968,-0.22597854
Cobbtown,FL,US,-0.03313489,0.2072896,-0.15131041
Mendes,GA,US,0.0140395975,0.17384364,-0.1632542
BowValley,NE,US,-0.07737093,0.18603387,-0.31169
NewWitten,SD,US,-0.113747574,0.1849152,-0.30254838
CrystalDownsCountryClub,MI,US,-0.018155199,0.21531844,-0.29634663
WoodlawnHeights,IN,US,-0.02133716,0.2571441,-0.2973293
Tindall,MO,US,-0.07723688,0.21658398,-0.3276503
Coats,KS,US,-0.1385781,0.19129352,-0.2922752
Hassell,NC,US,0.009302649,0.26162833,-0.21553852
Paderborn,IL,US,-0.028954385,0.23308243,-0.29891577
Cleveland,ND,US,-0.07536343,0.17381644,-0.2835034
Toco,TX,US,-0.18886864,0.20877138,-0.24498844
NewMorgan,PA,US,0.08497063,0.3144018,-0.21310006
Snowville,VA,US,-0.065772295,0.29241502,-0.24476233
Butte,ND,US,-0.064066194,0.16192546,-0.27906874
Chamizal,NM,US,-0.053090353,0.15529692,-0.27290946
Mahaska,KS,US,-0.10389816,0.18404509,-0.30780873
WhisperingPines,AZ,US,-0.044235803,0.16475612,-0.26103398
Hartly,DE,US,0.08650149,0.26953954,-0.21716106
Keddie,CA,US,-0.030427149,0.18204054,-0.25587806
ElDara,IL,US,-0.0693536,0.21721463,-0.30994308
SaddleRidge,CO,US,-0.10437846,0.1756449,-0.28121224
BoxCanyon,TX,US,-0.18252634,0.21149877,-0.23759411
ConeyIsland,MO,US,-0.19928782,0.22117208,-0.27712587
St.Clairsville,PA,US,0.03421563,0.3146609,-0.2609782
Dundarrach,NC,US,0.02225526,0.23315024,-0.196491
Revere,MO,US,-0.08599634,0.21707466,-0.32929906
Thornton,WI,US,-0.028105406,0.22270149,-0.3038979
FortRansom,ND,US,-0.06445168,0.17628993,-0.2889996
RockyMound,TX,US,-0.19194952,0.1961738,-0.20913883
Pierpont,MO,US,-0.13847572,0.23895647,-0.31319684
Popejoy,IA,US,-0.055359393,0.17555551,-0.31399158
ClaireCity,SD,US,-0.082171634,0.17801367,-0.30173412
Zeeland,ND,US,-0.078307405,0.181532,-0.28432214
Paynesville,MO,US,-0.08405192,0.21885026,-0.30562574
CrookedCreek,AK,US,-0.08070359,0.21675073,-0.27996364
Swan,IA,US,-0.053779427,0.19512267,-0.32596472
Stafford,OH,US,-0.027755203,0.31865656,-0.27977753
BarkRanch,CO,US,-0.118357904,0.18704648,-0.27393597
Hartman,CO,US,-0.12027314,0.17998952,-0.28106338
CrowsNest,IN,US,-0.033926364,0.24704336,-0.31322417
ZapataRanch,TX,US,-0.22230715,0.24769834,-0.2032348
Montezuma,CO,US,-0.09768241,0.18452138,-0.2735479
Stratford,SD,US,-0.060486395,0.17111447,-0.28603137
PlumBranch,SC,US,-0.033369426,0.21770866,-0.17222871
SourJohn,OK,US,-0.17425197,0.20349796,-0.26932272
OldAgency,MT,US,-0.058670785,0.14628582,-0.29555148
Gardner,ND,US,-0.036451913,0.17134473,-0.30062258
Golconda,NV,US,-0.015865771,0.14487466,-0.26497135
Burchard,NE,US,-0.09411701,0.1934123,-0.31828249
McGrath,MN,US,-0.03629855,0.20001736,-0.30454406
BeurysLake,PA,US,0.033870645,0.30496785,-0.23177876
Parker,WA,US,0.026749838,0.107518926,-0.2926378
Haysville,PA,US,0.020445146,0.33790508,-0.27990517
Baskerville,VA,US,0.011554923,0.2961962,-0.20904747
Wamic,OR,US,-0.027217004,0.12314487,-0.2866579
Kerr,MT,US,-0.06972469,0.1371109,-0.29839352
Naomi,PA,US,-0.00036480837,0.34003457,-0.26846692
Sherrill,AR,US,-0.12378298,0.17822069,-0.21950704
Nile,WA,US,-0.059526037,0.16069864,-0.28551415
UnityVillage,MO,US,-0.082951985,0.2080968,-0.33299455
Ralston,IA,US,-0.053543545,0.17883323,-0.31959793
Liberty,NE,US,-0.09797582,0.19506325,-0.31680518
Veguita,NM,US,-0.020021854,0.149156,-0.27435118
Ethelsville,AL,US,-0.08846375,0.22637513,-0.1670093
CrownPoint,AK,US,-0.08817496,0.19846173,-0.27751747
Ingram,WI,US,-0.05579381,0.21166815,-0.31722265
Niotaze,KS,US,-0.13904409,0.19148597,-0.29744667
Merrifield,MN,US,-0.035726506,0.19411941,-0.30003795
Huron,KS,US,-0.10530631,0.19172893,-0.32872057
CountryLifeAcres,MO,US,-0.049677648,0.2211421,-0.3199883
FortRitchie,MD,US,0.04627983,0.31016982,-0.22978313
SilverSprings,AK,US,-0.038024906,0.17113455,-0.25564596
Tatitlek,AK,US,-0.101587065,0.19398743,-0.27801174
Forestburg,SD,US,-0.060467664,0.18310173,-0.2970988
Hutton,MD,US,-0.0154194515,0.28296986,-0.25561905
Longford,KS,US,-0.11708406,0.18581542,-0.30453306
Graysville,OH,US,-0.02752478,0.32292277,-0.2790791
Babb,MT,US,-0.11831797,0.21756057,-0.2613214
Branson,CO,US,-0.11884298,0.18795131,-0.24890205
Winston,NM,US,-0.06846119,0.17140023,-0.2691481
Richland,NE,US,-0.080966495,0.18951291,-0.31540552
Kinross,IA,US,-0.06265066,0.2031258,-0.32414943
SanAcacia,NM,US,-0.053090353,0.15529692,-0.27290946
Prosser,NE,US,-0.11934335,0.18728119,-0.30723965
Coyote,NM,US,-0.09439348,0.17598939,-0.26943368
Powhattan,KS,US,-0.104592495,0.18915527,-0.32935828
EscudillaBonita,NM,US,-0.04725478,0.15340993,-0.26218638
Whitney,NE,US,-0.14462139,0.18505543,-0.2842673
Oneida,KS,US,-0.105594695,0.19223768,-0.3218754
Takotna,AK,US,-0.11014868,0.21510404,-0.27728483
Klukwan,AK,US,-0.11336155,0.19176868,-0.28581432
MountHebron,CA,US,-0.039514486,0.15809768,-0.25047013
Valentine,AZ,US,0.009371588,0.14073974,-0.25541162
Canaan,IN,US,-0.06949931,0.2797155,-0.28666574
LaComa,TX,US,-0.18374807,0.22091699,-0.20843834
Briarwood,ND,US,-0.019950835,0.16742173,-0.2984621
Rosedale,OK,US,-0.16694537,0.19552998,-0.2741718
Gracey,KY,US,-0.0822264,0.23799732,-0.24012327
Maskell,NE,US,-0.08043788,0.18470697,-0.31332302
Igiugig,AK,US,-0.112803206,0.20939004,-0.28136915
Havana,ND,US,-0.06586051,0.17838778,-0.29103205
Marie,AR,US,-0.09552973,0.19631849,-0.23349434
Livonia,MO,US,-0.09233743,0.22284636,-0.32931095
St.Rosa,MN,US,-0.045755655,0.18336062,-0.31076512
Orchard,IA,US,-0.0429985,0.18094994,-0.31181777
Rodeo,NM,US,-0.048429985,0.17089048,-0.25931773
Raynham,NC,US,0.02268724,0.21898243,-0.19749656
TalkingRock,GA,US,-0.07814345,0.2420746,-0.18413222
Webster,IA,US,-0.06385442,0.2048276,-0.32549003
Nicasio,CA,US,0.027545374,0.1409069,-0.2619444
Kingvale,CA,US,-0.055582657,0.18252094,-0.26106942
Westphalia,IN,US,-0.05155655,0.25658444,-0.29234165
Steinauer,NE,US,-0.09389062,0.19104521,-0.32231724
DennisAcres,MO,US,-0.17029063,0.20295276,-0.28686687
Hatton,AL,US,-0.08369462,0.23043352,-0.17887312
Strandburg,SD,US,-0.07275344,0.18168084,-0.30338383
GoveCity,KS,US,-0.13934386,0.17387316,-0.2945274
TwinBrooks,SD,US,-0.074000865,0.17669325,-0.30579713
GrandLakeTowne,OK,US,-0.16927226,0.20496374,-0.2811291
Kim,CO,US,-0.13404407,0.18812907,-0.24888779
Hope,AK,US,-0.10358242,0.20140569,-0.27224576
Gentry,MO,US,-0.079931244,0.20745087,-0.3283679
MountLebanon,LA,US,-0.16619645,0.21363719,-0.17572604
Colwell,IA,US,-0.0399495,0.18477418,-0.31248176
Whitewater,IN,US,-0.019938573,0.2602982,-0.29265362
NewBedford,IL,US,-0.02387867,0.194991,-0.32088193
Jud,ND,US,-0.074184425,0.17003901,-0.28712997
Cope,SC,US,0.009218894,0.20025785,-0.18614864
Manning,ND,US,-0.09112588,0.1725328,-0.2803039
Lehr,ND,US,-0.078277305,0.18001454,-0.28427932
Rockingham,GA,US,-0.00038820505,0.18618561,-0.15495118
Topeka,IL,US,-0.061616864,0.21603383,-0.31603366
Norcross,MN,US,-0.04152694,0.17631015,-0.3009066
Imogene,IA,US,-0.06550562,0.19355161,-0.32623902
Phillipsville,CA,US,0.031069845,0.15388785,-0.22578509
Rachel,NV,US,-0.025898669,0.1565023,-0.2511621
KickapooSite2,KS,US,-0.104592495,0.18915527,-0.32935828
Bowmore,NC,US,0.02225526,0.23315024,-0.196491
Bevington,IA,US,-0.05544984,0.19311695,-0.32407096
Cale,AR,US,-0.18154855,0.21317995,-0.21095003
DuchessLanding,OK,US,-0.18672654,0.20678121,-0.27029744
Pitkin,CO,US,-0.12339569,0.1993294,-0.26714838
ShannonCity,IA,US,-0.08060883,0.20223479,-0.3236061
LeeMont,VA,US,0.033398867,0.2268641,-0.22666557
Tatum,SC,US,0.021702737,0.21587826,-0.19251923
Padroni,CO,US,-0.13290878,0.17645337,-0.29120153
Stanley,ID,US,-0.13680302,0.19455326,-0.26530674
Clarita,OK,US,-0.18685383,0.21706966,-0.26365554
Yuba,WI,US,-0.02597037,0.20080362,-0.31119388
Atwood,OK,US,-0.1801669,0.20991248,-0.27588853
ElCastillo,TX,US,-0.20790805,0.22903027,-0.20686029
Englewood,KS,US,-0.13676445,0.17465432,-0.2848389
Crookston,NE,US,-0.1224705,0.18998091,-0.29313585
Smithville,AR,US,-0.14495122,0.2216904,-0.24704745
Regina,NM,US,-0.06743179,0.17202924,-0.2636607
EagleHarbor,MD,US,0.07413367,0.27524376,-0.22625613
BigFalls,WI,US,-0.025240695,0.2154343,-0.3076521
Aredale,IA,US,-0.050678022,0.1748565,-0.31305617
Heartwell,NE,US,-0.12094191,0.18858153,-0.3032989
Arco,MN,US,-0.06997858,0.18741703,-0.3033909
HomewoodCanyon,CA,US,0.046307642,0.1127132,-0.26313925
TwinLakes,WA,US,-0.044679992,0.1635689,-0.30029362
Englevale,ND,US,-0.06405623,0.18081376,-0.2859475
Plover,IA,US,-0.053761404,0.17910607,-0.31559578
Ramireno,TX,US,-0.18906826,0.2200817,-0.213411
ChignikLagoon,AK,US,-0.10054427,0.21359259,-0.27431196
Akhiok,AK,US,-0.10862672,0.20671417,-0.26845095
Strandquist,MN,US,-0.048299417,0.18189508,-0.29257664
Dana,IA,US,-0.048749138,0.18052319,-0.3203997
LaBolt,SD,US,-0.07341044,0.17909926,-0.31037673
Rossie,IA,US,-0.06028812,0.1844146,-0.31423652
ButteCity,ID,US,-0.07972303,0.17821461,-0.26748112
Chenega,AK,US,-0.12711567,0.20063077,-0.27462465
Golva,ND,US,-0.09597953,0.17973505,-0.282554
Marblemount,WA,US,-0.06972266,0.17393127,-0.29555842
Stanchfield,MN,US,-0.012386638,0.18215775,-0.31751394
MountCarmel,IN,US,-0.042190805,0.280471,-0.2955689
Rangerville,TX,US,-0.22468881,0.24993442,-0.20223536
Teterboro,NJ,US,0.24625018,0.32043636,-0.14204979
Greenville,IA,US,-0.06028812,0.1844146,-0.31423652
ConklingPark,ID,US,-0.08381737,0.15123208,-0.2953488
CedarHighlands,UT,US,-0.05117188,0.17671758,-0.25790504
HappysInn,MT,US,-0.093061276,0.16240911,-0.28714105
Pettibone,ND,US,-0.0711013,0.17763716,-0.27537787
Morristown,SD,US,-0.10483628,0.17503805,-0.28865388
Weldon,AR,US,-0.11331327,0.19954886,-0.23185924
KickapooSite1,KS,US,-0.104592465,0.18915528,-0.32935828
Fruitdale,SD,US,-0.12988277,0.18758893,-0.2878281
SunnySlopes,CA,US,-0.059933655,0.16903645,-0.25885442
Corinth,AR,US,-0.19813438,0.22451209,-0.23363106
Scarville,IA,US,-0.056542225,0.17897697,-0.30835703
Platinum,AK,US,-0.10475527,0.20918483,-0.27646285
Plano,IA,US,-0.079904094,0.21256955,-0.32724857
Roseland,KS,US,-0.15207943,0.20060083,-0.2940168
Waterbury,NE,US,-0.082248986,0.18432868,-0.31464994
Genola,MN,US,-0.02989162,0.19212657,-0.30188802
Chilo,OH,US,-0.06811681,0.2936664,-0.27998096
Walters,MN,US,-0.054586384,0.18293673,-0.30934003
Dundee,MN,US,-0.06275607,0.18581215,-0.30727473
TwinHills,AK,US,-0.10890681,0.19724427,-0.2852149
Draper,SD,US,-0.12194051,0.18388318,-0.3021686
Nassau,MN,US,-0.06920775,0.18238354,-0.3134798
Flaxville,MT,US,-0.08843769,0.1795576,-0.27746868
Olivet,KS,US,-0.12606332,0.19608131,-0.30764398
Longoria,TX,US,-0.20790805,0.22903027,-0.20686029
Divide,CO,US,-0.11509581,0.17912814,-0.27263656
Utica,SD,US,-0.07288706,0.18922183,-0.3104895
Atlantic,PA,US,0.014911558,0.29613182,-0.27580163
BuenaVista,TX,US,-0.21167043,0.23475826,-0.20615725
McNab,AR,US,-0.16780345,0.20678686,-0.21897487
Warwick,ND,US,-0.06314747,0.16775802,-0.2818619
ManhattanBeach,MN,US,-0.05094159,0.19693768,-0.29452583
Kenneth,MN,US,-0.055794857,0.1849558,-0.30268085
Horace,KS,US,-0.1369565,0.18598588,-0.28118366
Reynolds,NE,US,-0.10389816,0.18404509,-0.30780873
Gully,MN,US,-0.05200323,0.1846748,-0.29554394
Labette,KS,US,-0.14748056,0.19907941,-0.29791334
Kremlin,MT,US,-0.101198725,0.17162946,-0.28236887
Linwood,NY,US,0.020423394,0.25453472,-0.25974843
Hazard,NE,US,-0.117058195,0.18626794,-0.30473545
Bradford,IA,US,-0.05351364,0.17419201,-0.3136827
Benedict,KS,US,-0.12725598,0.19263835,-0.30152163
BearGrass,NC,US,0.0112746265,0.25368756,-0.21313617
Oakwood,OK,US,-0.16455297,0.17764686,-0.2813942
Driscoll,ND,US,-0.07230308,0.17758146,-0.2815885
Whalan,MN,US,-0.041192874,0.18501021,-0.3170085
Agenda,KS,US,-0.10562327,0.18527539,-0.30789062
Ihlen,MN,US,-0.05659804,0.18628299,-0.3007206
Katherine,AZ,US,0.0083374195,0.13007107,-0.2605103
Winnetoon,NE,US,-0.09483838,0.1880891,-0.31018525
MoundCity,SD,US,-0.0816317,0.18008278,-0.29177642
Commerce,MO,US,-0.08092511,0.24049565,-0.2678054
SaddleButte,MT,US,-0.10405292,0.18010071,-0.27707964
Deweese,NE,US,-0.113997385,0.18301907,-0.30742994
Worthville,PA,US,0.005006476,0.32602015,-0.27387458
Kimbolton,OH,US,-0.01801476,0.31560764,-0.28711587
PeacefulVillage,MO,US,-0.10814409,0.23434266,-0.30671576
Timken,KS,US,-0.13758266,0.18043037,-0.29697308
Dawson,ND,US,-0.06929396,0.17530972,-0.28109464
PaloVerde,CA,US,0.039859265,0.13104792,-0.262391
Mappsburg,VA,US,0.030645236,0.23106454,-0.22579312
JordanHill,LA,US,-0.14946392,0.22105303,-0.14926256
Abie,NE,US,-0.078754865,0.18714096,-0.3161945
Varina,IA,US,-0.058341015,0.18319716,-0.31590277
GoldenGate,IL,US,-0.05495601,0.2444382,-0.28699476
Weeksville,MT,US,-0.09531113,0.15733674,-0.29036373
MountEagle,PA,US,0.018147746,0.3203305,-0.25905937
Bushnell,SD,US,-0.06369953,0.18927759,-0.29990625
Mantador,ND,US,-0.046321955,0.17732489,-0.2947648
Hindsville,AR,US,-0.19405563,0.2225071,-0.26220465
PilotPoint,AK,US,-0.10176239,0.2156746,-0.27822304
Yucca,AZ,US,0.038336743,0.11506051,-0.25849348
Pekin,ND,US,-0.06039813,0.16952927,-0.28688774
Hubbell,NE,US,-0.10389816,0.18404509,-0.30780873
Inavale,NE,US,-0.119810514,0.1815675,-0.30353612
Taopi,MN,US,-0.0454964,0.18407494,-0.3110126
Pancoastburg,OH,US,-0.017272208,0.28968817,-0.28249234
Circle,AK,US,-0.04942124,0.19894195,-0.26882944
Whitehaven,MD,US,0.042129617,0.24874242,-0.22034532
Jacksonburg,WV,US,-0.042229664,0.31517422,-0.26987952
Delhi,MN,US,-0.05003012,0.18975247,-0.31076276
Reubens,ID,US,-0.06822284,0.15725707,-0.28044325
MillCreek,IL,US,-0.08502307,0.24853985,-0.27437356
Nimrod,MN,US,-0.04350275,0.18550189,-0.29789084
Ravinia,SD,US,-0.08241944,0.18597049,-0.30553427
Nimmons,AR,US,-0.09377743,0.21106724,-0.24956702
GrandPass,MO,US,-0.10403643,0.22771464,-0.32085013
Stockholm,WI,US,-0.03668853,0.1905138,-0.33022764
Whitestone,AK,US,-0.117838226,0.21855211,-0.27630287
Nashua,MN,US,-0.041274767,0.17633192,-0.30064815
NorthEscobares,TX,US,-0.18506712,0.21832104,-0.20604026
Flaxton,ND,US,-0.068950236,0.1613958,-0.28019136
Alamo,IN,US,-0.04666496,0.24996264,-0.30072287
Hunnewell,KS,US,-0.1290809,0.18711565,-0.2950462
Ovando,MT,US,-0.08786848,0.16476727,-0.28069603
Arkoe,MO,US,-0.084281504,0.20021033,-0.33050632
Rockbridge,OH,US,-0.035221055,0.3078852,-0.28721246
Clinchport,VA,US,-0.07661986,0.28048113,-0.2288922
Orovada,NV,US,-0.06517236,0.17010298,-0.2623661
WoodLake,NE,US,-0.1178435,0.19108918,-0.29770115
Barnard,KS,US,-0.12349649,0.18232086,-0.30550542
Hague,ND,US,-0.07885129,0.1809634,-0.28708395
Lewiston,NE,US,-0.09411698,0.19341227,-0.31828249
Muddy,IL,US,-0.06177377,0.24160239,-0.28240833
Fourche,AR,US,-0.16932973,0.21325596,-0.23709132
LosArcos,TX,US,-0.19435444,0.2269538,-0.20771462
Oketo,KS,US,-0.09526159,0.19281954,-0.31400517
DwightMission,OK,US,-0.20095511,0.22332805,-0.26534116
Powhatan,AR,US,-0.13130225,0.21525964,-0.24493878
Ashland,OK,US,-0.18850158,0.21253946,-0.26917383
Prescott,OR,US,-0.057071112,0.14199851,-0.26593727
Peak,SC,US,-0.021807292,0.23398803,-0.18354858
Saxon,WI,US,-0.07321447,0.2178991,-0.3085177
RestHaven,GA,US,-0.009905041,0.20630676,-0.17945367
Kerrick,MN,US,-0.031796146,0.20480965,-0.30332962
HatIsland,WA,US,-0.0002742838,0.09960841,-0.29435387
BigSpring,MD,US,0.058548614,0.33535603,-0.2309723
CookeCity,MT,US,-0.11404622,0.19968824,-0.27993876
Wood,SD,US,-0.1253979,0.18711571,-0.2998571
Murphy,ID,US,-0.048394702,0.16292423,-0.2656145
Macedonia,IL,US,-0.060295254,0.24138185,-0.2796792
Redstone,CO,US,-0.101324715,0.18622886,-0.26989603
Randall,KS,US,-0.11830875,0.17866582,-0.3073353
CherryValley,PA,US,0.0045690616,0.3210753,-0.2791637
Walshville,IL,US,-0.04047142,0.22854564,-0.29994988
Keystone,NE,US,-0.13453671,0.167242,-0.29309398
St.Vincent,MN,US,-0.047715265,0.177442,-0.29201323
Thornburg,IA,US,-0.06344307,0.20610005,-0.3258388
Clark'sPoint,AK,US,-0.100136705,0.19982179,-0.2834192
Seward,KS,US,-0.13548632,0.18457496,-0.29371914
PuertodeLuna,NM,US,-0.12493905,0.18352987,-0.26595494
Sekiu,WA,US,-0.09680239,0.171989,-0.30123925
Vivian,WV,US,-0.063211426,0.27202088,-0.23147534
FlowingSprings,AZ,US,-0.044112768,0.16236876,-0.26303992
Maryhill,WA,US,0.015299387,0.089436434,-0.30101556
NewBlaine,AR,US,-0.2119781,0.22622834,-0.24576631
Hiko,NV,US,-0.007775864,0.15604433,-0.25067437
Falconaire,TX,US,-0.18973604,0.21742548,-0.21043849
CrossVillage,MI,US,-0.022165406,0.22114536,-0.2941839
TierraBonita,TX,US,-0.22468881,0.24993442,-0.20223536
Hainesburg,NJ,US,0.03769138,0.28700197,-0.21670547
Chitina,AK,US,-0.121455416,0.1871091,-0.27037686
Concepcion,TX,US,-0.20860647,0.23034601,-0.20729062
Pingree,ND,US,-0.07420771,0.1684423,-0.28350002
Quinn,SD,US,-0.12818818,0.18181962,-0.2926538
Johnstown,NE,US,-0.11863882,0.19222513,-0.2980154
AliMolina,AZ,US,-0.040393516,0.15359324,-0.26132566
Penermon,MO,US,-0.07997935,0.22865373,-0.25510272
Mutual,OK,US,-0.16555224,0.1813588,-0.28493232
Parkerville,KS,US,-0.12896356,0.19333714,-0.301047
WebbCity,OK,US,-0.14162278,0.19013923,-0.29086182
Antreville,SC,US,-0.048528735,0.2343687,-0.17786734
Boyd,MT,US,-0.124915205,0.18580951,-0.2644983
Brimson,MO,US,-0.07916421,0.21263736,-0.32903963
Mooresville,AL,US,-0.048763353,0.2247525,-0.17233564
Kirkman,IA,US,-0.062146317,0.19265117,-0.31535617
Oak,NE,US,-0.10895063,0.1835657,-0.30783147
Welda,KS,US,-0.12623331,0.20803498,-0.3088672
Orient,SD,US,-0.07960541,0.1732984,-0.29426056
BadgerLee,OK,US,-0.18438049,0.20580032,-0.27021134
Chestnut,IL,US,-0.047815118,0.23182449,-0.30932176
Halma,MN,US,-0.04531298,0.17830041,-0.29199123
Radersburg,MT,US,-0.08737563,0.17946333,-0.26897043
SavageTown,VA,US,0.030645236,0.23106454,-0.22579312
Baileyville,PA,US,0.021721063,0.32403705,-0.2555017
SantaCruz,AZ,US,0.097524114,0.11784199,-0.25564292
RossCorner,NJ,US,0.019653656,0.2856857,-0.22611877
Sargeant,MN,US,-0.047748007,0.18440233,-0.30895624
Patmos,AR,US,-0.17374821,0.20596287,-0.21828435
Butterfield,TX,US,-0.07638295,0.18020178,-0.25081876
Exeter,IL,US,-0.067291155,0.2224842,-0.30982032
Simpson,IL,US,-0.08292346,0.24647737,-0.27178073
CharlesCity,VA,US,0.05949327,0.27567136,-0.21525516
Catron,MO,US,-0.0840484,0.21776415,-0.252615
Gibson,IA,US,-0.06344307,0.20610005,-0.3258388
Brooksville,OK,US,-0.17185879,0.20147878,-0.27489802
Coulterville,CA,US,0.026965672,0.13916254,-0.24861705
BrantLake,SD,US,-0.069409646,0.18261299,-0.30558452
Blyn,WA,US,-0.07620861,0.16735771,-0.29720792
Encino,TX,US,-0.21064377,0.23533373,-0.20270543
Waverly,SD,US,-0.06942134,0.1841057,-0.29874897
Luke,MD,US,0.021899685,0.32212886,-0.24822308
Lane,SD,US,-0.06313677,0.18235432,-0.2972787
Hartville,WY,US,-0.13434601,0.18243809,-0.26316348
Tightwad,MO,US,-0.15031599,0.22593594,-0.3126832
AppleGrove,WV,US,-0.047978878,0.31422055,-0.26077887
Menlo,KS,US,-0.13940163,0.17647772,-0.29274943
Valeria,IA,US,-0.048966058,0.18762437,-0.3214699
Taft,LA,US,-0.041210048,0.20710878,-0.14504975
BluffCity,KS,US,-0.12637962,0.1848636,-0.2925118
Oakhaven,AR,US,-0.18302785,0.20781827,-0.22703405
Dolliver,IA,US,-0.06069688,0.18183967,-0.3148097
Tonopah,AZ,US,0.037512317,0.12602599,-0.25994426
Bondurant,WY,US,-0.12669103,0.19472831,-0.2695033
Balta,ND,US,-0.0571778,0.16261484,-0.27747473
Ong,NE,US,-0.10401476,0.18848595,-0.30866465
Burr,NE,US,-0.081570506,0.19312899,-0.31887123
Alexander,KS,US,-0.13696256,0.17577511,-0.29739377
MartinezLake,AZ,US,-0.0027377086,0.14897627,-0.25742579
Worth,MO,US,-0.07993123,0.20745087,-0.32836786
BuckinghamCourthouse,VA,US,-0.016320175,0.33518377,-0.24138723
Rives,MO,US,-0.098204255,0.19849364,-0.24207847
Bristow,NE,US,-0.10253864,0.18215013,-0.309971
Rye,AZ,US,0.013417505,0.1385235,-0.25355896
Clio,CA,US,-0.05617318,0.18072954,-0.26800856
SteeleCity,NE,US,-0.09972818,0.19059254,-0.31173667
Moquino,NM,US,-0.06228314,0.1634201,-0.27001542
Octa,OH,US,-0.014856525,0.28433594,-0.28602815
GraceCity,ND,US,-0.064747356,0.16807318,-0.28088054
WestHamptonDunes,NY,US,0.06557281,0.20525853,-0.21085513
ReeHeights,SD,US,-0.08176225,0.17865382,-0.29530323
McKittrick,MO,US,-0.11844396,0.23109105,-0.31218374
Kysorville,NY,US,-0.0033334312,0.26901117,-0.2634781
Wooldridge,MO,US,-0.13126312,0.23659493,-0.31542498
Knierim,IA,US,-0.050635815,0.18061379,-0.3180761
Brookview,MD,US,0.050939426,0.26239228,-0.22211282
Waldenburg,AR,US,-0.10201618,0.19979537,-0.23091333
NewFreeport,PA,US,-0.029154118,0.30767977,-0.26702705
GardenCity,SD,US,-0.07314378,0.18535034,-0.29380703
WestKootenai,MT,US,-0.092205025,0.18047334,-0.29712552
Milton,ND,US,-0.056175042,0.16656296,-0.28840637
