city,state,country,dim_1,dim_2,dim_3
BradleyBeach,NJ,US,0.12100006,0.2172235,-0.20342319
Barnesville,OH,US,-0.02341267,0.31070817,-0.27649018
Imbéry,Barceloneta,PR,-0.20906255,0.17426729,-0.28460753
Mulberry,OH,US,-0.030090256,0.27857345,-0.28657484
Haleyville,AL,US,-0.08160467,0.22693452,-0.167675
Chariton,IA,US,-0.073895656,0.2062412,-0.3246716
Taft,TX,US,-0.2008901,0.22705723,-0.19126047
RiceLake,MN,US,-0.007844225,0.18946874,-0.30505455
Herculaneum,MO,US,-0.09774984,0.23357122,-0.29483175
Charlevoix,MI,US,-0.03572396,0.22837324,-0.29649794
Dewey-Humboldt,AZ,US,-0.0010563188,0.14841586,-0.25682443
NorthwestHarwich,MA,US,0.0155225685,0.18545221,-0.23321028
Peotone,IL,US,-0.0031762032,0.19956324,-0.30498108
SouthGreeley,WY,US,-0.12103005,0.18810469,-0.26699504
Etowah,TN,US,-0.042589348,0.24807751,-0.19220434
Riva,MD,US,0.11457009,0.29838228,-0.22374316
GardenRidge,TX,US,-0.19161905,0.21425274,-0.21264948
Swannanoa,NC,US,-0.07768055,0.24916445,-0.20902808
Dawson,GA,US,0.013165391,0.18208984,-0.14293613
Rockville,IN,US,-0.05755851,0.25039992,-0.30491537
Maeser,UT,US,-0.045638096,0.17810853,-0.25147983
PeacefulValley,WA,US,-0.057654828,0.11975812,-0.33622208
Herricks,NY,US,0.1569256,0.22617659,-0.18622272
Lenwood,CA,US,0.068126276,0.08415929,-0.2644832
NewCarlisle,IN,US,0.0036499072,0.2255352,-0.2851981
Pocola,OK,US,-0.20707239,0.2182492,-0.25651163
BentonHeights,MI,US,-0.0028865344,0.21631156,-0.29386547
Christopher,IL,US,-0.059072744,0.24310264,-0.28084442
Westport,NC,US,0.008496506,0.2619169,-0.19708583
NewTazewell,TN,US,-0.06909292,0.2722856,-0.22028807
Walthourville,GA,US,0.012082428,0.18124983,-0.16860643
Randleman,NC,US,-0.007175364,0.27714527,-0.19831116
Cassville,MO,US,-0.20619245,0.21591796,-0.27829453
Woodstown,NJ,US,0.1275157,0.25784,-0.21105598
Burns,OR,US,-0.05608848,0.16163857,-0.27165172
HeritageHills,NY,US,0.059622,0.27843195,-0.19399998
Caseyville,IL,US,-0.019427037,0.23164003,-0.30751246
Goodview,MN,US,-0.041621495,0.19108817,-0.32401043
ForestOaks,NC,US,0.028618379,0.27407208,-0.19647107
SinkingSpring,PA,US,0.09519782,0.31702435,-0.21242037
Wadena,MN,US,-0.042044546,0.18133114,-0.30208755
DelMonteForest,CA,US,0.029561913,0.14242773,-0.26492915
Fleetwood,PA,US,0.08566785,0.30940732,-0.2116325
Sparks,TX,US,-0.022593517,0.15130825,-0.2561662
Moxee,WA,US,0.026749838,0.107518926,-0.2926378
Monongahela,PA,US,0.007166481,0.33973062,-0.26931992
PearlRiver,MS,US,-0.12382785,0.21854243,-0.16740127
Dimmitt,TX,US,-0.14146654,0.18019207,-0.2702155
HollomanAFB,NM,US,-0.06274988,0.16384844,-0.2615881
Presidio,TX,US,-0.08925631,0.18288012,-0.24782655
Bonifay,FL,US,-0.0032988067,0.1875994,-0.14966588
Scottdale,PA,US,0.00821195,0.3312018,-0.26478523
WoodVillage,OR,US,-0.06440712,0.10034931,-0.27124742
LathrupVillage,MI,US,0.096966036,0.2791571,-0.2864588
NorthPlymouth,MA,US,0.0078820335,0.20044777,-0.23792611
Burnham,IL,US,0.028859619,0.19989611,-0.30274212
Rutherfordton,NC,US,-0.044861782,0.264824,-0.19857316
Marietta-Alderwood,WA,US,-0.0414888,0.13110666,-0.29512322
NorthRichmond,CA,US,0.14029172,0.09091242,-0.25892615
Lorane,PA,US,0.08497063,0.3144018,-0.21310006
Pemberwick,CT,US,0.10559864,0.25326377,-0.18701862
CharlotteHarbor,FL,US,-0.03213922,0.22138609,-0.15465164
Camuy,Camuy,PR,-0.21795799,0.18014899,-0.2838573
Austin,AR,US,-0.13877313,0.19361307,-0.2313493
WhisperingPines,NC,US,0.012689707,0.24415435,-0.19643274
Newcomerstown,OH,US,-0.01801476,0.31560764,-0.28711587
WaimanaloBeach,HI,US,-0.14798032,0.20603324,-0.27308768
Northwoods,MO,US,-0.02938241,0.22342752,-0.3174347
Beavercreek,OR,US,-0.040867336,0.106924936,-0.25989905
Sharpsville,PA,US,0.024695236,0.32266694,-0.28444394
PuntaSantiago,Humacao,PR,-0.20594062,0.1812573,-0.26759923
Brewerton,NY,US,-0.02594753,0.29131863,-0.2626276
Ripley,WV,US,-0.04374092,0.30847734,-0.26044893
Mosinee,WI,US,-0.023328012,0.20835012,-0.3089003
Boyertown,PA,US,0.089429736,0.30708495,-0.20561104
RunningSprings,CA,US,0.08255411,0.05665298,-0.23868228
Narrows,VA,US,-0.082289785,0.31190014,-0.24587472
Aguilita,Juana Díaz,PR,-0.16728717,0.19685681,-0.251924
Alexandria,AL,US,-0.05388173,0.22927698,-0.1443926
NewLebanon,OH,US,-0.023568088,0.27449042,-0.2945931
University,MS,US,-0.11918052,0.21268202,-0.19755125
Rosemont,IL,US,0.06292488,0.18618388,-0.3177764
RisingSun-Lebanon,DE,US,0.06541561,0.26080602,-0.21548313
Ho-Ho-Kus,NJ,US,0.11435692,0.30873537,-0.17048042
WestBradenton,FL,US,-0.021009456,0.20909004,-0.15232013
RosewoodHeights,IL,US,-0.021401051,0.22730641,-0.3087671
LaPaloma,TX,US,-0.22890094,0.24952844,-0.19618075
DesotoLakes,FL,US,-0.03388494,0.21665812,-0.15226161
Stilwell,OK,US,-0.1954781,0.22448531,-0.26174897
MarineCity,MI,US,0.053061876,0.2492737,-0.27437395
Walton,KY,US,-0.065614514,0.2917506,-0.2788369
CrescentSprings,KY,US,-0.044624384,0.28652897,-0.28260872
LeSueur,MN,US,-0.056772556,0.1860038,-0.31483626
RioDell,CA,US,0.014698014,0.14925133,-0.22839323
Ridgway,PA,US,-0.007108892,0.3036913,-0.2746421
Spackenkill,NY,US,0.048203915,0.3029418,-0.19791384
EggHarborCity,NJ,US,0.09514859,0.23241489,-0.2155043
Empire,CA,US,0.23155026,0.02470809,-0.21673897
CannonFalls,MN,US,-0.017664611,0.17553276,-0.3181563
Hampton,SC,US,0.010938769,0.18889546,-0.18232262
LakeBelvedereEstates,FL,US,-0.021584691,0.21809418,-0.1856548
Pipestone,MN,US,-0.05659804,0.18628299,-0.3007206
Marienville,PA,US,-0.007352461,0.3055034,-0.27899387
CountyCenter,VA,US,0.094049975,0.31672695,-0.20956007
SpringHouse,PA,US,0.14015688,0.30004272,-0.18871209
FortyFort,PA,US,0.010990923,0.29567578,-0.23544608
LochLomond,VA,US,0.11737775,0.3294446,-0.20537128
SunsetBeach,NC,US,0.0074024526,0.19317277,-0.20219316
Goulding,FL,US,-0.014397512,0.19786301,-0.17481937
RedSprings,NC,US,0.01762882,0.22718932,-0.19999191
Vandalia,MO,US,-0.08633887,0.21537445,-0.3049331
Belzoni,MS,US,-0.12415804,0.19544327,-0.17602827
Hatillo,Hatillo,PR,-0.21795799,0.18014899,-0.2838573
LakeLand'Or,VA,US,0.031772774,0.31547937,-0.2228538
Fenton,MO,US,-0.049677648,0.2211421,-0.3199883
CrookedRiverRanch,OR,US,-0.067623615,0.14965221,-0.26618776
ForestCity,IA,US,-0.055685114,0.17621562,-0.3102229
HorseshoeBay,TX,US,-0.21387076,0.2077842,-0.21486966
Gentry,AR,US,-0.18402438,0.21566397,-0.26535732
SanJoaquin,CA,US,0.14582585,0.058054257,-0.2313306
TrentWoods,NC,US,-0.0004531051,0.22736968,-0.21779026
Crandall,TX,US,-0.18092898,0.20875515,-0.22602396
Butte,AK,US,-0.08163508,0.19106017,-0.2784385
Bellaire,OH,US,-0.022464681,0.32919353,-0.27087557
Southgate,KY,US,-0.052292887,0.28551736,-0.28543353
Danielson,CT,US,0.047846638,0.23136586,-0.23255578
Louisa,KY,US,-0.059908465,0.29863644,-0.24530551
Kildeer,IL,US,0.024100792,0.19045262,-0.31855565
RockyFord,CO,US,-0.10205432,0.18527417,-0.26172477
Rayville,LA,US,-0.099962495,0.19305903,-0.17738634
TurnersFalls,MA,US,0.020832868,0.2538757,-0.22521037
Rossville,GA,US,-0.009705234,0.23463824,-0.17497574
Saylorville,IA,US,-0.02892529,0.18316008,-0.32928973
UniversityCenter,VA,US,0.122605875,0.32876062,-0.20376405
IndiaHook,SC,US,0.0029161463,0.23469089,-0.18475191
Ashburn,GA,US,0.002274268,0.18215524,-0.14758027
ParkHill,OK,US,-0.19004837,0.21606626,-0.26956287
BloomfieldHills,MI,US,0.060149536,0.27578393,-0.29433537
Gamewell,NC,US,-0.051486526,0.2830635,-0.2045999
Parkesburg,PA,US,0.08658351,0.295416,-0.21579991
Lawnton,PA,US,0.07931239,0.3304606,-0.223016
Jena,LA,US,-0.11342414,0.20804036,-0.14140353
ShannonHills,AR,US,-0.16064848,0.20228261,-0.23338683
Southside,AR,US,-0.14921209,0.21693012,-0.24720114
Morrison,IL,US,-0.021851083,0.19236974,-0.3204583
Greencastle,PA,US,0.046602756,0.32066447,-0.23667188
Wrightwood,CA,US,0.017610544,0.10611426,-0.25898504
ClayCenter,KS,US,-0.116494976,0.18777741,-0.30783474
PoconoWoodlandLakes,PA,US,0.0039072814,0.28644192,-0.2281055
ShavanoPark,TX,US,-0.19785397,0.2100289,-0.21929824
HighPoint,FL,US,-0.027392402,0.20874348,-0.14812842
Lyncourt,NY,US,-0.0068132454,0.27920008,-0.25266242
Longbranch,WA,US,-0.01977489,0.11687739,-0.29541227
Harrisburg,OR,US,-0.006755301,0.07382513,-0.257162
NassauBay,TX,US,-0.09482063,0.19478655,-0.15414716
Tiptonville,TN,US,-0.0869516,0.21157959,-0.24559925
WestDeLand,FL,US,0.0017266328,0.20055658,-0.16258456
RoseHill,KS,US,-0.11395325,0.18616256,-0.30193987
Bardonia,NY,US,0.08030494,0.29265666,-0.18693797
Southport,NC,US,0.014789539,0.18742718,-0.21876599
Blackshear,GA,US,0.001612035,0.18785068,-0.14820835
Burney,CA,US,-0.051796205,0.17224707,-0.2595278
LeClaire,IA,US,-0.021746626,0.18840075,-0.3302998
WhitmoreVillage,HI,US,-0.14187768,0.19913171,-0.27830625
Washington,GA,US,-0.050191343,0.21767125,-0.17139348
Lolo,MT,US,-0.10042007,0.17996709,-0.2803028
Fairway,KS,US,-0.08229559,0.20452146,-0.3311842
Sykesville,MD,US,0.083638,0.3076218,-0.21709098
FortGibson,OK,US,-0.17971309,0.20730454,-0.27301562
Buckingham,FL,US,-0.036297027,0.22245863,-0.1514222
Barceloneta,Barceloneta,PR,-0.20906255,0.17426729,-0.28460753
Angels,CA,US,0.0939836,0.1160582,-0.24688368
Brazoria,TX,US,-0.16443495,0.21232268,-0.16712102
Crewe,VA,US,-0.008695338,0.31670037,-0.22166197
Oaklyn,NJ,US,0.20861657,0.2697705,-0.18018879
Tyro,NC,US,0.018122826,0.27033606,-0.19930364
Roselawn,IN,US,0.00015287846,0.21449956,-0.29191223
Holt,AL,US,-0.076875545,0.22509651,-0.15232898
Kalama,WA,US,-0.057071112,0.14199851,-0.26593727
MountHermon,VA,US,0.0027294275,0.30631393,-0.2224389
Elroy,NC,US,0.022876358,0.2517253,-0.20623577
Elverson,PA,US,0.08497063,0.3144018,-0.21310006
MahanoyCity,PA,US,0.036902536,0.30040216,-0.22736804
Hephzibah,GA,US,-0.005704931,0.19050065,-0.1743567
Metter,GA,US,0.005859935,0.1862696,-0.16507724
WestNyack,NY,US,0.11435692,0.30873537,-0.17048042
CarrollValley,PA,US,0.055106517,0.3130452,-0.2249745
ChagrinFalls,OH,US,0.035124052,0.2913291,-0.2928842
BunkFoss,WA,US,-0.10721533,0.14460953,-0.286779
NicholsHills,OK,US,-0.15113543,0.18071672,-0.2795257
BunkerHillVillage,TX,US,-0.13755602,0.18066265,-0.15891373
Ball,LA,US,-0.11582191,0.21373497,-0.14300092
NorthElMonte,CA,US,0.09732854,0.07828256,-0.2653765
VillageShires,PA,US,0.15872188,0.2924759,-0.18520133
ClearlakeRiviera,CA,US,-0.042604428,0.17352149,-0.26750016
SkylineView,PA,US,0.05169509,0.32182226,-0.22368261
Bayard,NM,US,-0.046693385,0.16467474,-0.25813064
Deephaven,MN,US,-0.020536175,0.17405315,-0.33109176
Maytown,PA,US,0.09358246,0.31320807,-0.21823326
Carefree,AZ,US,0.032155827,0.13805453,-0.25636497
Lares,Lares,PR,-0.19525102,0.18931834,-0.27203122
Montpelier,OH,US,-0.001610393,0.25626516,-0.289464
Brookmont,MD,US,0.13975652,0.33232516,-0.2002045
Dana,NC,US,-0.07482106,0.25741807,-0.20487761
FoxIsland,WA,US,0.0020415874,0.081081964,-0.2872875
HighlandBeach,FL,US,-0.08600121,0.21631967,-0.20875198
Pageland,SC,US,0.0034793501,0.22561789,-0.18082978
MedfordLakes,NJ,US,0.1456068,0.23766342,-0.20171423
Boardman,OR,US,0.050311204,0.09154862,-0.28970122
Roland,OK,US,-0.18813545,0.20984189,-0.26682487
Genesee,CO,US,-0.07877988,0.1683413,-0.2626221
Roebling,NJ,US,0.1762117,0.28473327,-0.18270527
Laureldale,PA,US,0.09519782,0.31702435,-0.21242037
LakePark,NC,US,0.005918635,0.22368352,-0.18507557
Hardin,MT,US,-0.116604894,0.15273936,-0.2748151
MountGilead,OH,US,0.0022165803,0.27679116,-0.29054445
HazelGreen,AL,US,-0.06472944,0.2527655,-0.17757906
Charleroi,PA,US,0.007166481,0.33973062,-0.26931992
Ravenswood,WV,US,-0.022786342,0.3197306,-0.26673967
Fairview,NC,US,0.02257337,0.22952421,-0.18478127
GreenOaks,IL,US,0.024100792,0.19045262,-0.31855565
Belleville,MI,US,0.057977725,0.25681525,-0.27891618
Throop,PA,US,-0.00042950912,0.28858438,-0.23428464
Odenville,AL,US,-0.04672882,0.22237413,-0.15425132
IroquoisPoint,HI,US,-0.13200632,0.19626568,-0.28124624
BosqueFarms,NM,US,-0.018951239,0.14331256,-0.27380195
VineHill,CA,US,0.14661056,0.084731765,-0.25900128
Metzger,OR,US,0.030327052,0.062496193,-0.24785031
WolfLake,MI,US,0.00070847,0.2082868,-0.30198777
NorthGreatRiver,NY,US,0.12018923,0.2087208,-0.19667736
LevelGreen,PA,US,0.027816534,0.34816575,-0.27521318
Baden,PA,US,0.020445146,0.33790508,-0.27990517
Clyde,TX,US,-0.21508302,0.19807911,-0.251893
Dupo,IL,US,-0.022145253,0.22779581,-0.31571248
Waikapu,HI,US,-0.14839321,0.20245647,-0.26859185
NorthRiverShores,FL,US,-0.058330633,0.21692504,-0.19455706
Niwot,CO,US,-0.08134186,0.16688244,-0.27000996
Nome,AK,US,-0.11940163,0.20396101,-0.26720497
WashingtonPark,IL,US,-0.019427026,0.23164003,-0.30751246
Menands,NY,US,0.04842347,0.30250603,-0.21714745
PortReading,NJ,US,0.21771578,0.30646303,-0.17056987
Grantley,PA,US,0.08262196,0.315897,-0.22403409
Rogersville,MO,US,-0.16440517,0.223877,-0.28754663
Bridgeville,DE,US,0.053290345,0.26080546,-0.22127484
Citronelle,AL,US,-0.044123374,0.21525428,-0.14892977
Umatilla,FL,US,-0.0043846695,0.19779477,-0.16419129
Gatlinburg,TN,US,-0.09930438,0.2566074,-0.19687083
St.James,MD,US,0.060838766,0.3335189,-0.23341294
Chilton,WI,US,-0.0011426801,0.19566883,-0.30595282
Leo-Cedarville,IN,US,-0.008086775,0.26140296,-0.29425752
Swanton,OH,US,0.008935083,0.25988942,-0.28496894
Bunkie,LA,US,-0.10588671,0.20789576,-0.14796428
Millstadt,IL,US,-0.028954385,0.23308243,-0.29891577
Shrewsbury,PA,US,0.096444175,0.30366686,-0.21597229
Valdez,AK,US,-0.09011885,0.19273837,-0.26863086
Pennsburg,PA,US,0.099122316,0.31133375,-0.20109856
Mojave,CA,US,0.032692965,0.110199444,-0.26285118
RockValley,IA,US,-0.05327429,0.18323374,-0.3061965
Wurtsboro,NY,US,0.015442302,0.29296583,-0.21310881
MountSterling,IL,US,-0.07312639,0.2149942,-0.31539848
MountainGreen,UT,US,-0.07164439,0.18281613,-0.27216882
YellowSprings,OH,US,-0.015288739,0.2835165,-0.29011005
CleElum,WA,US,-0.03374975,0.13924511,-0.2897467
LarchWay,WA,US,0.022078933,0.043262918,-0.27796385
Puhi,HI,US,-0.13726921,0.19100828,-0.28216124
Eastland,TX,US,-0.21819547,0.20093253,-0.2408984
Chipley,FL,US,-0.0032988067,0.1875994,-0.14966588
Smithton,IL,US,-0.028954385,0.23308243,-0.29891577
GlenwoodLanding,NY,US,0.1569256,0.22617659,-0.18622272
FrenchCamp,CA,US,0.22260185,0.026363438,-0.22741272
SouthPoint,OH,US,-0.04995397,0.30554014,-0.25617367
PalmerHeights,PA,US,0.095459424,0.3090877,-0.19491322
Thomasville,AL,US,-0.08311364,0.23341589,-0.15545274
Huntingdon,TN,US,-0.123952344,0.22428523,-0.22806448
St.Augusta,MN,US,-0.02577954,0.18588324,-0.31340432
Abbotsford,WI,US,-0.042683873,0.20252816,-0.31391674
LevelPark-OakPark,MI,US,0.007582778,0.23190638,-0.29215407
MeadowLake,NM,US,-0.050550193,0.1546287,-0.2753235
Granger,WA,US,0.04375566,0.085806586,-0.29604155
Leesburg,GA,US,0.01452016,0.18066464,-0.1447243
HighlandFalls,NY,US,0.059023257,0.29521036,-0.1942254
Nash,TX,US,-0.17751521,0.19536702,-0.21121635
Saxon,SC,US,-0.01054018,0.23529966,-0.17749797
LaGrange,OH,US,0.016899144,0.2975439,-0.29379106
RiverRoad,NC,US,0.0055807265,0.25055152,-0.21205772
Mogadore,OH,US,0.022077816,0.29371786,-0.29512227
PleasantHills,MD,US,0.12299306,0.28913283,-0.223505
Lincoln,ID,US,-0.05003547,0.15919589,-0.29417267
Ossian,IN,US,-0.011852856,0.25280854,-0.28902277
Windber,PA,US,0.019817144,0.3074704,-0.26357558
Vidalia,LA,US,-0.11798277,0.21675277,-0.1579006
PantherValley,NJ,US,0.034742348,0.2908684,-0.22236633
Hohenwald,TN,US,-0.113586806,0.24446306,-0.20188402
NorthHudson,WI,US,-0.004113312,0.16245444,-0.32457897
Carmel-by-the-Sea,CA,US,0.029561913,0.14242773,-0.26492915
Marshall,IL,US,-0.053630557,0.24630624,-0.30736193
Elba,AL,US,-0.019462284,0.20265739,-0.14414309
Winneconne,WI,US,-0.004215569,0.2026409,-0.30998886
Friona,TX,US,-0.13687542,0.17989336,-0.2684321
Barrett,TX,US,-0.09395968,0.19294599,-0.1524129
KeyCenter,WA,US,-0.03556552,0.10709753,-0.30132467
Midland,NC,US,0.02257337,0.22952421,-0.18478127
WarminsterHeights,PA,US,0.15872186,0.2924759,-0.18520132
ElmiraHeights,NY,US,-0.024877049,0.28372478,-0.26014018
Welcome,NC,US,0.02974496,0.27639925,-0.20025663
Independence,MN,US,-0.02830681,0.18151566,-0.32148013
LongviewHeights,WA,US,-0.055940278,0.12397267,-0.26211086
Lansford,PA,US,0.05277887,0.29073942,-0.21549678
IndianHead,MD,US,0.1013379,0.30132762,-0.21107575
Fowlerville,MI,US,0.01563997,0.24177012,-0.28826952
Brooktrails,CA,US,-0.039137952,0.18585138,-0.23646283
AvenueBandC,AZ,US,0.006891754,0.14656056,-0.25216293
Lillington,NC,US,0.02439999,0.25376242,-0.20044753
RooseveltPark,MI,US,0.00070847,0.2082868,-0.30198777
NorthMuskegon,MI,US,0.00070847,0.2082868,-0.30198777
Forestdale,MA,US,0.031170176,0.19048728,-0.23179889
Grayling,MI,US,-0.018397782,0.23022121,-0.2922589
CarterLake,IA,US,-0.02240299,0.17434756,-0.32197884
Booneville,AR,US,-0.2046642,0.22100748,-0.25289565
ValleyGreen,PA,US,0.07931239,0.3304606,-0.223016
CedarSprings,MI,US,0.015924048,0.21271974,-0.29037872
Cisco,TX,US,-0.21881656,0.20037694,-0.24214858
Mirrormont,WA,US,-0.13060299,0.11838086,-0.28864565
Grifton,NC,US,0.0014244391,0.24960549,-0.20914638
Gibbstown,NJ,US,0.18270211,0.26452595,-0.193801
Plainwell,MI,US,0.0007808486,0.23034503,-0.29576856
Freedom,CA,US,0.12700506,0.08609015,-0.24300511
Hugoton,KS,US,-0.1459917,0.17991067,-0.28249022
LakeGoodwin,WA,US,-0.0662296,0.13277635,-0.30206263
ColonialBeach,VA,US,0.048618566,0.28535572,-0.21786395
NorwoodYoungAmerica,MN,US,-0.0437462,0.18378104,-0.31827566
Waldport,OR,US,-0.092667334,0.14890137,-0.26032013
Toledo,OR,US,-0.0856509,0.14782405,-0.2634145
CountryLakeEstates,NJ,US,0.1485293,0.24399519,-0.20011735
Graceville,FL,US,-0.0004883221,0.195561,-0.14437881
Bayport,MN,US,-0.0041133417,0.16245443,-0.32457897
PortSt.Joe,FL,US,-0.053193197,0.1994238,-0.18237242
Centre,AL,US,-0.048269752,0.22929163,-0.15813537
Merton,WI,US,0.006913818,0.1925051,-0.3058815
Eastover,NC,US,0.02427983,0.23718055,-0.20132047
ImlayCity,MI,US,0.03725646,0.24227785,-0.28619432
Forestville,CA,US,0.13320906,0.101423435,-0.2365934
Celada,Gurabo,PR,-0.18861449,0.1781705,-0.27322537
Bystrom,CA,US,0.23155026,0.02470809,-0.21673897
St.Charles,MN,US,-0.04190616,0.18669523,-0.3230728
Haleiwa,HI,US,-0.14221884,0.2024067,-0.27829993
SanCastle,FL,US,-0.077974536,0.21001223,-0.2038779
Brownsville,LA,US,-0.1265089,0.19338298,-0.1654384
Calcutta,OH,US,0.005638256,0.3184207,-0.27737898
Manti,UT,US,-0.10290618,0.18316089,-0.26550138
HarbourHeights,FL,US,-0.03213922,0.22138609,-0.15465164
ScottCity,KS,US,-0.14352265,0.17675342,-0.29068124
Franklinton,LA,US,-0.07460375,0.23422408,-0.14005037
Mamou,LA,US,-0.108867414,0.20977812,-0.16429238
Irwin,PA,US,0.018494327,0.3479082,-0.27166054
SouthRussell,OH,US,0.035124052,0.2913291,-0.2928842
Whitfield,FL,US,-0.035437275,0.21381086,-0.15527992
Johnson,AR,US,-0.1833336,0.21592835,-0.26645046
Hesston,KS,US,-0.123753995,0.18835762,-0.30098575
Sumiton,AL,US,-0.04173128,0.22472961,-0.15443213
WhiteHall,IL,US,-0.06782433,0.22516054,-0.30067962
Cresco,IA,US,-0.044668116,0.18257472,-0.31626487
CrossCity,FL,US,-0.043352403,0.19843258,-0.16365284
Farmerville,LA,US,-0.14524677,0.20219758,-0.17513981
Cozad,NE,US,-0.126365,0.18161531,-0.30455855
NorthWebster,IN,US,-0.011388175,0.2500426,-0.28702486
Ocilla,GA,US,0.00039425865,0.18333016,-0.1418272
LaCienega,NM,US,-0.085642084,0.16821015,-0.26998708
Turnersville,NJ,US,0.18144628,0.250159,-0.19236399
VillageGreen,NY,US,-0.0373656,0.28640097,-0.26472804
BoyneCity,MI,US,-0.024565583,0.22492632,-0.290647
Bagdad,FL,US,-0.022950526,0.19282049,-0.17618662
Bullard,TX,US,-0.20981063,0.21196921,-0.19254392
IttaBena,MS,US,-0.1084706,0.18924783,-0.1900805
NorthAlamo,TX,US,-0.21176389,0.24283288,-0.19924039
Trappe,PA,US,0.1173272,0.31123567,-0.19591376
Lavon,TX,US,-0.18471281,0.21242504,-0.23797846
CoalValley,IL,US,-0.035169654,0.19062784,-0.32711715
Pulaski,WI,US,-0.0066957157,0.21461062,-0.30631462
IndianHeadPark,IL,US,0.055188157,0.18557733,-0.31270996
Lyman,SC,US,-0.020851543,0.24348098,-0.17960195
Sweeny,TX,US,-0.16443495,0.21232268,-0.16712102
Lowell,NC,US,0.0037249671,0.24336816,-0.1821305
Maiden,NC,US,0.007565334,0.2608309,-0.18946338
St.Anthony,ID,US,-0.07761925,0.1649663,-0.2903495
Metamora,IL,US,-0.033975188,0.2103154,-0.31524554
St.Pauls,NC,US,0.01921147,0.231007,-0.1989357
BrynMawr,PA,US,0.15585914,0.31878713,-0.18413466
Belvidere,NJ,US,0.06337534,0.2953796,-0.21165456
FlaglerEstates,FL,US,-0.011303476,0.20023471,-0.16484222
Fordyce,AR,US,-0.15286002,0.20827776,-0.20515138
Sunnyslope,WA,US,0.00019244663,0.13164018,-0.30509722
Livonia,LA,US,-0.09996048,0.20012742,-0.14008231
Lancaster,WI,US,-0.025181245,0.19341166,-0.31629992
Merchantville,NJ,US,0.20861657,0.2697705,-0.18018878
BattleMountain,NV,US,-0.030623013,0.14384668,-0.26300076
Plymouth,NC,US,0.011432849,0.25029537,-0.21780492
EmeraldIsle,NC,US,-0.014466498,0.20753679,-0.2282564
SUNYOswego,NY,US,-0.02062602,0.26648194,-0.2621445
CandelariaArenas,Toa Baja,PR,-0.18807067,0.17237757,-0.27789682
SanManuel,AZ,US,-0.0068702754,0.15518323,-0.26103753
Clarcona,FL,US,0.019392945,0.19445302,-0.15765555
MountUnion,PA,US,0.012735129,0.33281368,-0.25336027
LeisureVillageEast,NJ,US,0.12777038,0.22516446,-0.20102684
WolfPoint,MT,US,-0.07928468,0.17136073,-0.286944
Montauk,NY,US,0.020148566,0.19302168,-0.23166713
SouthTomsRiver,NJ,US,0.12777038,0.22516446,-0.20102684
Woodbourne,PA,US,0.1762117,0.28473327,-0.18270527
Emmetsburg,IA,US,-0.057635617,0.17949224,-0.31584448
McGehee,AR,US,-0.11477558,0.19953237,-0.1986778
LakeoftheWoods,AZ,US,-0.040578984,0.15990537,-0.26871565
Maybrook,NY,US,0.048782464,0.3029304,-0.20664982
BeachHavenWest,NJ,US,0.05874732,0.21341647,-0.23073156
Albia,IA,US,-0.07596161,0.21131776,-0.32991177
Avalon,CA,US,-0.0060885516,0.14335184,-0.27819854
MeadowVista,CA,US,0.053870287,0.13491787,-0.26543224
Potosi,TX,US,-0.21508302,0.19807911,-0.251893
Aurora,IN,US,-0.059051283,0.28233474,-0.2861125
Lely,FL,US,-0.05989612,0.22330669,-0.16097608
Sagamore,MA,US,0.026344273,0.19342764,-0.23249476
Brookland,AR,US,-0.10339837,0.19821306,-0.23596549
Arlington,NY,US,0.04151552,0.28396764,-0.20385206
FeatherSound,FL,US,0.00900089,0.19019595,-0.1423886
Hebron,IN,US,0.03129697,0.21668746,-0.29818168
Wintersville,OH,US,-0.013391673,0.31544593,-0.2751049
Milan,NM,US,-0.04927442,0.1490663,-0.26727116
Ranlo,NC,US,0.0037249671,0.24336816,-0.1821305
Muttontown,NY,US,0.1569256,0.22617659,-0.18622272
Moca,Moca,PR,-0.21253341,0.19203185,-0.26864618
AuburnLakeTrails,CA,US,0.097999446,0.12026919,-0.26778838
Northfield,OH,US,0.054363634,0.3022803,-0.29676154
RoyalPalmEstates,FL,US,-0.021584691,0.21809421,-0.18565482
Millvale,PA,US,0.037407205,0.34562418,-0.27245906
MullicaHill,NJ,US,0.18270211,0.26452595,-0.193801
LloydHarbor,NY,US,0.09868798,0.23041439,-0.20765202
Fritch,TX,US,-0.13122761,0.17568123,-0.2762479
Spencerport,NY,US,0.03937383,0.27054885,-0.25361806
Melrose,MN,US,-0.038320985,0.18238877,-0.31212813
Oracle,AZ,US,-0.027889727,0.15535563,-0.26169226
Troy,NC,US,-0.020743629,0.26786253,-0.19583385
Thorndale,PA,US,0.09170635,0.29961807,-0.20983015
Boonsboro,MD,US,0.067827635,0.31960055,-0.22194852
JunoBeach,FL,US,-0.08646653,0.21080789,-0.20403357
Mora,MN,US,-0.020411288,0.19017474,-0.31295067
WhiteBluff,TN,US,-0.100586876,0.24245569,-0.21627294
Quitman,GA,US,0.0009103749,0.19453597,-0.1454984
WillsPoint,TX,US,-0.20295458,0.21447149,-0.22075877
Wadsworth,IL,US,0.025525142,0.19169256,-0.31428716
Perham,MN,US,-0.03837369,0.17705241,-0.29488456
