city,dim_1,dim_2,dim_3
Alabaster,-0.009884672,0.02341342,0.019770788
Woodridge,0.09983444,0.0054270015,0.07084939
Greer,-0.003699766,0.007132654,-0.014466658
Springville,-0.012643248,-0.048258692,0.009306463
SaratogaSprings,-0.0419915,-0.07278881,0.036442045
AmericanFork,-0.026653484,-0.11357657,0.014377298
Matthews,0.019351145,-0.013561378,-0.0053766053
WestLittleRiver,-0.04265972,-0.038260054,0.017777216
FairLawn,-0.024862466,-0.0023951335,-0.1551298
St.Charles,0.07033136,0.01990293,0.045914672
Ridgecrest,-0.024932947,-0.024323082,0.007374644
Massillon,0.03041897,0.024847917,0.0035148542
Spanaway,-0.08211325,0.007021378,0.013550009
Starkville,-0.01071851,0.014887818,0.026888635
HarkerHeights,-0.023807842,0.030670477,0.01281433
ElkGroveVillage,0.11887549,0.0149324145,0.05901124
Kaysville,-0.016979508,-0.09187115,0.018334119
Lawndale,0.032273084,-0.2851563,0.03279967
Southlake,-0.01870191,0.014467949,0.0398379
FerryPass,-0.016862713,0.046543688,0.013262082
Savage,0.035627995,-0.013621836,0.04977713
DesMoines,-0.09796811,-0.03275782,0.018529896
BethelPark,0.06681903,0.026163556,-0.03916004
DaniaBeach,-0.04536259,-0.030789254,0.010712444
EastLake,-0.033820264,0.02433641,-0.005446497
Rome,-0.0034556098,0.0121465605,-0.042477272
Eastpointe,0.1269048,0.027910618,-0.025624637
FranklinSquare,0.01604281,-0.07729637,-0.2151803
Pekin,0.03736364,0.008224167,0.038379353
Westlake,0.048092533,0.03841834,-0.0017778368
Uniondale,0.016042814,-0.07729636,-0.2151803
LaVerne,0.032524664,0.046553794,0.01453181
Juneau,-0.027267676,0.043648444,0.009371396
Prairieville,-0.020170711,0.021858674,0.017057542
Placerville,-0.030536985,0.0091055045,0.0052445102
BelAirNorth,0.006169218,-0.0062004277,-0.07425439
Redan,0.0018686573,0.02398887,-0.0015813935
PuebloWest,-0.02180797,0.019971022,0.011522386
Garfield,0.016533034,-0.020055484,-0.20818381
Fallbrook,0.03375708,-0.060551196,0.023118999
SpringValley,0.038319737,-0.082125194,0.019494258
Hopkinsville,0.010282891,0.019002227,0.025398845
SouthRiding,0.025909983,0.0041361507,-0.044302646
Centereach,-0.0020260632,-0.026244085,-0.121140376
Milledgeville,-0.020662993,0.02813211,0.017117733
Syracuse,-0.016979508,-0.09187115,0.018334119
Parkville,0.016523464,-0.016449306,-0.115492485
Garner,0.009292803,0.0033444485,-0.004051817
KeyWest,-0.038304865,0.052997176,0.0069608036
MiamiLakes,-0.037858196,0.012809335,-0.012490051
Petersburg,0.02358423,-0.0018277743,-0.008136962
Kahului,-0.033645418,0.034824826,0.008166071
WheatRidge,-0.020838786,0.047169946,0.021349682
FruitCove,-0.02502026,0.030448357,0.014705759
Cibolo,-0.0247155,0.0189852,0.011817548
Alliance,0.027395492,0.025294017,0.005604774
Banning,-0.0035101161,0.07481602,0.0076513723
LagunaHills,0.04998081,-0.12712796,0.036093917
CentralIslip,8.5990876e-05,-0.04042666,-0.14573106
Orcutt,-0.032783255,-0.018260362,0.001992843
Naugatuck,-0.014146514,-0.022289675,-0.124763496
Eldersburg,0.0072450554,-0.0020709902,-0.073624834
Mundelein,0.09518381,0.028488923,0.038722016
SanPablo,-0.05442317,-0.15421556,-0.019577077
Nogales,-0.012968726,-0.0037767186,0.0070963795
Nicholasville,0.001922862,0.013446941,0.02047315
Goleta,-0.030140484,-0.029734325,-0.0049920613
Opelika,-0.01884997,0.030899165,0.011406335
Algonquin,0.06375549,0.020501517,0.03647523
Marrero,-0.019146502,0.031585038,0.0256696
Burlingame,-0.077316985,-0.23473036,-0.012123249
Aiken,-0.008544529,0.029331392,0.008743857
Lawrenceville,-0.012725118,0.03360225,-0.000113360584
WinterPark,-0.023826981,-0.0038178673,-0.030024098
LakeMagdalene,-0.037112094,0.0035496724,-0.017857768
Fitchburg,0.06285713,-0.0014675471,0.045179665
Wooster,0.02752314,0.025171822,0.0035634167
Fountain,-0.02010144,-0.011873684,0.016899826
BrooklynCenter,0.079134956,-0.03429267,0.07502823
Barstow,-0.0153954495,-0.004755349,0.010483715
Oceanside,0.026206939,-0.004542423,-0.15354282
CrownPoint,0.08202977,0.017042186,0.04137974
Gloucester,-0.04220317,0.017205134,-0.057499114
Gurnee,0.075967036,0.02811957,0.022561336
Holladay,-0.0337262,-0.097670116,0.018902682
Fuquay-Varina,0.01062642,0.005590172,-0.0060562673
Chamblee,0.017809143,0.027561082,-0.014164199
Carney,0.016523464,-0.016449306,-0.115492485
NorthTonawanda,0.045750894,0.038631503,-0.03387968
LongBranch,0.029962406,0.015162877,-0.08575265
SantaPaula,-0.009588945,0.03824698,0.0023759147
SouthLakeTahoe,-0.04370137,0.026174381,0.0027108532
Saratoga,-0.04569153,-0.22949955,-0.014258989
LosAltos,-0.030763496,-0.27275336,-0.0049212244
Atascadero,-0.032404903,-0.0015413375,0.004046619
NorthRoyalton,0.06470291,0.0396431,-0.0029654077
Seguin,-0.027734943,0.026913088,0.011286356
FortunaFoothills,-0.022929616,0.021633167,0.022029107
MilfordMill,0.010606134,-0.0063725514,-0.098817155
Pasadena,0.030078612,-0.017602276,-0.09724346
Stockbridge,-0.0012453041,0.014662487,0.010525061
EastLiverpool,0.024110941,0.019789323,-0.0073165675
Rahway,0.06677667,-0.031019084,-0.18300448
Williston,-0.01978963,0.031370312,0.023444107
BayShore,8.5990876e-05,-0.04042666,-0.14573106
Eagle,-0.05413989,-0.039931946,0.019965323
Walnut,0.08581074,-0.14148262,0.033034835
WestFallsChurch,0.044913378,-0.012756041,-0.07688777
NorthChicago,0.059979927,0.051982377,0.001472362
Duluth,-0.0027502554,0.038170476,-0.010875291
Winona,0.027807925,0.0034947179,0.026535518
O'Fallon,0.009110293,-0.007922207,0.03910499
DrexelHeights,0.03686689,-0.0857444,-5.0308183e-05
Ukiah,-0.03743877,-0.0071463776,0.015061744
Atwater,-0.02869603,-0.07055301,0.00096370606
GoldenGate,-0.035032917,0.030050585,-0.0034206242
Sanford,-0.034973465,-0.0047852397,-0.045223285
Westfield,0.0391045,-0.019057725,-0.16101694
Hermiston,-0.065472916,-0.015008368,0.026225414
Central,-0.019003427,0.02794565,0.016358364
EastLake-OrientPark,-0.037112094,0.0035496724,-0.017857768
ChicagoHeights,0.090500765,0.004724065,0.06139346
EastPaloAlto,-0.07367456,-0.238658,-0.002690005
Newberg,-0.07766032,-0.07617391,-0.002150694
Lewes,0.0037662855,0.013623645,-0.02232858
NorthAttleborough,-0.008598059,-0.014100926,-0.10091945
Laplace,-0.011013531,0.032636482,0.018027088
SeaTac,-0.073216535,0.00105074,0.02800374
Raytown,-0.009981821,-0.022961346,0.035694864
Paragould,-0.0014856929,0.02461719,0.030780256
Southgate,0.1001322,0.040675446,-0.0035451704
FernandinaBeach,-0.02174737,0.039319947,0.0029860495
BigSpring,-0.029445896,0.028635396,0.0066216285
BellaVista,-0.012869766,0.01484218,0.0224583
Casselberry,-0.023826981,-0.0038178673,-0.030024098
Plattsburgh,-0.019989401,0.02685211,-0.02519424
Wasco,-0.03748455,-0.08725915,-0.0040311837
SouthLaurel,0.020309122,-0.014977571,-0.07924502
FlemingIsland,-0.025453677,0.028104454,0.013485183
BelleGlade,-0.035650812,0.048668444,0.006377547
LakeintheHills,0.06375549,0.020501517,0.03647523
Agawam,-0.00081307604,-0.03654579,-0.12405268
Shirley,-0.007855832,-0.009228019,-0.092296064
Austintown,0.025795538,0.028500874,-0.0025270134
NewIberia,-0.018506452,0.029886624,0.019882936
Zionsville,0.03093682,0.034534577,0.021252349
ShortPump,0.025079686,0.0008028073,-0.0424544
Burbank,0.12673998,0.0049351044,0.07749287
PerryHall,0.007404659,-0.0135830175,-0.090428874
Benicia,-0.055279903,-0.16896261,-0.001829229
OakleafPlantation,-0.023648275,0.023847481,0.0027155695
Monterey,-0.045597427,-0.09982125,0.013239406
Converse,-0.022562906,0.0028910032,0.011915211
GraniteCity,0.023104873,-0.012636964,0.044715814
Yukon,-0.014150692,0.027441112,0.022066534
Sonora,-0.029301198,-0.0015565812,0.0025749744
Mehlville,0.033010885,-0.016886735,0.074920885
WisconsinRapids,0.033784453,0.0038147233,0.02589051
Hutto,-0.019593174,0.022393435,0.011456897
Bixby,-0.01796855,-0.007690583,0.01822513
DrexelHill,0.050362676,-0.017384663,-0.11846935
Sunbury,0.019937146,0.01052687,-0.055718955
SummerlinSouth,-0.017717669,0.010051514,0.018071337
NewSmyrnaBeach,-0.030153947,0.03442519,0.008449666
Tualatin,-0.09153431,-0.089748286,-0.007871761
ForestHills,0.033820037,0.021790791,-0.0026990687
Fridley,0.09368386,-0.05431159,0.067636676
EastChicago,0.09228761,0.004826836,0.040264938
Kirkwood,0.03301088,-0.016886739,0.074920885
Ruston,-0.012333798,0.024680613,0.020346459
Jeffersontown,0.021233438,0.014031217,0.035363052
GlenEllyn,0.09983444,0.0054270015,0.07084939
IslaVista,-0.030140484,-0.029734325,-0.0049920613
CañonCity,-0.018906236,0.017326266,0.010161865
Ashtabula,0.0058538415,0.025112256,-0.01567111
TemescalValley,0.057766423,-0.07414417,0.025647994
Bridgewater,0.0042058956,-0.013732201,-0.09264557
MintHill,-0.0051253526,-0.0062275683,0.002982328
MililaniTown,-0.040070444,0.016709782,0.007925996
Statesville,7.3118135e-05,0.001373752,-0.0140294675
Gloversville,-0.01485303,-0.00085931236,-0.05253596
DeerPark,0.00459108,-0.050878905,-0.17455555
GarfieldHeights,0.06021645,0.03424892,-0.00052832055
ImperialBeach,-0.012181789,-0.23659414,0.017600365
Seneca,-0.0015288262,0.009194859,0.004298256
BayonetPoint,-0.03268858,0.029246368,0.0023354022
Millville,0.028650042,-0.008459238,-0.043260638
Monroeville,0.058377393,0.021547312,-0.028447116
St.Helens,-0.06402535,-0.04708136,0.022799272
Bergenfield,-0.024369238,-0.027979802,-0.2035187
LaderaRanch,0.04998081,-0.12712796,0.036093917
HornLake,-0.008377567,0.018479938,0.044447042
PriorLake,0.035627995,-0.013621836,0.04977713
MapleValley,-0.050150648,0.029578887,0.023536332
OakForest,0.06980818,0.0078010685,0.06803138
GlenCove,0.016042814,-0.07729636,-0.2151803
Indiana,0.018597176,0.010195147,-0.018818334
Shoreview,0.09368386,-0.05431159,0.067636676
Windsor,-0.03911167,-0.057617303,-0.0032876572
DodgeCity,-0.014933765,0.030478518,0.017196203
Colleyville,-0.034099605,-0.015290761,0.037008647
Wilmette,0.12030745,0.015024222,0.054380845
Plum,0.029760005,0.014336473,-0.037558917
McHenry,0.067326196,0.026298868,0.027481804
Waterville,-0.021469817,-0.0027409794,-0.032056935
Norfolk,0.021548191,0.03146979,0.03688567
ShakerHeights,0.06021645,0.03424892,-0.00052832055
CitrusPark,-0.029536484,0.009822693,-0.026296996
Reisterstown,0.010606134,-0.0063725514,-0.098817155
Erie,0.0002593957,-0.028344307,0.049255937
Brownsburg,0.035241384,0.03388047,0.02978735
Chaska,0.034626927,-0.0023486495,0.04548719
Ilchester,0.023051871,-0.0065202904,-0.095154144
MarylandHeights,0.035510622,-0.0111817,0.06269774
Magna,-0.04120701,-0.04293226,0.027436823
Xenia,0.017321585,0.024588833,0.019841703
AllenPark,0.1001322,0.040675446,-0.0035451704
MasonCity,0.036192734,0.0085323015,0.038720336
Hanahan,-0.015367094,0.028360823,0.011683404
Kinston,-0.0021141323,0.010803062,0.0046323943
Searcy,-0.00047787456,0.022270847,0.025316387
NewLondon,-0.013245437,0.0004548355,-0.071926735
WestIslip,8.5990876e-05,-0.04042666,-0.14573106
WestChicago,0.08843791,0.008994418,0.06048206
LemonGrove,0.038319737,-0.082125194,0.019494258
McDonough,-0.0072384677,0.014427436,0.017077755
WestLinn,-0.103063,-0.0461828,0.0065916367
Cortland,-0.009487663,0.015242512,-0.022056816
Lemoore,-0.045112725,-0.09120287,0.0035532634
Alvin,-0.032870505,0.0014324774,0.024757635
Marshalltown,0.046444777,0.0018525547,0.04083163
WestWhittier-LosNietos,0.068880305,-0.175824,0.036036022
LeisureCity,-0.03595683,0.029109474,0.0048380224
TempleTerrace,-0.037112094,0.0035496724,-0.017857768
Lafayette,-0.052507386,-0.19863367,0.00021682866
Norco,0.09431729,-0.10214877,0.039263677
Immokalee,-0.036023546,0.043700654,0.00787035
VernonHills,0.09518381,0.028488923,0.038722016
Pearl,-0.021728737,0.015379393,0.023902215
Marquette,-0.011380895,0.03752989,-0.0039446964
Sedalia,-0.0069088065,0.0071477485,0.026926374
Bessemer,-0.0040393714,0.029134918,0.020809248
Chanhassen,0.034626927,-0.0023486495,0.04548719
Cabot,-0.0005232877,0.01829364,0.024176631
Vicksburg,-0.019907033,0.02061717,0.023294402
Brawley,-0.00035897456,0.014622851,0.006732544
Neenah,0.058463015,0.014449268,0.020265901
Snoqualmie,-0.03729979,0.025404306,0.018377041
Hercules,-0.055279903,-0.16896261,-0.001829229
Paramus,-0.024369238,-0.027979802,-0.2035187
Okeechobee,-0.033092067,0.043142702,0.004479428
Soledad,-0.037768424,-0.039350756,0.013068282
Moscow,-0.037774015,0.015267361,0.019017467
Sebastian,-0.035189044,0.041798286,0.008221769
Northport,-0.011814204,0.023456194,0.020615572
Natchez,-0.022034185,0.029215936,0.020955315
TwentyninePalms,-0.0071964473,0.031245114,0.015504819
Holt,0.030916415,0.023045398,0.0032000074
EastSt.Louis,0.017725103,-0.017988225,0.05951579
Sachse,-0.038405903,-0.06913547,0.0015165961
HainesCity,-0.028253365,0.030640908,0.006455033
CaveSpring,0.0003720764,0.017379133,-0.0111563485
WestOdessa,-0.030631639,0.025316307,0.008072342
Medina,0.04068506,0.032111764,0.0036241175
Barberton,0.04165056,0.034082122,0.0019953707
Española,-0.019222317,0.010647229,0.01168143
RockSprings,-0.02677693,0.0028588392,0.039275993
Heber,-0.035871092,-0.020520559,0.00075620203
Holbrook,-0.0020260632,-0.026244085,-0.121140376
BayPoint,-0.043087624,-0.14314248,-0.0018973642
Woodstock,0.057159048,0.018619157,0.028480295
Lochearn,0.010606134,-0.0063725514,-0.098817155
Green,0.03768993,0.02931792,0.0043129646
Cloverleaf,-0.035418488,-0.026584253,0.0058627645
Owatonna,0.02976843,0.0076486827,0.035318855
Pooler,-0.016440606,0.033683397,0.012841834
Lancaster,-0.0011279616,0.007152882,0.013369597
EwaGentry,-0.040070444,0.016709782,0.007925996
Austin,0.030730926,0.008136108,0.036309
Lockport,0.076470435,0.0057784864,0.0641118
SouthSaltLake,-0.021565488,-0.09081596,0.01095111
TarponSprings,-0.031806864,0.029920276,-0.007295652
SanLorenzo,-0.07825963,-0.2426076,-0.0037163007
Sevierville,-0.0050921924,0.00938341,0.007928886
ForestGrove,-0.060622722,-0.008436479,0.015659902
SunCityWest,0.045368228,-0.0891439,-0.005074338
SouthPortland,-0.045171194,0.023688434,-0.047605436
Ruskin,-0.027471796,0.025128692,-0.0012512124
Denison,-0.015142964,0.018167187,0.0126803415
ElCerrito,-0.05442317,-0.15421556,-0.019577077
Keystone,-0.033820264,0.02433641,-0.005446497
CoralTerrace,-0.044056077,0.002261493,-0.0064504566
Claremore,-0.009064138,0.008260025,0.017366271
Columbine,-0.0014315087,-0.009761119,0.015005406
SouthPasadena,0.033952877,0.0038330958,-0.0010401323
Kingsville,-0.03807964,0.050367802,0.007151418
BainbridgeIsland,-0.08392957,-0.028419113,0.02046585
Caledonia,0.060620513,0.04303904,0.009059546
Champlin,0.08524004,-0.033531632,0.07026282
Edwardsville,0.009728728,-0.0055446196,0.031583488
SouthBradenton,-0.021234825,0.020810153,-0.007830118
Fairland,0.02730377,-0.023011211,-0.107312426
PalmSprings,-0.04730666,0.021925002,0.008453487
Rosemount,0.037918475,-0.02356087,0.03605386
FountainHills,0.0029112392,-0.00406973,-0.0048213764
Belvidere,0.05208514,0.012833941,0.03802662
MiddleRiver,0.007404659,-0.0135830175,-0.090428874
Muskego,0.05418194,0.015477121,0.0234319
Levittown,-0.050565366,0.08210192,0.00077614543
Hazelwood,0.035510622,-0.0111817,0.06269774
Scottsbluff,-0.0076113986,0.04374066,0.027191695
Fresno,-0.032813594,-0.023165576,0.019924512
Ridgewood,-0.024862466,-0.0023951335,-0.1551298
YuccaValley,-0.019856228,0.037324555,0.019497992
Branson,-0.012333435,0.010330457,0.021697283
BalchSprings,-0.032316875,-0.07010529,0.0005295685
UniversityPark,-0.03516582,-0.05158164,0.022269802
TimberwoodPark,-0.022562906,0.0028910032,0.011915211
DePere,0.045368496,0.0059649902,0.016831905
Socastee,-0.013287888,0.029225348,0.013009282
Terrytown,-0.013038099,0.0074353036,0.008319293
Fajardo,-0.050461963,0.07713941,0.0033904125
Wilsonville,-0.09153431,-0.089748286,-0.007871761
Riverbank,-0.036978837,-0.08907014,0.0033434746
NorthLaurel,0.023051871,-0.0065202904,-0.095154144
Walker,0.049957,0.027698224,0.0004432629
Wyandotte,0.1001322,0.040675446,-0.0035451704
ForestLake,0.070787385,-0.018185103,0.046988554
ChesapeakeBeach,0.030639276,-0.007191735,-0.023454592
PalmCity,-0.04200704,0.033317145,0.0022011641
Clarksburg,0.02797017,-0.005746025,-0.08372279
SouthElgin,0.07033136,0.01990293,0.045914672
AuburnHills,0.08651025,0.05170929,-0.036582887
NorthTustin,0.06301212,-0.18082649,0.042090867
Ontario,-0.03885795,-0.058026887,0.024171455
MelrosePark,0.12030745,0.015024222,0.054380845
NortonShores,0.023984056,0.0329153,-0.0009772792
Kernersville,-0.00064949866,0.0071150493,-0.016969092
Herndon,0.030388432,-0.001912636,-0.069640644
Emporia,-0.0118314745,0.021083672,0.021685235
Prosper,-0.018506344,-0.016991628,0.018277213
RockvilleCentre,0.026206939,-0.004542423,-0.15354282
PalmettoBay,-0.042411756,-0.00030489266,0.0053434344
Suitland,0.052616067,-0.032457914,-0.07218052
Lathrop,-0.051697467,-0.13020906,-0.00059453753
LomaLinda,0.037818007,0.0012691236,0.0010906938
Watauga,-0.034099605,-0.015290761,0.037008647
HomerGlen,0.076470435,0.005778479,0.0641118
Tifton,-0.023360921,0.038787086,0.015285303
Dinuba,-0.027060457,-0.054720968,0.0007973516
Westmont,0.09983444,0.0054270015,0.07084939
Opelousas,-0.020168867,0.03070826,0.017471643
Camas,-0.05939139,0.0020483776,0.026347026
Medford,-0.0020260632,-0.026244085,-0.121140376
Trotwood,0.03420781,0.031335436,0.009722793
WestMemphis,-0.0020864182,0.025342042,0.039734934
Collinsville,0.009110293,-0.007922207,0.03910499
Mequon,0.08610575,0.029805344,0.024777602
Ellensburg,-0.041450523,-0.023897912,0.031507842
Ottumwa,0.029388815,-0.0016132502,0.039002415
Chantilly,0.041261327,-0.0038567511,-0.061744377
Woodlawn,0.044913378,-0.012756041,-0.07688777
Lodi,0.029471729,-0.061177034,-0.26119724
Orchards,-0.0887747,-0.08015559,0.028336985
SanFernando,0.05027683,-0.033250287,0.009605893
Saginaw,-0.028618697,0.022118125,0.039232828
Peekskill,-0.029905226,-0.005137822,-0.1296309
PortAngeles,-0.07244342,0.024560673,0.015983548
MillCreekEast,-0.079031795,-0.024257949,0.022428006
SunCityCenter,-0.027471796,0.025128692,-0.0012512124
Inkster,0.07055518,0.04261565,-0.0064718705
Thomasville,-0.022853205,0.036938585,0.01803191
PoncaCity,-0.0065891524,0.016450938,0.02348385
Cataño,-0.050565366,0.08210192,0.00077614543
Tysons,0.035804402,-0.008245288,-0.094932035
WestMelbourne,-0.035913635,0.03138301,0.00313367
Faribault,0.031944964,0.0059368126,0.0387268
FortWashington,0.052616067,-0.032457914,-0.07218052
Lincolnton,0.0058963182,-0.0019107288,-0.006753347
WestSpringfield,0.044913385,-0.012756041,-0.076887764
Simpsonville,-0.0021510664,0.0020080404,-0.0038717529
Bailey'sCrossroads,0.044913378,-0.012756041,-0.07688777
Okemos,0.041755233,0.023789423,-0.0053278334
Ridgeland,-0.013936688,0.021307431,0.029771542
CharlesTown,0.021268802,0.0031342695,-0.035401367
Waukee,0.052841272,-0.0086609265,0.058154378
SouthPlainfield,0.0391045,-0.019057725,-0.16101694
Wadsworth,0.032121774,0.029259922,0.004067156
Tumwater,-0.0833942,-0.022217719,0.017726019
Fairfax,0.044913378,-0.012756041,-0.07688777
Candler-McAfee,0.0018686573,0.02398887,-0.0015813935
OakRidge,-0.025766304,0.004911278,-0.0047476673
Venice,-0.02665427,0.03278994,0.0030540188
Wright,-0.020936808,0.047772065,0.012575342
Lincolnia,0.044913378,-0.012756041,-0.07688777
NorthPotomac,0.035804402,-0.008245288,-0.094932035
Pelham,-0.012234693,0.026465036,0.020530947
Corsicana,-0.01487138,0.01813515,0.008807821
SealBeach,0.07599368,-0.25739127,0.04303715
FortDodge,0.041465666,0.008083666,0.04329424
Dunkirk,-0.0051506446,0.023315195,-0.008653123
Calabasas,0.049524885,0.0046334895,0.015203085
Chalmette,-0.013038099,0.0074353036,0.008319293
NorthAugusta,-0.008327318,0.031368144,0.005736593
PalmRiver-ClairMel,-0.037112094,0.0035496724,-0.017857768
MountPocono,-0.013167868,0.015539392,-0.033815417
Farragut,-0.0024123217,-0.0004324093,0.0068305
Jenks,-0.01611445,0.0028213186,0.019746946
Palatka,-0.026897363,0.034408644,0.011598762
VanBuren,0.0056375563,-0.0018433235,0.023228845
Greeneville,-0.0069872956,0.0072210506,-6.785244e-05
Waycross,-0.022284733,0.03443282,0.017921353
HalfMoonBay,-0.093780674,-0.15234126,-0.0009646672
JacksonvilleBeach,-0.021521192,0.020394608,0.011217159
NorthLynnwood,-0.079031795,-0.024257949,0.022428006
Ilion,-0.0008055249,0.015806371,-0.031440753
Rosemont,-0.051836636,-0.15557453,-0.015270956
Madisonville,0.009661139,0.0146360425,0.03428627
Copiague,0.007106458,0.009434195,-0.1136979
WinterGardens,0.038319737,-0.082125194,0.019494258
Leland,-0.008396721,0.02093106,0.011367355
RollingMeadows,0.11887549,0.0149324145,0.05901124
WekiwaSprings,-0.023826981,-0.0038178673,-0.030024098
Northdale,-0.033820264,0.02433641,-0.005446497
FortHood,-0.02595391,0.033965923,0.016294122
Benbrook,-0.026414419,0.025516331,0.030711802
Zion,0.059979927,0.051982377,0.001472362
HialeahGardens,-0.044056077,0.002261493,-0.0064504566
Columbus,0.022098118,0.026544517,0.04022762
Plainview,-0.023688143,0.034549616,0.012351287
Carteret,0.06677667,-0.031019084,-0.18300448
WestPuenteValley,0.068880305,-0.175824,0.036036022
LovesPark,0.06610591,0.009896424,0.041738253
Lisle,0.09983444,0.0054270015,0.07084939
Greenbelt,0.020309122,-0.014977571,-0.07924502
GraniteBay,-0.034453288,-0.0628093,-0.02008586
AllisonPark,0.038691744,0.017840823,-0.042584278
Monsey,-0.029905226,-0.005137822,-0.1296309
Hastings,0.0387447,-0.016554141,0.03396253
Rockingham,-0.008339947,0.014470066,0.0054504178
Auburn,0.03667216,0.029619563,-0.0013601398
Frederickson,-0.08211325,0.007021378,0.013550009
Willoughby,0.029877566,0.025870893,-0.016166186
Mustang,-0.019577766,0.023835909,0.019878445
Patterson,-0.038200136,-0.023678748,0.006278458
Gallup,-0.034844693,0.0064138854,0.0224046
Radcliff,0.010699205,0.017240439,0.024357304
WestRanchoDominguez,0.073635586,-0.2439781,0.036345813
BlueIsland,0.090500765,0.004724065,0.06139346
Crystal,0.079134956,-0.03429267,0.07502823
Pace,-0.016862713,0.046543688,0.013262082
LagunaBeach,0.037324917,-0.23248547,0.016383795
WebsterGroves,0.03301088,-0.016886739,0.074920885
Acworth,0.013011262,0.028925246,-0.012144514
Griffin,-0.013403352,0.021518882,0.018995978
Keene,-0.0321211,-0.0021738298,-0.04026239
Marina,-0.045597427,-0.09982125,0.013239406
Solon,0.027422499,0.026292877,-0.010581797
Pittsburg,-0.0104715675,0.012607986,0.02224289
ElizabethCity,-0.0014823849,0.012958075,0.004139701
Harriman,-0.009287329,0.013016636,0.005949393
Fairhope,-0.017704943,0.03587757,0.01589888
CottageLake,-0.05941172,0.0159503,0.02158438
MachesneyPark,0.06610591,0.009896424,0.041738253
Braidwood,0.050986655,0.016730107,0.035333235
Hurricane,-0.032552514,0.0031926741,0.0033220465
Trussville,-0.01849224,0.027060062,0.01037653
Waynesboro,0.0045420574,0.014328503,-0.0023295816
Johnston,0.052841272,-0.0086609265,0.058154378
Meadville,0.011464519,0.014133673,-0.015696988
Landover,0.020309122,-0.014977571,-0.07924502
HappyValley,-0.103063,-0.0461828,0.0065916367
EastPeoria,0.037363637,0.008224152,0.03837935
Hopewell,0.018183881,9.729713e-05,-0.00023891777
FortWaltonBeach,-0.020936808,0.047772065,0.012575342
Christiansburg,-0.006185262,0.014004862,-0.005047792
Anthem,0.009062704,-0.006356205,0.0022604144
TheCrossings,-0.042411756,-0.00030489266,0.0053434344
Kihei,-0.033645418,0.034824826,0.008166071
Millbrae,-0.077316985,-0.23473036,-0.012123249
FloridaRidge,-0.032161213,0.034373276,0.005864109
SilverFirs,-0.079031795,-0.024257949,0.022428006
Dolton,0.090500765,0.004724065,0.06139346
Brent,-0.007179295,0.040842917,0.012166543
Northfield,0.025635472,0.006638026,0.038657617
Sequim,-0.039467152,0.01898835,0.0076406007
PrairieVillage,0.006123048,-0.017135967,0.04246106
Kuna,-0.038915478,-0.024819763,0.008489461
Coralville,0.05222756,-0.0064196293,0.052386653
FortMill,0.0115827015,-0.0023564578,6.9279224e-05
RoseHill,0.044913378,-0.012756041,-0.07688777
Lutz,-0.037162144,0.025415674,-0.0033200462
Taylors,-0.0032300123,0.01045186,-0.011592298
RoanokeRapids,0.0063658548,0.012295021,-0.0035232345
VegaBaja,-0.05164143,0.07959726,0.001741789
Raymore,-0.014626064,-0.0071291155,0.03137854
Ensley,-0.016862713,0.046543688,0.013262082
Fremont,0.03692263,0.030797571,0.0050875377
Mukwonago,0.050113197,0.013465349,0.02379144
Watertown,-0.0021171758,0.028423434,0.03865998
EastPatchogue,-0.0020260632,-0.026244085,-0.121140376
Pickerington,0.029711084,0.020757858,0.020021481
Arvin,-0.0004124585,-0.035730712,-0.0026446946
Milford,0.01045475,0.008187289,-0.028466577
Naples,-0.035032917,0.030050585,-0.0034206242
WestCarson,0.07428725,-0.26471418,0.044083003
MapleHeights,0.06021645,0.03424892,-0.00052832055
Lealman,-0.018278928,0.011409464,-0.015600721
UnionHill-NoveltyHill,-0.05955344,0.018734623,0.023968786
Hayesville,-0.09154382,-0.061620068,0.006937303
SiloamSprings,-0.014280097,0.013427693,0.017895507
Piqua,0.026491368,0.027976122,0.00691835
FishHawk,-0.028171763,0.025280204,0.0040462087
PortHueneme,0.028019633,-0.05469622,-0.0079303
Secaucus,0.029471729,-0.061177034,-0.26119724
JasmineEstates,-0.033820264,0.02433641,-0.005446497
Bloomington,0.07384052,-0.06313031,0.04309434
CampSprings,0.052616067,-0.032457914,-0.07218052
Lennox,0.084067896,-0.22480641,0.019137897
Roselle,0.06677667,-0.031019084,-0.18300448
Geneva,0.07066769,0.018863628,0.050367855
SunnyIslesBeach,-0.04536259,-0.030789254,0.010712444
RanchoSanDiego,0.038319737,-0.082125194,0.019494258
Massapequa,0.007106458,0.009434195,-0.1136979
Shafter,-0.028665815,-0.14213093,-0.0044315606
Eastmont,-0.079031795,-0.024257949,0.022428006
Katy,-0.026486153,0.031883728,0.022184176
Brownwood,-0.032890055,0.036178406,0.010081899
DelCity,-0.011154493,-0.00027936697,0.022353077
NorthBayShore,8.5990876e-05,-0.04042666,-0.14573106
Silverdale,-0.08392957,-0.028419113,0.02046585
Kapolei,-0.040070444,0.016709782,0.007925996
Allendale,0.03005062,0.027659107,-0.0015072493
Darien,0.09983444,0.0054270015,0.07084939
Perrysburg,0.055122767,0.033735014,0.0017483083
LaPorte,0.045288164,0.009975324,0.0120869335
NewCastle,0.015520471,0.027233344,0.019503072
