city,dim_1,dim_2,dim_3
DryRidge,0.047640946,0.030651731,0.017620444
Prescott,-0.007339478,0.017507568,0.02013941
Royston,-0.009123292,0.018052358,0.0092690755
Villalba,-0.04929157,0.079359256,0.0030312107
Shenandoah,-0.01696091,0.013656302,0.003914483
West,-0.011436844,0.023120996,0.009855118
Penbrook,0.020976337,0.0028785905,-0.08237881
GenoaCity,0.05064096,0.016805489,0.024304567
FobesHill,-0.06569993,-0.005098358,0.017861351
ParkHills,0.038355317,0.023944343,0.03090951
LuisLlorénsTorres,-0.050543815,0.083550476,0.0045002312
Combes,-0.0429893,0.04351927,0.008546199
LakeNacimiento,-0.038128164,-0.024774155,0.013507881
Tonkawa,-0.0033992452,0.017878942,0.023198694
Sumner,0.0151700685,0.022035562,0.02801105
DayHeights,0.021100214,0.01651933,0.032532014
WoodlawnBeach,-0.018616559,0.043451417,0.011774755
HawaiianAcres,-0.0323269,0.037819184,0.011923045
TangeloPark,-0.025766304,0.004911278,-0.0047476673
NagsHead,-0.008526966,0.027035818,0.00982571
Sherrill,-0.002122382,0.018807955,-0.019466182
Ferris,-0.006247412,-0.026208648,0.0011229026
Smithsburg,0.018785136,0.004080407,-0.044017613
Lochsloy,-0.04500435,0.02940943,0.018104253
FortHall,-0.035708226,-0.0054623983,0.0167114
Bayfield,0.0059710145,-0.045520414,0.017161358
Redwood,-0.07162556,-0.06848014,0.013034499
ClarenceCenter,0.014618488,0.03050363,-0.01843806
Akron,0.00030482002,0.024248336,-0.010513371
Hayti,-0.0015044572,0.025313867,0.0320705
IndianHills,0.021233438,0.014031217,0.035363052
Yountville,-0.035503298,-0.03669837,0.009279941
Gloverville,-0.008544529,0.029331392,0.008743857
NewRichmond,0.017984046,0.015095763,0.032482523
Newberry,-0.009751178,0.028899224,-0.00933843
Irvine,-0.0010196543,0.01066239,0.018616017
WoodburyHeights,0.08325905,-0.028510338,-0.10506069
Evansville,-0.021702092,0.031267803,0.0076034567
Ellsworth,-0.013215443,0.02613856,0.02470035
Kenova,0.010812994,0.005275952,0.0038988462
Murfreesboro,0.004472544,0.012718824,0.00434063
Springfield,-0.00083579845,0.010925959,0.01950675
Lula,-0.010770356,0.02230715,0.010349834
BalHarbour,-0.04265972,-0.038260054,0.017777216
Hartley,-0.034717202,-0.08956757,-0.009698198
EastNorwich,0.016042814,-0.07729636,-0.2151803
SouthernShores,-0.0056728106,0.024815632,0.008007277
Lopezville,-0.039310805,0.022266967,0.0010754721
Lykens,0.0036832604,0.010015114,-0.050267395
SouthAlamo,-0.039310805,0.022266967,0.0010754721
SummitHill,-0.0075567313,0.005709064,-0.05507808
Alva,-0.03939254,0.045322936,0.007271488
NorthBarrington,0.08193049,0.027066112,0.038966652
DeerLodge,-0.033778314,0.02504482,0.015569832
Flemingsburg,0.0004717129,0.010400023,0.01646932
Ramseur,0.0008555908,0.003945329,0.001023212
Graymoor-Devondale,0.021233438,0.014031217,0.035363052
ThePlains,0.011807434,0.007350111,0.009671583
Westville,0.023640351,0.023169698,0.027007032
UniversityPark,-0.023015948,-0.020965027,0.025174035
Horace,0.0030336266,0.015188762,0.041172188
Portageville,-0.0015091697,0.023782713,0.030981615
NationalPark,0.083259046,-0.028510345,-0.10506069
Bunnell,-0.026338441,0.03656074,0.011912515
LakeCherokee,-0.02143908,0.020050481,0.018186457
Trenton,-0.028593328,0.040112883,0.017647043
Stamford,-0.022718444,0.035112564,0.008552137
EastGreenville,0.0143890465,-0.0030558237,-0.08211098
Malakoff,-0.022797568,0.022304835,0.013389301
Dover,-0.03430819,0.02090568,-0.0062717153
MunsonsCorners,-0.009487663,0.015242512,-0.022056816
Dresden,-0.0010639499,0.0164432,0.02948876
Iuka,-0.007843621,0.017349534,0.022392036
Newton,0.01322521,0.022626953,0.027439123
Watkinsville,-0.017773991,0.017601816,0.014045613
Seagraves,-0.028427849,0.035946023,0.00945421
Niantic,-0.013245437,0.0004548355,-0.071926735
VenetianVillage,0.075967036,0.02811957,0.022561336
Keeseville,-0.019989401,0.02685211,-0.02519424
KachinaVillage,-0.035421785,0.03750986,0.0099525545
Elgin,-0.0052894396,0.013711009,0.012641012
LibertyHill,-0.023037829,0.04575299,0.017368963
Sterlington,-0.010083034,0.023249993,0.020907564
Ozona,-0.03426182,0.049962994,0.0096217515
Milaca,0.029777635,0.0025869324,0.030616114
BartonCreek,-0.025163408,0.010616632,0.015764434
PrinceFrederick,0.030639276,-0.007191735,-0.023454592
NorthSiouxCity,0.04175882,0.015334215,0.037248977
CumberlandCenter,-0.03719049,0.011718086,-0.053131264
Weedsport,-0.0066157132,0.020368543,-0.019222438
Allendale,-0.015002708,0.03319828,0.019290362
LasLomas,-0.04484483,-0.1194505,0.014052775
Simpsonville,0.009192884,0.014616094,0.022827556
Churchill,0.058377396,0.021547312,-0.02844711
Somerset,0.038760144,-0.0051198225,0.031986885
EastSyracuse,0.014348955,0.025333494,-0.022116316
Cutten,-0.050569594,0.012862195,0.0091972435
Florida,-0.0118270265,0.0077838586,-0.064289644
Cornwall-on-Hudson,-0.01594494,-0.0031460645,-0.09521763
Loogootee,0.009227848,0.019404847,0.025675485
Chaffee,0.0030936208,0.020306781,0.027850384
Hooks,-0.01138031,0.026191277,0.025984831
NewHope,-0.015223602,0.01579051,0.0128487535
Woodlynne,0.073157795,-0.055676274,-0.16786675
Wailua,-0.03231844,0.04414398,0.009382973
Lakeview,-0.030758947,0.018739248,0.009163637
SwiftTrailJunction,-0.02838054,0.013260234,0.009148561
CabanaColony,-0.048406057,0.04116271,0.009049194
CastleRock,-0.06920441,-0.024026684,0.0146148885
BlueHills,0.0012321782,-0.04062097,-0.13928287
Schulenburg,-0.032011345,0.040043976,0.010731571
Girard,-0.010509425,0.03568321,-0.018347176
Hortonville,0.03388823,0.0122478865,0.0060097813
LaFayette,-0.0157235,0.02623023,0.010973258
BraddockHeights,0.019142432,0.0036878642,-0.050092228
Natalbany,-0.016923878,0.032142714,0.015170889
Womelsdorf,0.022052867,0.006160538,-0.06772282
MonmouthJunction,0.035103094,-0.01858936,-0.12909986
SouthOroville,-0.029184546,-0.011938615,0.0012888956
NewMadrid,-9.968877e-05,0.025588123,0.030099714
Wise,-0.0041474495,0.019122526,0.006676112
SandsPoint,0.03885115,-0.10257521,-0.2630398
SpringLake,0.029962406,0.015162877,-0.08575265
EagleLake,-0.031299263,0.02344703,0.0019943183
ChannelIslandsBeach,0.028019633,-0.05469622,-0.0079303
Roslyn,0.016042814,-0.07729636,-0.2151803
Wyncote,0.07843286,-0.046551038,-0.17056125
Jacksonwald,0.012177987,-0.002155494,-0.077724434
Lodi,0.030140992,0.026705932,0.0046201427
Jacksonville,-0.045227446,-0.10592705,0.0039061292
Poplarville,-0.01710973,0.029099641,0.019251568
SixMileRun,0.035103083,-0.018589342,-0.12909988
GrapeCreek,-0.03287145,0.04159686,0.008720872
Davis,-0.009972213,0.027518881,0.018497128
Hildale,-0.03420955,0.024765693,0.00906489
Gladwin,0.011548392,0.022199787,-0.014770751
ScottAFB,0.00036902912,-0.0024967962,0.029676016
Pocasset,-0.019768644,0.020672837,-0.050305635
Marks,-0.007260153,0.02135591,0.027224977
CliffwoodBeach,0.06317264,-0.018555613,-0.1252477
Valley,0.03764522,0.010731948,0.046960317
WestBurlington,0.026060956,0.004441865,0.036643192
Alderton,-0.081124015,0.0083930595,0.017861968
Woodbury,-0.011433065,0.01773672,0.020200828
BowlingGreen,-0.031573843,0.03794361,0.011814312
Lawnside,0.07761813,-0.038171317,-0.10432051
HalfwayHouse,0.023025116,-0.0050273333,-0.09197961
GreatNeckEstates,0.03885115,-0.10257521,-0.2630398
PembertonHeights,0.03894011,-0.018597104,-0.08035844
CherryValley,0.05763326,0.0078391535,0.04463021
Brandenburg,0.010046237,0.016591888,0.024577329
Chincoteague,-0.0022408885,0.017550362,-0.010854735
CentralCity,0.016672125,0.030457726,0.039233662
Bartlett,-0.019740619,0.03373366,0.010645441
Colfax,-0.036713317,0.016599603,0.02388931
Ridgemark,-0.02742248,-0.017022189,0.016305162
AberdeenProvingGround,0.0036307466,0.0009054538,-0.0611432
PearlBeach,0.022364018,0.025248813,-0.036268596
BuckeyeLake,0.024979346,0.019642612,0.008040126
LakeWilderness,0.012724287,0.0044245874,-0.017785352
Williamstown,0.012219897,0.007026258,0.004652422
BaldKnob,-0.00082859,0.024322843,0.025131445
FearringtonVillage,0.012753376,0.0042398316,-0.004378279
Bushnell,0.025000434,0.01278213,0.028239068
ShadyShores,-0.009539581,0.0026219648,0.02650101
HomesteadValley,-0.019856228,0.037324555,0.019497992
Ava,-0.009757098,0.013258231,0.022365224
MountainView,-0.006880811,0.018440425,0.021168444
Knightstown,0.01305539,0.026312018,0.025595773
NorthBrowning,-0.026144167,0.046248425,0.0070958026
ShrubOak,-0.023434179,-0.01288828,-0.10357343
Brackettville,-0.03023382,0.054582506,0.00873341
Lawrenceville,0.009314006,0.00798393,-0.0037615823
MeadowGlade,-0.048121445,-0.026856508,0.028885735
ZephyrhillsNorth,-0.03437473,0.03003527,0.0017920207
Galena,-0.011171509,0.010747584,0.021825384
BelleMeade,0.0062995846,0.01376205,0.030117037
Oasis,0.0031030977,-0.026545787,0.015154514
Covington,0.028026357,0.030786823,0.007229734
Youngwood,0.04394361,0.022807335,-0.0038453129
Fairfax,0.056049045,-0.0037862328,0.051053733
ChenangoBridge,-0.0066007976,0.011120024,-0.035921857
DavidCity,0.019627295,0.023863962,0.03986198
Rushville,0.019150626,0.016339827,0.028714834
Roebuck,-0.0031934083,0.004842869,0.0037292717
GoldBeach,-0.043535326,0.026356906,0.014022241
KellyRidge,-0.028352125,0.016254192,0.012872957
Swartzville,0.028641157,0.0017424057,-0.061755218
Norco,-0.011013531,0.032636482,0.018027088
CrownHeights,-0.009123431,-0.0050595338,-0.09076422
Biscoe,-0.004721852,0.007595161,0.0039318223
Kewaunee,0.026482895,0.03040818,-0.00488176
Mountville,0.02095273,-0.004769415,-0.077570744
Meadowood,0.015751233,0.009601535,-0.027681561
Eufaula,-0.01547798,0.014915828,0.014193802
Chico,-0.07148934,-0.015599056,0.016733348
Poplar,-0.022718651,0.03347044,0.02163146
LakeWissota,0.03506081,0.0017942243,0.025731947
Almont,0.029091105,0.031136405,-0.03289304
Kingman,-0.013160922,0.026529754,0.023518099
MountMorris,0.033392247,0.029611027,-0.021961968
ShellPoint,-0.017191855,0.034599133,0.013877272
Ajo,-0.028728442,0.01774392,0.008622566
Watonga,-0.014089979,0.029873226,0.016965033
Marion,0.0045056455,0.013772525,0.02910065
DeLeonSprings,-0.026124664,0.03664234,0.008488272
Hypoluxo,-0.04730666,0.021925002,0.008453487
Statham,-0.016573712,0.02027423,0.010018664
EastOakdale,-0.026481241,-0.020177722,0.009871693
WestGrove,0.021399623,-0.0024258145,-0.06591019
EagleCrest,-0.039744686,0.008147625,0.010491392
JeanLafitte,-0.019146502,0.031585038,0.0256696
Gambrills,0.027407063,-0.015503419,-0.059750278
Whitesboro,-0.001653355,0.020372618,-0.029242298
Thayer,-0.0040692384,0.013434085,0.022172732
Ashland,0.028345231,0.010720005,0.036019113
Stigler,-0.013635367,0.013937867,0.015683828
HollyHills,-0.0014315087,-0.009761119,0.015005406
MountainIron,0.004589188,0.018190008,0.017720537
RioGrande,-0.001653355,0.020372618,-0.029242298
Hanapepe,-0.032324467,0.04406085,0.009773591
Homer,-0.01038879,0.02304276,0.019511092
HaciendaSanJosé,-0.04973529,0.07954358,0.0021463207
Canadian,-0.013763144,0.034738477,0.012663799
Arcola,0.019176243,0.022217771,0.028094029
NorthCatasauqua,0.023944981,-0.005334289,-0.112155214
St.Clair,0.0016171618,0.008112304,-0.053313587
Carson,-0.0502695,0.0018016897,0.025524698
LakeCity,0.016457167,0.023216251,-0.0015499913
Chatfield,0.02108457,0.0068815975,0.023311695
PortLudlow,-0.05703001,-0.006885248,0.015262929
BigCoppittKey,-0.038033836,0.054381542,0.006735803
ShorewoodForest,0.08079987,0.0053051137,0.025722073
Wilton,0.054714046,0.001497938,0.0460047
Moscow,0.0037425167,0.019163385,-0.05178366
Lyndonville,-0.023209294,0.004659306,-0.025599932
Homedale,-0.05369941,-0.033176076,0.017286498
CastlePoint,0.023104873,-0.012636964,0.044715814
Carrabelle,-0.025199242,0.04932402,0.013514503
PotalaPastillo,-0.05138945,0.08121089,0.004729651
ParkView,0.0727166,-0.0011442745,0.053939648
Perkins,-0.009333839,0.016897835,0.01822952
Minster,0.028612489,0.030150682,0.006841709
Owensville,0.002311391,0.008045142,0.034481447
Hillsboro,-0.009545058,0.022557378,0.024035273
CountrySquireLakes,0.009084205,0.021637421,0.022238962
ClearbrookPark,0.055454455,-0.01977435,-0.12978408
Amery,0.028624363,0.0032164191,0.024713632
TiltonNorthfield,-0.02866461,-0.005106032,-0.045966003
Warden,-0.039876364,-0.011467832,0.03626304
BarNunn,-0.024328532,0.030585421,0.013135898
Aguada,-0.049834948,0.07419717,0.0044963444
Cache,-0.015125924,0.03177113,0.013870738
Bayview,-0.050569594,0.012862195,0.0091972435
NortheastIthaca,-0.01075906,0.016289901,-0.022018354
OsageCity,-0.007867456,0.01981755,0.024296148
PleasantHill,0.011471033,0.011208466,-0.07440072
Gleed,-0.017738258,-0.053166468,0.038771804
Penngrove,-0.03213973,-0.075933106,0.0018408461
MonumentBeach,-0.012920741,0.007097646,-0.05743324
Douglas,0.012642125,0.028511139,-0.002477765
Daleville,0.0008713283,0.005688344,-0.016818449
Kenhorst,0.019537333,-0.004622247,-0.08392465
Roseau,-0.004150257,0.011187763,0.026540766
Richmond,-0.018453572,-0.036355957,0.020855062
NorthCrossett,-0.003761221,0.03009077,0.023440164
LakeHelen,-0.026517577,0.027775954,-0.0033143577
Brockway,0.006448554,0.009607018,-0.018269178
OakGrove,0.030388432,-0.001912636,-0.069640644
Bennett,-0.03308377,0.0155146755,0.015777443
Linden,-0.03908664,0.023910895,0.009614093
Seward,-0.030200018,0.04841253,0.008863354
OcontoFalls,0.017999295,0.021409238,-0.004256616
LakeArthur,-0.016688574,0.040930208,0.025814109
VillageofGrossePointeShores,0.037426785,0.03445209,-0.028635986
Rosita,-0.038424443,0.032422565,0.0012424673
NorthKingsville,-0.013627628,0.040490355,-0.021768423
Guntown,-0.0071900114,0.019599311,0.022192977
BeachCity,-0.040210214,0.024449285,0.010853079
CircleD-KCEstates,-0.028792605,0.036541533,0.009493254
ParkCity,-0.008398776,0.01981483,0.011246173
McGovern,0.046334248,0.021120325,-0.0013385963
Poydras,-0.023969965,0.03179832,0.014839489
Winnie,-0.030478872,0.037870478,0.018356454
Marshville,-0.007005332,0.0032314092,0.0077464846
LittleFlock,-0.012869766,0.01484218,0.0224583
SneadsFerry,-0.0073672384,0.020755095,0.010271034
KnobNoster,-0.008928333,0.004651848,0.026711397
HeritageLake,0.021614486,0.028860329,0.023802707
RisingSun,0.014018018,-0.0002777949,-0.05644806
SaleCreek,-0.008584802,0.015722958,0.005439171
Sisters,-0.049553316,0.030742845,0.014110898
Munising,-0.00858619,0.030967578,-0.0077438606
Greenwood,0.0075684693,0.011383972,-0.024845695
TyndallAFB,-0.024496296,0.045153584,0.01723733
SouthPadreIsland,-0.041984763,0.06588424,0.0054782038
WestHammond,-0.02286486,-0.028209819,0.021845244
Lindsay,-0.013267107,0.025881309,0.018008936
Brighton,-0.0040393714,0.029134918,0.020809248
NortonCenter,-0.0021861123,-0.017139759,-0.10264184
HarveysLake,-0.0034478016,0.009683916,-0.041743282
CentralHeights-MidlandCity,-0.024323914,0.020137066,0.00888037
PineMountainLake,-0.02213743,0.013797748,0.010436185
Sublimity,-0.06471504,-0.002212841,0.014567485
BethelHeights,-0.013057685,0.015066846,0.022078391
Voorheesville,-0.006098474,0.0020013123,-0.0312667
RoseHills,0.068880305,-0.175824,0.036036022
PlainsboroCenter,0.035103094,-0.01858936,-0.12909986
FairfieldHarbour,-0.003819752,0.01610802,0.014742537
Albany,0.021028133,0.0029787181,0.04294181
DodgeCenter,0.026080275,0.0075041503,0.03235046
Fairmount,0.02457728,0.029951027,0.011498044
Marietta,-0.008421595,0.029378122,0.020268418
Hudson,-0.03530568,-0.02511608,0.042710084
Ithaca,0.029070709,0.02384078,-0.009459245
Millen,-0.018822001,0.03411669,0.016034575
Kalkaska,-0.00029462762,0.022700341,-0.007004183
Crest,0.016529068,0.031250183,0.0065910295
FordCity,0.016264603,0.009278225,-0.024924153
Onawa,0.030942235,0.015222348,0.037683006
WestSimsbury,-0.020608183,-0.025034202,-0.10265368
Pawnee,0.01386461,0.018471189,0.0327402
LakesidePark,0.038355317,0.023944343,0.03090951
Gervais,-0.099705346,-0.05260278,-6.0342252e-05
Loris,-0.013388483,0.023513986,0.01476516
Westminster,-0.020170711,0.021858674,0.017057542
Talty,-0.02037842,-0.006470731,0.007603125
Windsor,0.008823962,0.010574839,-0.003240324
WestworthVillage,-0.028618697,0.022118125,0.039232828
Wilson'sMills,0.0020629566,0.006702806,-0.00075597665
NorthShore,-0.013224125,0.044769567,0.0105967345
EastGaffney,-0.0021980181,-0.0020612818,0.0028469411
Kulpmont,0.0059647914,0.010327306,-0.052017014
SiscoHeights,-0.060110267,0.028508103,0.016912475
Woodville,-0.022127457,0.031488035,0.015261083
Caledonia,0.022021003,0.0078531,0.020725485
Potterville,0.025474962,0.02307499,-0.00052119227
Dulce,-0.018236317,-0.0038425284,-0.005196781
GreenForest,-0.016013654,0.014674614,0.019005854
Lakewood,-0.0072458754,0.020099582,0.014919785
Norway,0.0049888594,0.025696475,-0.0011566852
HeraldHarbor,0.027407063,-0.015503419,-0.059750278
Burnettown,-0.008544529,0.029331392,0.008743857
SouthRosemary,0.005140248,0.011105668,-0.0034919349
SixteenMileStand,0.037337653,0.024511253,0.025515692
McLeansboro,0.0027943132,0.017874211,0.02910033
Longtown,-0.01547798,0.014915828,0.014193802
Ballville,0.03692263,0.030797571,0.0050875377
Luverne,-0.019950867,0.035030328,0.01582736
Dayton,-0.08423554,-0.061557643,0.0057260096
ChesterHeights,0.058270454,-0.018848961,-0.10295581
Van,-0.020120766,0.023751646,0.014626614
Odem,-0.03447061,0.049661085,0.0062436312
Coeburn,-0.0046468917,0.01402353,0.002150016
Manchester,0.018320175,-0.0025476904,-0.07018445
Gilman,0.033262506,0.02371105,0.027673896
OakHarbor,0.03529001,0.032532044,-0.002156645
VistaSantaRosa,0.0031030977,-0.026545787,0.015154514
Petersburg,0.00556736,0.017721748,0.005238058
MountVernon,-0.018273216,0.01725091,0.017287698
Osseo,0.08524004,-0.033531632,0.07026282
WindGap,-0.0011424118,-0.009247225,-0.08958357
Sylva,-0.014185021,0.020955777,0.009071525
Weatogue,-0.020608183,-0.025034202,-0.10265368
CrescentCity,-0.027539833,0.0362435,0.0125258975
Cajah'sMountain,0.0028131285,-0.0043826783,-0.013793253
Palisade,-0.012016478,-0.0100624515,0.011137144
SevenFields,0.038691744,0.017840823,-0.042584278
AguaFria,-0.017988984,0.0153635545,0.020243369
ValVerde,0.000902589,0.048545532,0.013445143
NewCordell,-0.01570335,0.030516937,0.013234371
WestBishop,-0.02617306,0.0408746,0.012899275
Springdale,0.0045062443,0.015821707,0.00492251
Palmhurst,-0.039310805,0.022266967,0.0010754721
SnowmassVillage,-0.031114563,0.01702664,0.005336822
ValVerdePark,-0.031479344,0.04065617,0.0095988205
ElPaso,0.034677688,0.020093767,0.029767359
Pearisburg,-0.0035803053,0.012570894,0.0025296211
KingstonSprings,0.008330255,0.013046031,0.025412375
Evendale,0.037337653,0.024511253,0.025515692
Knoxville,0.030215004,0.005924997,0.036167473
Weed,-0.034335103,-0.010183824,-0.00089669
Cohasset,0.0074347835,0.014091527,0.022759158
MountHealthyHeights,0.047640946,0.030651731,0.017620444
PolkCity,-0.029458253,0.033660635,0.0016965737
Apison,-0.009424616,0.010231069,0.0045015747
Ashley,0.008421981,0.015252554,-0.0451015
SantaRosa,-0.0429893,0.043519277,0.008546195
Tangerine,-0.024116715,0.028649561,-0.0047882623
Norton,-0.010300324,0.032390464,0.02850067
Youngsville,0.002756076,0.011720813,-0.0073103663
Ravenel,-0.014241587,0.02972412,0.016130991
Fayetteville,0.00036434084,0.01634829,0.008653937
Lena,0.03712574,0.008731776,0.030411115
Wellford,-0.0019147241,0.0055783703,-0.011139022
PiedraAguza,-0.05138945,0.08121089,0.004729651
Butler,0.036958255,0.029773083,-0.0024815686
Tobaccoville,0.0018776316,0.005040759,-0.0137034785
SkippersCorner,-0.010376304,0.017953573,0.0121955
Cambridge,0.050762005,0.0066806274,0.032682702
Hamilton,0.02169939,0.008724586,0.02983958
Wendell,-0.034612913,-0.00801473,0.01720208
DesertAire,-0.036950476,-0.011907304,0.029567495
Hayfork,-0.03345614,0.0068166764,0.020340137
MunseyPark,0.016042814,-0.07729636,-0.2151803
Halesite,0.00459108,-0.050878905,-0.17455555
BonnersFerry,-0.04346789,0.000760488,0.026473016
Follansbee,0.02891797,0.019230464,-0.006002102
Clarion,0.037420053,0.01086801,0.037969686
BermudaRun,0.007961094,0.0016211553,-0.0132725695
Newport,-0.039543804,-0.016705476,0.03304904
Lakehurst,0.027169118,-0.00541105,-0.066993065
Valentine,-0.014481948,0.039128367,0.018318916
LanaiCity,-0.033848263,0.046529163,0.009644975
PineRidge,-0.01748247,0.0071260533,-0.048908386
Brooklyn,0.025836784,0.02708763,-0.005081345
Jesup,0.048031237,0.0011727505,0.03941031
Inez,-0.038102377,0.044662874,0.013341681
Ridgeway,-0.02530875,0.04179587,0.008550432
Arcadia,-0.012681337,0.021604495,0.019848615
Stroud,-0.013136604,0.017802227,0.01848858
WhiteMountainLake,-0.041395254,0.0066884276,0.011667224
GlenRose,-0.027560357,0.037971966,0.018426262
St.Marys,-0.0049980325,0.02020312,0.028150905
Fairmont,0.076470435,0.0057784864,0.0641118
GraySummit,0.009498999,0.0023677752,0.051484965
GraniteFalls,0.016944893,0.024038136,0.038561326
Havana,-0.01965415,0.035310213,0.013478058
Collierville,-0.025617156,-0.07212264,0.0080303755
WestSandLake,-0.01366512,-0.0030149352,-0.045933552
Bawcomville,-0.009442581,0.030324914,0.023808274
Many,-0.018919457,0.030023694,0.017868813
Heber-Overgaard,-0.041120447,0.03363037,0.008269933
NorthBoston,-0.0030417794,0.015068873,-0.0014303167
Aspinwall,0.06681903,0.026163556,-0.03916004
LaLuisa,-0.05160135,0.07767425,0.0022615565
WhiteSalmon,-0.05014818,-0.014740753,0.026328618
BohnersLake,0.05526081,0.020966956,0.020389268
Solon,0.0501084,-0.0021854753,0.042893976
GuilfordCenter,-0.020400314,0.027170187,-0.0729248
Fayette,-0.0018529943,0.00912363,0.027328154
Tusculum,-0.0069872956,0.0072210506,-6.785244e-05
Strasburg,0.025451833,0.01776754,0.004422701
SeminoleManor,-0.035366286,0.019391503,-0.0069552856
Bloomingdale,-0.01676417,0.03210336,0.014851646
Tilton,0.023640351,0.023169698,0.027007032
Kilauea,-0.032449357,0.048366208,0.009197664
LexingtonHills,-0.04569154,-0.22949955,-0.014258986
Riverton,0.073157795,-0.055676274,-0.16786675
HamptonBeach,-0.040347002,0.0017060993,-0.07542727
Abbeville,-0.024406012,0.03833478,0.018223373
Healdton,-0.010853377,0.029108401,0.020023737
Dupont,0.0030787087,0.014656103,-0.059358742
GrandForksAFB,-0.0059344904,0.018843506,0.034990538
FordHeights,0.090500765,0.004724065,0.06139346
Clayton,-0.025605531,0.049486708,0.0061216215
Casey,0.015735317,0.022768682,0.02749035
Como,0.05064096,0.016805489,0.024304567
LaSelvaBeach,-0.029229607,-0.13280497,-0.0011126542
Bloomfield,0.021479374,0.0017280857,0.033376727
MontgomeryCity,0.0040802774,0.008492749,0.03371263
Muse,0.046334248,0.021120325,-0.0013385963
WestBrattleboro,-0.025843611,-0.0023932855,-0.042233393
Stanley,-0.018566672,0.031010522,0.024528963
Dalton,0.026867466,0.02360263,0.004752881
Floydada,-0.021746665,0.03854207,0.011039347
WestWyoming,0.0030787198,0.014656103,-0.059358742
Chewelah,-0.037728988,-0.018420026,0.029184928
HernandoBeach,-0.03268858,0.029246368,0.0023354022
Bel-Ridge,0.035510622,-0.0111817,0.06269774
AveryCreek,-0.0047582043,0.012105521,0.0056815427
MohaveValley,-0.031942505,0.02382334,0.01573462
CambridgeSprings,0.0028065005,0.014334947,-0.01115489
Foley,0.028573962,0.00017375499,0.034318026
Jemison,-0.013423781,0.02586822,0.017839229
EastLansdowne,0.07843286,-0.046551038,-0.17056125
St.Helen,0.0043188054,0.022601016,-0.012686758
WashoeValley,-0.033912804,-0.026949082,0.0038404418
ManateeRoad,-0.02880187,0.039221987,0.017704401
Chetek,0.023739606,0.0057775397,0.019311983
WaltonPark,-0.010919583,0.0056412066,-0.07913055
DesertViewHighlands,-0.014069535,-0.023677846,0.021735936
Juneau,0.048142362,0.011340354,0.02015582
Hokendauqua,0.023944981,-0.0053343037,-0.112155214
Oronogo,-0.011187651,0.0098368395,0.02331487
LasLomas,-0.039923135,0.053071443,0.006391512
Freer,-0.035925265,0.05671467,0.0071709594
DixonLane-MeadowCreek,-0.02617306,0.0408746,0.012899275
Wilburton,-0.014210533,0.016325869,0.013930778
Blasdell,0.012645395,0.031316552,-0.010437346
TerreduLac,0.00018873252,0.011207051,0.031240795
FordsPrairie,-0.08033089,-0.010305695,0.016963657
Hillsville,-0.008408952,0.019767813,0.000346018
Summerset,-0.020590467,0.048028957,0.008058254
St.Maries,-0.040854592,0.012251969,0.019593457
WestFork,-0.019053835,0.015522259,0.017081555
RogersCity,-0.008761789,0.03365745,-0.016535945
PointClear,-0.01737381,0.043628044,0.016090065
Merrimac,-0.0061852657,0.014004847,-0.005047794
PrestonHeights,0.055207025,0.014337769,0.044818364
Fillmore,-0.03361421,-0.022343153,0.015799064
Tahoka,-0.027911393,0.029998003,0.010967023
Cetronia,0.013762968,-0.001963717,-0.09454258
Middlebush,0.009985555,-0.0045894356,-0.12044857
CastleDale,-0.025239917,-0.0025045073,0.011204402
Hallam,0.022974199,-0.004130243,-0.07737992
RoundLakeHeights,0.067326196,0.026298868,0.027481804
MarquetteHeights,0.037363637,0.008224152,0.03837935
Reidsville,-0.019808432,0.035530094,0.016863279
Rossmoor,0.055454455,-0.01977435,-0.12978408
Dogtown,-0.025617156,-0.07212264,0.0080303755
Chimayo,-0.019222317,0.010647229,0.01168143
PortBarre,-0.020168867,0.03070826,0.017471643
WilliamsBay,0.045608092,0.0152132595,0.026472459
Sandstone,0.01913847,0.010671508,0.022559918
RussellSprings,-0.0074005364,0.012372487,0.017282935
Alturas,-0.027322734,0.017224737,0.00805831
Hallettsville,-0.031205917,0.04202329,0.011358945
BrushPrairie,-0.048121445,-0.026856508,0.028885735
SouthCreek,-0.08211325,0.007021378,0.013550009
SantaRosa,-0.031624857,0.040173218,0.007342802
Alburtis,0.013762968,-0.001963717,-0.09454258
Erda,-0.045804713,-0.016380962,0.017394943
HedwigVillage,-0.022573235,-0.0035351661,0.012731954
LaDolores,-0.049786694,0.077043,0.0020662905
StansberryLake,-0.08330827,-0.03179613,0.025150208
Whittingham,0.055454455,-0.01977435,-0.12978408
UniversityPark,0.02730377,-0.023011211,-0.107312426
Cayucos,-0.034720737,-0.015685681,0.010955885
Freemansburg,0.023944981,-0.005334289,-0.112155214
Chuluota,-0.033627257,0.0012336664,-0.0065713725
Sewaren,0.06677667,-0.031019084,-0.18300448
SandHill,0.011471033,0.011208466,-0.07440072
Glouster,0.015414876,0.008583357,0.009675193
MarianoColón,-0.05138945,0.08121089,0.004729651
NewConcord,0.020381851,0.011081718,0.006272553
Pembroke,-0.0167957,0.03256954,0.017285002
Wolfdale,0.04536631,0.023125434,-0.00016668253
Westhampton,-0.01809943,0.0164269,-0.06338354
