pm10_X_train_ax1,pm10_X_train_ax2,pm10_var,pm10_r2
0.11433846,0.06275114,0.16113950665179677,0.16113950665179677
0.08287754,0.034218997,0.18734954483018795,0.18734954483018795
0.0929433,0.029949648,0.19367561901908736,0.19367561901908736
0.04981364,0.055515714,0.18926481261508354,0.18926481261508354
0.07205982,0.064533666,0.1984901293600254,0.1984901293600254
0.09040926,0.10462624,0.21505699474885653,0.21505699474885653
0.14978568,0.025651142,0.24696790301359062,0.24696790301359062
0.13031076,0.042705715,0.2527326062414488,0.2527326062414488
0.09107464,0.16514239,0.25182100768171656,0.25182100768171656
0.07261715,0.05393806,0.25944250461875995,0.25944250461875995
0.18264198,0.047346383,0.2599689910641019,0.2599689910641019
0.026527558,0.18923444,0.27033029460719626,0.27033029460719626
0.08435353,0.11315383,0.28413586809821856,0.28413586809821856
0.05850697,0.06978125,0.28728123416873896,0.28728123416873896
0.1091031,0.15982606,0.2905653806676052,0.2905653806676052
0.07391336,0.16182616,0.29696404642957297,0.29696404642957297
0.057818048,0.089026734,0.3364065245560056,0.3364065245560056
0.061936807,0.11103733,0.36087649266232846,0.36087649266232846
0.06489715,0.084055014,0.35805767636258923,0.35805767636258923
0.098216414,0.10475499,0.3682576371430992,0.3682576371430992
0.04300565,0.100520395,0.37259370771275657,0.37259370771275657
0.09371951,0.12896235,0.3736816490372088,0.3736816490372088
0.17014036,0.038600266,0.38461981555506286,0.38461981555506286
0.055317145,0.18064348,0.3945956776810111,0.3945956776810111
0.1766509,0.01981674,0.4031824749702956,0.4031824749702956
0.020076856,0.1217578,0.4086746739945083,0.4086746739945083
0.07716453,0.16069728,0.4120102927705027,0.4120102927705027
0.112967454,0.039848603,0.43757943403163013,0.43757943403163013
0.06337405,0.15816562,0.42597230509632966,0.42597230509632966
0.043649293,0.0835176,0.4418050445591538,0.4418050445591538
0.045739103,0.13626054,0.44297266019713144,0.44297266019713144
0.057669867,0.10124849,0.4466934323458186,0.4466934323458186
0.026520152,0.054878034,0.451998481814062,0.451998481814062
0.17722605,0.014727162,0.4524501142780718,0.4524501142780718
0.15900768,0.043315463,0.4577997693581216,0.4577997693581216
0.18249814,0.0819576,0.45983210948811093,0.45983210948811093
0.047342643,0.006584853,0.4758619202760507,0.4758619202760507
0.0757748,0.08020732,0.4820209654490689,0.4820209654490689
0.03966837,0.072873056,0.48072221518874614,0.48072221518874614
0.07441587,0.13004534,0.4808972827795882,0.4808972827795882
0.12937875,0.025565537,0.48375741568174613,0.48375741568174613
0.04418673,0.047920033,0.48719340788231325,0.48719340788231325
0.0960769,0.010695258,0.48322420913014763,0.48322420913014763
0.06607252,0.08427203,0.4818176295860329,0.4818176295860329
0.09108045,0.10967891,0.485099701751855,0.485099701751855
0.084767856,0.041655973,0.4869603482604963,0.4869603482604963
0.13547297,0.027322466,0.49133929028685763,0.49133929028685763
0.067614675,0.083961315,0.49525682398923654,0.49525682398923654
0.09781693,0.0450541,0.4952986785358924,0.4952986785358924
0.057694443,0.039242692,0.5004843877733525,0.5004843877733525
0.11642615,0.058604807,0.5026868809074712,0.5026868809074712
0.048270624,0.11040628,0.49694821505718,0.49694821505718
0.0471051,0.08497179,0.5042816642137045,0.5042816642137045
0.06863998,0.11702304,0.5101893432219499,0.5101893432219499
0.07015985,0.052484646,0.5129363572911194,0.5129363572911194
