nh3_X_train_ax1,nh3_X_train_ax2,nh3_var,nh3_r2
0.09946696,0.119039744,0.011656320515238239,0.011656320515238239
0.09248889,0.06454405,0.11590609644373939,0.11590609644373939
0.08048743,0.026039802,0.13031708934654906,0.13031708934654906
0.039483666,0.08627384,0.14211334362593275,0.14211334362593275
0.05930741,0.12208632,0.2268183477714527,0.2268183477714527
0.10581225,0.101110086,0.24398885166327577,0.24398885166327577
0.07626635,0.09604402,0.23882405773819926,0.23882405773819926
0.13201614,0.008806436,0.29436881039635077,0.29436881039635077
0.07446916,0.08709839,0.30999382492568683,0.30999382492568683
0.06977448,0.08119286,0.3069023034639623,0.3069023034639623
0.1254743,0.070944875,0.3196849921879247,0.3196849921879247
0.08534615,0.08014287,0.3305918292260642,0.3305918292260642
0.11573477,0.15785368,0.38361038431700945,0.38361038431700945
0.057406507,0.12786593,0.3821746494576569,0.3821746494576569
0.050587684,0.13772051,0.39058492444115367,0.39058492444115367
0.055927947,0.0890941,0.43260297729523167,0.43260297729523167
0.054507732,0.063630864,0.4424223512375277,0.4424223512375277
0.16340536,0.18666935,0.45173450425957173,0.45173450425957173
0.09944122,0.14416891,0.44390289327200694,0.44390289327200694
0.114912644,0.10000978,0.4523912330488069,0.4523912330488069
0.05376003,0.11137385,0.4515607787741428,0.4515607787741428
0.115063146,0.086068586,0.4514809773883619,0.4514809773883619
0.1176403,0.056210402,0.4499827502180631,0.4499827502180631
0.050557006,0.098312214,0.46187218044295486,0.46187218044295486
0.20128557,0.12105149,0.4672429016754487,0.4672429016754487
0.10382885,0.077934116,0.4597064897380241,0.4597064897380241
0.05907558,0.15826567,0.47279388084348106,0.47279388084348106
0.08433488,0.06114386,0.47863963475873716,0.47863963475873716
0.058862105,0.10770543,0.4805340108422228,0.4805340108422228
0.11255893,0.16146801,0.47894625531614743,0.47894625531614743
0.093299195,0.0801154,0.48236323505108225,0.48236323505108225
0.11035377,0.15789996,0.4824779368175196,0.4824779368175196
0.057847816,0.0925384,0.4831241394978082,0.4831241394978082
0.13265064,0.09371874,0.49072649988013683,0.49072649988013683
0.081491455,0.074706525,0.4954546265640012,0.4954546265640012
0.19936126,0.033439018,0.49573742273573695,0.49573742273573695
0.11417093,0.12634207,0.5332977660912193,0.5332977660912193
0.095642954,0.12555055,0.5359471387029049,0.5359471387029049
0.081146255,0.1329696,0.5341834440923049,0.5341834440923049
0.05543215,0.18081523,0.5445829838350167,0.5445829838350167
0.089292645,0.059173673,0.5412310458173687,0.5412310458173687
0.07163609,0.12031017,0.5395643171997433,0.5395643171997433
0.019943565,0.10485484,0.5391925575588481,0.5391925575588481
0.0553404,0.12964652,0.5469911208860601,0.5469911208860601
0.13035485,0.16192836,0.55405571678063,0.55405571678063
0.07527469,0.09796619,0.5543888263827097,0.5543888263827097
0.08019032,0.054142833,0.5545497324636461,0.5545497324636461
0.045029312,0.09621802,0.552254870304947,0.552254870304947
0.056464553,0.09867041,0.5522401840951154,0.5522401840951154
0.071239255,0.09609303,0.5587166681832036,0.5587166681832036
0.1408154,0.14126374,0.5572080153124765,0.5572080153124765
0.077197835,0.121190995,0.560830320480527,0.560830320480527
0.040027436,0.12939599,0.5611603627306745,0.5611603627306745
0.120079815,0.1064444,0.5609265050470897,0.5609265050470897
0.07901217,0.119141296,0.5601437973546934,0.5601437973546934
0.11020784,0.099828936,0.5632969145385791,0.5632969145385791
0.118635766,0.13984229,0.56025578265924,0.56025578265924
0.15460002,0.10427986,0.5621801886836435,0.5621801886836435
0.08631864,0.18146734,0.5601830871728937,0.5601830871728937
0.06644914,0.12957484,0.5675114312797678,0.5675114312797678
0.11982304,0.13249487,0.5670120657452202,0.5670120657452202
0.073969975,0.12611572,0.5660222475479559,0.5660222475479559
0.10351077,0.107309096,0.5737295231969614,0.5737295231969614
0.11964138,0.0045796623,0.5682749947253682,0.5682749947253682
0.1138466,0.09357604,0.5742490280531565,0.5742490280531565
0.06449804,0.16139618,0.570400853676929,0.570400853676929
0.11067454,0.09396552,0.5756007245573529,0.5756007245573529
0.1440475,0.10909504,0.5748281374963027,0.5748281374963027
0.097222984,0.12067238,0.5735346969008934,0.5735346969008934
0.040540457,0.11582455,0.5749933492574038,0.5749933492574038
0.08711964,0.13803451,0.5766431503736151,0.5766431503736151
0.070714876,0.07446124,0.5754569776142395,0.5754569776142395
0.07491642,0.10510855,0.5768807942670027,0.5768807942670027
0.11476895,0.094611004,0.5788537054969543,0.5788537054969543
0.07395163,0.18945977,0.5805154009013296,0.5805154009013296
0.08664992,0.24388425,0.5772377472777142,0.5772377472777142
0.08034255,0.11029219,0.5792772936018521,0.5792772936018521
0.082144246,0.13239972,0.5787164639069737,0.5787164639069737
0.14833984,0.18255273,0.581717196369727,0.581717196369727
0.10831005,0.14970578,0.5825332758070083,0.5825332758070083
0.054775905,0.12347116,0.58139832938094,0.58139832938094
0.129253,0.13007294,0.5832914925480119,0.5832914925480119
0.04542288,0.056638576,0.5819614520091286,0.5819614520091286
0.16387826,0.09403261,0.5821124880270518,0.5821124880270518
0.14936657,0.07115033,0.5848272767281756,0.5848272767281756
0.050418537,0.0060341014,0.5825324632588991,0.5825324632588991
0.12064787,0.17191741,0.5845023883665323,0.5845023883665323
0.12920651,0.091668405,0.5855442258912922,0.5855442258912922
0.1232403,0.120405,0.5859742517740523,0.5859742517740523
0.10261566,0.13906142,0.5852648989554505,0.5852648989554505
0.05911233,0.1412333,0.5867494502000525,0.5867494502000525
0.09331262,0.06978083,0.5879817735158419,0.5879817735158419
0.08640917,0.14075157,0.5870041173634207,0.5870041173634207
0.07647191,0.04550262,0.5898575619666402,0.5898575619666402
0.096328534,0.13680233,0.588037338772531,0.588037338772531
0.10886499,0.17741433,0.5898456938986106,0.5898456938986106
0.114496656,0.13178886,0.5905307159690222,0.5905307159690222
0.11880958,0.10134643,0.59039572796124,0.59039572796124
0.018608108,0.18219016,0.5887528610805103,0.5887528610805103
0.09821897,0.14774397,0.5904213405495212,0.5904213405495212
0.12449077,0.10323958,0.5911042808265882,0.5911042808265882
0.114571616,0.134574,0.590454873219774,0.590454873219774
0.13976157,0.11828131,0.5898325241692017,0.5898325241692017
0.20171553,0.22534001,0.5913876388280397,0.5913876388280397
0.09670688,0.14181912,0.5925034710298194,0.5925034710298194
0.118908994,0.12279947,0.5925798021181097,0.5925798021181097
0.12652437,0.19845548,0.5917397088387809,0.5917397088387809
0.13002753,0.053187236,0.5935554381361025,0.5935554381361025
0.06806711,0.12397657,0.5894257885108367,0.5894257885108367
0.042489745,0.092699006,0.5940386863700438,0.5940386863700438
0.043846346,0.18171248,0.5958510356224653,0.5958510356224653
0.14892134,0.13983089,0.5940970705940611,0.5940970705940611
0.119172215,-0.0010145213,0.5953104483881875,0.5953104483881875
0.085934676,0.11923847,0.5952840701839139,0.5952840701839139
0.1365157,0.19276337,0.5973686241474813,0.5973686241474813
0.12242971,0.08961315,0.5976803599679598,0.5976803599679598
0.04217084,0.1436947,0.5971301754706844,0.5971301754706844
0.06481205,0.17273019,0.5999385827651269,0.5999385827651269
0.08444294,0.13242106,0.6035841230385592,0.6035841230385592
0.10419194,0.14960597,0.6023202080405077,0.6023202080405077
0.013112374,0.036817186,0.5995644190941194,0.5995644190941194
0.07684247,0.083739534,0.6028119445440181,0.6028119445440181
0.11829021,0.08460963,0.6037664957563201,0.6037664957563201
0.079637095,0.15898202,0.6017285693672798,0.6017285693672798
0.11716376,0.10376768,0.6038917569275446,0.6038917569275446
0.08512225,0.13225232,0.603838020237821,0.603838020237821
0.09276503,0.072739415,0.6072589608758916,0.6072589608758916
0.16270664,0.046725634,0.6049689372108447,0.6049689372108447
0.12392357,0.23294508,0.6052430065181374,0.6052430065181374
0.08944447,0.06661905,0.6055923412455844,0.6055923412455844
0.06273184,0.10651952,0.6116150571468758,0.6116150571468758
0.09021734,0.10744785,0.606931729997498,0.606931729997498
0.11448692,0.14550702,0.6100249852077433,0.6100249852077433
0.10346018,0.13187595,0.6101235464339254,0.6101235464339254
0.10890194,0.12491379,0.6120276116599608,0.6120276116599608
0.112095654,0.119566925,0.6091771280742346,0.6091771280742346
0.08718686,0.10714292,0.6117753112319922,0.6117753112319922
0.06975214,0.11501676,0.6086530310326942,0.6086530310326942
0.13597736,0.097944126,0.6132268609140957,0.6132268609140957
0.11072077,0.06458984,0.6092931527954242,0.6092931527954242
0.12652437,0.19845548,0.6137992405926155,0.6137992405926155
0.09347029,0.020936996,0.6128467610099092,0.6128467610099092
0.12649268,0.114449345,0.6100673103803871,0.6100673103803871
0.089843385,0.1491463,0.613251855661503,0.613251855661503
0.11703221,0.1099814,0.6133379567101791,0.6133379567101791
0.014474317,0.06710693,0.6085747529958387,0.6085747529958387
0.10783914,0.011921606,0.614268975596926,0.614268975596926
0.13054514,0.10371693,0.6141970750862112,0.6141970750862112
0.07508162,0.07417565,0.6154981824021768,0.6154981824021768
0.07089067,0.0973606,0.6135878873344773,0.6135878873344773
0.047713947,0.09436553,0.6153851379013009,0.6153851379013009
0.061534252,0.11614874,0.6160022086603387,0.6160022086603387
0.11625886,0.17457391,0.6150001471284279,0.6150001471284279
0.08747652,0.1252427,0.6163590567057589,0.6163590567057589
0.11804357,0.047926635,0.6169565687720153,0.6169565687720153
