no_X_train_ax1,no_X_train_ax2,no_var,no_r2
0.10286437,0.17811027,0.0836248998029182,0.0836248998029182
0.06348926,0.068721235,0.08229098408557922,0.08229098408557922
0.14226618,0.041892704,0.09421396553973393,0.09421396553973393
0.08968055,0.1271795,0.09686095773149461,0.09686095773149461
0.106792,0.12165083,0.10004910667198974,0.10004910667198974
0.025909018,0.15025383,0.10610315742363474,0.10610315742363474
0.07421611,0.1652818,0.10276727056302015,0.10276727056302015
0.18148887,0.020823719,0.10800104557486023,0.10800104557486023
0.06870697,0.13081694,0.10297518928658767,0.10297518928658767
0.07811554,0.07927184,0.10217574001494656,0.10217574001494656
0.0969847,0.14298214,0.10141971897825774,0.10141971897825774
0.109948486,0.09650214,0.11472702253429634,0.11472702253429634
0.112601414,0.063966185,0.12415197647491816,0.12415197647491816
0.061083212,0.13268849,0.119242412204,0.119242412204
0.12581825,0.14814913,0.12117029635227405,0.12117029635227405
0.04110348,0.14321643,0.12663415448532478,0.12663415448532478
0.13665986,0.03507504,0.12514787733895782,0.12514787733895782
0.13921677,0.078158654,0.12983436689894712,0.12983436689894712
0.19435646,0.07325128,0.1358137770634228,0.1358137770634228
0.12604038,0.04798935,0.14364515983492643,0.14364515983492643
0.22875267,0.09222272,0.14246890649265664,0.14246890649265664
0.100558,0.0924377,0.15236092592007522,0.15236092592007522
0.17946608,0.044441823,0.14852332796894696,0.14852332796894696
0.061127435,0.10332805,0.14880243741246202,0.14880243741246202
0.10678418,0.12570074,0.15038242463184903,0.15038242463184903
0.11667114,0.038522013,0.15615043729367084,0.15615043729367084
0.13869557,0.1652295,0.14821697160070746,0.14821697160070746
0.07317567,0.0918732,0.16414927349258546,0.16414927349258546
0.05878,0.06917646,0.15590397330339345,0.15590397330339345
0.09261564,0.19197483,0.16687069856662684,0.16687069856662684
0.07976897,0.06222067,0.17733323666691436,0.17733323666691436
0.091310576,0.080203295,0.16923683789645727,0.16923683789645727
0.017203026,0.02828125,0.16857635014448713,0.16857635014448713
0.13260125,0.0628431,0.1787575979783801,0.1787575979783801
0.083112314,0.10316373,0.18235984286214701,0.18235984286214701
0.119194515,0.1287468,0.17701787270682545,0.17701787270682545
