no2_X_train_ax1,no2_X_train_ax2,no2_var,no2_r2
0.06962213,0.12595372,0.4695073254067087,0.4695073254067087
0.09423581,0.14042725,0.4834173250453019,0.4834173250453019
0.107035115,0.122085996,0.4833756368811555,0.4833756368811555
0.056597084,0.094937064,0.48529145917363925,0.48529145917363925
0.07292017,0.164562,0.4854944595765116,0.4854944595765116
0.066036,0.0856674,0.4923723554766467,0.4923723554766467
0.091916144,0.14590715,0.5005555248815032,0.5005555248815032
0.054810274,0.024176547,0.49726950011516813,0.49726950011516813
0.053317335,0.12538196,0.5018692006774257,0.5018692006774257
0.047270693,0.123595275,0.5034424990502366,0.5034424990502366
0.020034006,0.14529794,0.5037955990427614,0.5037955990427614
0.022283727,0.12661375,0.5067750280262462,0.5067750280262462
0.056792002,0.09598182,0.5077960646255322,0.5077960646255322
0.031922556,0.16781262,0.502707686270031,0.502707686270031
0.0848629,0.10351419,0.5105303015493889,0.5105303015493889
0.06841881,0.14126039,0.5054020712720186,0.5054020712720186
0.068353996,0.07879072,0.5142650820456999,0.5142650820456999
0.043617684,0.11755947,0.5075862517029179,0.5075862517029179
0.1073,0.08709168,0.5118978234041157,0.5118978234041157
0.07569961,0.124478586,0.5150567567710742,0.5150567567710742
0.05821882,0.116964884,0.5180513188243201,0.5180513188243201
0.03775978,0.14503294,0.5251512588358505,0.5251512588358505
0.07391932,0.080228545,0.5206400061067951,0.5206400061067951
0.049164265,0.0932158,0.5247637185221694,0.5247637185221694
0.06610325,0.104178734,0.5272035554136334,0.5272035554136334
0.05425809,0.12882276,0.5291104464961451,0.5291104464961451
0.045000628,0.07336899,0.5296653981439979,0.5296653981439979
0.055475507,0.11473671,0.5283595308676209,0.5283595308676209
0.04709368,0.12187684,0.5302296595969407,0.5302296595969407
0.068635896,0.09350994,0.5339283859387312,0.5339283859387312
0.08187774,0.0861318,0.5347695954038512,0.5347695954038512
0.071324244,0.02897946,0.5344613375266289,0.5344613375266289
0.05619714,0.029141596,0.5336201410559285,0.5336201410559285
0.06468603,0.17275248,0.5343870559307304,0.5343870559307304
0.07004434,0.09340545,0.5364351199889499,0.5364351199889499
0.068687774,0.084315866,0.5364803748919197,0.5364803748919197
0.060490977,0.12261631,0.5474484983380179,0.5474484983380179
0.07312487,0.14860202,0.5416124440211371,0.5416124440211371
0.054744598,0.09053162,0.5496435676737346,0.5496435676737346
0.13123465,0.073373385,0.5493611729798233,0.5493611729798233
0.080279216,0.095086426,0.5495960482543185,0.5495960482543185
0.06690748,0.041776083,0.548457762449837,0.548457762449837
0.0350638,0.059060074,0.5502797910908334,0.5502797910908334
0.08699985,0.10436704,0.551382609137668,0.551382609137668
0.035773307,0.13416576,0.5529668722010008,0.5529668722010008
0.06503559,0.0652695,0.5527437963223228,0.5527437963223228
0.043588854,0.12266318,0.5595654657027658,0.5595654657027658
0.082332134,0.12710188,0.5539288040942887,0.5539288040942887
0.099745154,0.06734545,0.5625944789693349,0.5625944789693349
0.052207407,0.12036548,0.562647005567589,0.562647005567589
0.12140277,0.13158329,0.5629587592160739,0.5629587592160739
0.034356806,0.099800214,0.5634857483165976,0.5634857483165976
0.06964369,0.11791944,0.5626317223404267,0.5626317223404267
0.062198482,0.097421475,0.5639224370393372,0.5639224370393372
0.08334337,0.11042271,0.5679864667854202,0.5679864667854202
0.09078151,0.13967812,0.5631848534239725,0.5631848534239725
0.050985638,0.11936165,0.5675933244568998,0.5675933244568998
0.07310906,0.12415869,0.5696773181760589,0.5696773181760589
0.022619274,0.050079845,0.5703928771950215,0.5703928771950215
0.037607156,0.043313235,0.569920234173233,0.569920234173233
0.038238876,0.06352521,0.5678557836410225,0.5678557836410225
0.0065499246,0.079661414,0.5722686487248978,0.5722686487248978
0.05824945,0.08456082,0.5694061922188768,0.5694061922188768
0.071007416,0.08265768,0.5684018453596551,0.5684018453596551
0.034126513,0.05396069,0.5705888211671124,0.5705888211671124
0.042432245,0.0745961,0.5693126495151767,0.5693126495151767
0.081443086,0.16414513,0.5681619419546857,0.5681619419546857
0.070833586,0.09815426,0.5706800679788845,0.5706800679788845
0.04813513,0.09393035,0.5712174980572814,0.5712174980572814
0.08137104,0.16226074,0.5789448315698824,0.5789448315698824
0.057438493,0.1170666,0.5770551469993498,0.5770551469993498
0.06055408,0.117297076,0.5794232880438341,0.5794232880438341
0.022487769,0.080710106,0.5768175128580195,0.5768175128580195
0.09181246,0.100430265,0.5812211018257248,0.5812211018257248
0.058447357,0.095408954,0.5843735149772102,0.5843735149772102
0.038214255,0.081840605,0.5858824290753892,0.5858824290753892
0.06044987,0.07325281,0.5846822022248314,0.5846822022248314
0.062408756,0.062834986,0.5846273974896865,0.5846273974896865
0.078086235,0.090453215,0.5851000063064266,0.5851000063064266
0.070221364,0.11845585,0.5860351249537921,0.5860351249537921
0.038273156,0.12603065,0.5911383025484146,0.5911383025484146
0.07903282,0.10061833,0.5918525340901595,0.5918525340901595
0.06271711,0.11834518,0.5956591862117524,0.5956591862117524
0.091446996,0.034002826,0.5936328103912412,0.5936328103912412
0.12140277,0.13158329,0.5953684885702809,0.5953684885702809
0.04810607,0.044910386,0.5986233053992069,0.5986233053992069
0.043181837,0.13353445,0.5905661971800278,0.5905661971800278
0.06512986,0.1221566,0.6023529412035797,0.6023529412035797
0.101726726,0.1072905,0.595905314592674,0.595905314592674
0.10194793,0.14396892,0.6009703325666661,0.6009703325666661
0.077515945,0.09163411,0.6051984753204438,0.6051984753204438
0.07516004,0.11518373,0.6127272760306319,0.6127272760306319
0.049045544,0.03566745,0.6052081898108821,0.6052081898108821
0.05695073,0.14611466,0.6089507720475151,0.6089507720475151
0.020813137,0.06515679,0.6113733100073098,0.6113733100073098
0.09475857,0.13730142,0.6142602787102043,0.6142602787102043
0.04425204,0.111777484,0.6123217857876764,0.6123217857876764
0.083804995,0.12766364,0.6063219821640095,0.6063219821640095
0.08681582,0.08843423,0.6185745869119703,0.6185745869119703
0.03534531,0.06538003,0.6134617261606174,0.6134617261606174
0.04594982,0.03672356,0.6177672937751728,0.6177672937751728
0.044627354,0.10953483,0.6157355180237336,0.6157355180237336
0.07338302,0.13370787,0.6182545557087977,0.6182545557087977
0.111814916,0.13215648,0.620569109435162,0.620569109435162
0.04850508,0.111426875,0.6192323512203586,0.6192323512203586
0.060073607,0.17775299,0.6182727933111161,0.6182727933111161
0.071007416,0.08265768,0.6168553840344269,0.6168553840344269
0.06296621,0.12056034,0.6227254591554053,0.6227254591554053
0.06149721,0.09710201,0.6239373165470566,0.6239373165470566
0.025287654,0.13235907,0.6245252745106471,0.6245252745106471
0.03984887,0.07835125,0.6250742037841261,0.6250742037841261
0.06134835,0.12889397,0.6317025284688351,0.6317025284688351
0.06044987,0.07325281,0.6268105512465574,0.6268105512465574
0.049893815,0.1433244,0.6277551310218947,0.6277551310218947
0.06393099,0.11436055,0.6293565476635725,0.6293565476635725
0.06443166,0.09651319,0.6312964301397437,0.6312964301397437
0.08439343,0.1043959,0.6340308519151567,0.6340308519151567
0.0659118,0.17318061,0.6279540285597512,0.6279540285597512
0.053910967,0.15538245,0.6302383385189794,0.6302383385189794
0.06426692,0.0803214,0.6251478937862573,0.6251478937862573
0.063397884,0.15480852,0.630510663585901,0.630510663585901
0.014254976,0.05033856,0.6308976220224101,0.6308976220224101
0.07528925,0.10292542,0.6325809759091947,0.6325809759091947
0.070007876,0.08741071,0.6310436446611005,0.6310436446611005
0.075200796,0.051706485,0.6293154386562858,0.6293154386562858
0.032692056,0.07170276,0.6312313559085189,0.6312313559085189
0.084625244,0.049160242,0.6307703847515718,0.6307703847515718
0.026799064,0.09421698,0.6307248951316129,0.6307248951316129
0.0820681,0.16502048,0.6325729581706466,0.6325729581706466
0.061621834,0.100045644,0.6316032102806729,0.6316032102806729
0.060258616,0.14583094,0.6363898186653634,0.6363898186653634
0.043591738,0.082435936,0.6382009086442764,0.6382009086442764
0.040920198,0.102390684,0.6377356981156711,0.6377356981156711
0.041986264,0.103865795,0.6380488514891212,0.6380488514891212
0.027365837,0.06826065,,
0.078157395,0.11712987,,
0.023927897,0.0889329,,
0.06020791,0.110933505,,
0.059541594,0.109221764,,
0.08579601,0.059213266,,
0.055909116,0.10351123,,
0.08304438,0.08880971,,
0.061285004,0.13072912,,
0.030192496,0.08175874,,
0.014949667,0.1082141,,
0.04909808,0.07465289,,
0.05891916,0.09916563,,
0.08187774,0.0861318,,
0.05892416,0.10481537,,
0.08674218,0.11579531,,
0.04416614,0.10032885,,
0.05675324,0.077284366,,
0.06764319,0.1477393,,
0.043305904,0.13139503,,
0.11619152,0.16643025,,
0.03295276,0.13178563,,
0.0374704,0.06635519,,
0.07253579,0.1302626,,
0.0142126195,0.051362447,,
0.07798953,0.09476654,,
0.03428507,0.059026442,,
0.05204013,0.105487704,,
0.04810607,0.044910386,,
0.031301264,0.092960194,,
0.0544337,0.07637275,,
0.032450017,0.050434694,,
0.11403133,0.093977004,,
0.079884544,0.10915905,,
0.032382146,0.13640451,,
0.06452593,0.084595464,,
0.051604595,0.13003808,,
0.08914968,0.1659325,,
0.015778797,0.13071437,,
0.0975101,0.09457796,,
0.06626314,0.14524423,,
0.096318156,0.16822933,,
0.06711255,0.06455045,,
0.08397828,0.12846707,,
0.0288831,0.08231144,,
0.08562438,0.07942142,,
0.05780293,0.08624264,,
0.03968241,0.1850176,,
0.0945894,0.09978929,,
0.012391398,0.021364512,,
0.06640122,0.09457285,,
0.04008358,0.050290577,,
0.043439217,0.14116436,,
0.059871268,0.045351855,,
0.052242186,0.11707283,,
0.070600435,0.081963636,,
0.074330926,0.10874889,,
0.07525773,0.0990002,,
0.08282091,0.17896882,,
0.05898359,0.113333166,,
0.084413886,0.12846692,,
0.04792666,0.109268956,,
0.055825796,0.099427916,,
0.1124928,0.0592148,,
0.08349526,0.12502763,,
0.042019796,0.17433067,,
0.05409413,0.1540038,,
0.106506124,0.10253187,,
0.07225047,0.098056965,,
0.09926918,0.10181762,,
0.08006576,0.09053651,,
0.077185765,0.18032895,,
0.09111574,0.1133985,,
0.08724925,0.086991236,,
0.05311212,0.16482699,,
0.07396321,0.089823805,,
0.0827743,0.10553374,,
0.075506866,0.14262809,,
0.06543634,0.057261303,,
0.07628147,0.10180445,,
0.052778035,0.08243862,,
0.02139323,0.07318414,,
0.03206236,0.06438565,,
0.07074568,0.12183116,,
0.075047225,0.1426725,,
0.052116398,0.036700994,,
0.11237635,0.110810466,,
0.040095557,0.14413969,,
0.12502545,0.09497214,,
0.094381735,0.08671921,,
0.07556598,0.073137864,,
0.06420116,0.0051429365,,
0.05937908,0.13242047,,
0.020937342,0.13034245,,
0.043588847,0.05625888,,
0.03979139,0.111734,,
0.087914124,0.16555113,,
0.08584958,0.11294684,,
0.072503015,0.15791388,,
0.029321957,0.07737974,,
0.08673164,0.07947069,,
0.08241446,0.1521022,,
0.07182043,0.1388254,,
0.06852847,0.099195026,,
0.030213743,-0.00045967978,,
0.077771544,0.12519784,,
0.05168396,0.073514454,,
0.04505265,0.0552082,,
0.086795256,0.12164768,,
0.09420173,0.16578019,,
0.044110548,0.0484469,,
0.06557509,0.16625515,,
0.058570094,0.08916531,,
0.07517925,0.08942373,,
0.10064086,0.11769419,,
0.105736405,0.091257505,,
0.06866575,0.12965329,,
0.058570094,0.08916531,,
0.05462076,0.10290335,,
0.059210595,0.21774672,,
0.06506541,0.10575502,,
0.07355954,0.08077464,,
0.076212764,0.13808192,,
0.067421064,0.16313837,,
0.07561977,0.08720481,,
0.07168788,0.14879556,,
0.054798055,0.09841572,,
0.09987222,0.08336187,,
0.023515865,0.10459698,,
0.07037377,0.107401796,,
0.06890844,0.15330525,,
0.060654026,0.041600317,,
0.037049264,0.15872817,,
0.04450573,0.069836944,,
0.012780573,0.09562208,,
0.062461223,0.09203376,,
0.0980591,0.07346945,,
0.067231536,0.05678221,,
0.03775978,0.14503294,,
0.07251582,0.123149715,,
0.083657354,0.06366906,,
0.044156168,0.08889766,,
0.047562636,0.11459591,,
0.021283211,0.16381519,,
0.084712744,0.12169928,,
0.062327452,0.07111054,,
0.038168393,0.06433275,,
0.07816067,0.11704793,,
0.09805603,0.113735706,,
0.052639004,0.06048414,,
0.059903037,0.122473024,,
0.054027934,0.07397043,,
0.04219597,0.1384614,,
0.14358358,0.03886842,,
0.048752233,0.10799189,,
0.07205854,0.12270764,,
0.08791156,0.10924972,,
0.04626,0.09975042,,
0.07021122,0.07610465,,
0.0861624,0.0829028,,
0.04162032,0.16558512,,
0.03251811,0.066029176,,
0.075766906,0.20579042,,
0.030692656,0.0749596,,
0.07356104,0.14432095,,
0.04058414,0.12823401,,
0.06295109,0.102478944,,
0.09628841,0.1428719,,
0.0892394,0.09955331,,
0.0809374,0.121602364,,
0.061135776,0.08757834,,
0.053904083,0.15218468,,
0.10033831,0.09810776,,
0.079936534,0.10254211,,
0.10259077,0.1327921,,
0.06211336,0.08558495,,
0.07778739,0.08368982,,
0.09047744,0.099879235,,
0.06812453,0.08129031,,
0.02139323,0.07318414,,
0.08090028,0.114931546,,
0.056636732,0.113485575,,
0.052080203,0.06481997,,
0.088730514,0.052132748,,
0.08349526,0.12502763,,
0.09999393,0.108037174,,
0.07419728,0.13684411,,
0.022283727,0.12661375,,
0.06259785,0.1630732,,
0.08980517,0.05591788,,
0.028576538,0.06851975,,
0.10822488,0.08437233,,
0.026257263,0.13328318,,
0.04810607,0.044910386,,
0.06470953,0.116335325,,
0.07941064,0.04967808,,
0.08628309,0.10660446,,
0.08987999,0.087563016,,
0.04944809,0.13316932,,
0.056268513,0.08613179,,
0.0892394,0.09955331,,
0.084320575,0.048048712,,
0.08740452,0.08973316,,
0.085211694,0.117566474,,
0.040893823,0.058980696,,
0.064149365,0.064020194,,
0.10036653,0.091285735,,
0.03141258,0.15527162,,
0.060163535,0.12012442,,
0.021700254,0.054715276,,
0.051260855,0.13504095,,
0.05379073,0.09973954,,
0.067257196,0.08732296,,
0.08830482,0.07707003,,
0.043588847,0.05625888,,
0.04411214,0.14458849,,
0.06881063,0.13411748,,
0.117359355,0.15903555,,
0.07243489,0.10856874,,
0.08023135,0.17860524,,
0.08313677,0.14199945,,
0.042448927,0.10727032,,
0.071828365,0.13292935,,
0.089660525,0.045804188,,
0.017586669,0.13609053,,
0.093402475,0.12124712,,
0.08885166,0.1353647,,
0.06381081,0.07197894,,
0.022505052,0.095923714,,
0.031951632,0.02330405,,
0.054676298,0.14543127,,
0.07506277,0.1844907,,
0.060654026,0.041600317,,
0.04224072,0.107653774,,
0.041175812,0.17063726,,
0.07944903,0.06581783,,
0.06950365,0.042520985,,
0.061725322,0.15111157,,
0.0747793,0.12578067,,
0.0756619,0.09350939,,
0.04853855,0.076746,,
-0.0013707341,0.06362729,,
0.039878007,0.13759775,,
0.056899678,0.07813628,,
0.06417388,0.15124837,,
0.023430627,0.04538919,,
0.0721612,0.0908861,,
0.11575769,0.10527345,,
0.03391519,0.15158771,,
0.097846374,0.06575755,,
0.08047441,0.112417586,,
0.064509265,0.15861209,,
0.088638544,0.09055858,,
0.044090822,0.07400646,,
0.05114499,0.15393715,,
0.025167583,0.07864445,,
0.07071793,0.049198084,,
0.11578259,0.07242801,,
0.08110696,0.10011173,,
0.037734933,0.10093855,,
0.040580366,0.10354353,,
0.06255167,0.07923848,,
0.037862435,0.17305082,,
0.06421914,0.08326046,,
0.08110747,0.093486026,,
0.04747966,0.07640919,,
0.057478115,0.09394536,,
0.032710984,0.106366225,,
0.06587895,0.11665892,,
0.06889805,0.109925784,,
0.09685685,0.09741298,,
0.030937843,0.10333543,,
0.050530333,0.13146408,,
0.0803833,0.0961062,,
0.052330494,0.08566646,,
0.038238876,0.06352521,,
0.046907526,0.050366305,,
0.07269812,0.07778756,,
0.0288831,0.08231144,,
0.024342064,0.14867866,,
0.06558646,0.04227908,,
0.05725011,0.10176713,,
0.08140862,0.08691761,,
0.06417388,0.15124837,,
0.03773354,0.06205704,,
0.092477694,0.1034954,,
0.056889422,0.052646913,,
0.071474046,0.11827002,,
0.040749125,0.055363066,,
0.014879454,0.0719279,,
0.083149284,0.09939512,,
0.079677865,0.11514082,,
0.043409538,0.07643609,,
0.093417704,0.16714503,,
0.0437471,0.08174243,,
0.037862435,0.17305082,,
0.04359843,0.138194,,
0.07877396,0.12950766,,
0.07405532,0.11767464,,
0.068125635,0.043004237,,
0.04505265,0.0552082,,
0.07523516,0.08026823,,
0.038271714,0.08381126,,
0.0048686266,0.09690026,,
0.010742001,0.10489724,,
0.09700796,0.070268236,,
0.07882252,0.19525667,,
0.089588776,0.07687896,,
0.060399298,0.110007815,,
0.06411736,0.07616299,,
0.009220909,0.0547786,,
0.053762954,0.09324745,,
0.07695771,0.13492347,,
0.07513196,0.08436907,,
0.09685148,0.10348477,,
0.0727005,0.06415448,,
0.066706225,0.058574952,,
0.062307734,0.09960574,,
0.11024389,0.07314287,,
0.050650965,0.031664968,,
0.0675285,0.077344626,,
0.07336235,0.12729903,,
0.096219465,0.10893827,,
0.06327284,0.15085259,,
0.08207318,0.14529306,,
0.019715816,0.15015532,,
0.06765124,0.16221304,,
0.041072447,0.09718882,,
0.054810274,0.024176547,,
0.045628376,0.021956975,,
0.07895314,0.16707474,,
0.009898538,0.110023774,,
0.048914965,0.102724075,,
0.04767196,0.034437127,,
0.05972531,0.13665946,,
0.08026315,0.15022726,,
0.08169459,0.15599526,,
0.083625525,0.08630069,,
0.055551633,0.08838678,,
0.07306202,0.1351651,,
0.0586539,0.14688419,,
0.054761454,0.07037238,,
0.055150118,0.10377812,,
0.05909246,0.16728866,,
0.089588776,0.07687896,,
0.046094645,0.089985706,,
0.10325594,0.104837835,,
0.07702991,0.123631574,,
0.10237163,0.06587964,,
0.09137668,0.084894866,,
0.10586056,0.12795797,,
0.095688805,0.10311045,,
0.0934014,0.13093136,,
0.09277919,0.05150009,,
0.05937908,0.13242047,,
0.103248015,0.05408846,,
0.056589026,0.1501817,,
0.06604591,0.0952037,,
0.030711869,0.08017664,,
0.083902776,0.086118646,,
0.040893823,0.058980696,,
0.04305104,0.13090065,,
0.07840972,0.12844415,,
0.061191134,0.055843823,,
0.031951632,0.02330405,,
0.06192683,0.1081996,,
0.07985653,0.14346763,,
0.06039358,0.12124487,,
0.043181837,0.13353445,,
0.046661247,0.19781442,,
0.068868324,0.069425754,,
0.098752156,0.061838016,,
0.033456817,0.049462408,,
0.08189309,0.14241976,,
0.05532698,0.10085555,,
0.07782577,0.14467831,,
0.110632434,0.058249496,,
0.012391398,0.021364512,,
0.07533821,0.06989483,,
0.0665423,0.13020875,,
0.037792556,0.1197385,,
0.078011334,0.1254044,,
0.04210157,0.1075866,,
0.034351062,0.1862395,,
0.061308514,0.15813515,,
0.081951395,0.15599476,,
0.06841579,0.11992014,,
0.063205004,0.090472914,,
0.07559253,0.14450543,,
0.06673364,0.14725451,,
0.09146792,0.039036654,,
0.05232301,0.10761508,,
0.07728351,0.15896231,,
0.07111612,0.12812205,,
0.07702991,0.123631574,,
0.063397914,0.08760497,,
0.06575072,0.15183164,,
0.08225408,0.095288,,
0.056992646,0.13392666,,
0.06133878,0.13496393,,
0.042356696,0.1236302,,
0.049668457,0.053133294,,
0.11773273,0.18161622,,
0.07298331,0.12826976,,
0.07192181,0.11944804,,
0.03701227,0.12558089,,
0.085609615,0.08470743,,
0.030192496,0.08175874,,
0.09078151,0.13967812,,
0.029641565,0.07624755,,
0.090993404,0.13446654,,
0.05923489,0.12802526,,
0.06938051,0.12650461,,
0.056453556,0.1024824,,
0.09905602,0.08559912,,
0.07109634,0.07095784,,
0.042971235,0.107196964,,
0.04793252,0.088373534,,
0.08563216,0.09703405,,
0.07591933,0.06076081,,
0.048224486,0.09083564,,
0.056448966,0.052802317,,
0.086795256,0.12164768,,
0.066429235,0.09665338,,
0.057635788,0.12615982,,
0.08430031,0.14443563,,
0.08855896,0.11455766,,
0.0633115,0.07972147,,
0.064176545,0.12931754,,
0.0810895,0.1645,,
0.05723567,0.11019535,,
0.056448966,0.052802317,,
0.054426957,0.055394605,,
0.04816575,0.11367314,,
0.08897431,0.13931176,,
0.07972512,0.11450478,,
0.07709314,0.13209154,,
0.026987199,0.1463631,,
-0.001370995,0.14263658,,
0.048524354,0.06959562,,
0.04280533,0.039758846,,
0.06857312,0.06327792,,
0.03763656,0.07896005,,
0.07713288,0.049372084,,
0.061320644,0.14014424,,
0.062349036,0.16537212,,
0.056202233,0.1322952,,
0.09078151,0.13967812,,
0.031010225,0.06322515,,
0.05942123,0.13730207,,
0.08286464,0.11039052,,
0.04526855,0.16435994,,
0.07568574,0.115555145,,
0.022873327,0.0840247,,
0.09625119,0.13219924,,
0.044181675,0.111970305,,
0.07104927,0.10408236,,
0.10509144,0.07301781,,
0.0474416,0.066707365,,
0.081539735,0.08749222,,
0.06273069,0.07214439,,
0.06849906,0.12785001,,
0.07318586,0.11674457,,
0.0983427,0.15899086,,
0.064176545,0.12931754,,
0.034051284,0.12013323,,
0.07993129,0.102010034,,
0.09832613,0.1183596,,
0.061703533,0.10232537,,
0.067848265,0.11989946,,
0.08195664,0.020949522,,
0.073887385,0.11138599,,
0.05562538,0.14431317,,
0.073788,0.13784276,,
0.05454336,0.100057445,,
0.051320292,0.14403592,,
0.047598705,0.13306953,,
0.109611884,0.16466305,,
0.06311284,0.09347111,,
0.10628718,0.109804876,,
0.055240452,0.032809317,,
0.07788125,0.1410433,,
0.061666418,0.077464394,,
0.07312487,0.14860202,,
0.09360622,0.0759559,,
0.021303346,0.068991825,,
0.037128523,0.07265895,,
0.040411822,0.10188698,,
0.0744856,0.14230347,,
0.018362463,0.058572046,,
0.050048444,0.045863062,,
0.05421636,0.11962993,,
0.08052319,0.08719946,,
0.038907308,0.12002728,,
0.08601408,0.14025302,,
0.017576441,0.10776289,,
0.07840972,0.12844415,,
0.05335327,0.11228088,,
0.097986996,0.09402253,,
0.080129445,0.09311812,,
0.07163562,0.12653905,,
0.038238876,0.06352521,,
0.03533414,0.07212012,,
0.058179267,0.06334549,,
0.13455461,0.13577174,,
0.11376651,0.05197277,,
0.06631338,0.16702898,,
0.03742521,0.10282582,,
0.01368884,0.08541148,,
0.019614968,0.104616635,,
0.034178883,0.11883312,,
0.11476855,0.18164618,,
0.07303594,0.12893878,,
0.10270965,0.08547472,,
0.08584958,0.11294684,,
0.067848265,0.11989946,,
0.014919704,0.08258372,,
0.08391547,0.12746717,,
0.09266561,0.11128787,,
0.05553719,0.122049935,,
0.026021838,0.09313395,,
0.11434524,0.06653824,,
0.016778667,0.07767679,,
0.05780293,0.08624264,,
0.036024958,0.090237595,,
0.06119272,0.10350377,,
0.13189937,0.14450407,,
0.018301278,0.05361946,,
0.09827764,0.047391422,,
0.0441129,0.09270325,,
-0.0006704215,0.084875695,,
0.06259785,0.1630732,,
0.020907128,0.06982673,,
0.087848976,0.1320832,,
0.057087407,0.12747931,,
0.089588776,0.07687896,,
0.042520076,0.12477826,,
0.0790077,0.15975973,,
0.05602722,0.110930674,,
0.04390127,0.19035196,,
0.07663739,0.12366537,,
0.07444461,0.06613075,,
0.07475116,0.08066191,,
0.07192181,0.11944804,,
0.09168802,0.08588022,,
0.02572186,0.05823142,,
0.046581507,0.09045778,,
0.064999685,0.12561236,,
0.084163874,0.1400717,,
0.039658297,0.065049,,
0.06945935,0.14069897,,
0.042200588,0.14716388,,
0.05688965,0.07574974,,
0.07430066,0.01575386,,
0.10064086,0.11769419,,
0.07510355,0.1331017,,
0.064519435,0.13586007,,
0.06750754,0.09152825,,
0.06132761,0.103079274,,
0.06793764,0.11434113,,
0.07533821,0.06989483,,
0.052704938,0.16277407,,
0.085467994,0.13745464,,
0.05941082,0.07922154,,
0.062145315,0.08674795,,
0.044012014,0.08055029,,
0.0924339,0.09849394,,
0.06499383,0.12970679,,
0.09272027,0.08442028,,
0.0375427,0.13108353,,
0.07654383,0.09442242,,
0.07379319,0.13030204,,
0.044368267,0.008474184,,
0.050048444,0.045863062,,
0.050377335,0.115791105,,
0.028307889,0.14281051,,
0.047528937,0.1382688,,
0.041187435,0.061373025,,
0.05764514,0.09354692,,
0.017586669,0.13609053,,
0.085149735,0.09268304,,
0.053664424,0.12732781,,
0.064608514,0.1327363,,
0.05198639,0.0688417,,
0.08988348,0.14217116,,
0.061992746,0.1059253,,
0.029679343,0.060209475,,
0.03666535,0.08570918,,
0.059708253,0.121930294,,
