so2_X_train_ax1,so2_X_train_ax2,so2_var,so2_r2
0.044599105,0.19753952,0.1600396377303892,0.1600396377303892
0.1500431,0.062221088,0.1868926654666455,0.1868926654666455
0.055824313,0.043220885,0.18942437104755494,0.18942437104755494
0.11509278,0.08759821,0.21311018201799858,0.21311018201799858
0.12248539,0.07052436,0.24245718361420765,0.24245718361420765
0.115593106,0.08292272,0.23951530415163325,0.23951530415163325
0.21722895,0.18956742,0.25571061893696423,0.25571061893696423
0.09874899,0.06745569,0.2608085197273875,0.2608085197273875
0.12811118,0.13542454,0.26314519822244253,0.26314519822244253
0.12569591,0.10564123,0.27805679906020475,0.27805679906020475
0.078770824,0.039708104,0.278045717591317,0.278045717591317
0.03081691,0.062026933,0.283594819627049,0.283594819627049
0.1994195,0.07649945,0.34946095109030273,0.34946095109030273
0.056502916,0.03523685,0.3778407042932559,0.3778407042932559
0.08954589,0.16633557,0.37390264316730915,0.37390264316730915
0.0563882,0.00040109456,0.3833168704374291,0.3833168704374291
0.061447196,0.09964714,0.38927159859934757,0.38927159859934757
0.04699152,0.083265916,0.38502946915294733,0.38502946915294733
0.09295918,0.17944218,0.3855830546818072,0.3855830546818072
0.046325296,0.043006055,0.38741041751340966,0.38741041751340966
0.12210575,0.025715813,0.3923017711468272,0.3923017711468272
0.022011159,0.065854564,0.39451499540940027,0.39451499540940027
0.08375551,0.058382895,0.39257219235651053,0.39257219235651053
0.15517867,0.15337183,0.39364583744673187,0.39364583744673187
0.08143935,0.058189467,0.399264947874015,0.399264947874015
0.07620783,0.11580812,0.40030380100916974,0.40030380100916974
0.1651459,0.07618895,0.407685436857122,0.407685436857122
0.15555227,0.06588455,0.41749353322729943,0.41749353322729943
0.16646865,0.1515102,0.4151221345485807,0.4151221345485807
0.06335144,0.07948015,0.4203889560069868,0.4203889560069868
0.08810413,0.103494674,0.4242914759874117,0.4242914759874117
0.08407998,0.04042866,0.4231112300204326,0.4231112300204326
0.09168473,0.069534786,0.4310937871887863,0.4310937871887863
0.07173394,0.054719906,0.4335697934323117,0.4335697934323117
0.12694767,0.040973283,0.44045203180288317,0.44045203180288317
0.081108525,0.07552505,0.4561430281925375,0.4561430281925375
0.04328534,0.05774351,0.4558126133002618,0.4558126133002618
0.05593002,0.049771104,0.47252862646461957,0.47252862646461957
0.030715,0.070054844,0.47434194603522006,0.47434194603522006
0.12896934,0.12826036,0.4769706364889561,0.4769706364889561
0.1589689,0.09637661,0.47805280561025043,0.47805280561025043
0.19862628,0.07473572,0.47717627728198897,0.47717627728198897
0.08693748,0.0731601,0.48000040587535375,0.48000040587535375
0.15031096,0.10269522,0.4844120853296797,0.4844120853296797
0.23328689,0.045619495,0.4864306818781754,0.4864306818781754
0.11972059,0.06499414,0.48543803331603763,0.48543803331603763
0.15975599,0.045673423,0.48576373778548465,0.48576373778548465
0.098931015,0.09364558,0.48972960649830155,0.48972960649830155
0.13132375,0.091482,0.4896078617323487,0.4896078617323487
0.12700525,0.069320366,0.4955320094913369,0.4955320094913369
0.11270136,0.031297777,0.4997891413159655,0.4997891413159655
0.10975299,0.050979726,0.5048128307305959,0.5048128307305959
0.1004242,0.040164154,0.5011298432134327,0.5011298432134327
0.10654397,0.08070384,0.5048109704933041,0.5048109704933041
0.12884921,0.14271477,0.5069347401714825,0.5069347401714825
0.06557457,0.08747255,0.5143945910248426,0.5143945910248426
0.13049138,0.055979438,0.5278996797327967,0.5278996797327967
0.07480732,0.057174668,0.5271889111204865,0.5271889111204865
0.09312137,0.09326007,0.5165507696275449,0.5165507696275449
0.15493986,0.06683095,0.5281431716083074,0.5281431716083074
0.09892639,0.07111718,0.5283291849734237,0.5283291849734237
0.067444205,0.078343466,0.5294003291808189,0.5294003291808189
0.08487349,0.09262972,0.5260978245228718,0.5260978245228718
0.09536983,0.07649192,0.529145338758862,0.529145338758862
0.062341604,0.035927787,0.5360000226715449,0.5360000226715449
0.098408505,0.10866104,0.5309613880270048,0.5309613880270048
0.09789174,0.045610353,0.5389566731450374,0.5389566731450374
0.08088278,0.06483245,0.5565034276652553,0.5565034276652553
0.047456227,0.047287855,0.5571070381574589,0.5571070381574589
0.16077265,0.115497425,0.561078041524979,0.561078041524979
0.19133368,0.06643359,0.5581990545024043,0.5581990545024043
0.10637449,0.05693565,0.5651702985848859,0.5651702985848859
0.09002716,0.09608033,0.5580255380962469,0.5580255380962469
0.13195503,0.09482471,0.563437498866619,0.563437498866619
0.09498435,0.08599538,0.5610188320178192,0.5610188320178192
0.11946183,0.0951789,0.5626529319734814,0.5626529319734814
0.10455591,0.11052378,0.5621238396472044,0.5621238396472044
0.16413139,0.092157274,0.5628532450201494,0.5628532450201494
0.10669677,0.050847717,0.56765871236713,0.56765871236713
0.120788656,0.072891094,0.5687620638322122,0.5687620638322122
0.07525309,0.01902163,0.5705516157020116,0.5705516157020116
0.077530846,0.070248425,0.5697548485896122,0.5697548485896122
0.11588458,0.068286836,0.5727065193555851,0.5727065193555851
0.122658394,0.069481075,0.5681314408814383,0.5681314408814383
0.020096177,0.05587458,0.574267487140365,0.574267487140365
0.10593099,0.08248323,0.5758142086459332,0.5758142086459332
0.060702544,0.06615107,0.5803871328941107,0.5803871328941107
0.12540396,0.11756224,0.5770078506199807,0.5770078506199807
0.16358408,0.09325122,0.5922893518667895,0.5922893518667895
0.087981164,0.058398575,0.5821356596080883,0.5821356596080883
0.09188943,0.021769151,0.5871706432366954,0.5871706432366954
0.1248198,0.09633343,0.5904212658961552,0.5904212658961552
0.10780488,0.07753553,0.5885631113601002,0.5885631113601002
0.21081063,0.08408245,0.5953115136273583,0.5953115136273583
0.11658048,0.0736293,0.5928115551618751,0.5928115551618751
0.07791083,0.07635091,0.595498246071927,0.595498246071927
0.08146439,0.07077273,0.5957078573133541,0.5957078573133541
0.07942808,0.10484151,0.5942793920930401,0.5942793920930401
0.051437687,0.078580886,0.595010276053392,0.595010276053392
0.086415485,0.078875706,0.5934211672143588,0.5934211672143588
0.09374109,0.098584585,0.5954539924004847,0.5954539924004847
0.1647931,0.08665965,0.5985257176625072,0.5985257176625072
0.07679544,0.05327002,0.6017700002898072,0.6017700002898072
0.10976115,0.1358069,0.6025074643117926,0.6025074643117926
0.11768838,0.1051802,0.6049525747527409,0.6049525747527409
0.091189265,0.07208906,0.6077055113809912,0.6077055113809912
0.108179405,0.10203905,0.6091187603203094,0.6091187603203094
0.02032218,0.10488698,0.6085567687421621,0.6085567687421621
0.10897529,0.083355054,0.607692978215921,0.607692978215921
0.049102582,0.12843913,0.6101116759157699,0.6101116759157699
0.13360631,0.12321228,0.6091239569050702,0.6091239569050702
0.1385763,0.0637757,0.6118574237817238,0.6118574237817238
0.021236414,0.10517084,0.6108002628738085,0.6108002628738085
0.06929694,0.08018441,0.6110669838161413,0.6110669838161413
0.110684216,0.055071257,0.6125121839652057,0.6125121839652057
0.123239554,0.082684346,0.6110861143266011,0.6110861143266011
0.12140422,0.087464094,0.6108606706599504,0.6108606706599504
0.15859482,0.074884996,0.6113640662795843,0.6113640662795843
0.118664674,0.06395882,0.6123366044374747,0.6123366044374747
0.09848822,0.030309018,0.6120182746997339,0.6120182746997339
0.08228204,0.053302526,0.6120889813530745,0.6120889813530745
0.0860641,0.14136663,0.6137345027145603,0.6137345027145603
0.09947815,0.22773172,0.6117378359077827,0.6117378359077827
0.12643775,0.08626863,0.612993387147443,0.612993387147443
0.11639684,0.03738141,0.6140891011397287,0.6140891011397287
0.19950101,0.090272486,0.613565843402876,0.613565843402876
0.095418006,0.02575909,0.6151495515540266,0.6151495515540266
0.06334943,0.05658611,0.6207941414128155,0.6207941414128155
0.10611659,0.12556705,0.616525677241388,0.616525677241388
0.1015697,0.060314827,0.6207610612865819,0.6207610612865819
0.1306515,0.083655,0.6230152803826755,0.6230152803826755
